"","x"
"394","P50395"
"395","P50416"
"396","P50452"
"397","P50502;Q8NFI4"
"398","P50502;Q8NFI4;Q8IZP2"
"399","P50570"
"400","P50613"
"401","P50616"
"402","P50991"
"403","P51116"
"404","P51149"
"405","P51570"
"406","P51572"
"407","P51608"
"408","P51665"
"409","P51784"
"410","P51812"
"411","P51858"
"412","P51911"
"413","P51946"
"414","P51970"
"415","P52209"
"416","P52306"
"417","P52434"
"418","P52566"
"419","P52594"
"420","P52732"
"421","P52756"
"422","P52788"
"423","P52789"
"424","P52815"
"425","P52848"
"426","P52907;P47755"
"427","P53355"
"428","P53634"
"429","P53675"
"430","P53701"
"431","P53814"
"432","P53999"
"433","P54105"
"434","P54136"
"435","P54577"
"436","P54619"
"437","P54652;P11142"
"438","P54727"
"439","P54868"
"440","P55072"
"441","P55084"
"442","P55196"
"443","P55197"
"444","P55209"
"445","P55290"
"446","P55769"
"447","P55786"
"448","P56134"
"449","P56385"
"450","P60228"
"451","P60660"
"452","P60866"
"453","P60900"
"454","P61011"
"455","P61019;Q8WUD1"
"456","P61081"
"457","P61088"
"458","P61088;Q5JXB2"
"459","P61106"
"460","P61158"
"461","P61160"
"462","P61421"
"463","P61619;Q9H9S3"
"464","P62081"
"465","P62136;P62140;P36873"
"466","P62191"
"467","P62195"
"468","P62310"
"469","P62312"
"470","P62328"
"471","P62701;P22090"
"472","P62701;P22090;Q8TD47"
"473","P62826"
"474","P62979;P0CG48;P0CG47;P62987;RS27A_HUMAN"
"475","P62993"
"476","P63000;P60763;P15153"
"477","P63010"
"478","P63092;Q5JWF2"
"479","P63165;G2XKQ0;SUMO1_HUMAN"
"480","P63261;P60709"
"481","P67775;P62714"
"482","P68366"
"483","P78346"
"484","P78371"
"485","P78406"
"486","P78417"
"487","P78549"
"488","P82094"
"489","P82664"
"490","P83881;Q969Q0"
"491","P99999;CYC_HUMAN"
"492","Q00169"
"493","Q00266;P31153"
"494","Q00325"
"495","Q00534"
"496","Q00610"
"497","Q00610;P53675"
"498","Q01082"
"499","Q01105;P0DME0"
"500","Q01469"
"501","Q01780"
"502","Q01813"
"503","Q01831"
"504","Q02218"
"505","Q02218;Q9ULD0"
"506","Q02818"
"507","Q02833"
"508","Q02880"
"509","Q02978"
"510","Q03518"
"511","Q04323"
"512","Q04726"
"513","Q04727"
"514","Q05086"
"515","Q05397"
"516","Q05639;P68104;Q5VTE0"
"517","Q05682"
"518","Q05BQ5"
"519","Q06033"
"520","Q06265"
"521","Q07157"
"522","Q07283"
"523","Q07866"
"524","Q07960"
"525","Q08945"
"526","Q08AF3"
"527","Q08AM6"
"528","Q08J23"
"529","Q09028"
"530","Q09666"
"531","Q0VDF9"
"532","Q0VGL1"
"533","Q10570"
"534","Q10589"
"535","Q12788"
"536","Q12789"
"537","Q12800"
"538","Q12824"
"539","Q12849"
"540","Q12873"
"541","Q12874"
"542","Q12904"
"543","Q12968"
"544","Q12981"
"545","Q13033"
"546","Q13042"
"547","Q13057"
"548","Q13107"
"549","Q13114"
"550","Q13123"
"551","Q13137"
"552","Q13144"
"553","Q13155"
"554","Q13158"
"555","Q13162"
"556","Q13177"
"557","Q13177;O75914"
"558","Q13177;Q13153;O75914"
"559","Q13188;Q13043"
"560","Q13206"
"561","Q13268"
"562","Q13283;Q9UN86"
"563","Q13330"
"564","Q13356"
"565","Q13362;Q16537"
"566","Q13363"
"567","Q13367;O00203"
"568","Q13404"
"569","Q13416"
"570","Q13425"
"571","Q13426"
"572","Q13439"
"573","Q13469"
"574","Q13509"
"575","Q13547"
"576","Q13554;Q9UQM7;Q13555;Q13557"
"577","Q13564"
"578","Q13586"
"579","Q13596;O60749"
"580","Q13601"
"581","Q13610"
"582","Q13614"
"583","Q13615"
"584","Q13619"
"585","Q13753"
"586","Q13813"
"587","Q13835"
"588","Q13868"
"589","Q13895"
"590","Q14126"
"591","Q14134"
"592","Q14137"
"593","Q14141"
"594","Q14157"
"595","Q14160"
"596","Q14166"
"597","Q14202"
"598","Q14232"
"599","Q14320;Q9Y247"
"600","Q14344"
"601","Q14444"
"602","Q14451"
"603","Q14534"
"604","Q14558"
"605","Q14571"
"606","Q14573"
"607","Q14574"
"608","Q14657"
"609","Q14669"
"610","Q14690"
"611","Q14692"
"612","Q14694"
"613","Q14697"
"614","Q14746"
"615","Q14764"
"616","Q14807"
"617","Q14839"
"618","Q14839;Q8TDI0;Q12873"
"619","Q14865"
"620","Q14974"
"621","Q14999;Q8IWT3"
"622","Q14CN4"
"623","Q15003"
"624","Q15007"
"625","Q15008"
"626","Q15020"
"627","Q15025"
"628","Q15032"
"629","Q15046"
"630","Q15050"
"631","Q15054"
"632","Q15061"
"633","Q15072"
"634","Q15084"
"635","Q15126"
"636","Q15172"
"637","Q15208"
"638","Q15269"
"639","Q15291"
"640","Q15345"
"641","Q15369"
"642","Q15386"
"643","Q15388"
"644","Q15393"
"645","Q15397"
"646","Q15398"
"647","Q15428"
"648","Q15435"
"649","Q15437"
"650","Q15477"
"651","Q15582"
"652","Q15599"
"653","Q15628"
"654","Q15629"
"655","Q15631"
"656","Q15633"
"657","Q15642"
"658","Q15645"
"659","Q15723"
"660","Q15750"
"661","Q15785"
"662","Q15833"
"663","Q16222"
"664","Q16531"
"665","Q16537"
"666","Q16539"
"667","Q16543"
"668","Q16576"
"669","Q16611"
"670","Q16637"
"671","Q16643"
"672","Q16644"
"673","Q16695;P84243;Q6NXT2;Q71DI3;P68431"
"674","Q16787"
"675","Q16822"
"676","Q16836"
"677","Q29RF7"
"678","Q2KHM9"
"679","Q2M389"
"680","Q2NKX8"
"681","Q2NL82"
"682","Q2TB90;P19367"
"683","Q32P28"
"684","Q3LFD5;Q9UMW8"
"685","Q3SY84"
"686","Q3SYG4"
"687","Q4G176"
"688","Q4J6C6"
"689","Q4ZIN3"
"690","Q52LJ0"
"691","Q53GL7"
"692","Q53GQ0"
"693","Q53H12"
"694","Q53HL2"
"695","Q567U6"
"696","Q56VL3"
"697","Q58FF3;P14625"
"698","Q58FF6"
"699","Q5C9Z4"
"700","Q5H9U9"
"701","Q5JTD0"
"702","Q5SQI0"
"703","Q5SW79"
"704","Q5SY16"
"705","Q5T2N8;Q5T9A4;Q9NVI7"
"706","Q5T2N8;Q9NVI7"
"707","Q5T4S7"
"708","Q5T9A4;Q9NVI7"
"709","Q5TA45"
"710","Q5TAP6;Q9BVJ6"
"711","Q5TAQ9"
"712","Q5TAX3;Q5VYS8"
"713","Q5TEC6;Q16695;P84243;Q6NXT2;Q71DI3;P68431"
"714","Q5THJ4"
"715","Q5UIP0"
"716","Q5VT52"
"717","Q5VT79;P13928"
"718","Q5VTR2"
"719","Q5VUA4"
"720","Q5VW32"
"721","Q5VW36"
"722","Q5VWN6"
"723","Q5VWQ8"
"724","Q5VWZ2"
"725","Q5VYK3"
"726","Q5VZE5"
"727","Q5W0V3"
"728","Q63HN8"
"729","Q63ZY6;Q96P11"
"730","Q641Q2"
"731","Q66PJ3"
"732","Q68CP9"
"733","Q68CZ1"
"734","Q68E01"
"735","Q6DD87"
"736","Q6IC98"
"737","Q6IN84"
"738","Q6IN85"
"739","Q6KC79"
"740","Q6L8Q7"
"741","Q6NZY4"
"742","Q6P1A2"
"743","Q6P1N9"
"744","Q6P2E9"
"745","Q6P2I3;Q96GK7"
"746","Q6P435;Q96Q15"
"747","Q6P582;Q6NZ67"
"748","Q6PCE3"
"749","Q6PD62"
"750","Q6PEY2;P0DPH7;Q71U36;P0DPH8;P68363;Q9BQE3"
"751","Q6PJ69"
"752","Q6RFH5"
"753","Q6S8J3;P63261;P68133;P62736;P68032;P60709;P63267;A5A3E0;P0CG38;P0CG39"
"754","Q6SPF0"
"755","Q6UWP7"
"756","Q6UWP8"
"757","Q6UX04"
"758","Q6UX71"
"759","Q6UXI9"
"760","Q6V1X1"
"761","Q6W2J9"
"762","Q6WCQ1"
"763","Q6XQN6"
"764","Q6YHK3"
"765","Q6YP21"
"766","Q6ZMG9"
"767","Q6ZRP7"
"768","Q6ZSZ5"
"769","Q6ZUJ8"
"770","Q7L1V2"
"771","Q7L4P6"
"772","Q7L523"
"773","Q7L5N1"
"774","Q7L9L4;Q9H8S9"
"775","Q7LBC6"
"776","Q7LBR1"
"777","Q7Z2T5"
"778","Q7Z392"
"779","Q7Z3J3;O14715;P49792;A6NKT7;Q99666"
"780","Q7Z3K3"
"781","Q7Z406;P35580;P35749;P35579"
"782","Q7Z406;P35749;P35579"
"783","Q7Z434"
"784","Q7Z478"
"785","Q7Z4S6;O75037"
"786","Q7Z5K2"
"787","Q7Z5L9"
"788","Q7Z5Q1;Q8NE35;Q17RY0"
"789","Q7Z7H5"
"790","Q86T90"
"791","Q86TN4"
"792","Q86U38"
"793","Q86U44"
"794","Q86U86"
"795","Q86UP2"
"796","Q86V81"
"797","Q86VP6"
"798","Q86VW0"
"799","Q86W42"
"800","Q86WA8"
"801","Q86XI2"
"802","Q86XL3"
"803","Q86XP3"
"804","Q86Y46;Q3SY84;P19013"
"805","Q86YM7"
"806","Q86YN6"
"807","Q86YP4"
"808","Q8IUD2;O15083"
"809","Q8IUF8"
"810","Q8IUH4"
"811","Q8IUR7"
"812","Q8IUX4"
"813","Q8IVW6"
"814","Q8IWA0"
"815","Q8IWB7"
"816","Q8IWI9"
"817","Q8IWJ2"
"818","Q8IWS0"
"819","Q8IWV8"
"820","Q8IWZ8"
"821","Q8IXH7"
"822","Q8IXK0"
"823","Q8IY37"
"824","Q8IY81"
"825","Q8IYS0"
"826","Q8IYS2"
"827","Q8IZ07"
"828","Q8IZD4"
"829","Q8N118"
"830","Q8N1B4"
"831","Q8N1F7"
"832","Q8N1F8"
"833","Q8N1G2"
"834","Q8N1G4"
"835","Q8N3U4"
"836","Q8N3U4;Q8WVM7"
"837","Q8N4C6"
"838","Q8N4H5"
"839","Q8N4V1"
"840","Q8N5C8"
"841","Q8N5Y8"
"842","Q8N6N3"
"843","Q8N6R0"
"844","Q8N726"
"845","Q8N806"
"846","Q8N9N2"
"847","Q8NBT2"
"848","Q8NCE2"
"849","Q8NCW5"
"850","Q8ND24"
"851","Q8NDD1"
"852","Q8NEF9"
"853","Q8NEJ9"
"854","Q8NEM2"
"855","Q8NF50"
"856","Q8NFJ5"
"857","Q8NFP9"
"858","Q8NFZ5"
"859","Q8NHH9"
"860","Q8NI35"
"861","Q8NI36"
"862","Q8TAG9"
"863","Q8TAP6"
"864","Q8TAP9"
"865","Q8TAQ2"
"866","Q8TBE9"
"867","Q8TC12"
"868","Q8TCG1"
"869","Q8TDX7;Q9HC98"
"870","Q8TEQ0"
"871","Q8TEQ0;Q8IUI4"
"872","Q8TEX9"
"873","Q8TF05"
"874","Q8WTT2"
"875","Q8WU90"
"876","Q8WUA7;Q9NU19"
"877","Q8WUD1"
"878","Q8WVT3"
"879","Q8WVY7"
"880","Q8WW12"
"881","Q8WWI1"
"882","Q8WXA9"
"883","Q8WXI9"
"884","Q8WXX5"
"885","Q8WYA6"
"886","Q8WZA0"
"887","Q92538"
"888","Q92541"
"889","Q92572"
"890","Q92575"
"891","Q92598"
"892","Q92599"
"893","Q92600"
"894","Q92614"
"895","Q92616"
"896","Q92620"
"897","Q92621"
"898","Q92688"
"899","Q92733"
"900","Q92738"
"901","Q92759"
"902","Q92769"
"903","Q92771;A8MPP1;Q96FC9"
"904","Q92785"
"905","Q92844"
"906","Q92871"
"907","Q92878"
"908","Q92879"
"909","Q92896"
"910","Q92917"
"911","Q92997"
"912","Q93009"
"913","Q93034"
"914","Q93050"
"915","Q93096;Q12974"
"916","Q969Q0"
"917","Q969Q6"
"918","Q969S3"
"919","Q969V3"
"920","Q96A54"
"921","Q96AC1"
"922","Q96AX1"
"923","Q96BP3"
"924","Q96BZ8"
"925","Q96C36"
"926","Q96C57"
"927","Q96CT7"
"928","Q96D71"
"929","Q96DU9;Q4VXU2;P11940"
"930","Q96EA4"
"931","Q96EK4"
"932","Q96EU6"
"933","Q96EV8"
"934","Q96F07"
"935","Q96FF9"
"936","Q96FQ6"
"937","Q96GC5"
"938","Q96GD4"
"939","Q96GM5"
"940","Q96GM8"
"941","Q96GQ7"
"942","Q96H20"
"943","Q96HA7"
"944","Q96HA8"
"945","Q96HS1"
"946","Q96J01"
"947","Q96JH7"
"948","Q96JM7"
"949","Q96K17"
"950","Q96KA5"
"951","Q96KC8"
"952","Q96KQ4"
"953","Q96LJ7"
"954","Q96ME1"
"955","Q96MH6"
"956","Q96MT8"
"957","Q96NB3"
"958","Q96NC0"
"959","Q96ND0"
"960","Q96P11"
"961","Q96P16"
"962","Q96PY6"
"963","Q96PZ0"
"964","Q96PZ2"
"965","Q96Q05"
"966","Q96Q11"
"967","Q96Q15"
"968","Q96Q42"
"969","Q96Q89"
"970","Q96QC0"
"971","Q96QF0"
"972","Q96QG7"
"973","Q96QU8"
"974","Q96R06"
"975","Q96RE7"
"976","Q96RT8"
"977","Q96RY7"
"978","Q96S52"
"979","Q96SB4"
"980","Q96SB8"
"981","Q96SI9"
"982","Q96SN8"
"983","Q96SU4"
"984","Q96SY0"
"985","Q96T51"
"986","Q96T60"
"987","Q96TA1"
"988","Q96TA2"
"989","Q99417"
"990","Q99426"
"991","Q99439"
"992","Q99447"
"993","Q99471"
"994","Q99497"
"995","Q99575"
"996","Q99661"
"997","Q99733"
"998","Q99797"
"999","Q99798"
"1000","Q99808"
"1001","Q99816"
"1002","Q99828"
"1003","Q99962"
"1004","Q9BPX3"
"1005","Q9BQ39"
"1006","Q9BQ52"
"1007","Q9BQ75"
"1008","Q9BQG0"
"1009","Q9BR76"
"1010","Q9BRG2"
"1011","Q9BRJ7"
"1012","Q9BRR8"
"1013","Q9BRX2"
"1014","Q9BS26"
"1015","Q9BSD7"
"1016","Q9BT22"
"1017","Q9BT40"
"1018","Q9BT78"
"1019","Q9BTC0"
"1020","Q9BTC8"
"1021","Q9BTC8;O94776;Q13330"
"1022","Q9BTE3"
"1023","Q9BTW9"
"1024","Q9BUF5"
"1025","Q9BUL8"
"1026","Q9BV73"
"1027","Q9BV86"
"1028","Q9BVA1;Q13885"
"1029","Q9BVC6"
"1030","Q9BVI4"
"1031","Q9BVJ6"
"1032","Q9BW19"
"1033","Q9BW92"
"1034","Q9BWD1"
"1035","Q9BWH6"
"1036","Q9BX63"
"1037","Q9BXB4"
"1038","Q9BXS6"
"1039","Q9BY44"
"1040","Q9BYD1"
"1041","Q9BYG3"
"1042","Q9BYM8"
"1043","Q9BZD4"
"1044","Q9BZF9"
"1045","Q9C026;Q6ZTA4"
"1046","Q9GZR7"
"1047","Q9GZS1"
"1048","Q9GZY8"
"1049","Q9H074"
"1050","Q9H0A0"
"1051","Q9H0A8"
"1052","Q9H0E3"
"1053","Q9H0H5"
"1054","Q9H0S4"
"1055","Q9H0U4;P62820"
"1056","Q9H0U4;Q92928"
"1057","Q9H0W8"
"1058","Q9H2K8"
"1059","Q9H2U1"
"1060","Q9H2U2"
"1061","Q9H3P7"
"1062","Q9H3U1"
"1063","Q9H4A6"
"1064","Q9H4I0;O60216"
"1065","Q9H4L4"
"1066","Q9H4Z3"
"1067","Q9H501"
"1068","Q9H583"
"1069","Q9H5U6"
"1070","Q9H5V9"
"1071","Q9H6R0"
"1072","Q9H6V9"
"1073","Q9H6W3"
"1074","Q9H7N4"
"1075","Q9H7U1"
"1076","Q9H814"
"1077","Q9H857"
"1078","Q9H8H2"
"1079","Q9H8V3"
"1080","Q9H900"
"1081","Q9H930;P23497"
"1082","Q9H993"
"1083","Q9H9A6"
"1084","Q9H9B4"
"1085","Q9H9C1"
"1086","Q9H9Y6"
"1087","Q9HAU5"
"1088","Q9HB58"
"1089","Q9HCM4"
"1090","Q9HCM7"
"1091","Q9HCY8"
"1092","Q9HD26"
"1093","Q9HD33"
"1094","Q9NP31"
"1095","Q9NP97"
"1096","Q9NPA0"
"1097","Q9NPJ6"
"1098","Q9NQ48"
"1099","Q9NQR4"
"1100","Q9NQT4"
"1101","Q9NQT5"
"1102","Q9NQZ2"
"1103","Q9NR30"
"1104","Q9NR45"
"1105","Q9NRE2"
"1106","Q9NRL2"
"1107","Q9NRX1"
"1108","Q9NSB2;KRHB4_HUMAN"
"1109","Q9NSI6;Q8WWQ0"
"1110","Q9NSK0"
"1111","Q9NTJ5"
"1112","Q9NTM9"
"1113","Q9NTX5"
"1114","Q9NUJ1"
"1115","Q9NUJ3"
"1116","Q9NUW8"
"1117","Q9NV06"
"1118","Q9NV31"
"1119","Q9NV56"
"1120","Q9NVH0"
"1121","Q9NVI1"
"1122","Q9NVM9"
"1123","Q9NVN8"
"1124","Q9NVP1"
"1125","Q9NVR2"
"1126","Q9NVS2"
"1127","Q9NVU7"
"1128","Q9NW82"
"1129","Q9NWS0"
"1130","Q9NWU2"
"1131","Q9NWV4"
"1132","Q9NX08"
"1133","Q9NX62"
"1134","Q9NXG2"
"1135","Q9NXH9"
"1136","Q9NXV6"
"1137","Q9NY61"
"1138","Q9NY65;P0DPH7;Q71U36;P0DPH8;A6NHL2;P68366;P68363;Q9BQE3"
"1139","Q9NY93"
"1140","Q9NYU1"
"1141","Q9NZ32"
"1142","Q9NZM5"
"1143","Q9P031"
"1144","Q9P0K7"
"1145","Q9P0N9"
"1146","Q9P0V3"
"1147","Q9P1F3"
"1148","Q9P1U1;Q9C0K3;P61158"
"1149","Q9P258"
"1150","Q9P265;Q14689"
"1151","Q9P275"
"1152","Q9P289;O00506;Q9Y6E0"
"1153","Q9P289;Q9Y6E0"
"1154","Q9P2D1;Q3L8U1"
"1155","Q9P2E3"
"1156","Q9P2N6"
"1157","Q9P2R3"
"1158","Q9UBB5"
"1159","Q9UBE0"
"1160","Q9UBF2"
"1161","Q9UBL3"
"1162","Q9UBM7"
"1163","Q9UBT7"
"1164","Q9UDY2"
"1165","Q9UEW8"
"1166","Q9UFN0"
"1167","Q9UFW8"
"1168","Q9UGN5"
"1169","Q9UGY1"
"1170","Q9UHA4"
"1171","Q9UHB6"
"1172","Q9UHB7"
"1173","Q9UHB9"
"1174","Q9UHD1"
"1175","Q9UHV9"
"1176","Q9UHY1"
"1177","Q9UI10"
"1178","Q9UI26"
"1179","Q9UIC8"
"1180","Q9UIG0"
"1181","Q9UIL1"
"1182","Q9UJ70"
"1183","Q9UJ72"
"1184","Q9UJU6"
"1185","Q9UKA4"
"1186","Q9UKB1"
"1187","Q9UKD2"
"1188","Q9UKE5"
"1189","Q9UKK9"
"1190","Q9UKL0;Q9P2K3"
"1191","Q9UKN8"
"1192","Q9UKS7"
"1193","Q9UKT9"
"1194","Q9UKX7"
"1195","Q9UKY7"
"1196","Q9UL15"
"1197","Q9UL46"
"1198","Q9ULD2"
"1199","Q9ULK4"
"1200","Q9ULM6;Q96LI5"
"1201","Q9ULP9"
"1202","Q9ULW3"
"1203","Q9UM00"
"1204","Q9UMY1"
"1205","Q9UMZ2"
"1206","Q9UN37"
"1207","Q9UNA4"
"1208","Q9UNE7"
"1209","Q9UNM6"
"1210","Q9UNN5"
"1211","Q9UNP9"
"1212","Q9UNQ2"
"1213","Q9UNX4"
"1214","Q9UNZ2"
"1215","Q9UP83"
"1216","Q9UPP1"
"1217","Q9UPQ9"
"1218","Q9UPT8"
"1219","Q9UQ80"
"1220","Q9UQN3"
"1221","Q9Y230"
"1222","Q9Y244"
"1223","Q9Y265"
"1224","Q9Y285"
"1225","Q9Y294"
"1226","Q9Y2H1"
"1227","Q9Y2H5"
"1228","Q9Y2K1"
"1229","Q9Y2K7"
"1230","Q9Y2L1"
"1231","Q9Y2S6"
"1232","Q9Y2S7"
"1233","Q9Y2T3"
"1234","Q9Y320"
"1235","Q9Y376"
"1236","Q9Y3A3"
"1237","Q9Y3A4"
"1238","Q9Y3A5"
"1239","Q9Y3B3"
"1240","Q9Y3B9"
"1241","Q9Y3D9"
"1242","Q9Y3I0"
"1243","Q9Y3R5"
"1244","Q9Y3T6"
"1245","Q9Y3T9"
"1246","Q9Y448"
"1247","Q9Y450"
"1248","Q9Y467"
"1249","Q9Y4A5"
"1250","Q9Y4K1"
"1251","Q9Y4W2"
"1252","Q9Y508"
"1253","Q9Y520"
"1254","Q9Y580"
"1255","Q9Y5B9"
"1256","Q9Y5K6"
"1257","Q9Y5L0"
"1258","Q9Y5Q8"
"1259","Q9Y5Q9"
"1260","Q9Y5X3"
"1261","Q9Y5Y2"
"1262","Q9Y605"
"1263","Q9Y666"
"1264","Q9Y6E0"
"1265","Q9Y6I4"
"1266","Q9Y6K9"
"1267","Q9Y6N5"
