"","x"
"193","P35568"
"194","P35869"
"195","P35908;K22E_HUMAN"
"196","P36954"
"197","P38159"
"198","P38435"
"199","P38935"
"200","P39880;O14529"
"201","P40123"
"202","P40424"
"203","P40425"
"204","P40425;P40424"
"205","P40426"
"206","P40429"
"207","P41002"
"208","P41162"
"209","P41212"
"210","P41970"
"211","P42126"
"212","P42229"
"213","P42331"
"214","P42356"
"215","P42892"
"216","P43243"
"217","P43358"
"218","P46821"
"219","P46937"
"220","P47224"
"221","P48378;P48380;P22670"
"222","P49023"
"223","P49116"
"224","P49336;Q9BWU1"
"225","P49366"
"226","P49407"
"227","P49750"
"228","P49761"
"229","P49840;P49841"
"230","P50443"
"231","P50897"
"232","P51003"
"233","P51003;Q9NRJ5"
"234","P51151"
"235","P51159;O00194"
"236","P51648"
"237","P51805;Q9UIW2;O75051;Q9HCM2"
"238","P51812;Q15349"
"239","P52735"
"240","P52747"
"241","P53384"
"242","P54253"
"243","P54259"
"244","P54284"
"245","P54709"
"246","P54803"
"247","P54886"
"248","P55055"
"249","P55055;Q13133"
"250","P55268"
"251","P55347"
"252","P55854"
"253","P58317"
"254","P61006"
"255","P61254"
"256","P61353"
"257","P61586;P08134"
"258","P61956"
"259","P62070"
"260","P62487"
"261","P62834"
"262","P62888"
"263","P78317"
"264","P78337"
"265","P78368;Q9HCP0;Q9Y6M4"
"266","P78368;Q9Y6M4"
"267","P80188"
"268","P82909"
"269","P82914"
"270","P83881"
"271","P84098"
"272","P86452"
"273","P98164"
"274","Q00587"
"275","Q00978"
"276","Q01094"
"277","Q01546;P12035;P35908;Q5XKE5;K22E_HUMAN"
"278","Q01664"
"279","Q02078;Q06413;Q14814"
"280","Q02086"
"281","Q02413"
"282","Q03112"
"283","Q03112;Q9HAZ2"
"284","Q03181"
"285","Q03252"
"286","Q04695;P08727"
"287","Q04721"
"288","Q04724"
"289","Q04727;Q04725;Q04724"
"290","Q06136"
"291","Q07817"
"292","Q08209"
"293","Q08211"
"294","Q0VF96"
"295","Q0ZGT2"
"296","Q10471"
"297","Q10472"
"298","Q12765"
"299","Q12851"
"300","Q12857"
"301","Q12906;Q96SI9"
"302","Q12948"
"303","Q12962"
"304","Q12965"
"305","Q13017"
"306","Q13085"
"307","Q13085;O00763"
"308","Q13129"
"309","Q13191"
"310","Q13243"
"311","Q13247"
"312","Q13404;Q15819"
"313","Q13405"
"314","Q13444"
"315","Q13503"
"316","Q13535"
"317","Q13569"
"318","Q13761"
"319","Q13769"
"320","Q13887"
"321","Q13950"
"322","Q14012"
"323","Q14119"
"324","Q14135"
"325","Q14151"
"326","Q14151;Q15424"
"327","Q14185"
"328","Q14195;Q16555"
"329","Q14249"
"330","Q14254"
"331","Q14517"
"332","Q14571;Q14573"
"333","Q14571;Q14643;Q14573"
"334","Q14914"
"335","Q14966"
"336","Q14995"
"337","Q14BN4"
"338","Q15147"
"339","Q15155"
"340","Q15165"
"341","Q15287"
"342","Q15326"
"343","Q15363"
"344","Q15366"
"345","Q15528"
"346","Q15532"
"347","Q15561"
"348","Q15562;P28347;Q15561;Q99594"
"349","Q15583"
"350","Q15646"
"351","Q15654"
"352","Q15691;Q9UPY8"
"353","Q15742"
"354","Q15771"
"355","Q15906"
"356","Q15911"
"357","Q16236"
"358","Q16594"
"359","Q16610"
"360","Q16626"
"361","Q16629"
"362","Q16649"
"363","Q16695;P84243;Q71DI3;P68431"
"364","Q17R98"
"365","Q1KMD3"
"366","Q2KHT3"
"367","Q2VPB7"
"368","Q2YD98"
"369","Q32NB8"
"370","Q3B7T1"
"371","Q3L8U1"
"372","Q49AG3"
"373","Q504Q3"
"374","Q52LW3"
"375","Q53G59"
"376","Q53GG5"
"377","Q53RE8"
"378","Q5BJD5"
"379","Q5HY92"
"380","Q5JSH3"
"381","Q5JTV8"
"382","Q5MNZ6"
"383","Q5PSV4"
"384","Q5RIA9;Q9BRT8;Q5JTY5;Q4V339;Q8IUF1"
"385","Q5SQN1"
"386","Q5SVZ6"
"387","Q5SWX8"
"388","Q5T011"
"389","Q5T9A4"
"390","Q5TGY3"
"391","Q5VWQ0"
"392","Q5W111"
"393","Q63HR2"
"394","Q64LD2"
"395","Q676U5"
"396","Q6AI39"
"397","Q6GYQ0"
"398","Q6IAN0"
"399","Q6IQ22"
"400","Q6N075"
"401","Q6NZI2"
"402","Q6P1L8"
"403","Q6P9B9"
"404","Q6PCB7"
"405","Q6PII3"
"406","Q6PIU2"
"407","Q6STE5"
"408","Q6UB99"
"409","Q6UUV7"
"410","Q6WKZ4"
"411","Q6YN16"
"412","Q6ZMZ3"
"413","Q6ZRI6"
"414","Q6ZRS2"
"415","Q6ZS17"
"416","Q6ZS30"
"417","Q6ZSY5"
"418","Q6ZUT6"
"419","Q70CQ2"
"420","Q71F23"
"421","Q71SY5"
"422","Q76L83"
"423","Q7L2E3"
"424","Q7L5Y1"
"425","Q7L7V1"
"426","Q7L7X3"
"427","Q7L8L6"
"428","Q7Z2E3"
"429","Q7Z333"
"430","Q7Z3T8"
"431","Q7Z4F1"
"432","Q7Z4G4"
"433","Q7Z4R8"
"434","Q7Z591"
"435","Q7Z6B7"
"436","Q7Z6J0"
"437","Q86SZ2"
"438","Q86T24"
"439","Q86TG7"
"440","Q86TM6"
"441","Q86U70"
"442","Q86UA1"
"443","Q86UE4"
"444","Q86UU0"
"445","Q86UW9"
"446","Q86VI3"
"447","Q86VN1"
"448","Q86WR7"
"449","Q86X10"
"450","Q86XI8"
"451","Q86Y07"
"452","Q86YD1"
"453","Q86YH6"
"454","Q86YT6"
"455","Q8IVH2"
"456","Q8IVH8"
"457","Q8IWB9"
"458","Q8IWC1"
"459","Q8IXT5"
"460","Q8IY17"
"461","Q8IY47"
"462","Q8IY63"
"463","Q8IYB3"
"464","Q8IYU8"
"465","Q8IZ83"
"466","Q8IZL2"
"467","Q8N1N4"
"468","Q8N1W1"
"469","Q8N257;A0A2R8Y619;P33778;Q96A08;Q5QNW6;P58876;Q99880;P62807;Q99877;P57053;P23527;O60814;Q93079;Q99879;Q16778;P06899"
"470","Q8N2W9"
"471","Q8N3R9"
"472","Q8N3X6"
"473","Q8N4J0"
"474","Q8N5I2"
"475","Q8N653"
"476","Q8N6M0"
"477","Q8N7C3"
"478","Q8N884"
"479","Q8N8A2"
"480","Q8N8R5"
"481","Q8N9N5"
"482","Q8N9V3"
"483","Q8NAP3"
"484","Q8NAV1"
"485","Q8NBI6"
"486","Q8NBM4"
"487","Q8NCG7"
"488","Q8NCN5"
"489","Q8NDA8"
"490","Q8NDN9"
"491","Q8NDV3"
"492","Q8NE01"
"493","Q8NEN9"
"494","Q8NEU8"
"495","Q8NEW0"
"496","Q8NEZ4"
"497","Q8NEZ5"
"498","Q8NFG4"
"499","Q8NFU7"
"500","Q8NHM5"
"501","Q8NHQ8"
"502","Q8NHU6"
"503","Q8NHV1"
"504","Q8TAP4;P25800"
"505","Q8TB61"
"506","Q8TBC3;Q9Y597"
"507","Q8TBC4"
"508","Q8TCC3"
"509","Q8TCT9"
"510","Q8TDB6"
"511","Q8TE76"
"512","Q8TEC5"
"513","Q8TEW8"
"514","Q8TF66"
"515","Q8WTS6"
"516","Q8WUK0"
"517","Q8WUZ0"
"518","Q8WV24"
"519","Q8WVK2"
"520","Q8WVX9"
"521","Q8WW01"
"522","Q8WWN8"
"523","Q8WWP7"
"524","Q8WXH0"
"525","Q8WYK2"
"526","Q92503"
"527","Q92545"
"528","Q92556"
"529","Q92585"
"530","Q92609"
"531","Q92643"
"532","Q92692"
"533","Q92743"
"534","Q92747"
"535","Q92754"
"536","Q92754;P05549"
"537","Q92766"
"538","Q92782"
"539","Q92804"
"540","Q92830"
"541","Q92841;P17844"
"542","Q92908"
"543","Q93074;Q86YW9"
"544","Q969X5"
"545","Q96AQ8"
"546","Q96B23"
"547","Q96B36"
"548","Q96BH1"
"549","Q96BR1"
"550","Q96C92"
"551","Q96CP7"
"552","Q96DB5"
"553","Q96DG6"
"554","Q96DT7"
"555","Q96DZ1"
"556","Q96E14"
"557","Q96E39;P38159"
"558","Q96E52"
"559","Q96EI5"
"560","Q96EK5"
"561","Q96EX3"
"562","Q96EY7"
"563","Q96F44"
"564","Q96FW1"
"565","Q96G23"
"566","Q96G25"
"567","Q96GD0"
"568","Q96GM5;Q92925;Q6STE5"
"569","Q96H12"
"570","Q96II8"
"571","Q96J84"
"572","Q96JM2"
"573","Q96JN0"
"574","Q96K37"
"575","Q96K58"
"576","Q96LB3"
"577","Q96LT7"
"578","Q96MX3"
"579","Q96PC5"
"580","Q96PE2"
"581","Q96PN7"
"582","Q96PQ6"
"583","Q96QA5"
"584","Q96QR8"
"585","Q96QZ7"
"586","Q96RF0"
"587","Q96RK0"
"588","Q96RP9"
"589","Q96RQ1"
"590","Q96RU2"
"591","Q96SZ6"
"592","Q96T21"
"593","Q96T37"
"594","Q99442"
"595","Q99470"
"596","Q99594"
"597","Q99708"
"598","Q99743"
"599","Q99755"
"600","Q99943"
"601","Q9BQ13"
"602","Q9BQE3"
"603","Q9BQK8"
"604","Q9BQL6"
"605","Q9BQS8"
"606","Q9BR11"
"607","Q9BRD0"
"608","Q9BRK5"
"609","Q9BRQ0"
"610","Q9BRQ6"
"611","Q9BRQ8"
"612","Q9BSF4"
"613","Q9BSU1"
"614","Q9BU23"
"615","Q9BUB7"
"616","Q9BUJ2"
"617","Q9BUQ8"
"618","Q9BUZ4"
"619","Q9BV36"
"620","Q9BVG8"
"621","Q9BWF3"
"622","Q9BWF3;Q9BQ04"
"623","Q9BWG6"
"624","Q9BWS9"
"625","Q9BWT3"
"626","Q9BXB5"
"627","Q9BXS9"
"628","Q9BY89"
"629","Q9BYC9"
"630","Q9BYK8"
"631","Q9BZ68;Q9BZ67"
"632","Q9BZG1"
"633","Q9BZH6"
"634","Q9BZQ6"
"635","Q9C037"
"636","Q9C0A1;Q86UP3;Q15911"
"637","Q9C0C7"
"638","Q9GZN1"
"639","Q9GZN8"
"640","Q9GZP9"
"641","Q9GZT4"
"642","Q9GZV5"
"643","Q9H061"
"644","Q9H078"
"645","Q9H0B6;Q07866"
"646","Q9H0U3"
"647","Q9H147"
"648","Q9H1A7;P52435;Q9GZM3"
"649","Q9H1E5"
"650","Q9H1I8"
"651","Q9H1N7"
"652","Q9H1Y0"
"653","Q9H204"
"654","Q9H223;Q9NZN3"
"655","Q9H2X6"
"656","Q9H2X6;Q86Z02"
"657","Q9H2Y7"
"658","Q9H300"
"659","Q9H334"
"660","Q9H3M7"
"661","Q9H3N1"
"662","Q9H488"
"663","Q9H582"
"664","Q9H5Q4"
"665","Q9H6A9"
"666","Q9H6Q4"
"667","Q9H6U8"
"668","Q9H7E2"
"669","Q9H832"
"670","Q9H8M1"
"671","Q9H967"
"672","Q9HAU4"
"673","Q9HAZ1"
"674","Q9HB96"
"675","Q9HBF4"
"676","Q9HCD5"
"677","Q9HCD6"
"678","Q9HCE1"
"679","Q9HCE7;Q9HAU4"
"680","Q9NPC8;Q15475"
"681","Q9NPJ8"
"682","Q9NQV6"
"683","Q9NQZ5"
"684","Q9NR09"
"685","Q9NRR5"
"686","Q9NRV9"
"687","Q9NTJ4"
"688","Q9NUG6"
"689","Q9NUV7"
"690","Q9NVC6"
"691","Q9NVE5"
"692","Q9NVR0"
"693","Q9NVX7"
"694","Q9NW38"
"695","Q9NWA0"
"696","Q9NWH9"
"697","Q9NWT6"
"698","Q9NX63"
"699","Q9NXH8"
"700","Q9NXR8"
"701","Q9NY87;Q9BXN6"
"702","Q9NYF8"
"703","Q9NYR9"
"704","Q9NZ43"
"705","Q9NZC4"
"706","Q9NZE8"
"707","Q9NZM3"
"708","Q9NZM4"
"709","Q9NZW5"
"710","Q9P032"
"711","Q9P0K8"
"712","Q9P2D3"
"713","Q9P2E5"
"714","Q9P2F9"
"715","Q9P2K3"
"716","Q9P2K5"
"717","Q9P2K8"
"718","Q9P2W9"
"719","Q9UBB6"
"720","Q9UBB9"
"721","Q9UBC1"
"722","Q9UBF8"
"723","Q9UBS4"
"724","Q9UBS9"
"725","Q9UBW8"
"726","Q9UBX3"
"727","Q9UEG4"
"728","Q9UGJ0"
"729","Q9UGK3"
"730","Q9UGL1"
"731","Q9UGM3"
"732","Q9UHC1"
"733","Q9UHQ9"
"734","Q9UHV7"
"735","Q9UHY8"
"736","Q9UI42"
"737","Q9UIU6"
"738","Q9UJ78"
"739","Q9UJX3"
"740","Q9UKC9"
"741","Q9UKD1"
"742","Q9UKK6"
"743","Q9UKU7"
"744","Q9UL63"
"745","Q9ULJ3"
"746","Q9ULJ6;Q8NF64"
"747","Q9ULK5"
"748","Q9ULL5"
"749","Q9ULQ0"
"750","Q9ULQ0;Q5VSL9"
"751","Q9ULX9"
"752","Q9UMX0;Q9UHD9"
"753","Q9UN79"
"754","Q9UNZ5"
"755","Q9UP95"
"756","Q9UPM8"
"757","Q9UPU7"
"758","Q9UPU9"
"759","Q9UPW0"
"760","Q9UQB8"
"761","Q9Y281"
"762","Q9Y2E4;Q14689"
"763","Q9Y2H2"
"764","Q9Y2I9"
"765","Q9Y2M5"
"766","Q9Y2Q3"
"767","Q9Y2U9"
"768","Q9Y2X0"
"769","Q9Y330"
"770","Q9Y3A6"
"771","Q9Y3B7"
"772","Q9Y3C7"
"773","Q9Y496"
"774","Q9Y4B4"
"775","Q9Y4B6"
"776","Q9Y4C2"
"777","Q9Y4G6"
"778","Q9Y4H2"
"779","Q9Y4I1;Q9NQX4"
"780","Q9Y4I1;Q9ULV0;Q9NQX4"
"781","Q9Y597"
"782","Q9Y5A9;Q9BYJ9;Q7Z739"
"783","Q9Y5K3;P49585"
"784","Q9Y613"
"785","Q9Y657"
"786","Q9Y6B7"
"787","Q9Y6D5"
"788","Q9Y6I9"
"789","Q9Y6J9"
"790","Q9Y6W3"
"791","Q9Y6X2"
"792","Q9Y6X8"
"793","P01111;P01112;P01116;RASH_HUMAN"
