"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"SUCLA2","Q9P2R7","","succinate-CoA ligase ADP-forming subunit beta(SUCLA2)","Homo sapiens"
"SUCLG2","Q96I99","","succinate-CoA ligase GDP-forming subunit beta(SUCLG2)","Homo sapiens"
"SYPL1","Q16563","","synaptophysin like 1(SYPL1)","Homo sapiens"
"TAB2","Q9NYJ8","","TGF-beta activated kinase 1 (MAP3K7) binding protein 2(TAB2)","Homo sapiens"
"TAF15","Q92804","","TATA-box binding protein associated factor 15(TAF15)","Homo sapiens"
"TBC1D10C","Q8IV04","","TBC1 domain family member 10C(TBC1D10C)","Homo sapiens"
"TBCA","O75347","","tubulin folding cofactor A(TBCA)","Homo sapiens"
"TENT4B","Q8NDF8","","terminal nucleotidyltransferase 4B(TENT4B)","Homo sapiens"
"THADA","Q6YHU6","","THADA armadillo repeat containing(THADA)","Homo sapiens"
"TIMP3","P35625","","TIMP metallopeptidase inhibitor 3(TIMP3)","Homo sapiens"
"TMEM106B","Q9NUM4","","transmembrane protein 106B(TMEM106B)","Homo sapiens"
"TOX2","Q96NM4","","TOX high mobility group box family member 2(TOX2)","Homo sapiens"
"TRIM21","P19474","","tripartite motif containing 21(TRIM21)","Homo sapiens"
"TRIM32","Q13049","","tripartite motif containing 32(TRIM32)","Homo sapiens"
"TRIP4","Q15650","","thyroid hormone receptor interactor 4(TRIP4)","Homo sapiens"
"TRMT10C","Q7L0Y3","","tRNA methyltransferase 10C, mitochondrial RNase P subunit(TRMT10C)","Homo sapiens"
"TRMT2A","Q8IZ69","","tRNA methyltransferase 2 homolog A(TRMT2A)","Homo sapiens"
"TRPS1","Q9UHF7","","transcriptional repressor GATA binding 1(TRPS1)","Homo sapiens"
"TSNAX","Q99598","","translin associated factor X(TSNAX)","Homo sapiens"
"TYW3","Q6IPR3","","tRNA-yW synthesizing protein 3 homolog(TYW3)","Homo sapiens"
"UBE2L3","P68036","","ubiquitin conjugating enzyme E2 L3(UBE2L3)","Homo sapiens"
"UFM1","P61960","","ubiquitin fold modifier 1(UFM1)","Homo sapiens"
"USP8","P40818","","ubiquitin specific peptidase 8(USP8)","Homo sapiens"
"UTP11","Q9Y3A2","","UTP11 small subunit processome component(UTP11)","Homo sapiens"
"UTP15","Q8TED0","","UTP15 small subunit processome component(UTP15)","Homo sapiens"
"VPS13C","Q709C8","","vacuolar protein sorting 13 homolog C(VPS13C)","Homo sapiens"
"VPS8","Q8N3P4","","VPS8 subunit of CORVET complex(VPS8)","Homo sapiens"
"VWA8","A3KMH1","","von Willebrand factor A domain containing 8(VWA8)","Homo sapiens"
"WWOX","Q9NZC7","","WW domain containing oxidoreductase(WWOX)","Homo sapiens"
"XRCC3","O43542","","X-ray repair cross complementing 3(XRCC3)","Homo sapiens"
"YTHDC1","Q96MU7","","YTH N6-methyladenosine RNA binding protein C1(YTHDC1)","Homo sapiens"
"YTHDC2","Q9H6S0","","YTH N6-methyladenosine RNA binding protein C2(YTHDC2)","Homo sapiens"
"YTHDF2","Q9Y5A9","","YTH N6-methyladenosine RNA binding protein F2(YTHDF2)","Homo sapiens"
"YY1","P25490","","YY1 transcription factor(YY1)","Homo sapiens"
"ZCCHC3","Q9NUD5","","zinc finger CCHC-type containing 3(ZCCHC3)","Homo sapiens"
"ZG16B","Q96DA0","","zymogen granule protein 16B(ZG16B)","Homo sapiens"
"ZNF131","P52739","","zinc finger protein 131(ZNF131)","Homo sapiens"
"ZNF219","Q9P2Y4","","zinc finger protein 219(ZNF219)","Homo sapiens"
"ZNF292","O60281","","zinc finger protein 292(ZNF292)","Homo sapiens"
"ZNF654","Q8IZM8","","zinc finger protein 654(ZNF654)","Homo sapiens"

