"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"BTAF1","O14981","","B-TFIID TATA-box binding protein associated factor 1(BTAF1)","Homo sapiens"
"C19orf47","Q8N9M1","","chromosome 19 open reading frame 47(C19orf47)","Homo sapiens"
"CA2","P00918","","carbonic anhydrase 2(CA2)","Homo sapiens"
"CACUL1","Q86Y37","","CDK2 associated cullin domain 1(CACUL1)","Homo sapiens"
"CAD","P27708","","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(CAD)","Homo sapiens"
"CALML3","P27482","","calmodulin like 3(CALML3)","Homo sapiens"
"CARD19","Q96LW7","","caspase recruitment domain family member 19(CARD19)","Homo sapiens"
"CAVIN2","O95810","","caveolae associated protein 2(CAVIN2)","Homo sapiens"
"CBX2","Q14781","","chromobox 2(CBX2)","Homo sapiens"
"CD2BP2","O95400","","CD2 cytoplasmic tail binding protein 2(CD2BP2)","Homo sapiens"
"CDH1","P12830","","cadherin 1(CDH1)","Homo sapiens"
"CDK16","Q00536","","cyclin dependent kinase 16(CDK16)","Homo sapiens"
"CEP128","Q6ZU80","","centrosomal protein 128(CEP128)","Homo sapiens"
"CHMP1A","Q9HD42","","charged multivesicular body protein 1A(CHMP1A)","Homo sapiens"
"CHTF8","P0CG13","","chromosome transmission fidelity factor 8(CHTF8)","Homo sapiens"
"CKMT1A","P12532","","creatine kinase, mitochondrial 1A(CKMT1A)","Homo sapiens"
"CKMT1B","P12532","","creatine kinase, mitochondrial 1B(CKMT1B)","Homo sapiens"
"CLASP1","Q7Z460","","cytoplasmic linker associated protein 1(CLASP1)","Homo sapiens"
"CLCC1","Q96S66","","chloride channel CLIC like 1(CLCC1)","Homo sapiens"
"CLP1","Q92989","","cleavage factor polyribonucleotide kinase subunit 1(CLP1)","Homo sapiens"
"CLTA","P09496","","clathrin light chain A(CLTA)","Homo sapiens"
"CMAS","Q8NFW8","","cytidine monophosphate N-acetylneuraminic acid synthetase(CMAS)","Homo sapiens"
"CNOT11","Q9UKZ1","","CCR4-NOT transcription complex subunit 11(CNOT11)","Homo sapiens"
"CNTRL","Q7Z7A1","","centriolin(CNTRL)","Homo sapiens"
"COG3","Q96JB2","","component of oligomeric golgi complex 3(COG3)","Homo sapiens"
"COG6","Q9Y2V7","","component of oligomeric golgi complex 6(COG6)","Homo sapiens"
"COG8","Q96MW5","","component of oligomeric golgi complex 8(COG8)","Homo sapiens"
"COMTD1","Q86VU5","","catechol-O-methyltransferase domain containing 1(COMTD1)","Homo sapiens"
"CORO1A","P31146","","coronin 1A(CORO1A)","Homo sapiens"
"CPS1","P31327","","carbamoyl-phosphate synthase 1(CPS1)","Homo sapiens"
"CSTF1","Q05048","","cleavage stimulation factor subunit 1(CSTF1)","Homo sapiens"
"CTNNB1","P35222","","catenin beta 1(CTNNB1)","Homo sapiens"
"CYB5A","P00167","","cytochrome b5 type A(CYB5A)","Homo sapiens"
"DCP1A","Q9NPI6","","decapping mRNA 1A(DCP1A)","Homo sapiens"
"DCXR","Q7Z4W1","","dicarbonyl and L-xylulose reductase(DCXR)","Homo sapiens"
"DDX21","Q9NR30","","DExD-box helicase 21(DDX21)","Homo sapiens"
"DDX50","Q9BQ39","","DExD-box helicase 50(DDX50)","Homo sapiens"
"DENND4C","Q5VZ89","","DENN domain containing 4C(DENND4C)","Homo sapiens"
"DERPC","P0CG12","","DERPC proline and glycine rich nuclear protein(DERPC)","Homo sapiens"
"DHFR","P00374","","dihydrofolate reductase(DHFR)","Homo sapiens"
"DHFRP1","P00374","","dihydrofolate reductase pseudogene 1(DHFRP1)","Homo sapiens"
"DHRS4","Q9BTZ2","","dehydrogenase/reductase 4(DHRS4)","Homo sapiens"
"DHRS7","Q9Y394","","dehydrogenase/reductase 7(DHRS7)","Homo sapiens"
"DHX40","Q8IX18","","DEAH-box helicase 40(DHX40)","Homo sapiens"
"DNAJB12","Q9NXW2","","DnaJ heat shock protein family (Hsp40) member B12(DNAJB12)","Homo sapiens"
"DNM1","Q05193","","dynamin 1(DNM1)","Homo sapiens"
"DNM2","P50570","","dynamin 2(DNM2)","Homo sapiens"
"DOCK7","Q96N67","","dedicator of cytokinesis 7(DOCK7)","Homo sapiens"
"DPH1","Q9BZG8","","diphthamide biosynthesis 1(DPH1)","Homo sapiens"
"DSP","P15924","","desmoplakin(DSP)","Homo sapiens"
"DST","Q03001","","dystonin(DST)","Homo sapiens"
"DVL2","O14641","","dishevelled segment polarity protein 2(DVL2)","Homo sapiens"
"EIF2B3","Q9NR50","","eukaryotic translation initiation factor 2B subunit gamma(EIF2B3)","Homo sapiens"
"ELAPOR1","Q6UXG2","","endosome-lysosome associated apoptosis and autophagy regulator 1(ELAPOR1)","Homo sapiens"
"EMSY","Q7Z589","","EMSY transcriptional repressor, BRCA2 interacting(EMSY)","Homo sapiens"
"ERF","P50548","","ETS2 repressor factor(ERF)","Homo sapiens"
"ERG28","Q9UKR5","","ergosterol biosynthesis 28 homolog(ERG28)","Homo sapiens"
"ERMP1","Q7Z2K6","","endoplasmic reticulum metallopeptidase 1(ERMP1)","Homo sapiens"
"F2","P00734","","coagulation factor II, thrombin(F2)","Homo sapiens"
"FBP1","P09467","","fructose-bisphosphatase 1(FBP1)","Homo sapiens"
"FBXL17","Q9UF56","","F-box and leucine rich repeat protein 17(FBXL17)","Homo sapiens"
"FDFT1","P37268","","farnesyl-diphosphate farnesyltransferase 1(FDFT1)","Homo sapiens"
"FMN1","Q68DA7","","formin 1(FMN1)","Homo sapiens"
"FRY","Q5TBA9","","FRY microtubule binding protein(FRY)","Homo sapiens"
"FUS","P35637","","FUS RNA binding protein(FUS)","Homo sapiens"
"GANC","Q8TET4","","glucosidase alpha, neutral C(GANC)","Homo sapiens"
"GAS2L1","Q99501","","growth arrest specific 2 like 1(GAS2L1)","Homo sapiens"
"GCA","P28676","","grancalcin(GCA)","Homo sapiens"
"GGH","Q92820","","gamma-glutamyl hydrolase(GGH)","Homo sapiens"
"GLYR1","Q49A26","","glyoxylate reductase 1 homolog(GLYR1)","Homo sapiens"
"GOLGA3","Q08378","","golgin A3(GOLGA3)","Homo sapiens"
"GOLIM4","O00461","","golgi integral membrane protein 4(GOLIM4)","Homo sapiens"
"GOLPH3L","Q9H4A5","","golgi phosphoprotein 3 like(GOLPH3L)","Homo sapiens"
"GPD1L","Q8N335","","glycerol-3-phosphate dehydrogenase 1 like(GPD1L)","Homo sapiens"
"H1-5","P16401","","H1.5 linker histone, cluster member(H1-5)","Homo sapiens"
"H2AC11","P0C0S8","","H2A clustered histone 11(H2AC11)","Homo sapiens"
"H2AC12","Q96KK5","","H2A clustered histone 12(H2AC12)","Homo sapiens"
"H2AC13","P0C0S8","","H2A clustered histone 13(H2AC13)","Homo sapiens"
"H2AC14","Q99878","","H2A clustered histone 14(H2AC14)","Homo sapiens"
"H2AC15","P0C0S8","","H2A clustered histone 15(H2AC15)","Homo sapiens"
"H2AC16","P0C0S8","","H2A clustered histone 16(H2AC16)","Homo sapiens"
"H2AC17","P0C0S8","","H2A clustered histone 17(H2AC17)","Homo sapiens"
"H2AC18","Q6FI13","","H2A clustered histone 18(H2AC18)","Homo sapiens"
"H2AC19","Q6FI13","","H2A clustered histone 19(H2AC19)","Homo sapiens"
"H2AC20","Q16777","","H2A clustered histone 20(H2AC20)","Homo sapiens"
"H2AC25","Q7L7L0","","H2A clustered histone 25(H2AC25)","Homo sapiens"
"H2AC4","P04908","","H2A clustered histone 4(H2AC4)","Homo sapiens"
"H2AC6","Q93077","","H2A clustered histone 6(H2AC6)","Homo sapiens"
"H2AC7","P20671","","H2A clustered histone 7(H2AC7)","Homo sapiens"
"H2AC8","P04908","","H2A clustered histone 8(H2AC8)","Homo sapiens"
"H2AJ","Q9BTM1","","H2A.J histone(H2AJ)","Homo sapiens"
"HAX1","O00165","","HCLS1 associated protein X-1(HAX1)","Homo sapiens"
"HEATR6","Q6AI08","","HEAT repeat containing 6(HEATR6)","Homo sapiens"
"HIRA","P54198","","histone cell cycle regulator(HIRA)","Homo sapiens"
"HLA-A","P04439","","major histocompatibility complex, class I, A(HLA-A)","Homo sapiens"
"HLA-H","P01893","","major histocompatibility complex, class I, H (pseudogene)(HLA-H)","Homo sapiens"
"HMGA2","P52926","","high mobility group AT-hook 2(HMGA2)","Homo sapiens"
"HMGCS1","Q01581","","3-hydroxy-3-methylglutaryl-CoA synthase 1(HMGCS1)","Homo sapiens"
"HMGN1","P05114","","high mobility group nucleosome binding domain 1(HMGN1)","Homo sapiens"
"HMMR","O75330","","hyaluronan mediated motility receptor(HMMR)","Homo sapiens"
"HNRNPA1","P09651","","heterogeneous nuclear ribonucleoprotein A1(HNRNPA1)","Homo sapiens"
"HNRNPA1L2","Q32P51","","heterogeneous nuclear ribonucleoprotein A1 like 2(HNRNPA1L2)","Homo sapiens"
"HNRNPA3","P51991","","heterogeneous nuclear ribonucleoprotein A3(HNRNPA3)","Homo sapiens"
"HNRNPU","Q00839","","heterogeneous nuclear ribonucleoprotein U(HNRNPU)","Homo sapiens"
"HRNR","Q86YZ3","","hornerin(HRNR)","Homo sapiens"
"HSP90AA1","P07900","","heat shock protein 90 alpha family class A member 1(HSP90AA1)","Homo sapiens"
"HSP90AB1","P08238","","heat shock protein 90 alpha family class B member 1(HSP90AB1)","Homo sapiens"
"HSP90AB3P","Q58FF7","","heat shock protein 90 alpha family class B member 3, pseudogene(HSP90AB3P)","Homo sapiens"
"HSP90AB4P","Q58FF6","","heat shock protein 90 alpha family class B member 4, pseudogene(HSP90AB4P)","Homo sapiens"
"IARS2","Q9NSE4","","isoleucyl-tRNA synthetase 2, mitochondrial(IARS2)","Homo sapiens"
"IGKC","P01834","","immunoglobulin kappa constant(IGKC)","Homo sapiens"
"IGSF8","Q969P0","","immunoglobulin superfamily member 8(IGSF8)","Homo sapiens"
"ING5","Q8WYH8","","inhibitor of growth family member 5(ING5)","Homo sapiens"
"INTS12","Q96CB8","","integrator complex subunit 12(INTS12)","Homo sapiens"
"ISL2","Q96A47","","ISL LIM homeobox 2(ISL2)","Homo sapiens"
"IST1","P53990","","IST1 factor associated with ESCRT-III(IST1)","Homo sapiens"
"ITPRID2","P28290","","ITPR interacting domain containing 2(ITPRID2)","Homo sapiens"
"IVL","P07476","","involucrin(IVL)","Homo sapiens"
"JUP","P14923","","junction plakoglobin(JUP)","Homo sapiens"
"KIF1C","O43896","","kinesin family member 1C(KIF1C)","Homo sapiens"
"KIF21A","Q7Z4S6","","kinesin family member 21A(KIF21A)","Homo sapiens"
"KLF13","Q9Y2Y9","","KLF transcription factor 13(KLF13)","Homo sapiens"
"KLF6","Q99612","","KLF transcription factor 6(KLF6)","Homo sapiens"
"KLHL26","Q53HC5","","kelch like family member 26(KLHL26)","Homo sapiens"
"KPNA4","O00629","","karyopherin subunit alpha 4(KPNA4)","Homo sapiens"
"KPRP","Q5T749","","keratinocyte proline rich protein(KPRP)","Homo sapiens"
"KRT12","Q99456","","keratin 12(KRT12)","Homo sapiens"
"KRT13","P13646","","keratin 13(KRT13)","Homo sapiens"
"KRT14","P02533","","keratin 14(KRT14)","Homo sapiens"
"KRT15","P19012","","keratin 15(KRT15)","Homo sapiens"
"KRT16","P08779","","keratin 16(KRT16)","Homo sapiens"
"KRT17","Q04695","","keratin 17(KRT17)","Homo sapiens"
"KRT19","P08727","","keratin 19(KRT19)","Homo sapiens"
"KRT24","Q2M2I5","","keratin 24(KRT24)","Homo sapiens"
"KRT4","P19013","","keratin 4(KRT4)","Homo sapiens"
"KRT5","P13647","","keratin 5(KRT5)","Homo sapiens"
"KRT6A","P02538","","keratin 6A(KRT6A)","Homo sapiens"
"KRT6B","P04259","","keratin 6B(KRT6B)","Homo sapiens"
"KRT6C","P48668","","keratin 6C(KRT6C)","Homo sapiens"
"KRT72","Q14CN4","","keratin 72(KRT72)","Homo sapiens"
"KRT75","O95678","","keratin 75(KRT75)","Homo sapiens"
"KRT76","Q01546","","keratin 76(KRT76)","Homo sapiens"
"KRT79","Q5XKE5","","keratin 79(KRT79)","Homo sapiens"
"LACRT","Q9GZZ8","","lacritin(LACRT)","Homo sapiens"
"LGALS7","P47929","","galectin 7(LGALS7)","Homo sapiens"
"LGALS7B","P47929","","galectin 7B(LGALS7B)","Homo sapiens"
"LOC7795","Q9Y316","","Methylation modifier for class I HLA(LOC7795)","Homo sapiens"
"LPIN1","Q14693","","lipin 1(LPIN1)","Homo sapiens"
"LRCH4","O75427","","leucine rich repeats and calponin homology domain containing 4(LRCH4)","Homo sapiens"
"LRR1","Q96L50","","leucine rich repeat protein 1(LRR1)","Homo sapiens"
"LRRC57","Q8N9N7","","leucine rich repeat containing 57(LRRC57)","Homo sapiens"
"LSM7","Q9UK45","","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM7)","Homo sapiens"
"LTF","P02788","","lactotransferrin(LTF)","Homo sapiens"
"MACF1","Q9UPN3","","microtubule actin crosslinking factor 1(MACF1)","Homo sapiens"
"MAD2L1","Q13257","","mitotic arrest deficient 2 like 1(MAD2L1)","Homo sapiens"
"MAGED1","Q9Y5V3","","MAGE family member D1(MAGED1)","Homo sapiens"
"MAMLD1","Q13495","","mastermind like domain containing 1(MAMLD1)","Homo sapiens"
"MCTS1","Q9ULC4","","MCTS1 re-initiation and release factor(MCTS1)","Homo sapiens"
"MCU","Q8NE86","","mitochondrial calcium uniporter(MCU)","Homo sapiens"
"MEMO1","Q9Y316","","mediator of cell motility 1(MEMO1)","Homo sapiens"
"METAP1","P53582","","methionyl aminopeptidase 1(METAP1)","Homo sapiens"
"MICAL1","Q8TDZ2","","microtubule associated monooxygenase, calponin and LIM domain containing 1(MICAL1)","Homo sapiens"
"MINK1","Q8N4C8","","misshapen like kinase 1(MINK1)","Homo sapiens"
"MPHOSPH9","Q99550","","M-phase phosphoprotein 9(MPHOSPH9)","Homo sapiens"
"MPST","P25325","","mercaptopyruvate sulfurtransferase(MPST)","Homo sapiens"
"MRPL18","Q9H0U6","","mitochondrial ribosomal protein L18(MRPL18)","Homo sapiens"
"MRPL45","Q9BRJ2","","mitochondrial ribosomal protein L45(MRPL45)","Homo sapiens"
"MRPS5","P82675","","mitochondrial ribosomal protein S5(MRPS5)","Homo sapiens"
"MRPS6","P82932","","mitochondrial ribosomal protein S6(MRPS6)","Homo sapiens"
"MSMO1","Q15800","","methylsterol monooxygenase 1(MSMO1)","Homo sapiens"
"MTCH1","Q9NZJ7","","mitochondrial carrier 1(MTCH1)","Homo sapiens"
"MVD","P53602","","mevalonate diphosphate decarboxylase(MVD)","Homo sapiens"
"MYD88","Q99836","","MYD88 innate immune signal transduction adaptor(MYD88)","Homo sapiens"
"MYH11","P35749","","myosin heavy chain 11(MYH11)","Homo sapiens"
"MYH14","Q7Z406","","myosin heavy chain 14(MYH14)","Homo sapiens"
"MYO10","Q9HD67","","myosin X(MYO10)","Homo sapiens"
"MYO1D","O94832","","myosin ID(MYO1D)","Homo sapiens"
"NBEAL2","Q6ZNJ1","","neurobeachin like 2(NBEAL2)","Homo sapiens"
"NDUFA6","P56556","","NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)","Homo sapiens"
"NHP2","Q9NX24","","NHP2 ribonucleoprotein(NHP2)","Homo sapiens"
"NHSL3","Q9P206","","NHS like 3(NHSL3)","Homo sapiens"
"NIPSNAP1","Q9BPW8","","nipsnap homolog 1(NIPSNAP1)","Homo sapiens"
"NKAP","Q8N5F7","","NFKB activating protein(NKAP)","Homo sapiens"
"NKAPL","Q5M9Q1","","NFKB activating protein like(NKAPL)","Homo sapiens"
"NMI","Q13287","","N-myc and STAT interactor(NMI)","Homo sapiens"
"NMRAL1","Q9HBL8","","NmrA like redox sensor 1(NMRAL1)","Homo sapiens"
"NMT1","P30419","","N-myristoyltransferase 1(NMT1)","Homo sapiens"
"NMT2","O60551","","N-myristoyltransferase 2(NMT2)","Homo sapiens"
"NOL4","O94818","","nucleolar protein 4(NOL4)","Homo sapiens"
"NOL4L","Q96MY1","","nucleolar protein 4 like(NOL4L)","Homo sapiens"
"NOL8","Q76FK4","","nucleolar protein 8(NOL8)","Homo sapiens"
"NOP10","Q9NPE3","","NOP10 ribonucleoprotein(NOP10)","Homo sapiens"
"NRP1","O14786","","neuropilin 1(NRP1)","Homo sapiens"
"NSDHL","Q15738","","NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL(NSDHL)","Homo sapiens"
"ORC3","Q9UBD5","","origin recognition complex subunit 3(ORC3)","Homo sapiens"
"OS9","Q13438","","OS9 endoplasmic reticulum lectin(OS9)","Homo sapiens"
"OSBPL2","Q9H1P3","","oxysterol binding protein like 2(OSBPL2)","Homo sapiens"
"PACS1","Q6VY07","","phosphofurin acidic cluster sorting protein 1(PACS1)","Homo sapiens"
"PCF11","O94913","","PCF11 cleavage and polyadenylation factor subunit(PCF11)","Homo sapiens"
"PDE1C","Q14123","","phosphodiesterase 1C(PDE1C)","Homo sapiens"
"PEX11B","O96011","","peroxisomal biogenesis factor 11 beta(PEX11B)","Homo sapiens"
"PEX19","P40855","","peroxisomal biogenesis factor 19(PEX19)","Homo sapiens"
"PFKFB2","O60825","","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2(PFKFB2)","Homo sapiens"
"PGP","A6NDG6","","phosphoglycolate phosphatase(PGP)","Homo sapiens"
"PHF10","Q8WUB8","","PHD finger protein 10(PHF10)","Homo sapiens"
"PHKB","Q93100","","phosphorylase kinase regulatory subunit beta(PHKB)","Homo sapiens"
"PIAS1","O75925","","protein inhibitor of activated STAT 1(PIAS1)","Homo sapiens"
"PIAS2","O75928","","protein inhibitor of activated STAT 2(PIAS2)","Homo sapiens"
"PIGT","Q969N2","","phosphatidylinositol glycan anchor biosynthesis class T(PIGT)","Homo sapiens"
"PITPNM1","O00562","","phosphatidylinositol transfer protein membrane associated 1(PITPNM1)","Homo sapiens"
"PLEKHA7","Q6IQ23","","pleckstrin homology domain containing A7(PLEKHA7)","Homo sapiens"
"PM20D1","P31327","","peptidase M20 domain containing 1(PM20D1)","Homo sapiens"
"POF1B","Q8WVV4","","POF1B actin binding protein(POF1B)","Homo sapiens"
"POLE","Q07864","","DNA polymerase epsilon, catalytic subunit(POLE)","Homo sapiens"
"PPL","O60437","","periplakin(PPL)","Homo sapiens"
"PPP4R2","Q9NY27","","protein phosphatase 4 regulatory subunit 2(PPP4R2)","Homo sapiens"
"PPP4R3B","Q5MIZ7","","protein phosphatase 4 regulatory subunit 3B(PPP4R3B)","Homo sapiens"
"PRDX1","Q06830","","peroxiredoxin 1(PRDX1)","Homo sapiens"
"PRDX4","Q13162","","peroxiredoxin 4(PRDX4)","Homo sapiens"
"PRKAG1","P54619","","protein kinase AMP-activated non-catalytic subunit gamma 1(PRKAG1)","Homo sapiens"
"PRKAG2","Q9UGJ0","","protein kinase AMP-activated non-catalytic subunit gamma 2(PRKAG2)","Homo sapiens"
"PRKCH","P24723","","protein kinase C eta(PRKCH)","Homo sapiens"
"PRXL2B","Q8TBF2","","peroxiredoxin like 2B(PRXL2B)","Homo sapiens"
"PTPN6","P29350","","protein tyrosine phosphatase non-receptor type 6(PTPN6)","Homo sapiens"
"PTRHD1","Q6GMV3","","peptidyl-tRNA hydrolase domain containing 1(PTRHD1)","Homo sapiens"
"PXMP4","Q9Y6I8","","peroxisomal membrane protein 4(PXMP4)","Homo sapiens"
"RAB11FIP3","O75154","","RAB11 family interacting protein 3(RAB11FIP3)","Homo sapiens"
"RAB13","P51153","","RAB13, member RAS oncogene family(RAB13)","Homo sapiens"
"RAB28","P51157","","RAB28, member RAS oncogene family(RAB28)","Homo sapiens"
"RAI1","Q7Z5J4","","retinoic acid induced 1(RAI1)","Homo sapiens"
"RANBP2","P49792","","RAN binding protein 2(RANBP2)","Homo sapiens"
"RAP1A","P62834","","RAP1A, member of RAS oncogene family(RAP1A)","Homo sapiens"
"RAP1B","P61224","","RAP1B, member of RAS oncogene family(RAP1B)","Homo sapiens"
"RBM15","Q96T37","","RNA binding motif protein 15(RBM15)","Homo sapiens"
"RBM15B","Q8NDT2","","RNA binding motif protein 15B(RBM15B)","Homo sapiens"
"RBM28","Q9NW13","","RNA binding motif protein 28(RBM28)","Homo sapiens"
"RBP1","P09455","","retinol binding protein 1(RBP1)","Homo sapiens"
"RER1","O15258","","retention in endoplasmic reticulum sorting receptor 1(RER1)","Homo sapiens"
"RGPD1","P0DJD0","","RANBP2 like and GRIP domain containing 1(RGPD1)","Homo sapiens"
"RGPD2","P0DJD1","","RANBP2 like and GRIP domain containing 2(RGPD2)","Homo sapiens"
"RGPD3","A6NKT7","","RANBP2 like and GRIP domain containing 3(RGPD3)","Homo sapiens"
"RGPD4","A6NKT7,Q7Z3J3","","RANBP2 like and GRIP domain containing 4(RGPD4)","Homo sapiens"
"RGPD5","A6NKT7","","RANBP2 like and GRIP domain containing 5(RGPD5)","Homo sapiens"
"RNF2","Q99496","","ring finger protein 2(RNF2)","Homo sapiens"
"RPL29","P47914","","ribosomal protein L29(RPL29)","Homo sapiens"
"RPL3","P39023","","ribosomal protein L3(RPL3)","Homo sapiens"
"RPL3L","Q92901","","ribosomal protein L3 like(RPL3L)","Homo sapiens"
"RPP38","P78345","","ribonuclease P/MRP subunit p38(RPP38)","Homo sapiens"
"RPS19BP1","Q86WX3","","ribosomal protein S19 binding protein 1(RPS19BP1)","Homo sapiens"
"RRN3","Q9NYV6","","RRN3 homolog, RNA polymerase I transcription factor(RRN3)","Homo sapiens"
"RRN3P2","A6NIE6","","RRN3 pseudogene 2(RRN3P2)","Homo sapiens"
"RSL24D1","Q9UHA3","","ribosomal L24 domain containing 1(RSL24D1)","Homo sapiens"
"SATB1","Q01826","","SATB homeobox 1(SATB1)","Homo sapiens"
"SATB2","Q9UPW6","","SATB homeobox 2(SATB2)","Homo sapiens"
"SCAF8","Q9UPN6","","SR-related CTD associated factor 8(SCAF8)","Homo sapiens"
"SELENBP1","Q13228","","selenium binding protein 1(SELENBP1)","Homo sapiens"
"SERPINB12","Q96P63","","serpin family B member 12(SERPINB12)","Homo sapiens"
"SERPINB3","P29508","","serpin family B member 3(SERPINB3)","Homo sapiens"
"SH3GL1","Q99961","","SH3 domain containing GRB2 like 1, endophilin A2(SH3GL1)","Homo sapiens"
"SH3GL2","Q99962","","SH3 domain containing GRB2 like 2, endophilin A1(SH3GL2)","Homo sapiens"
"SIMC1","Q8NDZ2","","SUMO interacting motifs containing 1(SIMC1)","Homo sapiens"
"SIPA1L1","O43166","","signal induced proliferation associated 1 like 1(SIPA1L1)","Homo sapiens"
"SKIC3","Q6PGP7","","SKI3 subunit of superkiller complex(SKIC3)","Homo sapiens"
"SLBP","Q14493","","stem-loop histone mRNA binding protein(SLBP)","Homo sapiens"
"SLC25A24","Q6NUK1","","solute carrier family 25 member 24(SLC25A24)","Homo sapiens"
"SLF2","Q8IX21","","SMC5-SMC6 complex localization factor 2(SLF2)","Homo sapiens"
"SNAP29","O95721","","synaptosome associated protein 29(SNAP29)","Homo sapiens"
"SNX27","Q96L92","","sorting nexin 27(SNX27)","Homo sapiens"
"SPICE1","Q8N0Z3","","spindle and centriole associated protein 1(SPICE1)","Homo sapiens"
"SPTBN2","O15020","","spectrin beta, non-erythrocytic 2(SPTBN2)","Homo sapiens"
"SREK1IP1","Q8N9Q2","","SREK1 interacting protein 1(SREK1IP1)","Homo sapiens"
"SRP19","P09132","","signal recognition particle 19(SRP19)","Homo sapiens"
"SRPX2","O60687","","sushi repeat containing protein X-linked 2(SRPX2)","Homo sapiens"
"SSU72","Q9NP77","","SSU72 homolog, RNA polymerase II CTD phosphatase(SSU72)","Homo sapiens"
"STARD10","Q9Y365","","StAR related lipid transfer domain containing 10(STARD10)","Homo sapiens"
"STAU1","O95793","","staufen double-stranded RNA binding protein 1(STAU1)","Homo sapiens"
"STAU2","Q9NUL3","","staufen double-stranded RNA binding protein 2(STAU2)","Homo sapiens"
"STX12","Q86Y82","","syntaxin 12(STX12)","Homo sapiens"
