"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"CLIP4","Q8N3C7","","CAP-Gly domain containing linker protein family member 4(CLIP4)","Homo sapiens"
"CLU","P10909","","clusterin(CLU)","Homo sapiens"
"CMTR2","Q8IYT2","","cap methyltransferase 2(CMTR2)","Homo sapiens"
"COL4A2","P08572","","collagen type IV alpha 2 chain(COL4A2)","Homo sapiens"
"COL8A1","P27658","","collagen type VIII alpha 1 chain(COL8A1)","Homo sapiens"
"COMMD1","Q8N668","","copper metabolism domain containing 1(COMMD1)","Homo sapiens"
"CORO2A","Q92828","","coronin 2A(CORO2A)","Homo sapiens"
"CRTAP","O75718","","cartilage associated protein(CRTAP)","Homo sapiens"
"CRYL1","Q9Y2S2","","crystallin lambda 1(CRYL1)","Homo sapiens"
"CSNK2A1","P68400","","casein kinase 2 alpha 1(CSNK2A1)","Homo sapiens"
"DAB2","P98082","","DAB adaptor protein 2(DAB2)","Homo sapiens"
"DAG1","Q14118","","dystroglycan 1(DAG1)","Homo sapiens"
"DCAF6","Q58WW2","","DDB1 and CUL4 associated factor 6(DCAF6)","Homo sapiens"
"DDAH2","O95865","","DDAH family member 2, ADMA-independent(DDAH2)","Homo sapiens"
"DDB2","Q92466","","damage specific DNA binding protein 2(DDB2)","Homo sapiens"
"DLG5","Q8TDM6","","discs large MAGUK scaffold protein 5(DLG5)","Homo sapiens"
"DNAAF10","Q96MX6","","dynein axonemal assembly factor 10(DNAAF10)","Homo sapiens"
"DOCK4","Q8N1I0","","dedicator of cytokinesis 4(DOCK4)","Homo sapiens"
"DPF3","Q92784","","double PHD fingers 3(DPF3)","Homo sapiens"
"DPYSL3","Q14195","","dihydropyrimidinase like 3(DPYSL3)","Homo sapiens"
"DUSP1","P28562","","dual specificity phosphatase 1(DUSP1)","Homo sapiens"
"DUSP4","Q13115","","dual specificity phosphatase 4(DUSP4)","Homo sapiens"
"E2F3","O00716","","E2F transcription factor 3(E2F3)","Homo sapiens"
"E2F7","Q96AV8","","E2F transcription factor 7(E2F7)","Homo sapiens"
"EHD3","Q9NZN3","","EH domain containing 3(EHD3)","Homo sapiens"
"EIF2S3","P41091","","eukaryotic translation initiation factor 2 subunit gamma(EIF2S3)","Homo sapiens"
"EIF4B","P23588","","eukaryotic translation initiation factor 4B(EIF4B)","Homo sapiens"
"EIF4G3","O43432","","eukaryotic translation initiation factor 4 gamma 3(EIF4G3)","Homo sapiens"
"ENC1","O14682","","ectodermal-neural cortex 1(ENC1)","Homo sapiens"
"EPS8","Q12929","","EGFR pathway substrate 8, signaling adaptor(EPS8)","Homo sapiens"
"ERCC6","Q03468,P0DP91","","ERCC excision repair 6, chromatin remodeling factor(ERCC6)","Homo sapiens"
"ETV1","P50549","","ETS variant transcription factor 1(ETV1)","Homo sapiens"
"ETV4","P43268","","ETS variant transcription factor 4(ETV4)","Homo sapiens"
"ETV5","P41161","","ETS variant transcription factor 5(ETV5)","Homo sapiens"
"FANCG","O15287","","FA complementation group G(FANCG)","Homo sapiens"
"FARP1","Q9Y4F1","","FERM, ARH/RhoGEF and pleckstrin domain protein 1(FARP1)","Homo sapiens"
"FBH1","Q8NFZ0","","F-box DNA helicase 1(FBH1)","Homo sapiens"
"FBXW8","Q8N3Y1","","F-box and WD repeat domain containing 8(FBXW8)","Homo sapiens"
"FBXW9","Q5XUX1","","F-box and WD repeat domain containing 9(FBXW9)","Homo sapiens"
"FKBP8","Q14318","","FKBP prolyl isomerase 8(FKBP8)","Homo sapiens"
"FOXA2","Q9Y261","","forkhead box A2(FOXA2)","Homo sapiens"
"FTO","Q9C0B1","","FTO alpha-ketoglutarate dependent dioxygenase(FTO)","Homo sapiens"
"FYN","P06241","","FYN proto-oncogene, Src family tyrosine kinase(FYN)","Homo sapiens"
"GAS6","Q14393","","growth arrest specific 6(GAS6)","Homo sapiens"
"GMFB","P60983","","glia maturation factor beta(GMFB)","Homo sapiens"
"GNA11","P29992","","G protein subunit alpha 11(GNA11)","Homo sapiens"
"GPN1","Q9HCN4","","GPN-loop GTPase 1(GPN1)","Homo sapiens"
"GRB10","Q13322","","growth factor receptor bound protein 10(GRB10)","Homo sapiens"
"HASPIN","Q8TF76","","histone H3 associated protein kinase(HASPIN)","Homo sapiens"
"HDAC7","Q8WUI4","","histone deacetylase 7(HDAC7)","Homo sapiens"
"HDX","Q7Z353","","highly divergent homeobox(HDX)","Homo sapiens"
"HIF1A","Q16665","","hypoxia inducible factor 1 subunit alpha(HIF1A)","Homo sapiens"
"HMGXB3","Q12766","","HMG-box containing 3(HMGXB3)","Homo sapiens"
"HPCA","P84074","","hippocalcin(HPCA)","Homo sapiens"
"HPCAL1","P37235","","hippocalcin like 1(HPCAL1)","Homo sapiens"
"HPF1","Q9NWY4","","histone PARylation factor 1(HPF1)","Homo sapiens"
"IFRD2","Q12894","","interferon related developmental regulator 2(IFRD2)","Homo sapiens"
"ITCH","Q96J02","","itchy E3 ubiquitin protein ligase(ITCH)","Homo sapiens"
"JADE2","Q9NQC1","","jade family PHD finger 2(JADE2)","Homo sapiens"
"JMJD6","Q6NYC1","","jumonji domain containing 6, arginine demethylase and lysine hydroxylase(JMJD6)","Homo sapiens"
"KCTD12","Q96CX2","","potassium channel tetramerization domain containing 12(KCTD12)","Homo sapiens"
"KDELR2","P33947","","KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)","Homo sapiens"
"KDM5C","P41229","","lysine demethylase 5C(KDM5C)","Homo sapiens"
"KDM5D","Q9BY66","","lysine demethylase 5D(KDM5D)","Homo sapiens"
"KIF16B","Q96L93","","kinesin family member 16B(KIF16B)","Homo sapiens"
"KIF18A","Q8NI77","","kinesin family member 18A(KIF18A)","Homo sapiens"
"KLHL29","Q96CT2","","kelch like family member 29(KLHL29)","Homo sapiens"
"KMT2B","Q9UMN6","","lysine methyltransferase 2B(KMT2B)","Homo sapiens"
"KRT12","Q99456","","keratin 12(KRT12)","Homo sapiens"
"KRT14","P02533","","keratin 14(KRT14)","Homo sapiens"
"KRT19","P08727","","keratin 19(KRT19)","Homo sapiens"
"KRT23","Q9C075","","keratin 23(KRT23)","Homo sapiens"
"KRT75","O95678","","keratin 75(KRT75)","Homo sapiens"
"KRT8","P05787","","keratin 8(KRT8)","Homo sapiens"
"KRT81","Q14533","","keratin 81(KRT81)","Homo sapiens"
"KRT83","P78385","","keratin 83(KRT83)","Homo sapiens"
"KRT86","O43790","","keratin 86(KRT86)","Homo sapiens"
"KRT87P","A6NCN2","","keratin 87, pseudogene(KRT87P)","Homo sapiens"
"L1RE1","Q9UN81","","LINE-1 retrotransposable element ORF1 protein(L1RE1)","Homo sapiens"
"LDLR","P01130","","low density lipoprotein receptor(LDLR)","Homo sapiens"
"LIMK1","P53667","","LIM domain kinase 1(LIMK1)","Homo sapiens"
"LIN54","Q6MZP7","","lin-54 DREAM MuvB core complex component(LIN54)","Homo sapiens"
"LPGAT1","Q92604","","lysophosphatidylglycerol acyltransferase 1(LPGAT1)","Homo sapiens"
"LRRC42","Q9Y546","","leucine rich repeat containing 42(LRRC42)","Homo sapiens"
"MACO1","Q8N5G2","","macoilin 1(MACO1)","Homo sapiens"
"MALT1","Q9UDY8","","MALT1 paracaspase(MALT1)","Homo sapiens"
"MBD1","Q9UIS9","","methyl-CpG binding domain protein 1(MBD1)","Homo sapiens"
"MBLAC2","Q68D91","","metallo-beta-lactamase domain containing 2(MBLAC2)","Homo sapiens"
"MCAM","P43121","","melanoma cell adhesion molecule(MCAM)","Homo sapiens"
"ME2","P23368","","malic enzyme 2(ME2)","Homo sapiens"
"MED26","O95402","","mediator complex subunit 26(MED26)","Homo sapiens"
"MFN1","Q8IWA4","","mitofusin 1(MFN1)","Homo sapiens"
"MGMT","P16455","","O-6-methylguanine-DNA methyltransferase(MGMT)","Homo sapiens"
"MGST3","O14880","","microsomal glutathione S-transferase 3(MGST3)","Homo sapiens"
"MID1","O15344","","midline 1(MID1)","Homo sapiens"
"MRI1","Q9BV20","","methylthioribose-1-phosphate isomerase 1(MRI1)","Homo sapiens"
"MRPL28","Q13084","","mitochondrial ribosomal protein L28(MRPL28)","Homo sapiens"
"MRPL51","Q4U2R6","","mitochondrial ribosomal protein L51(MRPL51)","Homo sapiens"
"MRPS16","Q9Y3D3","","mitochondrial ribosomal protein S16(MRPS16)","Homo sapiens"
"MRPS21","P82921","","mitochondrial ribosomal protein S21(MRPS21)","Homo sapiens"
"MRPS30","Q9NP92","","mitochondrial ribosomal protein S30(MRPS30)","Homo sapiens"
"MRPS33","Q9Y291","","mitochondrial ribosomal protein S33(MRPS33)","Homo sapiens"
"MTCL1","Q9Y4B5","","microtubule crosslinking factor 1(MTCL1)","Homo sapiens"
"MYG1","Q9HB07","","MYG1 exonuclease(MYG1)","Homo sapiens"
"NAA30","Q147X3","","N-alpha-acetyltransferase 30, NatC catalytic subunit(NAA30)","Homo sapiens"
"NADSYN1","Q6IA69","","NAD synthetase 1(NADSYN1)","Homo sapiens"
"NDUFA10","O95299","","NADH:ubiquinone oxidoreductase subunit A10(NDUFA10)","Homo sapiens"
"NDUFAF3","Q9BU61","","NADH:ubiquinone oxidoreductase complex assembly factor 3(NDUFAF3)","Homo sapiens"
"NF1","P21359","","neurofibromin 1(NF1)","Homo sapiens"
"NFIX","Q14938","","nuclear factor I X(NFIX)","Homo sapiens"
"NFXL1","Q6ZNB6","","nuclear transcription factor, X-box binding like 1(NFXL1)","Homo sapiens"
"NLRX1","Q86UT6","","NLR family member X1(NLRX1)","Homo sapiens"
"NPRL3","Q12980","","NPR3 like, GATOR1 complex subunit(NPRL3)","Homo sapiens"
"NR1D1","P20393","","nuclear receptor subfamily 1 group D member 1(NR1D1)","Homo sapiens"
"NR1D2","Q14995","","nuclear receptor subfamily 1 group D member 2(NR1D2)","Homo sapiens"
"NR2C2AP","Q86WQ0","","nuclear receptor 2C2 associated protein(NR2C2AP)","Homo sapiens"
"NSUN4","Q96CB9","","NOP2/Sun RNA methyltransferase 4(NSUN4)","Homo sapiens"
"NT5DC3","Q86UY8","","5'-nucleotidase domain containing 3(NT5DC3)","Homo sapiens"
"NUDT19","A8MXV4","","nudix hydrolase 19(NUDT19)","Homo sapiens"
"NUDT9","Q9BW91","","nudix hydrolase 9(NUDT9)","Homo sapiens"
"OGFOD2","Q6N063","","2-oxoglutarate and iron dependent oxygenase domain containing 2(OGFOD2)","Homo sapiens"
"OSBPL3","Q9H4L5","","oxysterol binding protein like 3(OSBPL3)","Homo sapiens"
"OSBPL5","Q9H0X9","","oxysterol binding protein like 5(OSBPL5)","Homo sapiens"
"OSBPL8","Q9BZF1","","oxysterol binding protein like 8(OSBPL8)","Homo sapiens"
"PARP9","Q8IXQ6","","poly(ADP-ribose) polymerase family member 9(PARP9)","Homo sapiens"
"PDLIM4","P50479","","PDZ and LIM domain 4(PDLIM4)","Homo sapiens"
"PEX6","Q13608","","peroxisomal biogenesis factor 6(PEX6)","Homo sapiens"
"PFKFB3","Q16875","","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(PFKFB3)","Homo sapiens"
"PHYHD1","Q5SRE7","","phytanoyl-CoA dioxygenase domain containing 1(PHYHD1)","Homo sapiens"
"PLD3","Q8IV08","","phospholipase D family member 3(PLD3)","Homo sapiens"
"PPIP5K2","O43314","","diphosphoinositol pentakisphosphate kinase 2(PPIP5K2)","Homo sapiens"
"PPM1F","P49593","","protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)","Homo sapiens"
"PPP2R3A","Q06190","","protein phosphatase 2 regulatory subunit B''alpha(PPP2R3A)","Homo sapiens"
"PRAG1","Q86YV5","","PEAK1 related, kinase-activating pseudokinase 1(PRAG1)","Homo sapiens"
"PRKAA2","P54646","","protein kinase AMP-activated catalytic subunit alpha 2(PRKAA2)","Homo sapiens"
"PROX1","Q92786","","prospero homeobox 1(PROX1)","Homo sapiens"
"PTEN","P60484","","phosphatase and tensin homolog(PTEN)","Homo sapiens"
"PTPN14","Q15678","","protein tyrosine phosphatase non-receptor type 14(PTPN14)","Homo sapiens"
"QKI","Q96PU8","","QKI, KH domain containing RNA binding(QKI)","Homo sapiens"
"QSOX1","O00391","","quiescin sulfhydryl oxidase 1(QSOX1)","Homo sapiens"
"QTRT1","Q9BXR0","","queuine tRNA-ribosyltransferase catalytic subunit 1(QTRT1)","Homo sapiens"
"RAB11FIP5","Q9BXF6","","RAB11 family interacting protein 5(RAB11FIP5)","Homo sapiens"
"RAB32","Q13637","","RAB32, member RAS oncogene family(RAB32)","Homo sapiens"
"RAB38","P57729","","RAB38, member RAS oncogene family(RAB38)","Homo sapiens"
"RABEP1","Q15276","","rabaptin, RAB GTPase binding effector protein 1(RABEP1)","Homo sapiens"
"RABL3","Q5HYI8","","RAB, member of RAS oncogene family like 3(RABL3)","Homo sapiens"
"RANBP6","O60518","","RAN binding protein 6(RANBP6)","Homo sapiens"
"RBM14","Q96PK6","","RNA binding motif protein 14(RBM14)","Homo sapiens"
"RBM14-RBM4","Q96PK6","","RBM14-RBM4 readthrough(RBM14-RBM4)","Homo sapiens"
"RBMX","P38159","","RNA binding motif protein X-linked(RBMX)","Homo sapiens"
"RBMXL2","O75526","","RBMX like 2(RBMXL2)","Homo sapiens"
"RNF220","Q5VTB9","","ring finger protein 220(RNF220)","Homo sapiens"
"RORA","P35398","","RAR related orphan receptor A(RORA)","Homo sapiens"
"RPL37","P61927","","ribosomal protein L37(RPL37)","Homo sapiens"
"RPS4X","P62701","","ribosomal protein S4 X-linked(RPS4X)","Homo sapiens"
"RPS6","P62753","","ribosomal protein S6(RPS6)","Homo sapiens"
"RSBN1L","Q6PCB5","","round spermatid basic protein 1 like(RSBN1L)","Homo sapiens"
"SACS","Q9NZJ4","","sacsin molecular chaperone(SACS)","Homo sapiens"
"SLC30A1","Q9Y6M5","","solute carrier family 30 member 1(SLC30A1)","Homo sapiens"
"SMCR8","Q8TEV9","","SMCR8-C9orf72 complex subunit(SMCR8)","Homo sapiens"
"SMYD4","Q8IYR2","","SET and MYND domain containing 4(SMYD4)","Homo sapiens"
"SNTB1","Q13884","","syntrophin beta 1(SNTB1)","Homo sapiens"
"SOX10","P56693","","SRY-box transcription factor 10(SOX10)","Homo sapiens"
"SOX8","P57073","","SRY-box transcription factor 8(SOX8)","Homo sapiens"
"SOX9","P48436","","SRY-box transcription factor 9(SOX9)","Homo sapiens"
"SPRY1","O43609","","sprouty RTK signaling antagonist 1(SPRY1)","Homo sapiens"
"SPRY4","Q9C004","","sprouty RTK signaling antagonist 4(SPRY4)","Homo sapiens"
"SRGAP2","O75044","","SLIT-ROBO Rho GTPase activating protein 2(SRGAP2)","Homo sapiens"
"SRGAP2B","O75044,P0DMP2","","SLIT-ROBO Rho GTPase activating protein 2B(SRGAP2B)","Homo sapiens"
"SRGAP2C","P0DJJ0","","SLIT-ROBO Rho GTPase activating protein 2C(SRGAP2C)","Homo sapiens"
"SRSF2","Q01130","","serine and arginine rich splicing factor 2(SRSF2)","Homo sapiens"
"SRSF8","Q9BRL6","","serine and arginine rich splicing factor 8(SRSF8)","Homo sapiens"
"STEAP3","Q658P3","","STEAP3 metalloreductase(STEAP3)","Homo sapiens"
"STK10","O94804","","serine/threonine kinase 10(STK10)","Homo sapiens"
"SYDE1","Q6ZW31","","synapse defective Rho GTPase homolog 1(SYDE1)","Homo sapiens"
"TEFM","Q96QE5","","transcription elongation factor, mitochondrial(TEFM)","Homo sapiens"
"TFB1M","Q8WVM0","","transcription factor B1, mitochondrial(TFB1M)","Homo sapiens"
"TMCO6","Q96DC7","","transmembrane and coiled-coil domains 6(TMCO6)","Homo sapiens"
"TPD52","P55327","","tumor protein D52(TPD52)","Homo sapiens"
"TRA","P0DTU3,P0DSE1","","T cell receptor alpha locus(TRA)","Homo sapiens"
"TRAC","P01848","","T cell receptor alpha constant(TRAC)","Homo sapiens"
"TRAF1","Q13077","","TNF receptor associated factor 1(TRAF1)","Homo sapiens"
"TRAPPC8","Q9Y2L5","","trafficking protein particle complex subunit 8(TRAPPC8)","Homo sapiens"
"TRIM22","Q8IYM9","","tripartite motif containing 22(TRIM22)","Homo sapiens"
"TRIM37","O94972","","tripartite motif containing 37(TRIM37)","Homo sapiens"
"TSPYL5","Q86VY4","","TSPY like 5(TSPYL5)","Homo sapiens"
"UBE2S","Q16763","","ubiquitin conjugating enzyme E2 S(UBE2S)","Homo sapiens"
"UBL7","Q96S82","","ubiquitin like 7(UBL7)","Homo sapiens"
"UBQLN2","Q9UHD9","","ubiquilin 2(UBQLN2)","Homo sapiens"
"UPRT","Q96BW1","","uracil phosphoribosyltransferase homolog(UPRT)","Homo sapiens"
"URGCP","Q8TCY9","","upregulator of cell proliferation(URGCP)","Homo sapiens"
"URI1","O94763","","URI1 prefoldin like chaperone(URI1)","Homo sapiens"
"USP22","Q9UPT9","","ubiquitin specific peptidase 22(USP22)","Homo sapiens"
"USP27X","A6NNY8","","ubiquitin specific peptidase 27 X-linked(USP27X)","Homo sapiens"
"UXT","Q9UBK9","","ubiquitously expressed prefoldin like chaperone(UXT)","Homo sapiens"
"VIM","P08670","","vimentin(VIM)","Homo sapiens"
"WDFY2","Q96P53","","WD repeat and FYVE domain containing 2(WDFY2)","Homo sapiens"
"WDFY3","Q8IZQ1","","WD repeat and FYVE domain containing 3(WDFY3)","Homo sapiens"
"WDHD1","O75717","","WD repeat and HMG-box DNA binding protein 1(WDHD1)","Homo sapiens"
"WWP1","Q9H0M0","","WW domain containing E3 ubiquitin protein ligase 1(WWP1)","Homo sapiens"
"YJU2B","P13994","","YJU2 splicing factor homolog B(YJU2B)","Homo sapiens"
"YPEL5","P62699","","yippee like 5(YPEL5)","Homo sapiens"
"YY1AP1","Q9H869","","YY1 associated protein 1(YY1AP1)","Homo sapiens"
"ZBTB20","Q9HC78","","zinc finger and BTB domain containing 20(ZBTB20)","Homo sapiens"
"ZCCHC17","Q9NP64","","zinc finger CCHC-type containing 17(ZCCHC17)","Homo sapiens"
"ZEB2","O60315","","zinc finger E-box binding homeobox 2(ZEB2)","Homo sapiens"
"ZFHX4","Q86UP3","","zinc finger homeobox 4(ZFHX4)","Homo sapiens"
"ZHX1","Q9UKY1","","zinc fingers and homeoboxes 1(ZHX1)","Homo sapiens"
"ZKSCAN8","Q15776","","zinc finger with KRAB and SCAN domains 8(ZKSCAN8)","Homo sapiens"
"ZNF22","P17026","","zinc finger protein 22(ZNF22)","Homo sapiens"
"ZNF507","Q8TCN5","","zinc finger protein 507(ZNF507)","Homo sapiens"
"ZNF593","O00488","","zinc finger protein 593(ZNF593)","Homo sapiens"
"ZNF608","Q9ULD9","","zinc finger protein 608(ZNF608)","Homo sapiens"
"ZNF639","Q9UID6","","zinc finger protein 639(ZNF639)","Homo sapiens"
"ZSCAN18","Q8TBC5","","zinc finger and SCAN domain containing 18(ZSCAN18)","Homo sapiens"
"ZSWIM6","Q9HCJ5","","zinc finger SWIM-type containing 6(ZSWIM6)","Homo sapiens"

