"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"DNAJC21","Q5F1R6","","DnaJ heat shock protein family (Hsp40) member C21(DNAJC21)","Homo sapiens"
"DPH5","Q9H2P9","","diphthamide biosynthesis 5(DPH5)","Homo sapiens"
"DSCC1","Q9BVC3","","DNA replication and sister chromatid cohesion 1(DSCC1)","Homo sapiens"
"DYNLL1","P63167","","dynein light chain LC8-type 1(DYNLL1)","Homo sapiens"
"DYNLL2","Q96FJ2","","dynein light chain LC8-type 2(DYNLL2)","Homo sapiens"
"EEF1A2","Q05639","","eukaryotic translation elongation factor 1 alpha 2(EEF1A2)","Homo sapiens"
"EFTUD2","Q15029","","elongation factor Tu GTP binding domain containing 2(EFTUD2)","Homo sapiens"
"EIF3I","Q13347","","eukaryotic translation initiation factor 3 subunit I(EIF3I)","Homo sapiens"
"ELMOD2","Q8IZ81","","ELMO domain containing 2(ELMOD2)","Homo sapiens"
"ESRP1","Q6NXG1","","epithelial splicing regulatory protein 1(ESRP1)","Homo sapiens"
"EWSR1","Q01844","","EWS RNA binding protein 1(EWSR1)","Homo sapiens"
"EXOC1","Q9NV70","","exocyst complex component 1(EXOC1)","Homo sapiens"
"FAM107B","Q9H098","","family with sequence similarity 107 member B(FAM107B)","Homo sapiens"
"FAM20B","O75063","","FAM20B glycosaminoglycan xylosylkinase(FAM20B)","Homo sapiens"
"FBXL3","Q9UKT7","","F-box and leucine rich repeat protein 3(FBXL3)","Homo sapiens"
"FLAD1","Q8NFF5","","flavin adenine dinucleotide synthetase 1(FLAD1)","Homo sapiens"
"FMNL1","O95466","","formin like 1(FMNL1)","Homo sapiens"
"FNBP1","Q96RU3","","formin binding protein 1(FNBP1)","Homo sapiens"
"FUS","P35637","","FUS RNA binding protein(FUS)","Homo sapiens"
"FXR1","P51114","","FMR1 autosomal homolog 1(FXR1)","Homo sapiens"
"GABARAPL2","P60520","","GABA type A receptor associated protein like 2(GABARAPL2)","Homo sapiens"
"GAN","Q9H2C0","","gigaxonin(GAN)","Homo sapiens"
"GAR1","Q9NY12","","GAR1 ribonucleoprotein(GAR1)","Homo sapiens"
"GCC1","Q96CN9","","GRIP and coiled-coil domain containing 1(GCC1)","Homo sapiens"
"GFPT1","Q06210","","glutamine--fructose-6-phosphate transaminase 1(GFPT1)","Homo sapiens"
"GFPT2","O94808","","glutamine-fructose-6-phosphate transaminase 2(GFPT2)","Homo sapiens"
"GINS2","Q9Y248","","GINS complex subunit 2(GINS2)","Homo sapiens"
"GLIPR2","Q9H4G4","","GLI pathogenesis related 2(GLIPR2)","Homo sapiens"
"GMEB1","Q9Y692","","glucocorticoid modulatory element binding protein 1(GMEB1)","Homo sapiens"
"GORASP2","Q9H8Y8","","golgi reassembly stacking protein 2(GORASP2)","Homo sapiens"
"GPATCH8","Q9UKJ3","","G-patch domain containing 8(GPATCH8)","Homo sapiens"
"GPN3","Q9UHW5","","GPN-loop GTPase 3(GPN3)","Homo sapiens"
"GREB1","Q4ZG55","","growth regulating estrogen receptor binding 1(GREB1)","Homo sapiens"
"GREB1L","Q9C091","","GREB1 like retinoic acid receptor coactivator(GREB1L)","Homo sapiens"
"H2BC11","P06899","","H2B clustered histone 11(H2BC11)","Homo sapiens"
"H2BC17","P23527","","H2B clustered histone 17(H2BC17)","Homo sapiens"
"H2BC19P","Q6DRA6","","H2B clustered histone 19, pseudogene(H2BC19P)","Homo sapiens"
"H2BC20P","Q6DN03","","H2B clustered histone 20, pseudogene(H2BC20P)","Homo sapiens"
"H2BC21","Q16778","","H2B clustered histone 21(H2BC21)","Homo sapiens"
"H2BC26","Q8N257","","H2B clustered histone 26(H2BC26)","Homo sapiens"
"H2BC3","P33778","","H2B clustered histone 3(H2BC3)","Homo sapiens"
"H3-7","Q5TEC6","","H3.7 histone (putative)(H3-7)","Homo sapiens"
"HARS1","P12081","","histidyl-tRNA synthetase 1(HARS1)","Homo sapiens"
"HARS2","P49590","","histidyl-tRNA synthetase 2, mitochondrial(HARS2)","Homo sapiens"
"HEATR3","Q7Z4Q2","","HEAT repeat containing 3(HEATR3)","Homo sapiens"
"HINT2","Q9BX68","","histidine triad nucleotide binding protein 2(HINT2)","Homo sapiens"
"HMBS","P08397","","hydroxymethylbilane synthase(HMBS)","Homo sapiens"
"HMGN5","P82970","","high mobility group nucleosome binding domain 5(HMGN5)","Homo sapiens"
"HNRNPD","Q14103","","heterogeneous nuclear ribonucleoprotein D(HNRNPD)","Homo sapiens"
"HPCA","P84074","","hippocalcin(HPCA)","Homo sapiens"
"HPCAL1","P37235","","hippocalcin like 1(HPCAL1)","Homo sapiens"
"HSF1","Q00613","","heat shock transcription factor 1(HSF1)","Homo sapiens"
"IGHA2","P01023","","immunoglobulin heavy constant alpha 2 (A2m marker)(IGHA2)","Homo sapiens"
"ITCH","Q96J02","","itchy E3 ubiquitin protein ligase(ITCH)","Homo sapiens"
"KDM3A","Q9Y4C1","","lysine demethylase 3A(KDM3A)","Homo sapiens"
"KDM4B","O94953","","lysine demethylase 4B(KDM4B)","Homo sapiens"
"KHDC4","Q7Z7F0","","KH domain containing 4, pre-mRNA splicing factor(KHDC4)","Homo sapiens"
"KHNYN","O15037","","KH and NYN domain containing(KHNYN)","Homo sapiens"
"KIF18B","Q86Y91","","kinesin family member 18B(KIF18B)","Homo sapiens"
"KIF5B","P33176","","kinesin family member 5B(KIF5B)","Homo sapiens"
"KIF5C","O60282","","kinesin family member 5C(KIF5C)","Homo sapiens"
"KIFAP3","Q92845","","kinesin associated protein 3(KIFAP3)","Homo sapiens"
"KRT20","P35900","","keratin 20(KRT20)","Homo sapiens"
"KRT3","P12035","","keratin 3(KRT3)","Homo sapiens"
"KRT6A","P02538","","keratin 6A(KRT6A)","Homo sapiens"
"KRT6B","P04259","","keratin 6B(KRT6B)","Homo sapiens"
"KRT6C","P48668","","keratin 6C(KRT6C)","Homo sapiens"
"KRT77","Q7Z794","","keratin 77(KRT77)","Homo sapiens"
"KRT8","P05787","","keratin 8(KRT8)","Homo sapiens"
"KRT81","Q14533","","keratin 81(KRT81)","Homo sapiens"
"KRT83","P78385","","keratin 83(KRT83)","Homo sapiens"
"KRT85","P78386","","keratin 85(KRT85)","Homo sapiens"
"KRT86","O43790","","keratin 86(KRT86)","Homo sapiens"
"KRT87P","A6NCN2","","keratin 87, pseudogene(KRT87P)","Homo sapiens"
"LACTB2","Q53H82","","lactamase beta 2(LACTB2)","Homo sapiens"
"LIG4","P49917","","DNA ligase 4(LIG4)","Homo sapiens"
"LIN52","Q52LA3","","lin-52 DREAM MuvB core complex component(LIN52)","Homo sapiens"
"LMNA","P02545","","lamin A/C(LMNA)","Homo sapiens"
"LMNB1","P20700","","lamin B1(LMNB1)","Homo sapiens"
"LMNB2","Q03252","","lamin B2(LMNB2)","Homo sapiens"
"LPCAT1","Q8NF37","","lysophosphatidylcholine acyltransferase 1(LPCAT1)","Homo sapiens"
"LRRC14","Q15048","","leucine rich repeat containing 14(LRRC14)","Homo sapiens"
"LRSAM1","Q6UWE0","","leucine rich repeat and sterile alpha motif containing 1(LRSAM1)","Homo sapiens"
"LTV1","Q96GA3","","LTV1 ribosome biogenesis factor(LTV1)","Homo sapiens"
"MACROH2A1","O75367","","macroH2A.1 histone(MACROH2A1)","Homo sapiens"
"MAEA","Q7L5Y9","","macrophage erythroblast attacher, E3 ubiquitin ligase(MAEA)","Homo sapiens"
"MAN1A1","P33908","","mannosidase alpha class 1A member 1(MAN1A1)","Homo sapiens"
"MAPK8","P45983","","mitogen-activated protein kinase 8(MAPK8)","Homo sapiens"
"MAPK9","P45984","","mitogen-activated protein kinase 9(MAPK9)","Homo sapiens"
"MED12","Q93074","","mediator complex subunit 12(MED12)","Homo sapiens"
"MIER3","Q7Z3K6","","MIER family member 3(MIER3)","Homo sapiens"
"MIS12","Q9H081","","MIS12 kinetochore complex component(MIS12)","Homo sapiens"
"MLLT1","Q03111","","MLLT1 super elongation complex subunit(MLLT1)","Homo sapiens"
"MRPL58","Q14197","","mitochondrial ribosomal protein L58(MRPL58)","Homo sapiens"
"MRPS7","Q9Y2R9","","mitochondrial ribosomal protein S7(MRPS7)","Homo sapiens"
"MRS2","Q9HD23","","magnesium transporter MRS2(MRS2)","Homo sapiens"
"MTHFD2","P13995","","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase(MTHFD2)","Homo sapiens"
"MTRR","Q9UBK8","","5-methyltetrahydrofolate-homocysteine methyltransferase reductase(MTRR)","Homo sapiens"
"NCALD","P61601","","neurocalcin delta(NCALD)","Homo sapiens"
"NDEL1","Q9GZM8","","nudE neurodevelopment protein 1 like 1(NDEL1)","Homo sapiens"
"NEIL3","Q8TAT5","","nei like DNA glycosylase 3(NEIL3)","Homo sapiens"
"NET1","Q7Z628","","neuroepithelial cell transforming 1(NET1)","Homo sapiens"
"NMT2","O60551","","N-myristoyltransferase 2(NMT2)","Homo sapiens"
"NNT","Q13423","","nicotinamide nucleotide transhydrogenase(NNT)","Homo sapiens"
"NPEPL1","Q8NDH3","","aminopeptidase like 1(NPEPL1)","Homo sapiens"
"NR3C1","P04150","","nuclear receptor subfamily 3 group C member 1(NR3C1)","Homo sapiens"
"NR3C2","P08235","","nuclear receptor subfamily 3 group C member 2(NR3C2)","Homo sapiens"
"NRM","Q8IXM6","","nurim(NRM)","Homo sapiens"
"NSUN6","Q8TEA1","","NOP2/Sun RNA methyltransferase 6(NSUN6)","Homo sapiens"
"NUP43","Q8NFH3","","nucleoporin 43(NUP43)","Homo sapiens"
"OBI1","Q5W0B1","","ORC ubiquitin ligase 1(OBI1)","Homo sapiens"
"OGFOD1","Q8N543","","2-oxoglutarate and iron dependent oxygenase domain containing 1(OGFOD1)","Homo sapiens"
"ORC6","Q9Y5N6","","origin recognition complex subunit 6(ORC6)","Homo sapiens"
"PBK","Q96KB5","","PDZ binding kinase(PBK)","Homo sapiens"
"PCGF6","Q9BYE7","","polycomb group ring finger 6(PCGF6)","Homo sapiens"
"PDCD2L","Q9BRP1","","programmed cell death 2 like(PDCD2L)","Homo sapiens"
"PEF1","Q9UBV8","","penta-EF-hand domain containing 1(PEF1)","Homo sapiens"
"PFDN4","Q9NQP4","","prefoldin subunit 4(PFDN4)","Homo sapiens"
"PIGU","Q9H490","","phosphatidylinositol glycan anchor biosynthesis class U(PIGU)","Homo sapiens"
"PIP4K2B","P78356","","phosphatidylinositol-5-phosphate 4-kinase type 2 beta(PIP4K2B)","Homo sapiens"
"PLPBP","O94903","","pyridoxal phosphate binding protein(PLPBP)","Homo sapiens"
"POLR1C","O15160","","RNA polymerase I and III subunit C(POLR1C)","Homo sapiens"
"POLR3A","O14802","","RNA polymerase III subunit A(POLR3A)","Homo sapiens"
"PPIL4","Q8WUA2","","peptidylprolyl isomerase like 4(PPIL4)","Homo sapiens"
"PPM1A","P35813","","protein phosphatase, Mg2+/Mn2+ dependent 1A(PPM1A)","Homo sapiens"
"PPM1B","O75688","","protein phosphatase, Mg2+/Mn2+ dependent 1B(PPM1B)","Homo sapiens"
"PPM1D","O15297","","protein phosphatase, Mg2+/Mn2+ dependent 1D(PPM1D)","Homo sapiens"
"PPP1CA","P62136","","protein phosphatase 1 catalytic subunit alpha(PPP1CA)","Homo sapiens"
"PPP1CC","P36873","","protein phosphatase 1 catalytic subunit gamma(PPP1CC)","Homo sapiens"
"PPP2R2A","P63151","","protein phosphatase 2 regulatory subunit Balpha(PPP2R2A)","Homo sapiens"
"PPP2R2D","Q66LE6","","protein phosphatase 2 regulatory subunit Bdelta(PPP2R2D)","Homo sapiens"
"PRKCD","Q05655","","protein kinase C delta(PRKCD)","Homo sapiens"
"PRMT1","Q99873","","protein arginine methyltransferase 1(PRMT1)","Homo sapiens"
"PRMT8","Q9NR22","","protein arginine methyltransferase 8(PRMT8)","Homo sapiens"
"PRP4K","Q13523","","pre-mRNA processing factor kinase PRP4K(PRP4K)","Homo sapiens"
"PRPF38B","Q7Z628","","pre-mRNA processing factor 38B(PRPF38B)","Homo sapiens"
"PRPH","P41219","","peripherin(PRPH)","Homo sapiens"
"PRUNE1","Q86TP1","","prune exopolyphosphatase 1(PRUNE1)","Homo sapiens"
"PSMA7","O14818","","proteasome 20S subunit alpha 7(PSMA7)","Homo sapiens"
"PSMA8","Q8TAA3","","proteasome 20S subunit alpha 8(PSMA8)","Homo sapiens"
"PSMF1","Q92530","","proteasome inhibitor subunit 1(PSMF1)","Homo sapiens"
"QTRT2","Q9H974","","queuine tRNA-ribosyltransferase accessory subunit 2(QTRT2)","Homo sapiens"
"RAB31","Q13636","","RAB31, member RAS oncogene family(RAB31)","Homo sapiens"
"RAC1","P15153","","Rac family small GTPase 1(RAC1)","Homo sapiens"
"RAC2","P15153","","Rac family small GTPase 2(RAC2)","Homo sapiens"
"RAC3","P15153","","Rac family small GTPase 3(RAC3)","Homo sapiens"
"RACK1","P63244","","receptor for activated C kinase 1(RACK1)","Homo sapiens"
"RBM22","Q9NW64","","RNA binding motif protein 22(RBM22)","Homo sapiens"
"RMND5A","Q9H871","","required for meiotic nuclear division 5 homolog A(RMND5A)","Homo sapiens"
"RNF41","Q9H4P4","","ring finger protein 41(RNF41)","Homo sapiens"
"RPL10","P27635","","ribosomal protein L10(RPL10)","Homo sapiens"
"RPL10A","P62906","","ribosomal protein L10a(RPL10A)","Homo sapiens"
"RPL10L","P27635,Q96L21","","ribosomal protein L10 like(RPL10L)","Homo sapiens"
"RPL12","P30050","","ribosomal protein L12(RPL12)","Homo sapiens"
"RPL17","P18621","","ribosomal protein L17(RPL17)","Homo sapiens"
"RPL18A","Q02543","","ribosomal protein L18a(RPL18A)","Homo sapiens"
"RPL22L1","Q6P5R6","","ribosomal protein L22 like 1(RPL22L1)","Homo sapiens"
"RPL23","P62829","","ribosomal protein L23(RPL23)","Homo sapiens"
"RPL28","P46779","","ribosomal protein L28(RPL28)","Homo sapiens"
"RPL35","P42766","","ribosomal protein L35(RPL35)","Homo sapiens"
"RPL38","P63173","","ribosomal protein L38(RPL38)","Homo sapiens"
"RPL8","P62917","","ribosomal protein L8(RPL8)","Homo sapiens"
"RPL9","P32969","","ribosomal protein L9(RPL9)","Homo sapiens"
"RPS15","P62841","","ribosomal protein S15(RPS15)","Homo sapiens"
"RPS21","P63220","","ribosomal protein S21(RPS21)","Homo sapiens"
"RPS28","P62857","","ribosomal protein S28(RPS28)","Homo sapiens"
"RPS3A","P61247","","ribosomal protein S3A(RPS3A)","Homo sapiens"
"RPS6KB1","P23443","","ribosomal protein S6 kinase B1(RPS6KB1)","Homo sapiens"
"RPS9","P46781","","ribosomal protein S9(RPS9)","Homo sapiens"
"RPUSD2","Q8IZ73","","RNA pseudouridine synthase domain containing 2(RPUSD2)","Homo sapiens"
"RRM2","P31350","","ribonucleotide reductase regulatory subunit M2(RRM2)","Homo sapiens"
"SARM1","Q6SZW1","","sterile alpha and TIR motif containing 1(SARM1)","Homo sapiens"
"SEC13","P55735","","SEC13 homolog, nuclear pore and COPII coat complex component(SEC13)","Homo sapiens"
"SEC24A","O95486","","SEC24 homolog A, COPII coat complex component(SEC24A)","Homo sapiens"
"SEH1L","Q96EE3","","SEH1 like nucleoporin(SEH1L)","Homo sapiens"
"SEPTIN5","Q99719","","septin 5(SEPTIN5)","Homo sapiens"
"SET","Q01105","","SET nuclear proto-oncogene(SET)","Homo sapiens"
"SETMAR","Q53H47","","SET domain and mariner transposase fusion gene(SETMAR)","Homo sapiens"
"SF3B2","Q13435","","splicing factor 3b subunit 2(SF3B2)","Homo sapiens"
"SFXN2","Q96NB2","","sideroflexin 2(SFXN2)","Homo sapiens"
"SGSM3","Q96HU1","","small G protein signaling modulator 3(SGSM3)","Homo sapiens"
"SIRT2","Q8IXJ6","","sirtuin 2(SIRT2)","Homo sapiens"
"SKA3","Q8IX90","","spindle and kinetochore associated complex subunit 3(SKA3)","Homo sapiens"
"SKIC8","Q9GZS3","","SKI8 subunit of superkiller complex(SKIC8)","Homo sapiens"
"SKP2","Q13309","","S-phase kinase associated protein 2(SKP2)","Homo sapiens"
"SLC25A1","P53007","","solute carrier family 25 member 1(SLC25A1)","Homo sapiens"
"SLC39A7","Q92504","","solute carrier family 39 member 7(SLC39A7)","Homo sapiens"
"SNRNP40","Q96DI7","","small nuclear ribonucleoprotein U5 subunit 40(SNRNP40)","Homo sapiens"
"SNRPB","P14678","","small nuclear ribonucleoprotein polypeptides B and B1(SNRPB)","Homo sapiens"
"SNRPD1","P62314","","small nuclear ribonucleoprotein D1 polypeptide(SNRPD1)","Homo sapiens"
"SNRPF","P62306","","small nuclear ribonucleoprotein polypeptide F(SNRPF)","Homo sapiens"
"SNRPG","P62308","","small nuclear ribonucleoprotein polypeptide G(SNRPG)","Homo sapiens"
"SNRPGP15","A8MWD9","","small nuclear ribonucleoprotein polypeptide G pseudogene 15(SNRPGP15)","Homo sapiens"
"SNX14","Q9Y5W7","","sorting nexin 14(SNX14)","Homo sapiens"
"SPAG7","O75391","","sperm associated antigen 7(SPAG7)","Homo sapiens"
"SPAST","Q9UBP0","","spastin(SPAST)","Homo sapiens"
"SPCS2","Q15005","","signal peptidase complex subunit 2(SPCS2)","Homo sapiens"
"SPEN","Q96T58","","spen family transcriptional repressor(SPEN)","Homo sapiens"
"SPTY2D1","Q68D10","","SPT2 chromatin protein domain containing 1(SPTY2D1)","Homo sapiens"
"SRC","P12931","","SRC proto-oncogene, non-receptor tyrosine kinase(SRC)","Homo sapiens"
"STAT5A","P51692","","signal transducer and activator of transcription 5A(STAT5A)","Homo sapiens"
"STAT5B","P51692","","signal transducer and activator of transcription 5B(STAT5B)","Homo sapiens"
"SULT2B1","O00204","","sulfotransferase family 2B member 1(SULT2B1)","Homo sapiens"
"SUPT5H","O00267","","SPT5 homolog, DSIF elongation factor subunit(SUPT5H)","Homo sapiens"
"SUPV3L1","Q8IYB8","","Suv3 like RNA helicase(SUPV3L1)","Homo sapiens"
"SUV39H1","O43463","","SUV39H1 histone lysine methyltransferase(SUV39H1)","Homo sapiens"
"SUZ12","Q15022","","SUZ12 polycomb repressive complex 2 subunit(SUZ12)","Homo sapiens"
"SYF2","O95926","","SYF2 pre-mRNA splicing factor(SYF2)","Homo sapiens"
"TAF2","Q6P1X5","","TATA-box binding protein associated factor 2(TAF2)","Homo sapiens"
"TFAM","Q00059","","transcription factor A, mitochondrial(TFAM)","Homo sapiens"
"TGS1","Q96RS0","","trimethylguanosine synthase 1(TGS1)","Homo sapiens"
"THOC2","Q8NI27","","THO complex subunit 2(THOC2)","Homo sapiens"
"TMEM161A","Q9NX61","","transmembrane protein 161A(TMEM161A)","Homo sapiens"
"TMX3","Q96JJ7","","thioredoxin related transmembrane protein 3(TMX3)","Homo sapiens"
"TOR1AIP2","Q8NFQ8","","torsin 1A interacting protein 2(TOR1AIP2)","Homo sapiens"
"TRAF7","Q6Q0C0","","TNF receptor associated factor 7(TRAF7)","Homo sapiens"
"TRAPPC1","Q9Y5R8","","trafficking protein particle complex subunit 1(TRAPPC1)","Homo sapiens"
"TRMT5","Q32P41","","tRNA methyltransferase 5(TRMT5)","Homo sapiens"
"TSC1","Q92574","","TSC complex subunit 1(TSC1)","Homo sapiens"
"TSPYL1","Q9H0U9","","TSPY like 1(TSPYL1)","Homo sapiens"
"TTF1","Q15361","","transcription termination factor 1(TTF1)","Homo sapiens"
"TUBA1A","Q71U36","","tubulin alpha 1a(TUBA1A)","Homo sapiens"
"TUBA1B","P68363","","tubulin alpha 1b(TUBA1B)","Homo sapiens"
"TUBA1C","Q9BQE3","","tubulin alpha 1c(TUBA1C)","Homo sapiens"
"TUBA4A","P68366","","tubulin alpha 4a(TUBA4A)","Homo sapiens"
"TUBG1","P23258","","tubulin gamma 1(TUBG1)","Homo sapiens"
"TUBG2","P23258","","tubulin gamma 2(TUBG2)","Homo sapiens"
"UBA5","Q9GZZ9","","ubiquitin like modifier activating enzyme 5(UBA5)","Homo sapiens"
"UBE2J1","Q9Y385","","ubiquitin conjugating enzyme E2 J1(UBE2J1)","Homo sapiens"
"UBE2O","Q9C0C9","","ubiquitin conjugating enzyme E2 O(UBE2O)","Homo sapiens"
"UBE2Q1","Q7Z7E8","","ubiquitin conjugating enzyme E2 Q1(UBE2Q1)","Homo sapiens"
"UGCG","Q16739","","UDP-glucose ceramide glucosyltransferase(UGCG)","Homo sapiens"
"UHRF1","Q96T88","","ubiquitin like with PHD and ring finger domains 1(UHRF1)","Homo sapiens"
"ULK1","O75385","","unc-51 like autophagy activating kinase 1(ULK1)","Homo sapiens"
"USP39","Q53GS9","","ubiquitin specific peptidase 39(USP39)","Homo sapiens"
"VBP1","P61758","","VHL binding protein 1(VBP1)","Homo sapiens"
"VIM","P08670","","vimentin(VIM)","Homo sapiens"
"VIRMA","Q69YN4","","vir like m6A methyltransferase associated(VIRMA)","Homo sapiens"
"WBP11","Q9Y2W2","","WW domain binding protein 11(WBP11)","Homo sapiens"
"WBP2","Q969T9","","WW domain binding protein 2(WBP2)","Homo sapiens"
"WDCP","Q9H6R7","","WD repeat and coiled coil containing(WDCP)","Homo sapiens"
"WDR26","Q9H7D7","","WD repeat domain 26(WDR26)","Homo sapiens"
"WDR48","Q8TAF3","","WD repeat domain 48(WDR48)","Homo sapiens"
"XIAP","P98170","","X-linked inhibitor of apoptosis(XIAP)","Homo sapiens"
"YJU2","Q9BW85","","YJU2 splicing factor homolog(YJU2)","Homo sapiens"
"ZFC3H1","O60293","","zinc finger C3H1-type containing(ZFC3H1)","Homo sapiens"
"ZGRF1","Q86YA3","","zinc finger GRF-type containing 1(ZGRF1)","Homo sapiens"
"ZNF407","Q9C0G0","","zinc finger protein 407(ZNF407)","Homo sapiens"
"ZNF521","Q96K83","","zinc finger protein 521(ZNF521)","Homo sapiens"
"ZNF574","Q6ZN55","","zinc finger protein 574(ZNF574)","Homo sapiens"

