"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"LRRC59","Q96AG4","","leucine rich repeat containing 59(LRRC59)","Homo sapiens"
"LRRC8A","Q8IWT6","","leucine rich repeat containing 8 VRAC subunit A(LRRC8A)","Homo sapiens"
"LYZ","P61626","","lysozyme(LYZ)","Homo sapiens"
"MACC1","Q6ZN28","","MET transcriptional regulator MACC1(MACC1)","Homo sapiens"
"MAFG","O15525","","MAF bZIP transcription factor G(MAFG)","Homo sapiens"
"MAGED2","Q9UNF1","","MAGE family member D2(MAGED2)","Homo sapiens"
"MAGOH","P61326","","mago homolog, exon junction complex subunit(MAGOH)","Homo sapiens"
"MAGOHB","Q96A72","","mago homolog B, exon junction complex subunit(MAGOHB)","Homo sapiens"
"MAOA","P21397","","monoamine oxidase A(MAOA)","Homo sapiens"
"MAP2K6","P52564","","mitogen-activated protein kinase kinase 6(MAP2K6)","Homo sapiens"
"MAPKAPK2","P49137","","MAPK activated protein kinase 2(MAPKAPK2)","Homo sapiens"
"MARK2","Q7KZI7","","microtubule affinity regulating kinase 2(MARK2)","Homo sapiens"
"MASTL","Q96GX5","","microtubule associated serine/threonine kinase like(MASTL)","Homo sapiens"
"MAT2A","P31153","","methionine adenosyltransferase 2A(MAT2A)","Homo sapiens"
"MAU2","Q9Y6X3","","MAU2 sister chromatid cohesion factor(MAU2)","Homo sapiens"
"MDC1","Q14676","","mediator of DNA damage checkpoint 1(MDC1)","Homo sapiens"
"MEAK7","Q6P9B6","","MTOR associated protein, eak-7 homolog(MEAK7)","Homo sapiens"
"MED10","Q9BTT4","","mediator complex subunit 10(MED10)","Homo sapiens"
"MED11","Q9P086","","mediator complex subunit 11(MED11)","Homo sapiens"
"MED14","O60244","","mediator complex subunit 14(MED14)","Homo sapiens"
"MED6","O75586","","mediator complex subunit 6(MED6)","Homo sapiens"
"MEN1","O00255","","menin 1(MEN1)","Homo sapiens"
"METAP2","P50579","","methionyl aminopeptidase 2(METAP2)","Homo sapiens"
"MIA2","Q96PC5","","MIA SH3 domain ER export factor 2(MIA2)","Homo sapiens"
"MIB2","Q96AX9","","MIB E3 ubiquitin protein ligase 2(MIB2)","Homo sapiens"
"MIDEAS","Q6PJG2","","mitotic deacetylase associated SANT domain protein(MIDEAS)","Homo sapiens"
"MIER1","Q8N108","","MIER1 transcriptional regulator(MIER1)","Homo sapiens"
"MIOS","Q9NXC5","","meiosis regulator for oocyte development(MIOS)","Homo sapiens"
"MLST8","Q9BVC4","","MTOR associated protein, LST8 homolog(MLST8)","Homo sapiens"
"MMS22L","Q6ZRQ5","","MMS22 like, DNA repair protein(MMS22L)","Homo sapiens"
"MRPL23","Q16540","","mitochondrial ribosomal protein L23(MRPL23)","Homo sapiens"
"MRPL24","Q96A35","","mitochondrial ribosomal protein L24(MRPL24)","Homo sapiens"
"MRPL40","Q9NQ50","","mitochondrial ribosomal protein L40(MRPL40)","Homo sapiens"
"MRPL44","Q9H9J2","","mitochondrial ribosomal protein L44(MRPL44)","Homo sapiens"
"MRPS24","Q96EL2","","mitochondrial ribosomal protein S24(MRPS24)","Homo sapiens"
"MRPS25","P82663","","mitochondrial ribosomal protein S25(MRPS25)","Homo sapiens"
"MRPS31","Q92665","","mitochondrial ribosomal protein S31(MRPS31)","Homo sapiens"
"MRPS34","P82930","","mitochondrial ribosomal protein S34(MRPS34)","Homo sapiens"
"MSANTD4","Q8NCY6","","Myb/SANT DNA binding domain containing 4 with coiled-coils(MSANTD4)","Homo sapiens"
"MSH2","P43246","","mutS homolog 2(MSH2)","Homo sapiens"
"MSL2","Q9HCI7","","MSL complex subunit 2(MSL2)","Homo sapiens"
"MT-ATP8","P03928","","mitochondrially encoded ATP synthase 8(MT-ATP8)","Homo sapiens"
"MTA1","Q13330","","metastasis associated 1(MTA1)","Homo sapiens"
"MTA3","Q9BTC8","","metastasis associated 1 family member 3(MTA3)","Homo sapiens"
"MTMR1","Q13613","","myotubularin related protein 1(MTMR1)","Homo sapiens"
"MTOR","P42345","","mechanistic target of rapamycin kinase(MTOR)","Homo sapiens"
"MVK","Q03426","","mevalonate kinase(MVK)","Homo sapiens"
"MYH10","P35580","","myosin heavy chain 10(MYH10)","Homo sapiens"
"MYH2","Q9UKX2","","myosin heavy chain 2(MYH2)","Homo sapiens"
"MYH9","P35579","","myosin heavy chain 9(MYH9)","Homo sapiens"
"MYO9B","Q13459","","myosin IXB(MYO9B)","Homo sapiens"
"NAMPT","P43490","","nicotinamide phosphoribosyltransferase(NAMPT)","Homo sapiens"
"NCAPD2","Q15021","","non-SMC condensin I complex subunit D2(NCAPD2)","Homo sapiens"
"NCKAP1","Q9Y2A7","","NCK associated protein 1(NCKAP1)","Homo sapiens"
"NCKAP1L","P55160","","NCK associated protein 1 like(NCKAP1L)","Homo sapiens"
"NCOA1","Q15788","","nuclear receptor coactivator 1(NCOA1)","Homo sapiens"
"NCOA2","Q15596","","nuclear receptor coactivator 2(NCOA2)","Homo sapiens"
"NCSTN","Q92542","","nicastrin(NCSTN)","Homo sapiens"
"NDC1","Q9BTX1","","NDC1 transmembrane nucleoporin(NDC1)","Homo sapiens"
"NDRG1","Q92597","","N-myc downstream regulated 1(NDRG1)","Homo sapiens"
"NDUFA12","Q9UI09","","NADH:ubiquinone oxidoreductase subunit A12(NDUFA12)","Homo sapiens"
"NDUFA9","Q16795","","NADH:ubiquinone oxidoreductase subunit A9(NDUFA9)","Homo sapiens"
"NDUFB1","O75438","","NADH:ubiquinone oxidoreductase subunit B1(NDUFB1)","Homo sapiens"
"NDUFB3","O43676","","NADH:ubiquinone oxidoreductase subunit B3(NDUFB3)","Homo sapiens"
"NDUFC2","O95298","","NADH:ubiquinone oxidoreductase subunit C2(NDUFC2)","Homo sapiens"
"NDUFC2-KCTD14","O95298","","NDUFC2-KCTD14 readthrough(NDUFC2-KCTD14)","Homo sapiens"
"NDUFS7","O75251","","NADH:ubiquinone oxidoreductase core subunit S7(NDUFS7)","Homo sapiens"
"NDUFS8","O00217","","NADH:ubiquinone oxidoreductase core subunit S8(NDUFS8)","Homo sapiens"
"NECAP1","Q8NC96","","NECAP endocytosis associated 1(NECAP1)","Homo sapiens"
"NEK7","Q8TDX7","","NIMA related kinase 7(NEK7)","Homo sapiens"
"NELFA","Q9H3P2","","negative elongation factor complex member A(NELFA)","Homo sapiens"
"NES","P48681","","nestin(NES)","Homo sapiens"
"NFATC2IP","Q8NCF5","","nuclear factor of activated T cells 2 interacting protein(NFATC2IP)","Homo sapiens"
"NFRKB","Q6P4R8","","nuclear factor related to kappaB binding protein(NFRKB)","Homo sapiens"
"NIBAN1","Q9BZQ8","","niban apoptosis regulator 1(NIBAN1)","Homo sapiens"
"NIT1","Q86X76","","nitrilase 1(NIT1)","Homo sapiens"
"NONO","Q15233","","non-POU domain containing octamer binding(NONO)","Homo sapiens"
"NOSIP","Q9Y314","","nitric oxide synthase interacting protein(NOSIP)","Homo sapiens"
"NR3C1","P04150","","nuclear receptor subfamily 3 group C member 1(NR3C1)","Homo sapiens"
"NR3C2","P08235","","nuclear receptor subfamily 3 group C member 2(NR3C2)","Homo sapiens"
"NRDC","O43847","","nardilysin convertase(NRDC)","Homo sapiens"
"NRDE2","Q9H7Z3","","NRDE-2, necessary for RNA interference, domain containing(NRDE2)","Homo sapiens"
"NSD3","Q9BZ95","","nuclear receptor binding SET domain protein 3(NSD3)","Homo sapiens"
"NUCKS1","Q9H1E3","","nuclear casein kinase and cyclin dependent kinase substrate 1(NUCKS1)","Homo sapiens"
"OCIAD1","Q9NX40","","OCIA domain containing 1(OCIAD1)","Homo sapiens"
"OIP5","O43482","","Opa interacting protein 5(OIP5)","Homo sapiens"
"OSBPL8","Q9BZF1","","oxysterol binding protein like 8(OSBPL8)","Homo sapiens"
"PAXIP1","Q6ZW49","","PAX interacting protein 1(PAXIP1)","Homo sapiens"
"PAXX","Q9BUH6","","PAXX non-homologous end joining factor(PAXX)","Homo sapiens"
"PDHX","O00330","","pyruvate dehydrogenase complex component X(PDHX)","Homo sapiens"
"PDK1","Q15118","","pyruvate dehydrogenase kinase 1(PDK1)","Homo sapiens"
"PDS5A","Q29RF7","","PDS5 cohesin associated factor A(PDS5A)","Homo sapiens"
"PDS5B","Q9NTI5","","PDS5 cohesin associated factor B(PDS5B)","Homo sapiens"
"PDXDC1","Q6P996","","pyridoxal dependent decarboxylase domain containing 1(PDXDC1)","Homo sapiens"
"PGAM1","P18669","","phosphoglycerate mutase 1(PGAM1)","Homo sapiens"
"PGAM2","P15259","","phosphoglycerate mutase 2(PGAM2)","Homo sapiens"
"PGAM4","Q8N0Y7","","phosphoglycerate mutase family member 4(PGAM4)","Homo sapiens"
"PGRMC1","O00264","","progesterone receptor membrane component 1(PGRMC1)","Homo sapiens"
"PHB2","Q99623","","prohibitin 2(PHB2)","Homo sapiens"
"PHF20L1","A8MW92","","PHD finger protein 20 like 1(PHF20L1)","Homo sapiens"
"PHIP","Q8WWQ0","","pleckstrin homology domain interacting protein(PHIP)","Homo sapiens"
"PHLDB1","Q86UU1","","pleckstrin homology like domain family B member 1(PHLDB1)","Homo sapiens"
"PI4K2B","Q8TCG2","","phosphatidylinositol 4-kinase type 2 beta(PI4K2B)","Homo sapiens"
"PIAS1","O75925","","protein inhibitor of activated STAT 1(PIAS1)","Homo sapiens"
"PIP4K2C","Q8TBX8","","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma(PIP4K2C)","Homo sapiens"
"PITPNB","P48739","","phosphatidylinositol transfer protein beta(PITPNB)","Homo sapiens"
"PKN2","Q16513","","protein kinase N2(PKN2)","Homo sapiens"
"PLD2","O14939","","phospholipase D2(PLD2)","Homo sapiens"
"PLEKHA5","Q9HAU0","","pleckstrin homology domain containing A5(PLEKHA5)","Homo sapiens"
"PLEKHF1","Q96S99","","pleckstrin homology and FYVE domain containing 1(PLEKHF1)","Homo sapiens"
"PLEKHF2","Q9H8W4","","pleckstrin homology and FYVE domain containing 2(PLEKHF2)","Homo sapiens"
"PLEKHH3","Q7Z736","","pleckstrin homology, MyTH4 and FERM domain containing H3(PLEKHH3)","Homo sapiens"
"PLXNA2","O75051","","plexin A2(PLXNA2)","Homo sapiens"
"PLXNB2","O15031","","plexin B2(PLXNB2)","Homo sapiens"
"PM20D2","Q8IYS1","","peptidase M20 domain containing 2(PM20D2)","Homo sapiens"
"PMPCB","O75439","","peptidase, mitochondrial processing subunit beta(PMPCB)","Homo sapiens"
"POGK","Q9P215","","pogo transposable element derived with KRAB domain(POGK)","Homo sapiens"
"POLD2","P49005","","DNA polymerase delta 2, accessory subunit(POLD2)","Homo sapiens"
"POLE2","P56282","","DNA polymerase epsilon 2, accessory subunit(POLE2)","Homo sapiens"
"POLK","Q9UBT6","","DNA polymerase kappa(POLK)","Homo sapiens"
"POLR2A","P24928","","RNA polymerase II subunit A(POLR2A)","Homo sapiens"
"POLR2D","O15514","","RNA polymerase II subunit D(POLR2D)","Homo sapiens"
"POLR3F","Q9H1D9","","RNA polymerase III subunit F(POLR3F)","Homo sapiens"
"POTEE","Q6S8J3","","POTE ankyrin domain family member E(POTEE)","Homo sapiens"
"POTEF","A5A3E0","","POTE ankyrin domain family member F(POTEF)","Homo sapiens"
"POTEI","P0CG38","","POTE ankyrin domain family member I(POTEI)","Homo sapiens"
"PPARG","P37231","","peroxisome proliferator activated receptor gamma(PPARG)","Homo sapiens"
"PPOX","P50336","","protoporphyrinogen oxidase(PPOX)","Homo sapiens"
"PPP1CC","P36873","","protein phosphatase 1 catalytic subunit gamma(PPP1CC)","Homo sapiens"
"PPP1R8","Q12972","","protein phosphatase 1 regulatory subunit 8(PPP1R8)","Homo sapiens"
"PPP1R9B","Q96SB3","","protein phosphatase 1 regulatory subunit 9B(PPP1R9B)","Homo sapiens"
"PPP3R1","P63098","","protein phosphatase 3 regulatory subunit B, alpha(PPP3R1)","Homo sapiens"
"PPP4C","P60510","","protein phosphatase 4 catalytic subunit(PPP4C)","Homo sapiens"
"PRKAR2A","P13861","","protein kinase cAMP-dependent type II regulatory subunit alpha(PRKAR2A)","Homo sapiens"
"PRKAR2B","P31323","","protein kinase cAMP-dependent type II regulatory subunit beta(PRKAR2B)","Homo sapiens"
"PRMT3","O60678","","protein arginine methyltransferase 3(PRMT3)","Homo sapiens"
"PRMT9","Q6P2P2","","protein arginine methyltransferase 9(PRMT9)","Homo sapiens"
"PRRC2B","Q5JSZ5","","proline rich coiled-coil 2B(PRRC2B)","Homo sapiens"
"PRXL2A","Q9BRX8","","peroxiredoxin like 2A(PRXL2A)","Homo sapiens"
"PSMA3","P25788","","proteasome 20S subunit alpha 3(PSMA3)","Homo sapiens"
"PSMB1","P20618","","proteasome 20S subunit beta 1(PSMB1)","Homo sapiens"
"PSMB4","P28070","","proteasome 20S subunit beta 4(PSMB4)","Homo sapiens"
"PSMD2","Q13200","","proteasome 26S subunit ubiquitin receptor, non-ATPase 2(PSMD2)","Homo sapiens"
"PSME4","Q14997","","proteasome activator subunit 4(PSME4)","Homo sapiens"
"PSPC1","Q8WXF1","","paraspeckle component 1(PSPC1)","Homo sapiens"
"PTPA","Q15257","","protein phosphatase 2 phosphatase activator(PTPA)","Homo sapiens"
"PTPN2","P17706","","protein tyrosine phosphatase non-receptor type 2(PTPN2)","Homo sapiens"
"PYCR3","Q53H96","","pyrroline-5-carboxylate reductase 3(PYCR3)","Homo sapiens"
"RAB1A","P62820","","RAB1A, member RAS oncogene family(RAB1A)","Homo sapiens"
"RAB1B","Q9H0U4","","RAB1B, member RAS oncogene family(RAB1B)","Homo sapiens"
"RAB1C","Q92928","","RAB1C, member RAS oncogene family (pseudogene)(RAB1C)","Homo sapiens"
"RAB29","O14966","","RAB29, member RAS oncogene family(RAB29)","Homo sapiens"
"RAB33B","Q9H082","","RAB33B, member RAS oncogene family(RAB33B)","Homo sapiens"
"RAB5A","P20339","","RAB5A, member RAS oncogene family(RAB5A)","Homo sapiens"
"RAB5B","P61020","","RAB5B, member RAS oncogene family(RAB5B)","Homo sapiens"
"RAB5C","P51148","","RAB5C, member RAS oncogene family(RAB5C)","Homo sapiens"
"RAB8B","Q92930","","RAB8B, member RAS oncogene family(RAB8B)","Homo sapiens"
"RABL6","Q3YEC7","","RAB, member RAS oncogene family like 6(RABL6)","Homo sapiens"
"RAD21","O60216","","RAD21 cohesin complex component(RAD21)","Homo sapiens"
"RAD23A","P54725","","RAD23 homolog A, nucleotide excision repair protein(RAD23A)","Homo sapiens"
"RAD23B","P54727","","RAD23 homolog B, nucleotide excision repair protein(RAD23B)","Homo sapiens"
"RAF1","P04049","","Raf-1 proto-oncogene, serine/threonine kinase(RAF1)","Homo sapiens"
"RALBP1","Q15311","","ralA binding protein 1(RALBP1)","Homo sapiens"
"RAP2B","P61225","","RAP2B, member of RAS oncogene family(RAP2B)","Homo sapiens"
"RB1CC1","Q8TDY2","","RB1 inducible coiled-coil 1(RB1CC1)","Homo sapiens"
"RBM33","Q96EV2","","RNA binding motif protein 33(RBM33)","Homo sapiens"
"RBM45","Q8IUH3","","RNA binding motif protein 45(RBM45)","Homo sapiens"
"RECQL","P46063","","RecQ like helicase(RECQL)","Homo sapiens"
"REL","Q04864","","REL proto-oncogene, NF-kB subunit(REL)","Homo sapiens"
"RELCH","Q9P260","","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing(RELCH)","Homo sapiens"
"RFWD3","Q6PCD5","","ring finger and WD repeat domain 3(RFWD3)","Homo sapiens"
"RICTOR","Q6R327","","RPTOR independent companion of MTOR complex 2(RICTOR)","Homo sapiens"
"RNF113A","O15541","","ring finger protein 113A(RNF113A)","Homo sapiens"
"RNF14","Q9UBS8","","ring finger protein 14(RNF14)","Homo sapiens"
"RNF170","Q96K19","","ring finger protein 170(RNF170)","Homo sapiens"
"RNF20","Q5VTR2","","ring finger protein 20(RNF20)","Homo sapiens"
"RNF40","O75150","","ring finger protein 40(RNF40)","Homo sapiens"
"ROCK1","Q13464","","Rho associated coiled-coil containing protein kinase 1(ROCK1)","Homo sapiens"
"ROCK2","O75116","","Rho associated coiled-coil containing protein kinase 2(ROCK2)","Homo sapiens"
"RP9","Q8TA86","","RP9 pre-mRNA splicing factor(RP9)","Homo sapiens"
"RPA1","P27694","","replication protein A1(RPA1)","Homo sapiens"
"RPAP3","Q9H6T3","","RNA polymerase II associated protein 3(RPAP3)","Homo sapiens"
"RPL10","P27635","","ribosomal protein L10(RPL10)","Homo sapiens"
"RPL10L","P27635","","ribosomal protein L10 like(RPL10L)","Homo sapiens"
"RPL11","P62913","","ribosomal protein L11(RPL11)","Homo sapiens"
"RPL13","P26373","","ribosomal protein L13(RPL13)","Homo sapiens"
"RPL18","Q07020","","ribosomal protein L18(RPL18)","Homo sapiens"
"RPL23A","P62750","","ribosomal protein L23a(RPL23A)","Homo sapiens"
"RPL24","P83731","","ribosomal protein L24(RPL24)","Homo sapiens"
"RPL26","P61254","","ribosomal protein L26(RPL26)","Homo sapiens"
"RPL26L1","Q9UNX3","","ribosomal protein L26 like 1(RPL26L1)","Homo sapiens"
"RPL3","P39023","","ribosomal protein L3(RPL3)","Homo sapiens"
"RPL32","P62910","","ribosomal protein L32(RPL32)","Homo sapiens"
"RPL37A","P61513","","ribosomal protein L37a(RPL37A)","Homo sapiens"
"RPL4","P36578","","ribosomal protein L4(RPL4)","Homo sapiens"
"RPL6","Q02878","","ribosomal protein L6(RPL6)","Homo sapiens"
"RPL7","P18124","","ribosomal protein L7(RPL7)","Homo sapiens"
"RPL7A","P62424","","ribosomal protein L7a(RPL7A)","Homo sapiens"
"RPN1","P04843","","ribophorin I(RPN1)","Homo sapiens"
"RPS11","P62280","","ribosomal protein S11(RPS11)","Homo sapiens"
"RPS12","P25398","","ribosomal protein S12(RPS12)","Homo sapiens"
"RPS15A","P62244","","ribosomal protein S15a(RPS15A)","Homo sapiens"
"RPS2","P15880","","ribosomal protein S2(RPS2)","Homo sapiens"
"RPS23","P62266","","ribosomal protein S23(RPS23)","Homo sapiens"
"RPS24","P62847","","ribosomal protein S24(RPS24)","Homo sapiens"
"RPS3","P23396","","ribosomal protein S3(RPS3)","Homo sapiens"
"RRAGA","Q7L523","","Ras related GTP binding A(RRAGA)","Homo sapiens"
"RRAGB","Q5VZM2","","Ras related GTP binding B(RRAGB)","Homo sapiens"
"RRAS","P10301","","RAS related(RRAS)","Homo sapiens"
"RSF1","Q96T23","","remodeling and spacing factor 1(RSF1)","Homo sapiens"
"S100A4","P26447","","S100 calcium binding protein A4(S100A4)","Homo sapiens"
"SAMD4B","Q5PRF9","","sterile alpha motif domain containing 4B(SAMD4B)","Homo sapiens"
"SCAF11","Q99590","","SR-related CTD associated factor 11(SCAF11)","Homo sapiens"
"SCD","O00767","","stearoyl-CoA desaturase(SCD)","Homo sapiens"
"SCML2","Q9UQR0","","Scm polycomb group protein like 2(SCML2)","Homo sapiens"
"SCRN3","Q0VDG4","","secernin 3(SCRN3)","Homo sapiens"
"SCYL3","Q8IZE3","","SCY1 like pseudokinase 3(SCYL3)","Homo sapiens"
"SDHB","P21912","","succinate dehydrogenase complex iron sulfur subunit B(SDHB)","Homo sapiens"
"SEC11C","Q9BY50","","SEC11 homolog C, signal peptidase complex subunit(SEC11C)","Homo sapiens"
"SEC16A","O15027","","SEC16 homolog A, endoplasmic reticulum export factor(SEC16A)","Homo sapiens"
"SENP5","Q96HI0","","SUMO specific peptidase 5(SENP5)","Homo sapiens"
"SEPTIN10","Q9P0V9","","septin 10(SEPTIN10)","Homo sapiens"
"SETD1A","O15047","","SET domain containing 1A, histone lysine methyltransferase(SETD1A)","Homo sapiens"
"SFPQ","P23246","","splicing factor proline and glutamine rich(SFPQ)","Homo sapiens"
"SH3GL1","Q99961","","SH3 domain containing GRB2 like 1, endophilin A2(SH3GL1)","Homo sapiens"
"SHMT1","P34896","","serine hydroxymethyltransferase 1(SHMT1)","Homo sapiens"
"SHROOM1","Q2M3G4","","shroom family member 1(SHROOM1)","Homo sapiens"
"SIPA1","Q96FS4","","signal-induced proliferation-associated 1(SIPA1)","Homo sapiens"
"SIPA1L3","O60292","","signal induced proliferation associated 1 like 3(SIPA1L3)","Homo sapiens"
"SIRT1","Q96EB6","","sirtuin 1(SIRT1)","Homo sapiens"
"SKI","P12755","","SKI proto-oncogene(SKI)","Homo sapiens"
"SMAD2","P84022","","SMAD family member 2(SMAD2)","Homo sapiens"
"SMAD3","P84022","","SMAD family member 3(SMAD3)","Homo sapiens"
"SMAD4","Q13485","","SMAD family member 4(SMAD4)","Homo sapiens"
"SMARCA2","P51531","","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2(SMARCA2)","Homo sapiens"
"SMARCA4","P51532","","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4(SMARCA4)","Homo sapiens"
"SMARCC1","Q92922","","SWI/SNF related BAF chromatin remodeling complex subunit C1(SMARCC1)","Homo sapiens"
"SMARCD2","Q92925","","SWI/SNF related BAF chromatin remodeling complex subunit D2(SMARCD2)","Homo sapiens"
"SNRPA","P09012","","small nuclear ribonucleoprotein polypeptide A(SNRPA)","Homo sapiens"
"SNRPB2","P08579","","small nuclear ribonucleoprotein polypeptide B2(SNRPB2)","Homo sapiens"
"SNRPD2","P62316","","small nuclear ribonucleoprotein D2 polypeptide(SNRPD2)","Homo sapiens"
"SORL1","Q92673","","sortilin related receptor 1(SORL1)","Homo sapiens"
"SPAG1","Q07617","","sperm associated antigen 1(SPAG1)","Homo sapiens"
"SPCS3","P61009","","signal peptidase complex subunit 3(SPCS3)","Homo sapiens"
"SRSF4","Q08170","","serine and arginine rich splicing factor 4(SRSF4)","Homo sapiens"
"SRSF6","Q13247","","serine and arginine rich splicing factor 6(SRSF6)","Homo sapiens"
"SSR4","P51571","","signal sequence receptor subunit 4(SSR4)","Homo sapiens"
"STAG1","Q8WVM7","","STAG1 cohesin complex component(STAG1)","Homo sapiens"
"STAT2","P52630","","signal transducer and activator of transcription 2(STAT2)","Homo sapiens"
"STAT4","Q14765","","signal transducer and activator of transcription 4(STAT4)","Homo sapiens"
"STAT5A","P51692,P42229","","signal transducer and activator of transcription 5A(STAT5A)","Homo sapiens"
"STAT5B","P51692","","signal transducer and activator of transcription 5B(STAT5B)","Homo sapiens"
"STK25","O00506","","serine/threonine kinase 25(STK25)","Homo sapiens"
"STK26","Q9P289","","serine/threonine kinase 26(STK26)","Homo sapiens"
"STK3","Q13188","","serine/threonine kinase 3(STK3)","Homo sapiens"
"STX8","Q9UNK0","","syntaxin 8(STX8)","Homo sapiens"
"SUCLG1","P53597","","succinate-CoA ligase GDP/ADP-forming subunit alpha(SUCLG1)","Homo sapiens"
"SUGP2","Q8IX01","","SURP and G-patch domain containing 2(SUGP2)","Homo sapiens"
"SURF4","O15260","","surfeit 4(SURF4)","Homo sapiens"
"SYAP1","Q96A49","","synapse associated protein 1(SYAP1)","Homo sapiens"
"TAF5","Q15542","","TATA-box binding protein associated factor 5(TAF5)","Homo sapiens"
"TAF9","Q16594","","TATA-box binding protein associated factor 9(TAF9)","Homo sapiens"
"TAF9B","Q9HBM6","","TATA-box binding protein associated factor 9b(TAF9B)","Homo sapiens"
"TASOR","Q9UK61","","transcription activation suppressor(TASOR)","Homo sapiens"
"TBC1D2","Q9BYX2","","TBC1 domain family member 2(TBC1D2)","Homo sapiens"
"TBC1D9","Q6ZT07","","TBC1 domain family member 9(TBC1D9)","Homo sapiens"
"TBL1XR1","Q9BZK7","","TBL1X/Y related 1(TBL1XR1)","Homo sapiens"
"TBPL1","P62380","","TATA-box binding protein like 1(TBPL1)","Homo sapiens"
"TCF12","Q99081","","transcription factor 12(TCF12)","Homo sapiens"
"TCF19","Q9Y242","","transcription factor 19(TCF19)","Homo sapiens"
"TDRKH","Q9Y2W6","","tudor and KH domain containing(TDRKH)","Homo sapiens"
"TECR","Q9NZ01","","trans-2,3-enoyl-CoA reductase(TECR)","Homo sapiens"
"TELO2","Q9Y4R8","","telomere maintenance 2(TELO2)","Homo sapiens"
"TEX30","Q5JUR7","","testis expressed 30(TEX30)","Homo sapiens"
"TFG","Q92734","","trafficking from ER to golgi regulator(TFG)","Homo sapiens"
"TGFB1I1","O43294","","transforming growth factor beta 1 induced transcript 1(TGFB1I1)","Homo sapiens"
"TGM2","P21980","","transglutaminase 2(TGM2)","Homo sapiens"
"THOC1","Q96FV9","","THO complex subunit 1(THOC1)","Homo sapiens"
"THYN1","Q9P016","","thymocyte nuclear protein 1(THYN1)","Homo sapiens"
"TIMM23","O14925","","translocase of inner mitochondrial membrane 23(TIMM23)","Homo sapiens"
"TIMM23B","Q5SRD1","","translocase of inner mitochondrial membrane 23 homolog B(TIMM23B)","Homo sapiens"
"TIMM44","O43615","","translocase of inner mitochondrial membrane 44(TIMM44)","Homo sapiens"
"TK1","P04183","","thymidine kinase 1(TK1)","Homo sapiens"
"TLE5","Q08117","","TLE family member 5, transcriptional modulator(TLE5)","Homo sapiens"
"TLK1","Q9UKI8","","tousled like kinase 1(TLK1)","Homo sapiens"
"TLK2","Q86UE8","","tousled like kinase 2(TLK2)","Homo sapiens"
"TM9SF2","Q99805","","transmembrane 9 superfamily member 2(TM9SF2)","Homo sapiens"
"TMEM63A","O94886","","transmembrane protein 63A(TMEM63A)","Homo sapiens"
"TMTC3","Q6ZXV5","","transmembrane O-mannosyltransferase targeting cadherins 3(TMTC3)","Homo sapiens"
"TNFAIP1","Q13829","","TNF alpha induced protein 1(TNFAIP1)","Homo sapiens"
"TNFAIP2","Q03169","","TNF alpha induced protein 2(TNFAIP2)","Homo sapiens"
"TNKS1BP1","Q9C0C2","","tankyrase 1 binding protein 1(TNKS1BP1)","Homo sapiens"
"TOLLIP","Q9H0E2","","toll interacting protein(TOLLIP)","Homo sapiens"
"TOMM22","Q9NS69","","translocase of outer mitochondrial membrane 22(TOMM22)","Homo sapiens"
"TOP2A","P11388","","DNA topoisomerase II alpha(TOP2A)","Homo sapiens"
"TOP2B","Q02880","","DNA topoisomerase II beta(TOP2B)","Homo sapiens"
"TP53","P04637","","tumor protein p53(TP53)","Homo sapiens"
"TPD52L2","O43399","","TPD52 like 2(TPD52L2)","Homo sapiens"
"TPT1","P13693","","tumor protein, translationally-controlled 1(TPT1)","Homo sapiens"
"TRAFD1","O14545","","TRAF-type zinc finger domain containing 1(TRAFD1)","Homo sapiens"
"TRAK1","Q9UPV9","","trafficking kinesin protein 1(TRAK1)","Homo sapiens"
"TRIM24","O15164","","tripartite motif containing 24(TRIM24)","Homo sapiens"
"TRIM47","Q96LD4","","tripartite motif containing 47(TRIM47)","Homo sapiens"
"TRIOBP","Q9H2D6","","TRIO and F-actin binding protein(TRIOBP)","Homo sapiens"
"TSEN34","Q9BSV6","","tRNA splicing endonuclease subunit 34(TSEN34)","Homo sapiens"
"TSSC4","Q9Y5U2","","tumor suppressing subtransferable candidate 4(TSSC4)","Homo sapiens"
"TTC27","Q6P3X3","","tetratricopeptide repeat domain 27(TTC27)","Homo sapiens"
"TTC8","Q8TAM2","","tetratricopeptide repeat domain 8(TTC8)","Homo sapiens"
"TTN","Q8WZ42","","titin(TTN)","Homo sapiens"
"TUBB4A","P04350","","tubulin beta 4A class IVa(TUBB4A)","Homo sapiens"
"TUBB4B","P68371","","tubulin beta 4B class IVb(TUBB4B)","Homo sapiens"
"TWF1","Q12792","","twinfilin actin binding protein 1(TWF1)","Homo sapiens"
"TXN","P10599","","thioredoxin(TXN)","Homo sapiens"
"TXNDC5","Q8NBS9","","thioredoxin domain containing 5(TXNDC5)","Homo sapiens"
"TYK2","P29597","","tyrosine kinase 2(TYK2)","Homo sapiens"
"UBE2T","Q9NPD8","","ubiquitin conjugating enzyme E2 T(UBE2T)","Homo sapiens"
