"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"ARF4","P18085","","ARF GTPase 4(ARF4)","Homo sapiens"
"ARHGAP21","Q5T5U3","","Rho GTPase activating protein 21(ARHGAP21)","Homo sapiens"
"ARHGAP23","Q9P227","","Rho GTPase activating protein 23(ARHGAP23)","Homo sapiens"
"ARID1A","O14497","","AT-rich interaction domain 1A(ARID1A)","Homo sapiens"
"ARID1B","Q8NFD5","","AT-rich interaction domain 1B(ARID1B)","Homo sapiens"
"ARIH2","O95376","","ariadne RBR E3 ubiquitin protein ligase 2(ARIH2)","Homo sapiens"
"ASF1B","Q9NVP2","","anti-silencing function 1B histone chaperone(ASF1B)","Homo sapiens"
"ASPH","Q12797","","aspartate beta-hydroxylase(ASPH)","Homo sapiens"
"ASPM","Q8IZT6","","assembly factor for spindle microtubules(ASPM)","Homo sapiens"
"ATP2A2","P16615","","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2(ATP2A2)","Homo sapiens"
"ATP2A3","Q93084","","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3(ATP2A3)","Homo sapiens"
"ATP2B1","P20020","","ATPase plasma membrane Ca2+ transporting 1(ATP2B1)","Homo sapiens"
"ATP2B2","Q01814","","ATPase plasma membrane Ca2+ transporting 2(ATP2B2)","Homo sapiens"
"ATP2B3","Q16720","","ATPase plasma membrane Ca2+ transporting 3(ATP2B3)","Homo sapiens"
"ATP2B4","P23634","","ATPase plasma membrane Ca2+ transporting 4(ATP2B4)","Homo sapiens"
"ATP6AP2","O75787","","ATPase H+ transporting accessory protein 2(ATP6AP2)","Homo sapiens"
"ATP6V0A2","Q9Y487","","ATPase H+ transporting V0 subunit a2(ATP6V0A2)","Homo sapiens"
"ATP6V1D","Q9Y5K8","","ATPase H+ transporting V1 subunit D(ATP6V1D)","Homo sapiens"
"ATXN3","P54252","","ataxin 3(ATXN3)","Homo sapiens"
"B3GALT6","Q96L58","","beta-1,3-galactosyltransferase 6(B3GALT6)","Homo sapiens"
"BABAM1","Q9NWV8","","BRISC and BRCA1 A complex member 1(BABAM1)","Homo sapiens"
"BAHCC1","Q9P281","","BAH domain and coiled-coil containing 1(BAHCC1)","Homo sapiens"
"BAIAP2L1","Q9UHR4","","BAR/IMD domain containing adaptor protein 2 like 1(BAIAP2L1)","Homo sapiens"
"BCAP29","Q9UHQ4","","B cell receptor associated protein 29(BCAP29)","Homo sapiens"
"BCAR1","P56945","","BCAR1 scaffold protein, Cas family member(BCAR1)","Homo sapiens"
"BLOC1S4","Q9NUP1","","biogenesis of lysosomal organelles complex 1 subunit 4(BLOC1S4)","Homo sapiens"
"BLTP3A","Q6BDS2","","bridge-like lipid transfer protein family member 3A(BLTP3A)","Homo sapiens"
"BOD1L1","Q8NFC6","","biorientation of chromosomes in cell division 1 like 1(BOD1L1)","Homo sapiens"
"BRAF","P15056","","B-Raf proto-oncogene, serine/threonine kinase(BRAF)","Homo sapiens"
"BRAT1","Q6PJG6","","BRCA1 associated ATM activator 1(BRAT1)","Homo sapiens"
"BRCA1","P38398","","BRCA1 DNA repair associated(BRCA1)","Homo sapiens"
"BRD2","P25440","","bromodomain containing 2(BRD2)","Homo sapiens"
"BRD9","Q9H8M2","","bromodomain containing 9(BRD9)","Homo sapiens"
"BTBD1","Q9H0C5","","BTB domain containing 1(BTBD1)","Homo sapiens"
"C11orf54","Q9H0W9","","chromosome 11 open reading frame 54(C11orf54)","Homo sapiens"
"C17orf75","Q9HAS0","","chromosome 17 open reading frame 75(C17orf75)","Homo sapiens"
"C2CD5","Q86YS7","","C2 calcium dependent domain containing 5(C2CD5)","Homo sapiens"
"CAMK2A","Q9UQM7","","calcium/calmodulin dependent protein kinase II alpha(CAMK2A)","Homo sapiens"
"CAMK2B","Q13554","","calcium/calmodulin dependent protein kinase II beta(CAMK2B)","Homo sapiens"
"CAMK2D","Q13557","","calcium/calmodulin dependent protein kinase II delta(CAMK2D)","Homo sapiens"
"CARD11","Q9BXL7","","caspase recruitment domain family member 11(CARD11)","Homo sapiens"
"CASP7","P55210","","caspase 7(CASP7)","Homo sapiens"
"CBFA2T2","O43439","","CBFA2/RUNX1 partner transcriptional co-repressor 2(CBFA2T2)","Homo sapiens"
"CBFA2T3","O75081","","CBFA2/RUNX1 partner transcriptional co-repressor 3(CBFA2T3)","Homo sapiens"
"CBFB","Q13951","","core-binding factor subunit beta(CBFB)","Homo sapiens"
"CBLL1","Q75N03","","Cbl proto-oncogene like 1(CBLL1)","Homo sapiens"
"CCNT2","O60583","","cyclin T2(CCNT2)","Homo sapiens"
"CCZ1","P86791","","CCZ1 homolog, vacuolar protein trafficking and biogenesis associated(CCZ1)","Homo sapiens"
"CCZ1B","P86790","","CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated(CCZ1B)","Homo sapiens"
"CDC42EP3","Q9UKI2","","CDC42 effector protein 3(CDC42EP3)","Homo sapiens"
"CDCP1","Q9H5V8","","CUB domain containing protein 1(CDCP1)","Homo sapiens"
"CDK13","Q14004","","cyclin dependent kinase 13(CDK13)","Homo sapiens"
"CDKL5","O76039","","cyclin dependent kinase like 5(CDKL5)","Homo sapiens"
"CDSN","Q15517","","corneodesmosin(CDSN)","Homo sapiens"
"CEPT1","Q9Y6K0","","choline/ethanolamine phosphotransferase 1(CEPT1)","Homo sapiens"
"CERT1","Q9Y5P4","","ceramide transporter 1(CERT1)","Homo sapiens"
"CHAF1B","Q13112","","chromatin assembly factor 1 subunit B(CHAF1B)","Homo sapiens"
"CHD1L","Q86WJ1","","chromodomain helicase DNA binding protein 1 like(CHD1L)","Homo sapiens"
"CHD2","O14647","","chromodomain helicase DNA binding protein 2(CHD2)","Homo sapiens"
"CHEK1","O14757","","checkpoint kinase 1(CHEK1)","Homo sapiens"
"CHMP3","Q9Y3E7","","charged multivesicular body protein 3(CHMP3)","Homo sapiens"
"CHMP6","Q96FZ7","","charged multivesicular body protein 6(CHMP6)","Homo sapiens"
"CHORDC1","Q99653","","cysteine and histidine rich domain containing 1(CHORDC1)","Homo sapiens"
"CHP1","Q99653","","calcineurin like EF-hand protein 1(CHP1)","Homo sapiens"
"CLIC1","O00299","","chloride intracellular channel 1(CLIC1)","Homo sapiens"
"CLK2","P49760","","CDC like kinase 2(CLK2)","Homo sapiens"
"CNOT10","Q9H9A5","","CCR4-NOT transcription complex subunit 10(CNOT10)","Homo sapiens"
"COG7","P83436","","component of oligomeric golgi complex 7(COG7)","Homo sapiens"
"COMMD7","Q86VX2","","COMM domain containing 7(COMMD7)","Homo sapiens"
"COPB1","P53618","","COPI coat complex subunit beta 1(COPB1)","Homo sapiens"
"COPS3","Q9UNS2","","COP9 signalosome subunit 3(COPS3)","Homo sapiens"
"COPS7B","Q9H9Q2","","COP9 signalosome subunit 7B(COPS7B)","Homo sapiens"
"COX6A1","P12074","","cytochrome c oxidase subunit 6A1(COX6A1)","Homo sapiens"
"COX6C","P09669","","cytochrome c oxidase subunit 6C(COX6C)","Homo sapiens"
"CPD","O75976","","carboxypeptidase D(CPD)","Homo sapiens"
"CREBBP","Q92793","","CREB binding protein(CREBBP)","Homo sapiens"
"CRYZ","Q08257","","crystallin zeta(CRYZ)","Homo sapiens"
"CSRP2","Q16527","","cysteine and glycine rich protein 2(CSRP2)","Homo sapiens"
"CTAGE1","Q96RT6","","cutaneous T cell lymphoma-associated antigen 1(CTAGE1)","Homo sapiens"
"CTSB","P07858","","cathepsin B(CTSB)","Homo sapiens"
"CUTA","O60888","","cutA divalent cation tolerance homolog(CUTA)","Homo sapiens"
"CXXC1","Q9P0U4","","CXXC finger protein 1(CXXC1)","Homo sapiens"
"CYB5R3","P00387","","cytochrome b5 reductase 3(CYB5R3)","Homo sapiens"
"DBR1","Q9UK59","","debranching RNA lariats 1(DBR1)","Homo sapiens"
"DCAF5","Q96JK2","","DDB1 and CUL4 associated factor 5(DCAF5)","Homo sapiens"
"DDOST","P39656","","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit(DDOST)","Homo sapiens"
"DDX39B","Q13838","","DExD-box helicase 39B(DDX39B)","Homo sapiens"
"DERA","Q9Y315","","deoxyribose-phosphate aldolase(DERA)","Homo sapiens"
"DES","P17661","","desmin(DES)","Homo sapiens"
"DFFA","O00273","","DNA fragmentation factor subunit alpha(DFFA)","Homo sapiens"
"DHX35","Q9H5Z1","","DEAH-box helicase 35(DHX35)","Homo sapiens"
"DHX57","Q6P158","","DExH-box helicase 57(DHX57)","Homo sapiens"
"DICER1","Q9UPY3","","dicer 1, ribonuclease III(DICER1)","Homo sapiens"
"DIS3L2","Q8IYB7","","DIS3 like 3'-5' exoribonuclease 2(DIS3L2)","Homo sapiens"
"DLAT","P10515","","dihydrolipoamide S-acetyltransferase(DLAT)","Homo sapiens"
"DLG1","Q12959","","discs large MAGUK scaffold protein 1(DLG1)","Homo sapiens"
"DLGAP4","Q9Y2H0","","DLG associated protein 4(DLGAP4)","Homo sapiens"
"DNAJA2","O60884","","DnaJ heat shock protein family (Hsp40) member A2(DNAJA2)","Homo sapiens"
"DNAJB4","Q9UDY4","","DnaJ heat shock protein family (Hsp40) member B4(DNAJB4)","Homo sapiens"
"DNAJB6","O75190","","DnaJ heat shock protein family (Hsp40) member B6(DNAJB6)","Homo sapiens"
"DNAJC11","Q9NVH1","","DnaJ heat shock protein family (Hsp40) member C11(DNAJC11)","Homo sapiens"
"DNM2","P50570","","dynamin 2(DNM2)","Homo sapiens"
"DNM3","Q9UQ16","","dynamin 3(DNM3)","Homo sapiens"
"DOCK6","Q96HP0","","dedicator of cytokinesis 6(DOCK6)","Homo sapiens"
"DOCK7","Q96N67","","dedicator of cytokinesis 7(DOCK7)","Homo sapiens"
"DOCK9","Q9BZ29","","dedicator of cytokinesis 9(DOCK9)","Homo sapiens"
"DPH2","Q9BQC3","","diphthamide biosynthesis 2(DPH2)","Homo sapiens"
"DPM1","O60762","","dolichyl-phosphate mannosyltransferase subunit 1, catalytic(DPM1)","Homo sapiens"
"DPM3","Q9P2X0","","dolichyl-phosphate mannosyltransferase subunit 3, regulatory(DPM3)","Homo sapiens"
"DUS2","Q9NX74","","dihydrouridine synthase 2(DUS2)","Homo sapiens"
"DUT","P33316","","deoxyuridine triphosphatase(DUT)","Homo sapiens"
"EAPP","Q56P03","","E2F associated phosphoprotein(EAPP)","Homo sapiens"
"EHD1","Q9H4M9","","EH domain containing 1(EHD1)","Homo sapiens"
"EHD3","Q9NZN3","","EH domain containing 3(EHD3)","Homo sapiens"
"EHMT1","Q9H9B1","","euchromatic histone lysine methyltransferase 1(EHMT1)","Homo sapiens"
"EIF2S1","P05198","","eukaryotic translation initiation factor 2 subunit alpha(EIF2S1)","Homo sapiens"
"EIF3A","Q14152","","eukaryotic translation initiation factor 3 subunit A(EIF3A)","Homo sapiens"
"EIF3B","P55884","","eukaryotic translation initiation factor 3 subunit B(EIF3B)","Homo sapiens"
"EIF3C","Q99613","","eukaryotic translation initiation factor 3 subunit C(EIF3C)","Homo sapiens"
"EIF3CL","B5ME19","","eukaryotic translation initiation factor 3 subunit C like(EIF3CL)","Homo sapiens"
"EIF3D","O15371","","eukaryotic translation initiation factor 3 subunit D(EIF3D)","Homo sapiens"
"EIF3L","Q9Y262","","eukaryotic translation initiation factor 3 subunit L(EIF3L)","Homo sapiens"
"EIF4A1","P60842","","eukaryotic translation initiation factor 4A1(EIF4A1)","Homo sapiens"
"EIF4A2","Q14240","","eukaryotic translation initiation factor 4A2(EIF4A2)","Homo sapiens"
"EIF4A3","P38919","","eukaryotic translation initiation factor 4A3(EIF4A3)","Homo sapiens"
"ELF1","P32519","","E74 like ETS transcription factor 1(ELF1)","Homo sapiens"
"ELOF1","P32519","","elongation factor 1(ELOF1)","Homo sapiens"
"EMC4","Q5J8M3","","ER membrane protein complex subunit 4(EMC4)","Homo sapiens"
"ENGASE","Q8NFI3","","endo-beta-N-acetylglucosaminidase(ENGASE)","Homo sapiens"
"EP300","Q09472","","E1A binding protein p300(EP300)","Homo sapiens"
"EPB41L2","O43491","","erythrocyte membrane protein band 4.1 like 2(EPB41L2)","Homo sapiens"
"EPHA2","P29317","","EPH receptor A2(EPHA2)","Homo sapiens"
"ERCC1","P07992","","ERCC excision repair 1, endonuclease non-catalytic subunit(ERCC1)","Homo sapiens"
"ERCC4","Q92889","","ERCC excision repair 4, endonuclease catalytic subunit(ERCC4)","Homo sapiens"
"ESPN","B1AK53","","espin(ESPN)","Homo sapiens"
"ESS2","Q96DF8","","ess-2 splicing factor homolog(ESS2)","Homo sapiens"
"ETAA1","Q9NY74","","ETAA1 activator of ATR kinase(ETAA1)","Homo sapiens"
"EYA3","Q99504","","EYA transcriptional coactivator and phosphatase 3(EYA3)","Homo sapiens"
"F8A1","P23610","","coagulation factor VIII associated 1(F8A1)","Homo sapiens"
"F8A2","P23610","","coagulation factor VIII associated 2(F8A2)","Homo sapiens"
"F8A3","P23610","","coagulation factor VIII associated 3(F8A3)","Homo sapiens"
"FAM118B","Q9BPY3","","family with sequence similarity 118 member B(FAM118B)","Homo sapiens"
"FAM3C","Q92520","","FAM3 metabolism regulating signaling molecule C(FAM3C)","Homo sapiens"
"FAM83H","Q6ZRV2","","family with sequence similarity 83 member H(FAM83H)","Homo sapiens"
"FAM98A","Q8NCA5","","family with sequence similarity 98 member A(FAM98A)","Homo sapiens"
"FAM98B","Q52LJ0","","family with sequence similarity 98 member B(FAM98B)","Homo sapiens"
"FBF1","Q8TES7","","Fas binding factor 1(FBF1)","Homo sapiens"
"FBL","P22087","","fibrillarin(FBL)","Homo sapiens"
"FBLN1","P23142","","fibulin 1(FBLN1)","Homo sapiens"
"FBXL12","Q9NXK8","","F-box and leucine rich repeat protein 12(FBXL12)","Homo sapiens"
"FBXO3","Q9UK99","","F-box protein 3(FBXO3)","Homo sapiens"
"FBXO38","Q6PIJ6","","F-box protein 38(FBXO38)","Homo sapiens"
"FCF1","Q9Y324","","FCF1 rRNA-processing protein(FCF1)","Homo sapiens"
"FHL2","Q14192","","four and a half LIM domains 2(FHL2)","Homo sapiens"
"FHL3","Q13643","","four and a half LIM domains 3(FHL3)","Homo sapiens"
"FILIP1L","Q4L180","","filamin A interacting protein 1 like(FILIP1L)","Homo sapiens"
"FIRRM","Q9NSG2","","FIGNL1 interacting regulator of recombination and mitosis(FIRRM)","Homo sapiens"
"FLNC","Q14315","","filamin C(FLNC)","Homo sapiens"
"FLYWCH2","Q96CP2","","FLYWCH family member 2(FLYWCH2)","Homo sapiens"
"FN3KRP","Q9HA64","","fructosamine 3 kinase related protein(FN3KRP)","Homo sapiens"
"FNTA","P49354","","farnesyltransferase, CAAX box, subunit alpha(FNTA)","Homo sapiens"
"FNTB","P49356","","farnesyltransferase, CAAX box, subunit beta(FNTB)","Homo sapiens"
"FOSL1","P15407","","FOS like 1, AP-1 transcription factor subunit(FOSL1)","Homo sapiens"
"FOXK2","Q01167","","forkhead box K2(FOXK2)","Homo sapiens"
"FOXM1","Q08050","","forkhead box M1(FOXM1)","Homo sapiens"
"FPGS","Q05932","","folylpolyglutamate synthase(FPGS)","Homo sapiens"
"FRMD6","Q96NE9","","FERM domain containing 6(FRMD6)","Homo sapiens"
"FYTTD1","Q96QD9","","forty-two-three domain containing 1(FYTTD1)","Homo sapiens"
"GABPA","Q06546","","GA binding protein transcription factor subunit alpha(GABPA)","Homo sapiens"
"GADD45GIP1","Q8TAE8","","GADD45G interacting protein 1(GADD45GIP1)","Homo sapiens"
"GATAD2A","Q86YP4","","GATA zinc finger domain containing 2A(GATAD2A)","Homo sapiens"
"GATAD2B","Q8WXI9","","GATA zinc finger domain containing 2B(GATAD2B)","Homo sapiens"
"GCLM","P48507","","glutamate-cysteine ligase modifier subunit(GCLM)","Homo sapiens"
"GET4","Q7L5D6","","guided entry of tail-anchored proteins factor 4(GET4)","Homo sapiens"
"GFPT1","Q06210","","glutamine--fructose-6-phosphate transaminase 1(GFPT1)","Homo sapiens"
"GINS3","Q9BRX5","","GINS complex subunit 3(GINS3)","Homo sapiens"
"GLMN","Q92990","","glomulin, FKBP associated protein(GLMN)","Homo sapiens"
"GLT8D1","Q68CQ7","","glycosyltransferase 8 domain containing 1(GLT8D1)","Homo sapiens"
"GLTP","Q9NZD2","","glycolipid transfer protein(GLTP)","Homo sapiens"
"GLUD1","P00367","","glutamate dehydrogenase 1(GLUD1)","Homo sapiens"
"GMPPB","Q9Y5P6","","GDP-mannose pyrophosphorylase B(GMPPB)","Homo sapiens"
"GNAI3","P08754","","G protein subunit alpha i3(GNAI3)","Homo sapiens"
"GNB1L","Q9BYB4","","G protein subunit beta 1 like(GNB1L)","Homo sapiens"
"GNPAT","O15228","","glyceronephosphate O-acyltransferase(GNPAT)","Homo sapiens"
"GOLGA5","Q8TBA6","","golgin A5(GOLGA5)","Homo sapiens"
"GOLGA8B","Q8TBA6","","golgin A8 family member B(GOLGA8B)","Homo sapiens"
"GPATCH11","Q8N954","","G-patch domain containing 11(GPATCH11)","Homo sapiens"
"GPX1","P07203","","glutathione peroxidase 1(GPX1)","Homo sapiens"
"GRN","P28799","","granulin precursor(GRN)","Homo sapiens"
"GSK3B","P49841","","glycogen synthase kinase 3 beta(GSK3B)","Homo sapiens"
"HARS2","P49590","","histidyl-tRNA synthetase 2, mitochondrial(HARS2)","Homo sapiens"
"HCFC2","Q9Y5Z7","","host cell factor C2(HCFC2)","Homo sapiens"
"HDAC1","Q13547","","histone deacetylase 1(HDAC1)","Homo sapiens"
"HDAC2","Q92769","","histone deacetylase 2(HDAC2)","Homo sapiens"
"HDAC5","Q9UQL6","","histone deacetylase 5(HDAC5)","Homo sapiens"
"HDGFL2","Q7Z4V5","","HDGF like 2(HDGFL2)","Homo sapiens"
"HECTD1","Q9ULT8","","HECT domain E3 ubiquitin protein ligase 1(HECTD1)","Homo sapiens"
"HECTD3","Q5T447","","HECT domain E3 ubiquitin protein ligase 3(HECTD3)","Homo sapiens"
"HENMT1","Q5T8I9","","HEN methyltransferase 1(HENMT1)","Homo sapiens"
"HEXB","P07686","","hexosaminidase subunit beta(HEXB)","Homo sapiens"
"HEXIM1","O94992","","HEXIM P-TEFb complex subunit 1(HEXIM1)","Homo sapiens"
"HIBCH","Q6NVY1","","3-hydroxyisobutyryl-CoA hydrolase(HIBCH)","Homo sapiens"
"HIVEP1","P15822","","HIVEP zinc finger 1(HIVEP1)","Homo sapiens"
"HMGXB4","Q9UGU5","","HMG-box containing 4(HMGXB4)","Homo sapiens"
"HPS6","Q86YV9","","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3(HPS6)","Homo sapiens"
"HS2ST1","Q7LGA3","","heparan sulfate 2-O-sulfotransferase 1(HS2ST1)","Homo sapiens"
"HSD17B11","Q8NBQ5","","hydroxysteroid 17-beta dehydrogenase 11(HSD17B11)","Homo sapiens"
"HSD17B7","P56937","","hydroxysteroid 17-beta dehydrogenase 7(HSD17B7)","Homo sapiens"
"HSP90AA1","P07900","","heat shock protein 90 alpha family class A member 1(HSP90AA1)","Homo sapiens"
"HSPA4L","O95757","","heat shock protein family A (Hsp70) member 4 like(HSPA4L)","Homo sapiens"
"HTT","P42858","","huntingtin(HTT)","Homo sapiens"
"ICE2","Q659A1","","interactor of little elongation complex ELL subunit 2(ICE2)","Homo sapiens"
"IGF2R","P11717","","insulin like growth factor 2 receptor(IGF2R)","Homo sapiens"
"INTS1","Q8N201","","integrator complex subunit 1(INTS1)","Homo sapiens"
"INTS4","Q96HW7","","integrator complex subunit 4(INTS4)","Homo sapiens"
"INTS6","Q9UL03","","integrator complex subunit 6(INTS6)","Homo sapiens"
"INTS9","Q9NV88","","integrator complex subunit 9(INTS9)","Homo sapiens"
"IPO5","O00410","","importin 5(IPO5)","Homo sapiens"
"IRAK1","P51617","","interleukin 1 receptor associated kinase 1(IRAK1)","Homo sapiens"
"IRF1","P10914","","interferon regulatory factor 1(IRF1)","Homo sapiens"
"ITPR1","Q14643","","inositol 1,4,5-trisphosphate receptor type 1(ITPR1)","Homo sapiens"
"ITPR2","Q14571","","inositol 1,4,5-trisphosphate receptor type 2(ITPR2)","Homo sapiens"
"JAK3","P52333","","Janus kinase 3(JAK3)","Homo sapiens"
"JMJD1C","Q15652","","jumonji domain containing 1C(JMJD1C)","Homo sapiens"
"KAT5","Q92993","","lysine acetyltransferase 5(KAT5)","Homo sapiens"
"KCTD10","Q9H3F6","","potassium channel tetramerization domain containing 10(KCTD10)","Homo sapiens"
"KCTD13","Q8WZ19","","potassium channel tetramerization domain containing 13(KCTD13)","Homo sapiens"
"KCTD9","Q7L273","","potassium channel tetramerization domain containing 9(KCTD9)","Homo sapiens"
"KDM3A","Q9Y4C1","","lysine demethylase 3A(KDM3A)","Homo sapiens"
"KDM3B","Q7LBC6","","lysine demethylase 3B(KDM3B)","Homo sapiens"
"KDM4A","O75164","","lysine demethylase 4A(KDM4A)","Homo sapiens"
"KDM5A","P29375","","lysine demethylase 5A(KDM5A)","Homo sapiens"
"KHDRBS1","Q07666","","KH RNA binding domain containing, signal transduction associated 1(KHDRBS1)","Homo sapiens"
"KIF15","Q9NS87","","kinesin family member 15(KIF15)","Homo sapiens"
"KIF3B","O15066","","kinesin family member 3B(KIF3B)","Homo sapiens"
"KIF4A","O95239","","kinesin family member 4A(KIF4A)","Homo sapiens"
"KIF4B","Q2VIQ3","","kinesin family member 4B(KIF4B)","Homo sapiens"
"KLF16","Q9BXK1","","KLF transcription factor 16(KLF16)","Homo sapiens"
"KNL1","Q8NG31","","kinetochore scaffold 1(KNL1)","Homo sapiens"
"KPNA1","P52294","","karyopherin subunit alpha 1(KPNA1)","Homo sapiens"
"KPNA2","P52292","","karyopherin subunit alpha 2(KPNA2)","Homo sapiens"
"KPNA3","O00505","","karyopherin subunit alpha 3(KPNA3)","Homo sapiens"
"KPNA4","O00629","","karyopherin subunit alpha 4(KPNA4)","Homo sapiens"
"KPNA5","O15131","","karyopherin subunit alpha 5(KPNA5)","Homo sapiens"
"KPNA6","O60684","","karyopherin subunit alpha 6(KPNA6)","Homo sapiens"
"KRT13","P13646","","keratin 13(KRT13)","Homo sapiens"
"KRT15","P19012","","keratin 15(KRT15)","Homo sapiens"
"KRT7","P08729","","keratin 7(KRT7)","Homo sapiens"
"KRT72","Q14CN4","","keratin 72(KRT72)","Homo sapiens"
"KRTCAP2","Q8N6L1","","keratinocyte associated protein 2(KRTCAP2)","Homo sapiens"
"LAMP2","P13473","","lysosomal associated membrane protein 2(LAMP2)","Homo sapiens"
"LAMTOR1","Q6IAA8","","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1(LAMTOR1)","Homo sapiens"
"LGALS3BP","Q08380","","galectin 3 binding protein(LGALS3BP)","Homo sapiens"
"LIN9","Q5TKA1","","lin-9 DREAM MuvB core complex component(LIN9)","Homo sapiens"
"LMAN2","Q12907","","lectin, mannose binding 2(LMAN2)","Homo sapiens"
"LNPEP","Q9UIQ6","","leucyl and cystinyl aminopeptidase(LNPEP)","Homo sapiens"
"LNPK","Q9C0E8","","lunapark, ER junction formation factor(LNPK)","Homo sapiens"
"LOC124900586","Q6P996","","putative pyridoxal-dependent decarboxylase domain-containing protein 2(LOC124900586)","Homo sapiens"
"LOC124906931","Q6VEQ5","","WAS protein family homolog 2-like(LOC124906931)","Homo sapiens"
"LOC124908094","Q9NQA3,Q6VEQ5","","WAS protein family homolog 2-like(LOC124908094)","Homo sapiens"
"LOC124908102","Q6VEQ5","","WAS protein family homolog 2-like(LOC124908102)","Homo sapiens"
"LOC654780","P23246","","splicing factor proline/glutamine-rich(LOC654780)","Homo sapiens"
"LRIF1","Q5T3J3","","ligand dependent nuclear receptor interacting factor 1(LRIF1)","Homo sapiens"
"LRPAP1","P30533","","LDL receptor related protein associated protein 1(LRPAP1)","Homo sapiens"
