"","x"
"112","P50851;Q8NFP9"
"113","P52597"
"114","P53350"
"115","P54277"
"116","P54278"
"117","P54760"
"118","P55011"
"119","P55317"
"120","P55771"
"121","P56524"
"122","P57735"
"123","P58107"
"124","P58107;Q15149"
"125","P59780"
"126","P61619"
"127","P61978"
"128","P62166"
"129","P62273"
"130","P62491"
"131","P62805"
"132","P62861"
"133","P63000"
"134","P78332"
"135","P78545"
"136","P78560"
"137","P84090"
"138","P98160"
"139","Q00013"
"140","Q01081"
"141","Q03154"
"142","Q03188"
"143","Q04695;P02533;P08727"
"144","Q04725"
"145","Q05084"
"146","Q06203"
"147","Q07021"
"148","Q08AI8"
"149","Q0JRZ9"
"150","Q10567"
"151","Q10713"
"152","Q13207;O15119"
"153","Q13464"
"154","Q13472"
"155","Q13489;Q13490"
"156","Q13625"
"157","Q13627"
"158","Q13685"
"159","Q13948"
"160","Q14156"
"161","Q14674"
"162","Q14680"
"163","Q14691"
"164","Q14696"
"165","Q15051"
"166","Q15063"
"167","Q15067"
"168","Q15327"
"169","Q15526"
"170","Q15904"
"171","Q16625"
"172","Q16740"
"173","Q16762"
"174","Q2M1P5"
"175","Q2T9J0"
"176","Q5JRA6"
"177","Q5JRX3"
"178","Q5JWR5"
"179","Q5T0W9"
"180","Q5T1M5"
"181","Q5TCQ9"
"182","Q5TH69"
"183","Q5VVQ6"
"184","Q5VWG9"
"185","Q5VYS8"
"186","Q68EM7"
"187","Q69YH5"
"188","Q69YQ0"
"189","Q6DT37"
"190","Q6FIF0"
"191","Q6GMV2"
"192","Q6IA17"
"193","Q6IA86"
"194","Q6IBS0"
"195","Q6IQ49"
"196","Q6ISB3"
"197","Q6NTF9"
"198","Q6NUQ1"
"199","Q6P0N0"
"200","Q6P4E1"
"201","Q6P4Q7"
"202","Q6PI47"
"203","Q6PIW4"
"204","Q6PJI9"
"205","Q6UN15"
"206","Q6ZUM4"
"207","Q6ZVX7"
"208","Q7L2Z9"
"209","Q7L590"
"210","Q7LFL8"
"211","Q7Z412"
"212","Q86U42"
"213","Q86UE8"
"214","Q86W50"
"215","Q86W92"
"216","Q86WV6"
"217","Q86Y46"
"218","Q8IVT2"
"219","Q8IWR0"
"220","Q8IX15"
"221","Q8IXQ4"
"222","Q8IY26"
"223","Q8IY33"
"224","Q8N142"
"225","Q8N2R0"
"226","Q8N488"
"227","Q8N4S9"
"228","Q8N5M1"
"229","Q8N983"
"230","Q8N999"
"231","Q8N9M5"
"232","Q8N9R8"
"233","Q8N9U0"
"234","Q8NBF6"
"235","Q8NBP0"
"236","Q8NC74"
"237","Q8NCL4"
"238","Q8NEC7"
"239","Q8NEZ2"
"240","Q8NFV4"
"241","Q8TB37"
"242","Q8TBB1"
"243","Q8TCU4"
"244","Q8TE68"
"245","Q8TE85"
"246","Q8TEA8"
"247","Q8TEB1"
"248","Q8TEQ8"
"249","Q8TEW0"
"250","Q8WUH6"
"251","Q8WW59"
"252","Q8WYP5"
"253","Q92547"
"254","Q92552"
"255","Q92667"
"256","Q92793"
"257","Q92841"
"258","Q92947"
"259","Q92995"
"260","Q93062"
"261","Q96A23"
"262","Q96B70"
"263","Q96EK6"
"264","Q96EK7"
"265","Q96H79"
"266","Q96HD1"
"267","Q96JM3"
"268","Q96LI5"
"269","Q96M96"
"270","Q96SK2"
"271","Q99707"
"272","Q99717;Q15797"
"273","Q99848"
"274","Q9BQ48"
"275","Q9BRT6"
"276","Q9BRT9"
"277","Q9BST9"
"278","Q9BUI4"
"279","Q9BUP0"
"280","Q9BVA0"
"281","Q9BVJ7"
"282","Q9BXW7"
"283","Q9C0C4"
"284","Q9GZT9"
"285","Q9H0H0"
"286","Q9H0L4"
"287","Q9H165"
"288","Q9H3K6"
"289","Q9H422"
"290","Q9H467"
"291","Q9H497"
"292","Q9H4E7"
"293","Q9H4G0"
"294","Q9H4L7"
"295","Q9H672"
"296","Q9H6T0"
"297","Q9H9L3"
"298","Q9H9S4"
"299","Q9H9Y2"
"300","Q9HAH7"
"301","Q9HCJ3"
"302","Q9HCU4"
"303","Q9NNW5"
"304","Q9NP55"
"305","Q9NPL8"
"306","Q9NR56;Q5VZF2"
"307","Q9NRA8"
"308","Q9NRD1"
"309","Q9NRG4"
"310","Q9NRP7"
"311","Q9NUQ6"
"312","Q9NV35"
"313","Q9NXA8"
"314","Q9NXR1"
"315","Q9NYL4"
"316","Q9NYV6"
"317","Q9NYY8"
"318","Q9NYZ3"
"319","Q9NZI5"
"320","Q9NZJ0"
"321","Q9P0J7"
"322","Q9P0M6"
"323","Q9P0M6;O75367"
"324","Q9P0P0"
"325","Q9P0S9"
"326","Q9P0W2"
"327","Q9UBP6"
"328","Q9UDV7"
"329","Q9UII4"
"330","Q9UJ41"
"331","Q9UJQ4"
"332","Q9UK76"
"333","Q9UKS6"
"334","Q9ULA0"
"335","Q9Y263"
"336","Q9Y276"
"337","Q9Y282"
"338","Q9Y2I7"
"339","Q9Y2Z4"
"340","Q9Y3D6"
"341","Q9Y3D7"
"342","Q9Y3Z3"
"343","Q9Y446"
"344","Q9Y485"
"345","Q9Y4D1"
"346","Q9Y4K3"
"347","Q9Y5X1"
"348","Q9Y6A4"
