"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"ENY2","Q9NPA8","","ENY2 transcription and export complex 2 subunit(ENY2)","Homo sapiens"
"EPHB3","P54753","","EPH receptor B3(EPHB3)","Homo sapiens"
"EPHB4","P54760","","EPH receptor B4(EPHB4)","Homo sapiens"
"ERAP1","Q9NZ08","","endoplasmic reticulum aminopeptidase 1(ERAP1)","Homo sapiens"
"ERBIN","Q96RT1","","erbb2 interacting protein(ERBIN)","Homo sapiens"
"ERCC5","P28715","","ERCC excision repair 5, endonuclease(ERCC5)","Homo sapiens"
"ESR1","P03372","","estrogen receptor 1(ESR1)","Homo sapiens"
"ETF1","P62495","","eukaryotic translation termination factor 1(ETF1)","Homo sapiens"
"ETS1","P14921","","ETS proto-oncogene 1, transcription factor(ETS1)","Homo sapiens"
"EXOC3","O60645","","exocyst complex component 3(EXOC3)","Homo sapiens"
"EXOC4","Q96A65","","exocyst complex component 4(EXOC4)","Homo sapiens"
"EXOC8","Q8IYI6","","exocyst complex component 8(EXOC8)","Homo sapiens"
"EXOSC1","Q9Y3B2","","exosome component 1(EXOSC1)","Homo sapiens"
"EXOSC6","Q5RKV6","","exosome component 6(EXOSC6)","Homo sapiens"
"EXOSC8","Q96B26","","exosome component 8(EXOSC8)","Homo sapiens"
"EZR","P15311","","ezrin(EZR)","Homo sapiens"
"FAHD1","Q6P587","","fumarylacetoacetate hydrolase domain containing 1(FAHD1)","Homo sapiens"
"FAHD2A","Q96GK7","","fumarylacetoacetate hydrolase domain containing 2A(FAHD2A)","Homo sapiens"
"FAM133A","Q8N9E0","","family with sequence similarity 133 member A(FAM133A)","Homo sapiens"
"FAM133B","Q5BKY9","","family with sequence similarity 133 member B(FAM133B)","Homo sapiens"
"FAM83D","Q9H4H8","","family with sequence similarity 83 member D(FAM83D)","Homo sapiens"
"FANCD2","Q9BXW9","","FA complementation group D2(FANCD2)","Homo sapiens"
"FARSB","Q9NSD9","","phenylalanyl-tRNA synthetase subunit beta(FARSB)","Homo sapiens"
"FBXW11","Q9UKB1","","F-box and WD repeat domain containing 11(FBXW11)","Homo sapiens"
"FERMT3","Q86UX7","","FERM domain containing kindlin 3(FERMT3)","Homo sapiens"
"FHIP2B","Q86V87","","FHF complex subunit HOOK interacting protein 2B(FHIP2B)","Homo sapiens"
"FIG4","Q92562","","FIG4 phosphoinositide 5-phosphatase(FIG4)","Homo sapiens"
"FITM2","Q8N6M3","","fat storage inducing transmembrane protein 2(FITM2)","Homo sapiens"
"FKBP1A","P62942","","FKBP prolyl isomerase 1A(FKBP1A)","Homo sapiens"
"FKBP1C","P62942","","FKBP prolyl isomerase family member 1C(FKBP1C)","Homo sapiens"
"FKBP3","Q00688","","FKBP prolyl isomerase 3(FKBP3)","Homo sapiens"
"FKBP5","Q13451","","FKBP prolyl isomerase 5(FKBP5)","Homo sapiens"
"FLNA","P21333","","filamin A(FLNA)","Homo sapiens"
"FLNB","O75369","","filamin B(FLNB)","Homo sapiens"
"FLNC","Q14315","","filamin C(FLNC)","Homo sapiens"
"FLOT1","O75955","","flotillin 1(FLOT1)","Homo sapiens"
"FMC1-LUC7L2","Q9Y383","","FMC1-LUC7L2 readthrough(FMC1-LUC7L2)","Homo sapiens"
"FRA10AC1","Q70Z53","","FRA10A associated CGG repeat 1(FRA10AC1)","Homo sapiens"
"FREM2","Q5SZK8","","FRAS1 related extracellular matrix 2(FREM2)","Homo sapiens"
"FRG1","Q14331","","FSHD region gene 1(FRG1)","Homo sapiens"
"FSCN1","Q16658","","fascin actin-bundling protein 1(FSCN1)","Homo sapiens"
"G3BP1","Q13283","","G3BP stress granule assembly factor 1(G3BP1)","Homo sapiens"
"G3BP2","Q9UN86","","G3BP stress granule assembly factor 2(G3BP2)","Homo sapiens"
"GAMT","Q14353","","guanidinoacetate N-methyltransferase(GAMT)","Homo sapiens"
"GAPVD1","Q14C86","","GTPase activating protein and VPS9 domains 1(GAPVD1)","Homo sapiens"
"GBE1","Q04446","","1,4-alpha-glucan branching enzyme 1(GBE1)","Homo sapiens"
"GBP1","P32455","","guanylate binding protein 1(GBP1)","Homo sapiens"
"GBP3","Q9H0R5","","guanylate binding protein 3(GBP3)","Homo sapiens"
"GDI1","P31150","","GDP dissociation inhibitor 1(GDI1)","Homo sapiens"
"GGA1","Q9UJY5","","golgi associated, gamma adaptin ear containing, ARF binding protein 1(GGA1)","Homo sapiens"
"GLE1","Q53GS7","","GLE1 RNA export mediator(GLE1)","Homo sapiens"
"GLOD4","Q9HC38","","glyoxalase domain containing 4(GLOD4)","Homo sapiens"
"GLS","O94925","","glutaminase(GLS)","Homo sapiens"
"GMDS","O60547","","GDP-mannose 4,6-dehydratase(GMDS)","Homo sapiens"
"GMPS","P49915","","guanine monophosphate synthase(GMPS)","Homo sapiens"
"GNE","Q9Y223","","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase(GNE)","Homo sapiens"
"GNL1","P36915","","G protein nucleolar 1 (putative)(GNL1)","Homo sapiens"
"GNL3","Q9BVP2","","G protein nucleolar 3(GNL3)","Homo sapiens"
"GNPDA1","P46926","","glucosamine-6-phosphate deaminase 1(GNPDA1)","Homo sapiens"
"GNPDA2","Q8TDQ7","","glucosamine-6-phosphate deaminase 2(GNPDA2)","Homo sapiens"
"GORAB","Q5T7V8","","golgin, RAB6 interacting(GORAB)","Homo sapiens"
"GOSR2","O14653","","golgi SNAP receptor complex member 2(GOSR2)","Homo sapiens"
"GPHN","Q9NQX3","","gephyrin(GPHN)","Homo sapiens"
"GPS1","Q13098","","G protein pathway suppressor 1(GPS1)","Homo sapiens"
"GPSM1","Q86YR5","","G protein signaling modulator 1(GPSM1)","Homo sapiens"
"GRHPR","Q9UBQ7","","glyoxylate and hydroxypyruvate reductase(GRHPR)","Homo sapiens"
"GSDMD","P57764","","gasdermin D(GSDMD)","Homo sapiens"
"GSK3A","P49840","","glycogen synthase kinase 3 alpha(GSK3A)","Homo sapiens"
"GSPT1","P15170","","G1 to S phase transition 1(GSPT1)","Homo sapiens"
"GSR","P00390","","glutathione-disulfide reductase(GSR)","Homo sapiens"
"GTF2B","Q00403","","general transcription factor IIB(GTF2B)","Homo sapiens"
"GTF2H1","P32780","","general transcription factor IIH subunit 1(GTF2H1)","Homo sapiens"
"H2BC10","P62807","","H2B clustered histone 10(H2BC10)","Homo sapiens"
"H2BC12","O60814","","H2B clustered histone 12(H2BC12)","Homo sapiens"
"H2BC12L","P57053","","H2B clustered histone 12 like(H2BC12L)","Homo sapiens"
"H2BC13","Q99880","","H2B clustered histone 13(H2BC13)","Homo sapiens"
"H2BC14","Q99879","","H2B clustered histone 14(H2BC14)","Homo sapiens"
"H2BC15","Q99877","","H2B clustered histone 15(H2BC15)","Homo sapiens"
"H2BC18","Q5QNW6","","H2B clustered histone 18(H2BC18)","Homo sapiens"
"H2BC4","P62807","","H2B clustered histone 4(H2BC4)","Homo sapiens"
"H2BC5","P58876","","H2B clustered histone 5(H2BC5)","Homo sapiens"
"H2BC6","P62807","","H2B clustered histone 6(H2BC6)","Homo sapiens"
"H2BC7","P62807","","H2B clustered histone 7(H2BC7)","Homo sapiens"
"H2BC8","P62807","","H2B clustered histone 8(H2BC8)","Homo sapiens"
"H2BC9","Q93079","","H2B clustered histone 9(H2BC9)","Homo sapiens"
"H6PD","O95479","","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase(H6PD)","Homo sapiens"
"HACD3","Q9P035","","3-hydroxyacyl-CoA dehydratase 3(HACD3)","Homo sapiens"
"HAUS4","Q9H6D7","","HAUS augmin like complex subunit 4(HAUS4)","Homo sapiens"
"HAUS6","Q7Z4H7","","HAUS augmin like complex subunit 6(HAUS6)","Homo sapiens"
"HAUS7","Q99871","","HAUS augmin like complex subunit 7(HAUS7)","Homo sapiens"
"HAUS8","Q9BT25","","HAUS augmin like complex subunit 8(HAUS8)","Homo sapiens"
"HBB","P68871","","hemoglobin subunit beta(HBB)","Homo sapiens"
"HBD","P02042","","hypophosphatemic bone disease(HBD)","Homo sapiens"
"HBD","P02042","","hemoglobin subunit delta(HBD)","Homo sapiens"
"HCFC1","P51610","","host cell factor C1(HCFC1)","Homo sapiens"
"HDHD2","Q9H0R4","","haloacid dehalogenase like hydrolase domain containing 2(HDHD2)","Homo sapiens"
"HELLS","Q9NRZ9","","helicase, lymphoid specific(HELLS)","Homo sapiens"
"HERC2","O95714","","HECT and RLD domain containing E3 ubiquitin protein ligase 2(HERC2)","Homo sapiens"
"HERC2P3","Q9BVR0","","HERC2 pseudogene 3(HERC2P3)","Homo sapiens"
"HGH1","Q9BTY7","","HGH1 homolog(HGH1)","Homo sapiens"
"HINT3","Q9NQE9","","histidine triad nucleotide binding protein 3(HINT3)","Homo sapiens"
"HK1","P19367","","hexokinase 1(HK1)","Homo sapiens"
"HK2","P52789","","hexokinase 2(HK2)","Homo sapiens"
"HMCES","Q96FZ2","","5-hydroxymethylcytosine binding, ES cell specific(HMCES)","Homo sapiens"
"HMGB1","P09429","","high mobility group box 1(HMGB1)","Homo sapiens"
"HMGB1P1","B2RPK0","","high mobility group box 1 pseudogene 1(HMGB1P1)","Homo sapiens"
"HOOK1","P19367,Q9UJC3","","hook microtubule tethering protein 1(HOOK1)","Homo sapiens"
"HOXA5","P20719","","homeobox A5(HOXA5)","Homo sapiens"
"HOXB8","P17481","","homeobox B8(HOXB8)","Homo sapiens"
"HOXC8","P31273","","homeobox C8(HOXC8)","Homo sapiens"
"HP1BP3","Q5SSJ5","","heterochromatin protein 1 binding protein 3(HP1BP3)","Homo sapiens"
"HPCAL1","P37235","","hippocalcin like 1(HPCAL1)","Homo sapiens"
"HPF1","Q9NWY4","","histone PARylation factor 1(HPF1)","Homo sapiens"
"HPRT1","P00492","","hypoxanthine phosphoribosyltransferase 1(HPRT1)","Homo sapiens"
"HSD17B10","Q99714","","hydroxysteroid 17-beta dehydrogenase 10(HSD17B10)","Homo sapiens"
"HSD3B7","Q9H2F3","","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7(HSD3B7)","Homo sapiens"
"HSDL1","Q3SXM5","","hydroxysteroid dehydrogenase like 1(HSDL1)","Homo sapiens"
"HSP90AA1","P07900","","heat shock protein 90 alpha family class A member 1(HSP90AA1)","Homo sapiens"
"HSP90AA2P","Q14568","","heat shock protein 90 alpha family class A member 2, pseudogene(HSP90AA2P)","Homo sapiens"
"HSP90AA5P","Q58FG0","","heat shock protein 90 alpha family class A member 5, pseudogene(HSP90AA5P)","Homo sapiens"
"HSP90AB1","P08238","","heat shock protein 90 alpha family class B member 1(HSP90AB1)","Homo sapiens"
"HSP90AB2P","Q58FF8","","heat shock protein 90 alpha family class B member 2, pseudogene(HSP90AB2P)","Homo sapiens"
"HSP90AB3P","Q58FF7","","heat shock protein 90 alpha family class B member 3, pseudogene(HSP90AB3P)","Homo sapiens"
"HSP90AB4P","Q58FF6","","heat shock protein 90 alpha family class B member 4, pseudogene(HSP90AB4P)","Homo sapiens"
"HSP90B1","P14625","","heat shock protein 90 beta family member 1(HSP90B1)","Homo sapiens"
"HSPA1A","P0DMV9,P0DMV8","","heat shock protein family A (Hsp70) member 1A(HSPA1A)","Homo sapiens"
"HSPA1B","P0DMV9","","heat shock protein family A (Hsp70) member 1B(HSPA1B)","Homo sapiens"
"HSPA1L","P34931","","heat shock protein family A (Hsp70) member 1 like(HSPA1L)","Homo sapiens"
"HSPA2","P54652","","heat shock protein family A (Hsp70) member 2(HSPA2)","Homo sapiens"
"HSPA5","P11021","","heat shock protein family A (Hsp70) member 5(HSPA5)","Homo sapiens"
"HSPA6","P17066","","heat shock protein family A (Hsp70) member 6(HSPA6)","Homo sapiens"
"HSPA8","P11142","","heat shock protein family A (Hsp70) member 8(HSPA8)","Homo sapiens"
"HSPB8","Q9UJY1","","heat shock protein family B (small) member 8(HSPB8)","Homo sapiens"
"HTATSF1","O43719","","HIV-1 Tat specific factor 1(HTATSF1)","Homo sapiens"
"HUWE1","Q7Z6Z7","","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1(HUWE1)","Homo sapiens"
"IARS1","P41252","","isoleucyl-tRNA synthetase 1(IARS1)","Homo sapiens"
"IDE","P14735","","insulin degrading enzyme(IDE)","Homo sapiens"
"IDI1","Q13907","","isopentenyl-diphosphate delta isomerase 1(IDI1)","Homo sapiens"
"IFI16","Q16666","","interferon gamma inducible protein 16(IFI16)","Homo sapiens"
"IFT122","Q9HBG6","","intraflagellar transport 122(IFT122)","Homo sapiens"
"IGBP1","P78318","","immunoglobulin binding protein 1(IGBP1)","Homo sapiens"
"IGF2BP3","O00425","","insulin like growth factor 2 mRNA binding protein 3(IGF2BP3)","Homo sapiens"
"IGHA2","P01023","","immunoglobulin heavy constant alpha 2 (A2m marker)(IGHA2)","Homo sapiens"
"IKBKB","O14920","","inhibitor of nuclear factor kappa B kinase subunit beta(IKBKB)","Homo sapiens"
"ILF2","Q12905","","interleukin enhancer binding factor 2(ILF2)","Homo sapiens"
"ILF3","Q12906","","interleukin enhancer binding factor 3(ILF3)","Homo sapiens"
"INPP4A","Q96PE3","","inositol polyphosphate-4-phosphatase type I A(INPP4A)","Homo sapiens"
"INTS7","Q9NVH2","","integrator complex subunit 7(INTS7)","Homo sapiens"
"IPO5","O00410","","importin 5(IPO5)","Homo sapiens"
"IRF2BPL","Q9H1B7","","interferon regulatory factor 2 binding protein like(IRF2BPL)","Homo sapiens"
"IRX4","P78413","","iroquois homeobox 4(IRX4)","Homo sapiens"
"IRX5","P78411","","iroquois homeobox 5(IRX5)","Homo sapiens"
"ISG15","P05161","","ISG15 ubiquitin like modifier(ISG15)","Homo sapiens"
"ISY1","Q9ULR0","","ISY1 splicing factor homolog(ISY1)","Homo sapiens"
"ISY1-RAB43","Q9ULR0","","ISY1-RAB43 readthrough(ISY1-RAB43)","Homo sapiens"
"ITGA6","P23229","","integrin subunit alpha 6(ITGA6)","Homo sapiens"
"ITPA","Q9BY32","","inosine triphosphatase(ITPA)","Homo sapiens"
"ITPK1","Q13572","","inositol-tetrakisphosphate 1-kinase(ITPK1)","Homo sapiens"
"IVD","P26440","","isovaleryl-CoA dehydrogenase(IVD)","Homo sapiens"
"IWS1","Q96ST2","","interacts with SUPT6H, CTD assembly factor 1(IWS1)","Homo sapiens"
"JSRP1","Q96MG2","","junctional sarcoplasmic reticulum protein 1(JSRP1)","Homo sapiens"
"KANSL1","Q7Z3B3","","KAT8 regulatory NSL complex subunit 1(KANSL1)","Homo sapiens"
"KHDRBS3","O75525","","KH RNA binding domain containing, signal transduction associated 3(KHDRBS3)","Homo sapiens"
"KIAA0586","Q9BVV6","","KIAA0586(KIAA0586)","Homo sapiens"
"KIF13B","Q9NQT8","","kinesin family member 13B(KIF13B)","Homo sapiens"
"KIF24","Q5T7B8","","kinesin family member 24(KIF24)","Homo sapiens"
"KIF27","Q86VH2","","kinesin family member 27(KIF27)","Homo sapiens"
"KLHL18","O94889","","kelch like family member 18(KLHL18)","Homo sapiens"
"KMT2A","Q03164","","lysine methyltransferase 2A(KMT2A)","Homo sapiens"
"KNTC1","P50748","","kinetochore associated 1(KNTC1)","Homo sapiens"
"KRT33B","Q14525","","keratin 33B(KRT33B)","Homo sapiens"
"KRT7","P08729","","keratin 7(KRT7)","Homo sapiens"
"KRT81","Q14533","","keratin 81(KRT81)","Homo sapiens"
"KRT83","P78385","","keratin 83(KRT83)","Homo sapiens"
"KRT85","P78386","","keratin 85(KRT85)","Homo sapiens"
"KRT86","O43790","","keratin 86(KRT86)","Homo sapiens"
"LACTB","P83111","","lactamase beta(LACTB)","Homo sapiens"
"LAMB3","Q13751","","laminin subunit beta 3(LAMB3)","Homo sapiens"
"LARS1","Q9P2J5","","leucyl-tRNA synthetase 1(LARS1)","Homo sapiens"
"LASP1","Q14847","","LIM and SH3 protein 1(LASP1)","Homo sapiens"
"LBR","Q14739","","lamin B receptor(LBR)","Homo sapiens"
"LCP1","P13796","","lymphocyte cytosolic protein 1(LCP1)","Homo sapiens"
"LDHA","P00338","","lactate dehydrogenase A(LDHA)","Homo sapiens"
"LEMD2","Q8NC56","","LEM domain nuclear envelope protein 2(LEMD2)","Homo sapiens"
"LEMD3","Q9Y2U8","","LEM domain containing 3(LEMD3)","Homo sapiens"
"LENG8","Q96PV6","","leukocyte receptor cluster member 8(LENG8)","Homo sapiens"
"LEO1","Q8WVC0","","LEO1 homolog, Paf1/RNA polymerase II complex component(LEO1)","Homo sapiens"
"LGALS1","P09382","","galectin 1(LGALS1)","Homo sapiens"
"LIMD1","Q9UGP4","","LIM domain containing 1(LIMD1)","Homo sapiens"
"LOC124900586","Q6P996","","putative pyridoxal-dependent decarboxylase domain-containing protein 2(LOC124900586)","Homo sapiens"
"LOC124907421","Q14331","","protein FRG1-like(LOC124907421)","Homo sapiens"
"LOC124908013","Q3ZCM7","","tubulin beta 8B(LOC124908013)","Homo sapiens"
"LOC124908015","Q3ZCM7","","tubulin beta 8B(LOC124908015)","Homo sapiens"
"LOC124908041","Q3ZCM7","","tubulin beta 8B(LOC124908041)","Homo sapiens"
"LONRF2","Q1L5Z9","","LON peptidase N-terminal domain and ring finger 2(LONRF2)","Homo sapiens"
"LRATD2","Q96KN1","","LRAT domain containing 2(LRATD2)","Homo sapiens"
"LRBA","P50851","","LPS responsive beige-like anchor protein(LRBA)","Homo sapiens"
"LRCH1","Q9Y2L9","","leucine rich repeats and calponin homology domain containing 1(LRCH1)","Homo sapiens"
"LRRCC1","Q9C099","","leucine rich repeat and coiled-coil centrosomal protein 1(LRRCC1)","Homo sapiens"
"LSM14A","Q8ND56","","LSM14A mRNA processing body assembly factor(LSM14A)","Homo sapiens"
"LSM4","Q9Y4Z0","","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM4)","Homo sapiens"
"LUC7L","Q9NQ29","","LUC7 like(LUC7L)","Homo sapiens"
"LUC7L2","Q9Y383","","LUC7 like 2, pre-mRNA splicing factor(LUC7L2)","Homo sapiens"
"LUC7L3","O95232","","LUC7 like 3 pre-mRNA splicing factor(LUC7L3)","Homo sapiens"
"LZTS3","O60299","","leucine zipper tumor suppressor family member 3(LZTS3)","Homo sapiens"
"MAD1L1","Q9Y6D9","","mitotic arrest deficient 1 like 1(MAD1L1)","Homo sapiens"
"MAN2A2","P49641","","mannosidase alpha class 2A member 2(MAN2A2)","Homo sapiens"
"MANF","P55145","","mesencephalic astrocyte derived neurotrophic factor(MANF)","Homo sapiens"
"MAP1S","Q66K74","","microtubule associated protein 1S(MAP1S)","Homo sapiens"
"MAP2K1","Q02750","","mitogen-activated protein kinase kinase 1(MAP2K1)","Homo sapiens"
"MAP2K2","P36507","","mitogen-activated protein kinase kinase 2(MAP2K2)","Homo sapiens"
"MAP2K7","O14733","","mitogen-activated protein kinase kinase 7(MAP2K7)","Homo sapiens"
"MAP3K20","Q9NYL2","","mitogen-activated protein kinase kinase kinase 20(MAP3K20)","Homo sapiens"
"MAP3K4","Q9Y6R4","","mitogen-activated protein kinase kinase kinase 4(MAP3K4)","Homo sapiens"
"MAP3K7","O43318","","mitogen-activated protein kinase kinase kinase 7(MAP3K7)","Homo sapiens"
"MAP4K4","O95819","","mitogen-activated protein kinase kinase kinase kinase 4(MAP4K4)","Homo sapiens"
"MAP4K5","Q9Y4K4","","mitogen-activated protein kinase kinase kinase kinase 5(MAP4K5)","Homo sapiens"
"MAPK3","P27361","","mitogen-activated protein kinase 3(MAPK3)","Homo sapiens"
"MAPRE1","Q15691","","microtubule associated protein RP/EB family member 1(MAPRE1)","Homo sapiens"
"MAPT","P10636","","microtubule associated protein tau(MAPT)","Homo sapiens"
"MARCHF6","O60337","","membrane associated ring-CH-type finger 6(MARCHF6)","Homo sapiens"
"MARCHF7","Q9H992","","membrane associated ring-CH-type finger 7(MARCHF7)","Homo sapiens"
"MARF1","Q9Y4F3","","meiosis regulator and mRNA stability factor 1(MARF1)","Homo sapiens"
"MARS1","P56192","","methionyl-tRNA synthetase 1(MARS1)","Homo sapiens"
"MAT2B","Q9NZL9","","methionine adenosyltransferase 2 non-catalytic beta subunit(MAT2B)","Homo sapiens"
"MCCC1","Q96RQ3","","methylcrotonyl-CoA carboxylase subunit 1(MCCC1)","Homo sapiens"
"MCL1","Q07820","","MCL1 apoptosis regulator, BCL2 family member(MCL1)","Homo sapiens"
"MCM2","P49736","","minichromosome maintenance complex component 2(MCM2)","Homo sapiens"
"MCM3","P25205","","minichromosome maintenance complex component 3(MCM3)","Homo sapiens"
"MCM4","P33991","","minichromosome maintenance complex component 4(MCM4)","Homo sapiens"
"MCM5","P33992","","minichromosome maintenance complex component 5(MCM5)","Homo sapiens"
"MCM6","Q14566","","minichromosome maintenance complex component 6(MCM6)","Homo sapiens"
"MCM7","P33993","","minichromosome maintenance complex component 7(MCM7)","Homo sapiens"
"MCRIP1","C9JLW8","","MAPK regulated corepressor interacting protein 1(MCRIP1)","Homo sapiens"
"METTL14","Q9HCE5","","methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit(METTL14)","Homo sapiens"
"METTL26","Q96S19","","methyltransferase like 26(METTL26)","Homo sapiens"
"MICALL1","Q8N3F8","","MICAL like 1(MICALL1)","Homo sapiens"
"MISP3","Q96FF7","","MISP family member 3(MISP3)","Homo sapiens"
"MKRN2","Q9H000","","makorin ring finger protein 2(MKRN2)","Homo sapiens"
"MLF2","Q15773","","myeloid leukemia factor 2(MLF2)","Homo sapiens"
"MLH1","P40692","","mutL homolog 1(MLH1)","Homo sapiens"
"MMS19","Q96T76","","MMS19 homolog, cytosolic iron-sulfur assembly component(MMS19)","Homo sapiens"
"MPG","P29372","","N-methylpurine DNA glycosylase(MPG)","Homo sapiens"
"MREG","Q8N565","","melanoregulin(MREG)","Homo sapiens"
"MRPL1","Q9BYD6","","mitochondrial ribosomal protein L1(MRPL1)","Homo sapiens"
"MRPL21","Q7Z2W9","","mitochondrial ribosomal protein L21(MRPL21)","Homo sapiens"
"MRPL27","Q9P0M9","","mitochondrial ribosomal protein L27(MRPL27)","Homo sapiens"
"MRPL46","Q9H2W6","","mitochondrial ribosomal protein L46(MRPL46)","Homo sapiens"
"MRPS14","O60783","","mitochondrial ribosomal protein S14(MRPS14)","Homo sapiens"
"MRPS2","Q9Y399","","mitochondrial ribosomal protein S2(MRPS2)","Homo sapiens"
"MRPS9","P82933","","mitochondrial ribosomal protein S9(MRPS9)","Homo sapiens"
"MRRF","Q96E11","","mitochondrial ribosome recycling factor(MRRF)","Homo sapiens"
"MSH6","P52701","","mutS homolog 6(MSH6)","Homo sapiens"
"MSL1","Q68DK7","","MSL complex subunit 1(MSL1)","Homo sapiens"
"MSN","P26038","","moesin(MSN)","Homo sapiens"
"MT-CO2","P00403","","mitochondrially encoded cytochrome c oxidase II(MT-CO2)","Homo sapiens"
"MTA2","O94776","","metastasis associated 1 family member 2(MTA2)","Homo sapiens"
"MTCO2P12","P00403","","MT-CO2 pseudogene 12(MTCO2P12)","Homo sapiens"
"MTHFD1L","Q6UB35","","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like(MTHFD1L)","Homo sapiens"
"MTIF2","P46199","","mitochondrial translational initiation factor 2(MTIF2)","Homo sapiens"
"MTM1","Q13496","","myotubularin 1(MTM1)","Homo sapiens"
"MTMR6","Q9Y217","","myotubularin related protein 6(MTMR6)","Homo sapiens"
"MTPN","P58546","","myotrophin(MTPN)","Homo sapiens"
"MTX3","Q5HYI7","","metaxin 3(MTX3)","Homo sapiens"
"MUC1","P15941","","mucin 1, cell surface associated(MUC1)","Homo sapiens"
"MVB12A","Q96EY5","","multivesicular body subunit 12A(MVB12A)","Homo sapiens"
"MYH11","P35749","","myosin heavy chain 11(MYH11)","Homo sapiens"
"MYH9","P35579","","myosin heavy chain 9(MYH9)","Homo sapiens"
"MYL1","P05976","","myosin light chain 1(MYL1)","Homo sapiens"
"MYL3","P08590","","myosin light chain 3(MYL3)","Homo sapiens"
"MYO19","Q96H55","","myosin XIX(MYO19)","Homo sapiens"
"MYO5A","Q9Y4I1","","myosin VA(MYO5A)","Homo sapiens"
"MYO5B","Q9ULV0","","myosin VB(MYO5B)","Homo sapiens"
"MYOF","Q9NZM1","","myoferlin(MYOF)","Homo sapiens"
"N4BP1","O75113","","NEDD4 binding protein 1(N4BP1)","Homo sapiens"
"N4BP3","O15049","","NEDD4 binding protein 3(N4BP3)","Homo sapiens"
"NAA10","P41227","","N-alpha-acetyltransferase 10, NatA catalytic subunit(NAA10)","Homo sapiens"
"NAA11","Q9BSU3","","N-alpha-acetyltransferase 11, NatA catalytic subunit(NAA11)","Homo sapiens"
"NAA15","Q9BXJ9","","N-alpha-acetyltransferase 15, NatA auxiliary subunit(NAA15)","Homo sapiens"
"NAA16","Q6N069","","N-alpha-acetyltransferase 16, NatA auxiliary subunit(NAA16)","Homo sapiens"
"NACA","E9PAV3,Q13765","","nascent polypeptide associated complex subunit alpha(NACA)","Homo sapiens"
"NAP1L1","P55209","","nucleosome assembly protein 1 like 1(NAP1L1)","Homo sapiens"
"NAP1L4","Q99733","","nucleosome assembly protein 1 like 4(NAP1L4)","Homo sapiens"
"NAPA","P54920","","NSF attachment protein alpha(NAPA)","Homo sapiens"
"NAPB","Q9H115","","NSF attachment protein beta(NAPB)","Homo sapiens"
"NAPG","Q99747","","NSF attachment protein gamma(NAPG)","Homo sapiens"
"NARS1","O43776","","asparaginyl-tRNA synthetase 1(NARS1)","Homo sapiens"
"NCBP1","Q09161","","nuclear cap binding protein subunit 1(NCBP1)","Homo sapiens"
"NCK1","P16333","","NCK adaptor protein 1(NCK1)","Homo sapiens"
"NCK2","O43639","","NCK adaptor protein 2(NCK2)","Homo sapiens"
"NCKAP5L","Q9HCH0","","NCK associated protein 5 like(NCKAP5L)","Homo sapiens"
"NCKIPSD","Q9NZQ3","","NCK interacting protein with SH3 domain(NCKIPSD)","Homo sapiens"
"NDC80","O14777","","NDC80 kinetochore complex component(NDC80)","Homo sapiens"
"NDRG3","Q9UGV2","","NDRG family member 3(NDRG3)","Homo sapiens"
"NDUFA13","Q9P0J0","","NADH:ubiquinone oxidoreductase subunit A13(NDUFA13)","Homo sapiens"
"NDUFA5","Q16718","","NADH:ubiquinone oxidoreductase subunit A5(NDUFA5)","Homo sapiens"
"NDUFB6","O95139","","NADH:ubiquinone oxidoreductase subunit B6(NDUFB6)","Homo sapiens"
"NECAP2","Q9NVZ3","","NECAP endocytosis associated 2(NECAP2)","Homo sapiens"
"NEDD1","Q8NHV4","","NEDD1 gamma-tubulin ring complex targeting factor(NEDD1)","Homo sapiens"
"NEDD4","P46934","","NEDD4 E3 ubiquitin protein ligase(NEDD4)","Homo sapiens"
"NEK2","P51955","","NIMA related kinase 2(NEK2)","Homo sapiens"
"NEK9","Q8TD19","","NIMA related kinase 9(NEK9)","Homo sapiens"
"NELFB","Q8WX92","","negative elongation factor complex member B(NELFB)","Homo sapiens"
"NELFE","P18615","","negative elongation factor complex member E(NELFE)","Homo sapiens"
"NEMF","O60524","","nuclear export mediator factor(NEMF)","Homo sapiens"
"NEPRO","Q6NW34","","nucleolus and neural progenitor protein(NEPRO)","Homo sapiens"
"NGLY1","Q96IV0","","N-glycanase 1(NGLY1)","Homo sapiens"
"NME1","P15531","","NME/NM23 nucleoside diphosphate kinase 1(NME1)","Homo sapiens"
"NME2","P22392","","NME/NM23 nucleoside diphosphate kinase 2(NME2)","Homo sapiens"
"NME2P1","O60361","","NME2 pseudogene 1(NME2P1)","Homo sapiens"
"NME7","Q9Y5B8","","NME/NM23 family member 7(NME7)","Homo sapiens"
"NMT1","P30419","","N-myristoyltransferase 1(NMT1)","Homo sapiens"
