"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"CASC3","O15234","","CASC3 exon junction complex subunit(CASC3)","Homo sapiens"
"CAVIN1","Q6NZI2","","caveolae associated protein 1(CAVIN1)","Homo sapiens"
"CBFA2T3","O75081","","CBFA2/RUNX1 partner transcriptional co-repressor 3(CBFA2T3)","Homo sapiens"
"CBLB","Q13191","","Cbl proto-oncogene B(CBLB)","Homo sapiens"
"CBR1","P16152","","carbonyl reductase 1(CBR1)","Homo sapiens"
"CBR3","O75828","","carbonyl reductase 3(CBR3)","Homo sapiens"
"CCDC174","Q6PII3","","coiled-coil domain containing 174(CCDC174)","Homo sapiens"
"CCDC9B","Q6ZUT6","","coiled-coil domain containing 9B(CCDC9B)","Homo sapiens"
"CCNF","P41002","","cyclin F(CCNF)","Homo sapiens"
"CD3G","P09693","","CD3 gamma subunit of T-cell receptor complex(CD3G)","Homo sapiens"
"CD46","P15529","","CD46 molecule(CD46)","Homo sapiens"
"CD5","P06127","","CD5 molecule(CD5)","Homo sapiens"
"CDC42EP1","Q00587","","CDC42 effector protein 1(CDC42EP1)","Homo sapiens"
"CDC42EP2","O14613","","CDC42 effector protein 2(CDC42EP2)","Homo sapiens"
"CDK19","Q9BWU1","","cyclin dependent kinase 19(CDK19)","Homo sapiens"
"CDK5RAP1","Q96SZ6","","CDK5RAP1 mitochondrial tRNA methylthiotransferase(CDK5RAP1)","Homo sapiens"
"CDK8","P49336","","cyclin dependent kinase 8(CDK8)","Homo sapiens"
"CEBPB","P17676","","CCAAT enhancer binding protein beta(CEBPB)","Homo sapiens"
"CENPU","Q71F23","","centromere protein U(CENPU)","Homo sapiens"
"CERS2","Q96G23","","ceramide synthase 2(CERS2)","Homo sapiens"
"CFL2","Q9Y281","","cofilin 2(CFL2)","Homo sapiens"
"CGAS","Q8N884","","cyclic GMP-AMP synthase(CGAS)","Homo sapiens"
"CGNL1","Q0VF96","","cingulin like 1(CGNL1)","Homo sapiens"
"CHCHD3","Q9NX63","","coiled-coil-helix-coiled-coil-helix domain containing 3(CHCHD3)","Homo sapiens"
"CHCHD6","Q9BRQ6","","coiled-coil-helix-coiled-coil-helix domain containing 6(CHCHD6)","Homo sapiens"
"CHD9","Q3L8U1","","chromodomain helicase DNA binding protein 9(CHD9)","Homo sapiens"
"CHID1","Q9BWS9","","chitinase domain containing 1(CHID1)","Homo sapiens"
"CHPF2","Q9P2E5","","chondroitin polymerizing factor 2(CHPF2)","Homo sapiens"
"CIAO1","O76071","","cytosolic iron-sulfur assembly component 1(CIAO1)","Homo sapiens"
"CIAO3","Q9H6Q4","","cytosolic iron-sulfur assembly component 3(CIAO3)","Homo sapiens"
"CIC","Q96RK0","","capicua transcriptional repressor(CIC)","Homo sapiens"
"CLEC16A","Q2KHT3","","C-type lectin domain containing 16A(CLEC16A)","Homo sapiens"
"CLK3","P49761","","CDC like kinase 3(CLK3)","Homo sapiens"
"CLK4","Q9HAZ1","","CDC like kinase 4(CLK4)","Homo sapiens"
"CLOCK","O15516","","clock circadian regulator(CLOCK)","Homo sapiens"
"CLPB","Q9H078","","ClpB family mitochondrial disaggregase(CLPB)","Homo sapiens"
"CMBL","Q96DG6","","carboxymethylenebutenolidase homolog(CMBL)","Homo sapiens"
"CNNM3","Q8NE01","","cyclin and CBS domain divalent metal cation transport mediator 3(CNNM3)","Homo sapiens"
"CNOT4","O95628","","CCR4-NOT transcription complex subunit 4(CNOT4)","Homo sapiens"
"CNP","P09543","","2',3'-cyclic nucleotide 3' phosphodiesterase(CNP)","Homo sapiens"
"COPS7A","Q9UBW8","","COP9 signalosome subunit 7A(COPS7A)","Homo sapiens"
"COQ10B","Q9H8M1","","coenzyme Q10B(COQ10B)","Homo sapiens"
"CPA4","Q9UI42","","carboxypeptidase A4(CPA4)","Homo sapiens"
"CPSF4","O95639","","cleavage and polyadenylation specific factor 4(CPSF4)","Homo sapiens"
"CRABP2","P29373","","cellular retinoic acid binding protein 2(CRABP2)","Homo sapiens"
"CRTC3","Q6UUV7","","CREB regulated transcription coactivator 3(CRTC3)","Homo sapiens"
"CSNK1G1","Q9HCP0","","casein kinase 1 gamma 1(CSNK1G1)","Homo sapiens"
"CSNK1G2","P78368","","casein kinase 1 gamma 2(CSNK1G2)","Homo sapiens"
"CSNK1G3","Q9Y6M4","","casein kinase 1 gamma 3(CSNK1G3)","Homo sapiens"
"CTH","P32929","","cystathionine gamma-lyase(CTH)","Homo sapiens"
"CUX1","P39880","","cut like homeobox 1(CUX1)","Homo sapiens"
"CUX2","O14529","","cut like homeobox 2(CUX2)","Homo sapiens"
"CYB5R1","Q9UHQ9","","cytochrome b5 reductase 1(CYB5R1)","Homo sapiens"
"CYBB","P04839","","cytochrome b-245 beta chain(CYBB)","Homo sapiens"
"DAGLB","Q8NCG7","","diacylglycerol lipase beta(DAGLB)","Homo sapiens"
"DCAF1","Q9Y4B6","","DDB1 and CUL4 associated factor 1(DCAF1)","Homo sapiens"
"DCLK1","O15075","","doublecortin like kinase 1(DCLK1)","Homo sapiens"
"DCTD","P32321","","dCMP deaminase(DCTD)","Homo sapiens"
"DCTN3","O75935","","dynactin subunit 3(DCTN3)","Homo sapiens"
"DDX17","Q92841","","DEAD-box helicase 17(DDX17)","Homo sapiens"
"DDX23","Q9BUQ8","","DEAD-box helicase 23(DDX23)","Homo sapiens"
"DDX5","P17844","","DEAD-box helicase 5(DDX5)","Homo sapiens"
"DERL2","Q9GZP9","","derlin 2(DERL2)","Homo sapiens"
"DHPS","P49366","","deoxyhypusine synthase(DHPS)","Homo sapiens"
"DHRS7B","Q6IAN0","","dehydrogenase/reductase 7B(DHRS7B)","Homo sapiens"
"DHX30","Q7L2E3","","DExH-box helicase 30(DHX30)","Homo sapiens"
"DHX32","Q7L7V1","","DEAH-box helicase 32 (putative)(DHX32)","Homo sapiens"
"DHX9","Q08211","","DExH-box helicase 9(DHX9)","Homo sapiens"
"DIP2A","Q14689","","disco interacting protein 2 homolog A(DIP2A)","Homo sapiens"
"DIP2C","Q9Y2E4","","disco interacting protein 2 homolog C(DIP2C)","Homo sapiens"
"DMBT1","Q9UGM3","","deleted in malignant brain tumors 1(DMBT1)","Homo sapiens"
"DNAJB11","Q9UBS4","","DnaJ heat shock protein family (Hsp40) member B11(DNAJB11)","Homo sapiens"
"DNTTIP1","Q9H147","","deoxynucleotidyltransferase terminal interacting protein 1(DNTTIP1)","Homo sapiens"
"DOCK1","Q14185","","dedicator of cytokinesis 1(DOCK1)","Homo sapiens"
"DPF1","Q92782","","double PHD fingers 1(DPF1)","Homo sapiens"
"DPYSL2","Q16555","","dihydropyrimidinase like 2(DPYSL2)","Homo sapiens"
"DPYSL3","Q14195","","dihydropyrimidinase like 3(DPYSL3)","Homo sapiens"
"DSG1","Q02413","","desmoglein 1(DSG1)","Homo sapiens"
"DTX2","Q86UW9","","deltex E3 ubiquitin ligase 2(DTX2)","Homo sapiens"
"DTX3L","Q8TDB6","","deltex E3 ubiquitin ligase 3L(DTX3L)","Homo sapiens"
"DUSP14","O95147","","dual specificity phosphatase 14(DUSP14)","Homo sapiens"
"DYNC2I2","Q96EX3","","dynein 2 intermediate chain 2(DYNC2I2)","Homo sapiens"
"E2F1","Q01094","","E2F transcription factor 1(E2F1)","Homo sapiens"
"E2F6","O75461","","E2F transcription factor 6(E2F6)","Homo sapiens"
"E2F8","A0AVK6","","E2F transcription factor 8(E2F8)","Homo sapiens"
"ECE1","P42892","","endothelin converting enzyme 1(ECE1)","Homo sapiens"
"ECI1","P42126","","enoyl-CoA delta isomerase 1(ECI1)","Homo sapiens"
"ECI2","O75521","","enoyl-CoA delta isomerase 2(ECI2)","Homo sapiens"
"ECM1","Q16610","","extracellular matrix protein 1(ECM1)","Homo sapiens"
"EDEM3","Q9BZQ6","","ER degradation enhancing alpha-mannosidase like protein 3(EDEM3)","Homo sapiens"
"EDRF1","Q3B7T1","","erythroid differentiation regulatory factor 1(EDRF1)","Homo sapiens"
"EHD3","Q9NZN3","","EH domain containing 3(EHD3)","Homo sapiens"
"EHD4","Q9H223","","EH domain containing 4(EHD4)","Homo sapiens"
"EHF","Q9NZC4","","ETS homologous factor(EHF)","Homo sapiens"
"EI24","O14681","","EI24 autophagy associated transmembrane protein(EI24)","Homo sapiens"
"EIF2AK4","Q9P2K8","","eukaryotic translation initiation factor 2 alpha kinase 4(EIF2AK4)","Homo sapiens"
"ELK3","P41970","","ETS transcription factor ELK3(ELK3)","Homo sapiens"
"ELL2","O00472","","elongation factor for RNA polymerase II 2(ELL2)","Homo sapiens"
"ELMO1","Q92556","","engulfment and cell motility 1(ELMO1)","Homo sapiens"
"ENDOG","Q14249","","endonuclease G(ENDOG)","Homo sapiens"
"ENOSF1","Q7L5Y1","","enolase superfamily member 1(ENOSF1)","Homo sapiens"
"ENPP1","P22413","","ectonucleotide pyrophosphatase/phosphodiesterase 1(ENPP1)","Homo sapiens"
"ENTR1","Q96C92","","endosome associated trafficking regulator 1(ENTR1)","Homo sapiens"
"EPHX2","P34913","","epoxide hydrolase 2(EPHX2)","Homo sapiens"
"ERGIC1","Q969X5","","endoplasmic reticulum-golgi intermediate compartment 1(ERGIC1)","Homo sapiens"
"ERGIC2","Q96RQ1","","ERGIC and golgi 2(ERGIC2)","Homo sapiens"
"ERLEC1","Q96DZ1","","endoplasmic reticulum lectin 1(ERLEC1)","Homo sapiens"
"ESRRA","P11474","","estrogen related receptor alpha(ESRRA)","Homo sapiens"
"ETS2","P15036","","ETS proto-oncogene 2, transcription factor(ETS2)","Homo sapiens"
"ETV3","P41162","","ETS variant transcription factor 3(ETV3)","Homo sapiens"
"ETV6","P41212","","ETS variant transcription factor 6(ETV6)","Homo sapiens"
"F13A1","P00488","","coagulation factor XIII A chain(F13A1)","Homo sapiens"
"FAAH","O00519","","fatty acid amide hydrolase(FAAH)","Homo sapiens"
"FADS1","O60427","","fatty acid desaturase 1(FADS1)","Homo sapiens"
"FAM91A1","Q658Y4","","family with sequence similarity 91 member A1(FAM91A1)","Homo sapiens"
"FANCA","O15360","","FA complementation group A(FANCA)","Homo sapiens"
"FANCE","Q9HB96","","FA complementation group E(FANCE)","Homo sapiens"
"FANCL","Q9NW38","","FA complementation group L(FANCL)","Homo sapiens"
"FAR1","Q8WVX9","","fatty acyl-CoA reductase 1(FAR1)","Homo sapiens"
"FASTKD5","Q7L8L6","","FAST kinase domains 5(FASTKD5)","Homo sapiens"
"FAT1","Q14517","","FAT atypical cadherin 1(FAT1)","Homo sapiens"
"FBXL2","Q9UKC9","","F-box and leucine rich repeat protein 2(FBXL2)","Homo sapiens"
"FBXO21","O94952","","F-box protein 21(FBXO21)","Homo sapiens"
"FBXO22","Q8NEZ5","","F-box protein 22(FBXO22)","Homo sapiens"
"FERMT1","Q9BQL6","","FERM domain containing kindlin 1(FERMT1)","Homo sapiens"
"FEZ2","Q9UHY8","","fasciculation and elongation protein zeta 2(FEZ2)","Homo sapiens"
"FHOD1","Q9Y613","","formin homology 2 domain containing 1(FHOD1)","Homo sapiens"
"FIGN","Q5HY92","","fidgetin, microtubule severing factor(FIGN)","Homo sapiens"
"FLCN","Q8NFG4","","folliculin(FLCN)","Homo sapiens"
"FLOT2","Q14254","","flotillin 2(FLOT2)","Homo sapiens"
"FOSL2","P15408","","FOS like 2, AP-1 transcription factor subunit(FOSL2)","Homo sapiens"
"FOXC1","Q12948","","forkhead box C1(FOXC1)","Homo sapiens"
"FOXJ2","Q9P0K8","","forkhead box J2(FOXJ2)","Homo sapiens"
"FOXJ3","Q9UPW0","","forkhead box J3(FOXJ3)","Homo sapiens"
"FOXO3","O43524","","forkhead box O3(FOXO3)","Homo sapiens"
"FOXP1","Q9H334","","forkhead box P1(FOXP1)","Homo sapiens"
"FOXP4","Q8IVH2","","forkhead box P4(FOXP4)","Homo sapiens"
"FRMD8","Q9BZ67","","FERM domain containing 8(FRMD8)","Homo sapiens"
"FRMD8P1","Q9BZ68","","FERM domain containing 8 pseudogene 1(FRMD8P1)","Homo sapiens"
"FYB1","O15117","","FYN binding protein 1(FYB1)","Homo sapiens"
"FYCO1","Q9BQS8","","FYVE and coiled-coil domain autophagy adaptor 1(FYCO1)","Homo sapiens"
"GALC","P54803","","galactosylceramidase(GALC)","Homo sapiens"
"GALNT1","Q10472","","polypeptide N-acetylgalactosaminyltransferase 1(GALNT1)","Homo sapiens"
"GALNT2","Q10471","","polypeptide N-acetylgalactosaminyltransferase 2(GALNT2)","Homo sapiens"
"GARRE1","O15063","","granule associated Rac and RHOG effector 1(GARRE1)","Homo sapiens"
"GATA6","Q92908","","GATA binding protein 6(GATA6)","Homo sapiens"
"GFM1","Q96RP9","","G elongation factor mitochondrial 1(GFM1)","Homo sapiens"
"GGCX","P38435","","gamma-glutamyl carboxylase(GGCX)","Homo sapiens"
"GIMAP1","Q8WWP7","","GTPase, IMAP family member 1(GIMAP1)","Homo sapiens"
"GIMAP7","Q8NHV1","","GTPase, IMAP family member 7(GIMAP7)","Homo sapiens"
"GLI3","P10071","","GLI family zinc finger 3(GLI3)","Homo sapiens"
"GLUD1","P00367","","glutamate dehydrogenase 1(GLUD1)","Homo sapiens"
"GLUD2","P49448","","glutamate dehydrogenase 2(GLUD2)","Homo sapiens"
"GMEB2","Q9UKD1","","glucocorticoid modulatory element binding protein 2(GMEB2)","Homo sapiens"
"GMNN","O75496","","geminin DNA replication inhibitor(GMNN)","Homo sapiens"
"GNAO1","P09471","","G protein subunit alpha o1(GNAO1)","Homo sapiens"
"GPANK1","O95872","","G-patch domain and ankyrin repeats 1(GPANK1)","Homo sapiens"
"GPR89A","B7ZAQ6","","G protein-coupled receptor 89A(GPR89A)","Homo sapiens"
"GPR89B","P0CG08","","G protein-coupled receptor 89B(GPR89B)","Homo sapiens"
"GSDMA","Q96QA5","","gasdermin A(GSDMA)","Homo sapiens"
"GSDME","O60443","","gasdermin E(GSDME)","Homo sapiens"
"GSK3A","P49840","","glycogen synthase kinase 3 alpha(GSK3A)","Homo sapiens"
"GSK3B","P49841","","glycogen synthase kinase 3 beta(GSK3B)","Homo sapiens"
"GSTK1","Q9Y2Q3","","glutathione S-transferase kappa 1(GSTK1)","Homo sapiens"
"GYS1","P13807","","glycogen synthase 1(GYS1)","Homo sapiens"
"H2BC1","Q96A08","","H2B clustered histone 1(H2BC1)","Homo sapiens"
"H2BC10","P62807","","H2B clustered histone 10(H2BC10)","Homo sapiens"
"H2BC11","P06899","","H2B clustered histone 11(H2BC11)","Homo sapiens"
"H2BC12","O60814","","H2B clustered histone 12(H2BC12)","Homo sapiens"
"H2BC12L","P57053","","H2B clustered histone 12 like(H2BC12L)","Homo sapiens"
"H2BC13","Q99880","","H2B clustered histone 13(H2BC13)","Homo sapiens"
"H2BC14","Q99879","","H2B clustered histone 14(H2BC14)","Homo sapiens"
"H2BC15","Q99877","","H2B clustered histone 15(H2BC15)","Homo sapiens"
"H2BC17","P23527","","H2B clustered histone 17(H2BC17)","Homo sapiens"
"H2BC18","Q5QNW6","","H2B clustered histone 18(H2BC18)","Homo sapiens"
"H2BC21","Q16778","","H2B clustered histone 21(H2BC21)","Homo sapiens"
"H2BC26","Q8N257","","H2B clustered histone 26(H2BC26)","Homo sapiens"
"H2BC3","P33778","","H2B clustered histone 3(H2BC3)","Homo sapiens"
"H2BC4","P62807","","H2B clustered histone 4(H2BC4)","Homo sapiens"
"H2BC5","P58876","","H2B clustered histone 5(H2BC5)","Homo sapiens"
"H2BC6","P62807","","H2B clustered histone 6(H2BC6)","Homo sapiens"
"H2BC7","P62807","","H2B clustered histone 7(H2BC7)","Homo sapiens"
"H2BC8","P62807","","H2B clustered histone 8(H2BC8)","Homo sapiens"
"H2BC9","Q93079","","H2B clustered histone 9(H2BC9)","Homo sapiens"
"H2BK1","A0A2R8Y619","","H2B.K variant histone 1(H2BK1)","Homo sapiens"
"H3-3A","P84243","","H3.3 histone A(H3-3A)","Homo sapiens"
"H3-3B","P84243","","H3.3 histone B(H3-3B)","Homo sapiens"
"H3-4","Q16695","","H3.4 histone, cluster member(H3-4)","Homo sapiens"
"H3C1","P68431","","H3 clustered histone 1(H3C1)","Homo sapiens"
"H3C10","P68431","","H3 clustered histone 10(H3C10)","Homo sapiens"
"H3C11","P68431","","H3 clustered histone 11(H3C11)","Homo sapiens"
"H3C12","P68431","","H3 clustered histone 12(H3C12)","Homo sapiens"
"H3C13","Q71DI3","","H3 clustered histone 13(H3C13)","Homo sapiens"
"H3C14","Q71DI3","","H3 clustered histone 14(H3C14)","Homo sapiens"
"H3C15","Q71DI3","","H3 clustered histone 15(H3C15)","Homo sapiens"
"H3C2","P68431","","H3 clustered histone 2(H3C2)","Homo sapiens"
"H3C3","P68431","","H3 clustered histone 3(H3C3)","Homo sapiens"
"H3C4","P68431","","H3 clustered histone 4(H3C4)","Homo sapiens"
"H3C6","P68431","","H3 clustered histone 6(H3C6)","Homo sapiens"
"H3C7","P68431","","H3 clustered histone 7(H3C7)","Homo sapiens"
"H3C8","P68431","","H3 clustered histone 8(H3C8)","Homo sapiens"
"HEATR5B","Q9P2D3","","HEAT repeat containing 5B(HEATR5B)","Homo sapiens"
"HEBP1","Q9NRV9","","heme binding protein 1(HEBP1)","Homo sapiens"
"HELZ2","Q9BYK8","","helicase with zinc finger 2(HELZ2)","Homo sapiens"
"HIF1AN","Q9NWT6","","hypoxia inducible factor 1 subunit alpha inhibitor(HIF1AN)","Homo sapiens"
"HIPK1","Q86Z02","","homeodomain interacting protein kinase 1(HIPK1)","Homo sapiens"
"HIPK2","Q9H2X6","","homeodomain interacting protein kinase 2(HIPK2)","Homo sapiens"
"HIVEP2","P31629","","HIVEP zinc finger 2(HIVEP2)","Homo sapiens"
"HM13","Q8TCT9","","histocompatibility minor 13(HM13)","Homo sapiens"
"HNRNPUL1","Q9BUJ2","","heterogeneous nuclear ribonucleoprotein U like 1(HNRNPUL1)","Homo sapiens"
"HNRNPUL2","Q1KMD3","","heterogeneous nuclear ribonucleoprotein U like 2(HNRNPUL2)","Homo sapiens"
"HRAS","P01112","","HRas proto-oncogene, GTPase(HRAS)","Homo sapiens"
"HSDL2","Q6YN16","","hydroxysteroid dehydrogenase like 2(HSDL2)","Homo sapiens"
"HTRA1","Q92743","","HtrA serine peptidase 1(HTRA1)","Homo sapiens"
"IFIT1","P09914","","interferon induced protein with tetratricopeptide repeats 1(IFIT1)","Homo sapiens"
"IFIT3","O14879","","interferon induced protein with tetratricopeptide repeats 3(IFIT3)","Homo sapiens"
"IFT74","Q96LB3","","intraflagellar transport 74(IFT74)","Homo sapiens"
