"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"IGHG1","P01857","","immunoglobulin heavy constant gamma 1 (G1m marker)(IGHG1)","Homo sapiens"
"IGHMBP2","P38935","","immunoglobulin mu DNA binding protein 2(IGHMBP2)","Homo sapiens"
"ILF3","Q12906","","interleukin enhancer binding factor 3(ILF3)","Homo sapiens"
"ILVBL","A1L0T0","","ilvB acetolactate synthase like(ILVBL)","Homo sapiens"
"ING3","Q9NXR8","","inhibitor of growth family member 3(ING3)","Homo sapiens"
"INPP5F","Q9Y2H2","","inositol polyphosphate-5-phosphatase F(INPP5F)","Homo sapiens"
"INPPL1","O15357","","inositol polyphosphate phosphatase like 1(INPPL1)","Homo sapiens"
"INTS5","Q6P9B9","","integrator complex subunit 5(INTS5)","Homo sapiens"
"IQGAP3","Q86VI3","","IQ motif containing GTPase activating protein 3(IQGAP3)","Homo sapiens"
"IRAK2","O43187","","interleukin 1 receptor associated kinase 2(IRAK2)","Homo sapiens"
"IRF9","Q00978","","interferon regulatory factor 9(IRF9)","Homo sapiens"
"IRS1","P35568","","insulin receptor substrate 1(IRS1)","Homo sapiens"
"IRS2","Q9Y4H2","","insulin receptor substrate 2(IRS2)","Homo sapiens"
"ITGA2","P17301","","integrin subunit alpha 2(ITGA2)","Homo sapiens"
"ITGA5","P08648","","integrin subunit alpha 5(ITGA5)","Homo sapiens"
"ITGAV","P06756","","integrin subunit alpha V(ITGAV)","Homo sapiens"
"ITPR1","Q14643","","inositol 1,4,5-trisphosphate receptor type 1(ITPR1)","Homo sapiens"
"ITPR2","Q14571","","inositol 1,4,5-trisphosphate receptor type 2(ITPR2)","Homo sapiens"
"ITPR3","Q14573","","inositol 1,4,5-trisphosphate receptor type 3(ITPR3)","Homo sapiens"
"ITSN2","Q9NZM3","","intersectin 2(ITSN2)","Homo sapiens"
"JDP2","Q8WYK2","","Jun dimerization protein 2(JDP2)","Homo sapiens"
"JUN","P05412","","Jun proto-oncogene, AP-1 transcription factor subunit(JUN)","Homo sapiens"
"JUND","P17535","","JunD proto-oncogene, AP-1 transcription factor subunit(JUND)","Homo sapiens"
"KALRN","O60229","","kalirin RhoGEF kinase(KALRN)","Homo sapiens"
"KAT2A","Q92830","","lysine acetyltransferase 2A(KAT2A)","Homo sapiens"
"KBTBD2","Q8IY47","","kelch repeat and BTB domain containing 2(KBTBD2)","Homo sapiens"
"KBTBD4","Q9NVX7","","kelch repeat and BTB domain containing 4(KBTBD4)","Homo sapiens"
"KCTD14","Q9BQ13","","potassium channel tetramerization domain containing 14(KCTD14)","Homo sapiens"
"KCTD3","Q9Y597","","potassium channel tetramerization domain containing 3(KCTD3)","Homo sapiens"
"KDM2B","Q8NHM5","","lysine demethylase 2B(KDM2B)","Homo sapiens"
"KDM5B","Q9UGL1","","lysine demethylase 5B(KDM5B)","Homo sapiens"
"KDSR","Q06136","","3-ketodihydrosphingosine reductase(KDSR)","Homo sapiens"
"KGD4","P82909","","alpha-ketoglutarate dehydrogenase subunit 4(KGD4)","Homo sapiens"
"KIAA1671","Q9BY89","","KIAA1671(KIAA1671)","Homo sapiens"
"KIF3A","Q9Y496","","kinesin family member 3A(KIF3A)","Homo sapiens"
"KIFBP","Q96EK5","","kinesin family binding protein(KIFBP)","Homo sapiens"
"KIFC3","Q9BVG8","","kinesin family member C3(KIFC3)","Homo sapiens"
"KIRREL1","Q96J84","","kirre like nephrin family adhesion molecule 1(KIRREL1)","Homo sapiens"
"KLC1","Q07866","","kinesin light chain 1(KLC1)","Homo sapiens"
"KLC2","Q9H0B6","","kinesin light chain 2(KLC2)","Homo sapiens"
"KLF4","O43474","","KLF transcription factor 4(KLF4)","Homo sapiens"
"KLF5","Q13887","","KLF transcription factor 5(KLF5)","Homo sapiens"
"KLHDC2","Q9Y2U9","","kelch domain containing 2(KLHDC2)","Homo sapiens"
"KLHL11","Q9NVR0","","kelch like family member 11(KLHL11)","Homo sapiens"
"KLHL12","Q53G59","","kelch like family member 12(KLHL12)","Homo sapiens"
"KLHL20","Q9Y2M5","","kelch like family member 20(KLHL20)","Homo sapiens"
"KMT2C","Q8NEZ4","","lysine methyltransferase 2C(KMT2C)","Homo sapiens"
"KMT2D","O14686","","lysine methyltransferase 2D(KMT2D)","Homo sapiens"
"KRAS","P01116","","KRAS proto-oncogene, GTPase(KRAS)","Homo sapiens"
"KRT1","P04264","","keratin 1(KRT1)","Homo sapiens"
"KRT10","P13645","","keratin 10(KRT10)","Homo sapiens"
"KRT14","P02533","","keratin 14(KRT14)","Homo sapiens"
"KRT17","Q04695","","keratin 17(KRT17)","Homo sapiens"
"KRT19","P08727","","keratin 19(KRT19)","Homo sapiens"
"KRT2","P35908","","keratin 2(KRT2)","Homo sapiens"
"KRT3","P12035","","keratin 3(KRT3)","Homo sapiens"
"KRT76","Q01546","","keratin 76(KRT76)","Homo sapiens"
"KRT78","Q8N1N4","","keratin 78(KRT78)","Homo sapiens"
"KRT79","Q5XKE5","","keratin 79(KRT79)","Homo sapiens"
"LAMB2","P55268","","laminin subunit beta 2(LAMB2)","Homo sapiens"
"LAMC1","P11047,P55268","","laminin subunit gamma 1(LAMC1)","Homo sapiens"
"LCN2","P80188","","lipocalin 2(LCN2)","Homo sapiens"
"LCOR","Q96JN0","","ligand dependent nuclear receptor corepressor(LCOR)","Homo sapiens"
"LCORL","Q8N3X6","","ligand dependent nuclear receptor corepressor like(LCORL)","Homo sapiens"
"LDB1","Q86U70","","LIM domain binding 1(LDB1)","Homo sapiens"
"LINC00869","P0C866","","long intergenic non-protein coding RNA 869(LINC00869)","Homo sapiens"
"LMF2","Q9BU23","","lipase maturation factor 2(LMF2)","Homo sapiens"
"LMNB1","P20700","","lamin B1(LMNB1)","Homo sapiens"
"LMNB2","Q03252","","lamin B2(LMNB2)","Homo sapiens"
"LMO1","P25800,Q8TAP4","","LIM domain only 1(LMO1)","Homo sapiens"
"LMO3","Q8TAP4","","LIM domain only 3(LMO3)","Homo sapiens"
"LOC128966674","Q5RIA9","","COBW domain-containing protein 5-like(LOC128966674)","Homo sapiens"
"LPIN3","Q9BQK8","","lipin 3(LPIN3)","Homo sapiens"
"LRCH3","Q96II8","","leucine rich repeats and calponin homology domain containing 3(LRCH3)","Homo sapiens"
"LRP10","Q7Z4F1","","LDL receptor related protein 10(LRP10)","Homo sapiens"
"LRP2","P98164","","LDL receptor related protein 2(LRP2)","Homo sapiens"
"LRRC15","Q8TF66","","leucine rich repeat containing 15(LRRC15)","Homo sapiens"
"LYPLA1","O75608","","lysophospholipase 1(LYPLA1)","Homo sapiens"
"LZTR1","Q8N653","","leucine zipper like post translational regulator 1(LZTR1)","Homo sapiens"
"MAFF","Q9ULX9","","MAF bZIP transcription factor F(MAFF)","Homo sapiens"
"MAGEA4","P43358","","MAGE family member A4(MAGEA4)","Homo sapiens"
"MAGI1","Q96QZ7","","membrane associated guanylate kinase, WW and PDZ domain containing 1(MAGI1)","Homo sapiens"
"MAGT1","Q9H0U3","","magnesium transporter 1(MAGT1)","Homo sapiens"
"MAML1","Q92585","","mastermind like transcriptional coactivator 1(MAML1)","Homo sapiens"
"MAML2","Q8IZL2","","mastermind like transcriptional coactivator 2(MAML2)","Homo sapiens"
"MAN2C1","Q9NTJ4","","mannosidase alpha class 2C member 1(MAN2C1)","Homo sapiens"
"MAP1B","P46821","","microtubule associated protein 1B(MAP1B)","Homo sapiens"
"MAP2","P11137","","microtubule associated protein 2(MAP2)","Homo sapiens"
"MAP4K2","Q12851","","mitogen-activated protein kinase kinase kinase kinase 2(MAP4K2)","Homo sapiens"
"MAP4K3","Q8IVH8","","mitogen-activated protein kinase kinase kinase kinase 3(MAP4K3)","Homo sapiens"
"MAP7D3","Q8IWC1","","MAP7 domain containing 3(MAP7D3)","Homo sapiens"
"MAPRE1","Q15691","","microtubule associated protein RP/EB family member 1(MAPRE1)","Homo sapiens"
"MAPRE3","Q9UPY8","","microtubule associated protein RP/EB family member 3(MAPRE3)","Homo sapiens"
"MARK1","Q9P0L2","","microtubule affinity regulating kinase 1(MARK1)","Homo sapiens"
"MARK3","P27448","","microtubule affinity regulating kinase 3(MARK3)","Homo sapiens"
"MATN2","O00339","","matrilin 2(MATN2)","Homo sapiens"
"MATR3","P43243","","matrin 3(MATR3)","Homo sapiens"
"MCUR1","Q96AQ8","","mitochondrial calcium uniporter regulator 1(MCUR1)","Homo sapiens"
"MEA1","Q16626","","male-enhanced antigen 1(MEA1)","Homo sapiens"
"MECOM","Q03112","","MDS1 and EVI1 complex locus(MECOM)","Homo sapiens"
"MED12","Q93074","","mediator complex subunit 12(MED12)","Homo sapiens"
"MED12L","Q86YW9","","mediator complex subunit 12L(MED12L)","Homo sapiens"
"MED13","Q9UHV7","","mediator complex subunit 13(MED13)","Homo sapiens"
"MED16","Q9Y2X0","","mediator complex subunit 16(MED16)","Homo sapiens"
"MED17","Q9NVC6","","mediator complex subunit 17(MED17)","Homo sapiens"
"MED19","A0JLT2","","mediator complex subunit 19(MED19)","Homo sapiens"
"MED21","Q13503","","mediator complex subunit 21(MED21)","Homo sapiens"
"MED22","Q15528","","mediator complex subunit 22(MED22)","Homo sapiens"
"MED24","O75448","","mediator complex subunit 24(MED24)","Homo sapiens"
"MED25","Q71SY5","","mediator complex subunit 25(MED25)","Homo sapiens"
"MED28","Q9H204","","mediator complex subunit 28(MED28)","Homo sapiens"
"MED31","Q9Y3C7","","mediator complex subunit 31(MED31)","Homo sapiens"
"MED8","Q96G25","","mediator complex subunit 8(MED8)","Homo sapiens"
"MED9","Q71SY5,Q9NWA0","","mediator complex subunit 9(MED9)","Homo sapiens"
"MEF2A","Q02078","","myocyte enhancer factor 2A(MEF2A)","Homo sapiens"
"MEF2C","Q06413","","myocyte enhancer factor 2C(MEF2C)","Homo sapiens"
"MEF2D","Q14814","","myocyte enhancer factor 2D(MEF2D)","Homo sapiens"
"MEIS1","O00470","","Meis homeobox 1(MEIS1)","Homo sapiens"
"MEIS2","O14770","","Meis homeobox 2(MEIS2)","Homo sapiens"
"MEIS3","Q99687","","Meis homeobox 3(MEIS3)","Homo sapiens"
"MEIS3P1","A6NDR6","","Meis homeobox 3 pseudogene 1(MEIS3P1)","Homo sapiens"
"MET","P08581","","MET proto-oncogene, receptor tyrosine kinase(MET)","Homo sapiens"
"MFSD5","Q6N075","","major facilitator superfamily domain containing 5(MFSD5)","Homo sapiens"
"MGAT1","P26572","","alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase(MGAT1)","Homo sapiens"
"MIA2","Q96PC5","","MIA SH3 domain ER export factor 2(MIA2)","Homo sapiens"
"MIB1","Q86YT6","","MIB E3 ubiquitin protein ligase 1(MIB1)","Homo sapiens"
"MICU2","Q8IYU8","","mitochondrial calcium uptake 2(MICU2)","Homo sapiens"
"MKLN1","Q9UL63","","muskelin 1(MKLN1)","Homo sapiens"
"MLH3","Q9UHC1","","mutL homolog 3(MLH3)","Homo sapiens"
"MLPH","Q9BV36","","melanophilin(MLPH)","Homo sapiens"
"MORC4","Q8TE76","","MORC family CW-type zinc finger 4(MORC4)","Homo sapiens"
"MOV10","Q9HCE1","","Mov10 RNA helicase(MOV10)","Homo sapiens"
"MROH1","Q8NDA8","","maestro heat like repeat family member 1(MROH1)","Homo sapiens"
"MRPL11","Q9Y3B7","","mitochondrial ribosomal protein L11(MRPL11)","Homo sapiens"
"MRPL14","Q6P1L8","","mitochondrial ribosomal protein L14(MRPL14)","Homo sapiens"
"MRPL20","Q9BYC9","","mitochondrial ribosomal protein L20(MRPL20)","Homo sapiens"
"MRPL30","Q8TCC3","","mitochondrial ribosomal protein L30(MRPL30)","Homo sapiens"
"MRPL35","Q9NZE8","","mitochondrial ribosomal protein L35(MRPL35)","Homo sapiens"
"MRPL49","Q13405","","mitochondrial ribosomal protein L49(MRPL49)","Homo sapiens"
"MRPS12","O15235","","mitochondrial ribosomal protein S12(MRPS12)","Homo sapiens"
"MRPS15","P82914","","mitochondrial ribosomal protein S15(MRPS15)","Homo sapiens"
"MSANTD3","Q96H12","","Myb/SANT DNA binding domain containing 3(MSANTD3)","Homo sapiens"
"MSH3","P20585","","mutS homolog 3(MSH3)","Homo sapiens"
"MT-ND1","P03886","","mitochondrially encoded NADH dehydrogenase 1(MT-ND1)","Homo sapiens"
"MTDH","Q86UE4","","metadherin(MTDH)","Homo sapiens"
"MYB","P10242","","MYB proto-oncogene, transcription factor(MYB)","Homo sapiens"
"MYCBP2","O75592","","MYC binding protein 2(MYCBP2)","Homo sapiens"
"MYEF2","Q9P2K5","","myelin expression factor 2(MYEF2)","Homo sapiens"
"MYO1C","O00159","","myosin IC(MYO1C)","Homo sapiens"
"MYO1E","Q12965","","myosin IE(MYO1E)","Homo sapiens"
"MYO1F","O00160","","myosin IF(MYO1F)","Homo sapiens"
"MYO5A","Q9Y4I1","","myosin VA(MYO5A)","Homo sapiens"
"MYO5B","Q9ULV0","","myosin VB(MYO5B)","Homo sapiens"
"MYO5C","Q9NQX4","","myosin VC(MYO5C)","Homo sapiens"
"NAB2","Q15742","","NGFI-A binding protein 2(NAB2)","Homo sapiens"
"NBEAL1","Q6ZS30","","neurobeachin like 1(NBEAL1)","Homo sapiens"
"NCDN","Q9UBB6","","neurochondrin(NCDN)","Homo sapiens"
"NCEH1","Q6PIU2","","neutral cholesterol ester hydrolase 1(NCEH1)","Homo sapiens"
"NCOA5","Q9HCD5","","nuclear receptor coactivator 5(NCOA5)","Homo sapiens"
"NCOR1","O75376","","nuclear receptor corepressor 1(NCOR1)","Homo sapiens"
"NCOR2","Q9Y618","","nuclear receptor corepressor 2(NCOR2)","Homo sapiens"
"NDUFAF4","Q9P032","","NADH:ubiquinone oxidoreductase complex assembly factor 4(NDUFAF4)","Homo sapiens"
"NECTIN2","Q92692","","nectin cell adhesion molecule 2(NECTIN2)","Homo sapiens"
"NEXN","Q0ZGT2","","nexilin F-actin binding protein(NEXN)","Homo sapiens"
"NFAT5","O94916","","nuclear factor of activated T cells 5(NFAT5)","Homo sapiens"
"NFATC1","O95644","","nuclear factor of activated T cells 1(NFATC1)","Homo sapiens"
"NFE2L2","Q16236","","NFE2 like bZIP transcription factor 2(NFE2L2)","Homo sapiens"
"NFIA","Q12857","","nuclear factor I A(NFIA)","Homo sapiens"
"NFIB","O00712","","nuclear factor I B(NFIB)","Homo sapiens"
"NFIL3","Q16649","","nuclear factor, interleukin 3 regulated(NFIL3)","Homo sapiens"
"NFKBIL1","Q9UBC1","","NFKB inhibitor like 1(NFKBIL1)","Homo sapiens"
"NKIRAS2","Q9NYR9","","NFKB inhibitor interacting Ras like 2(NKIRAS2)","Homo sapiens"
"NOMO1","Q15155","","NODAL modulator 1(NOMO1)","Homo sapiens"
"NOMO2","Q15155","","NODAL modulator 2(NOMO2)","Homo sapiens"
"NOMO3","Q15155","","NODAL modulator 3(NOMO3)","Homo sapiens"
"NOTCH2","Q04721","","notch receptor 2(NOTCH2)","Homo sapiens"
"NOTCH2NLB","Q04721","","notch 2 N-terminal like B(NOTCH2NLB)","Homo sapiens"
"NOTCH2NLC","Q04721","","notch 2 N-terminal like C(NOTCH2NLC)","Homo sapiens"
"NOTCH2NLR","Q04721","","notch 2 N-terminal like R(NOTCH2NLR)","Homo sapiens"
"NPAS2","Q99743","","neuronal PAS domain protein 2(NPAS2)","Homo sapiens"
"NQO1","P15559","","NAD(P)H quinone dehydrogenase 1(NQO1)","Homo sapiens"
"NR1D1","P20393","","nuclear receptor subfamily 1 group D member 1(NR1D1)","Homo sapiens"
"NR1D2","Q14995","","nuclear receptor subfamily 1 group D member 2(NR1D2)","Homo sapiens"
"NR1H2","P55055","","nuclear receptor subfamily 1 group H member 2(NR1H2)","Homo sapiens"
"NR1H3","Q13133","","nuclear receptor subfamily 1 group H member 3(NR1H3)","Homo sapiens"
"NR2C1","P13056","","nuclear receptor subfamily 2 group C member 1(NR2C1)","Homo sapiens"
"NR2C2","P49116","","nuclear receptor subfamily 2 group C member 2(NR2C2)","Homo sapiens"
"NR2F1","P10589","","nuclear receptor subfamily 2 group F member 1(NR2F1)","Homo sapiens"
"NR2F2","P24468","","nuclear receptor subfamily 2 group F member 2(NR2F2)","Homo sapiens"
"NR2F6","P10588","","nuclear receptor subfamily 2 group F member 6(NR2F6)","Homo sapiens"
"NRAS","P01111","","NRAS proto-oncogene, GTPase(NRAS)","Homo sapiens"
"NUBP1","P53384","","NUBP iron-sulfur cluster assembly factor 1, cytosolic(NUBP1)","Homo sapiens"
"NXT1","Q9UKK6","","nuclear transport factor 2 like export factor 1(NXT1)","Homo sapiens"
"NXT2","Q9NPJ8","","nuclear transport factor 2 like export factor 2(NXT2)","Homo sapiens"
"OASL","Q15646","","2'-5'-oligoadenylate synthetase like(OASL)","Homo sapiens"
"OAT","P04181","","ornithine aminotransferase(OAT)","Homo sapiens"
"OBSL1","O75147","","obscurin like cytoskeletal adaptor 1(OBSL1)","Homo sapiens"
"ODR4","Q5SWX8","","odr-4 GPCR localization factor homolog(ODR4)","Homo sapiens"
"OMA1","Q96E52","","OMA1 zinc metallopeptidase(OMA1)","Homo sapiens"
"OSBPL10","Q9BXB5","","oxysterol binding protein like 10(OSBPL10)","Homo sapiens"
"OTUB1","Q96FW1","","OTU deubiquitinase, ubiquitin aldehyde binding 1(OTUB1)","Homo sapiens"
"OTUD6B","Q8N6M0","","OTU deubiquitinase 6B(OTUD6B)","Homo sapiens"
"P4HA2","O15460","","prolyl 4-hydroxylase subunit alpha 2(P4HA2)","Homo sapiens"
"PALS1","Q8N3R9","","protein associated with LIN7 1, MAGUK p55 family member(PALS1)","Homo sapiens"
"PALS2","Q9NZW5","","protein associated with LIN7 2, MAGUK p55 family member(PALS2)","Homo sapiens"
"PAN2","Q504Q3","","poly(A) specific ribonuclease subunit PAN2(PAN2)","Homo sapiens"
"PAPOLA","P51003","","poly(A) polymerase alpha(PAPOLA)","Homo sapiens"
"PAPOLB","Q9NRJ5","","poly(A) polymerase beta(PAPOLB)","Homo sapiens"
"PAPOLG","Q9BWT3","","poly(A) polymerase gamma(PAPOLG)","Homo sapiens"
"PARD3B","Q8TEW8","","par-3 family cell polarity regulator beta(PARD3B)","Homo sapiens"
"PARL","Q9H300","","presenilin associated rhomboid like(PARL)","Homo sapiens"
"PBX1","P40424","","PBX homeobox 1(PBX1)","Homo sapiens"
"PBX2","P40425","","PBX homeobox 2(PBX2)","Homo sapiens"
"PBX3","P40426","","PBX homeobox 3(PBX3)","Homo sapiens"
"PCBP2","Q15366","","poly(rC) binding protein 2(PCBP2)","Homo sapiens"
"PCNX3","Q9H6A9","","pecanex 3(PCNX3)","Homo sapiens"
"PCYT1A","P49585","","phosphate cytidylyltransferase 1A, choline(PCYT1A)","Homo sapiens"
"PCYT1B","Q9Y5K3","","phosphate cytidylyltransferase 1B, choline(PCYT1B)","Homo sapiens"
"PDLIM3","Q53GG5","","PDZ and LIM domain 3(PDLIM3)","Homo sapiens"
"PDPR","Q8NCN5","","pyruvate dehydrogenase phosphatase regulatory subunit(PDPR)","Homo sapiens"
"PDRG1","Q9NUG6","","p53 and DNA damage regulated 1(PDRG1)","Homo sapiens"
"PDSS2","Q86YH6","","decaprenyl diphosphate synthase subunit 2(PDSS2)","Homo sapiens"
"PDXK","O00764","","pyridoxal kinase(PDXK)","Homo sapiens"
"PDXP","Q96GD0","","pyridoxal phosphatase(PDXP)","Homo sapiens"
"PDZD8","Q8NEN9","","PDZ domain containing 8(PDZD8)","Homo sapiens"
"PEG10","Q86TG7","","paternally expressed 10(PEG10)","Homo sapiens"
"PGS1","Q32NB8","","phosphatidylglycerophosphate synthase 1(PGS1)","Homo sapiens"
"PHAF1","Q9BSU1","","phagophore assembly factor 1(PHAF1)","Homo sapiens"
"PHF1","O43189","","PHD finger protein 1(PHF1)","Homo sapiens"
"PHLDA1","Q8WV24","","pleckstrin homology like domain family A member 1(PHLDA1)","Homo sapiens"
"PI4KA","P42356","","phosphatidylinositol 4-kinase alpha(PI4KA)","Homo sapiens"
"PI4KB","Q9UBF8","","phosphatidylinositol 4-kinase beta(PI4KB)","Homo sapiens"
"PIAS2","O75928","","protein inhibitor of activated STAT 2(PIAS2)","Homo sapiens"
"PIAS3","Q9Y6X2","","protein inhibitor of activated STAT 3(PIAS3)","Homo sapiens"
"PIAS4","Q8N2W9","","protein inhibitor of activated STAT 4(PIAS4)","Homo sapiens"
"PIGK","Q92643","","phosphatidylinositol glycan anchor biosynthesis class K(PIGK)","Homo sapiens"
"PIP5K1A","Q99755","","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha(PIP5K1A)","Homo sapiens"
"PIPSL","A2A3N6","","PIP5K1A and PSMD4 like (pseudogene)(PIPSL)","Homo sapiens"
"PITX1","P78337","","paired like homeodomain 1(PITX1)","Homo sapiens"
"PKNOX1","P55347","","PBX/knotted 1 homeobox 1(PKNOX1)","Homo sapiens"
"PLAT","P00750","","plasminogen activator, tissue type(PLAT)","Homo sapiens"
"PLCB4","Q15147","","phospholipase C beta 4(PLCB4)","Homo sapiens"
"PLSCR1","O15162","","phospholipid scramblase 1(PLSCR1)","Homo sapiens"
"PLXNA1","Q9UIW2","","plexin A1(PLXNA1)","Homo sapiens"
"PLXNA2","O75051","","plexin A2(PLXNA2)","Homo sapiens"
"PLXNA3","P51805","","plexin A3(PLXNA3)","Homo sapiens"
"PLXNA4","Q9HCM2","","plexin A4(PLXNA4)","Homo sapiens"
"PNPLA6","Q8IY17","","patatin like domain 6, lysophospholipase(PNPLA6)","Homo sapiens"
"POFUT1","Q9H488","","protein O-fucosyltransferase 1(POFUT1)","Homo sapiens"
"POLR2G","P62487","","RNA polymerase II subunit G(POLR2G)","Homo sapiens"
"POLR2I","P36954","","RNA polymerase II subunit I(POLR2I)","Homo sapiens"
"POLR2J","Q9H1A7,P52435","","RNA polymerase II subunit J(POLR2J)","Homo sapiens"
"POLR2J2","Q9GZM3","","RNA polymerase II subunit J2(POLR2J2)","Homo sapiens"
"POLR2J3","Q9H1A7","","RNA polymerase II subunit J3(POLR2J3)","Homo sapiens"
"PON2","Q15165","","paraoxonase 2(PON2)","Homo sapiens"
"PPARD","Q03181","","peroxisome proliferator activated receptor delta(PPARD)","Homo sapiens"
"PPM1B","O75688","","protein phosphatase, Mg2+/Mn2+ dependent 1B(PPM1B)","Homo sapiens"
"PPP1R3F","Q6ZSY5","","protein phosphatase 1 regulatory subunit 3F(PPP1R3F)","Homo sapiens"
"PPP3CA","Q08209","","protein phosphatase 3 catalytic subunit alpha(PPP3CA)","Homo sapiens"
"PPT1","P50897","","palmitoyl-protein thioesterase 1(PPT1)","Homo sapiens"
"PRDM10","Q9NQV6","","PR/SET domain 10(PRDM10)","Homo sapiens"
"PRDM16","Q9HAZ2","","PR/SET domain 16(PRDM16)","Homo sapiens"
"PRKAG2","Q9UGJ0","","protein kinase AMP-activated non-catalytic subunit gamma 2(PRKAG2)","Homo sapiens"
"PRMT5","O14744","","protein arginine methyltransferase 5(PRMT5)","Homo sapiens"
"PROSER2","Q86WR7","","proline and serine rich 2(PROSER2)","Homo sapiens"
"PRPF38A","Q8NAV1","","pre-mRNA processing factor 38A(PRPF38A)","Homo sapiens"
"PRPF39","Q86UA1","","pre-mRNA processing factor 39(PRPF39)","Homo sapiens"
"PRPF40A","O75400","","pre-mRNA processing factor 40 homolog A(PRPF40A)","Homo sapiens"
"PRPSAP2","O60256","","phosphoribosyl pyrophosphate synthetase associated protein 2(PRPSAP2)","Homo sapiens"
"PRR12","Q9ULL5","","proline rich 12(PRR12)","Homo sapiens"
"PTCD3","Q96EY7","","pentatricopeptide repeat domain 3(PTCD3)","Homo sapiens"
"PTGR1","Q14914","","prostaglandin reductase 1(PTGR1)","Homo sapiens"
"PTOV1","Q86YD1","","PTOV1 extended AT-hook containing adaptor protein(PTOV1)","Homo sapiens"
"PTPMT1","Q8WUK0","","protein tyrosine phosphatase mitochondrial 1(PTPMT1)","Homo sapiens"
"PTPRA","P18433","","protein tyrosine phosphatase receptor type A(PTPRA)","Homo sapiens"
"PTPRD","P23468","","protein tyrosine phosphatase receptor type D(PTPRD)","Homo sapiens"
"PTPRF","P10586","","protein tyrosine phosphatase receptor type F(PTPRF)","Homo sapiens"
"PTPRS","Q13332","","protein tyrosine phosphatase receptor type S(PTPRS)","Homo sapiens"
"PURB","Q96QR8","","purine rich element binding protein B(PURB)","Homo sapiens"
"PXN","P49023","","paxillin(PXN)","Homo sapiens"
"PYGB","P11216","","glycogen phosphorylase B(PYGB)","Homo sapiens"
"PYGL","P06737","","glycogen phosphorylase L(PYGL)","Homo sapiens"
"PYGM","P11217","","glycogen phosphorylase, muscle associated(PYGM)","Homo sapiens"
"PYGO2","Q9BRQ0","","pygopus family PHD finger 2(PYGO2)","Homo sapiens"
"RAB11FIP1","Q6WKZ4","","RAB11 family interacting protein 1(RAB11FIP1)","Homo sapiens"
"RAB12","Q6IQ22","","RAB12, member RAS oncogene family(RAB12)","Homo sapiens"
"RAB27A","P51159","","RAB27A, member RAS oncogene family(RAB27A)","Homo sapiens"
"RAB27B","O00194","","RAB27B, member RAS oncogene family(RAB27B)","Homo sapiens"
"RAB30","Q15771","","RAB30, member RAS oncogene family(RAB30)","Homo sapiens"
"RAB34","Q9BZG1","","RAB34, member RAS oncogene family(RAB34)","Homo sapiens"
"RAB8A","P61006","","RAB8A, member RAS oncogene family(RAB8A)","Homo sapiens"
"RAB9A","P51151","","RAB9A, member RAS oncogene family(RAB9A)","Homo sapiens"
"RABIF","P47224","","RAB interacting factor(RABIF)","Homo sapiens"
"RAD1","O60671","","RAD1 checkpoint DNA exonuclease(RAD1)","Homo sapiens"
"RAD54L2","Q9Y4B4","","RAD54 like 2(RAD54L2)","Homo sapiens"
"RAF1","P04049","","Raf-1 proto-oncogene, serine/threonine kinase(RAF1)","Homo sapiens"
"RALA","P11233","","RAS like proto-oncogene A(RALA)","Homo sapiens"
"RALGAPA1","Q6GYQ0","","Ral GTPase activating protein catalytic subunit alpha 1(RALGAPA1)","Homo sapiens"
"RALGAPB","Q86X10","","Ral GTPase activating protein non-catalytic subunit beta(RALGAPB)","Homo sapiens"
"RAP1A","P62834","","RAP1A, member of RAS oncogene family(RAP1A)","Homo sapiens"
"RAP2A","P10114","","RAP2A, member of RAS oncogene family(RAP2A)","Homo sapiens"
"RAP2B","P61225","","RAP2B, member of RAS oncogene family(RAP2B)","Homo sapiens"
"RAP2C","Q9Y3L5","","RAP2C, member of RAS oncogene family(RAP2C)","Homo sapiens"
"RARA","P10276","","retinoic acid receptor alpha(RARA)","Homo sapiens"
"RARG","P13631","","retinoic acid receptor gamma(RARG)","Homo sapiens"
"RASSF8","Q8NHQ8","","Ras association domain family member 8(RASSF8)","Homo sapiens"
"RBBP8","Q99708","","RB binding protein 8, endonuclease(RBBP8)","Homo sapiens"
"RBL1","P28749","","RB transcriptional corepressor like 1(RBL1)","Homo sapiens"
"RBM12B","Q8IXT5","","RNA binding motif protein 12B(RBM12B)","Homo sapiens"
"RBM15","Q96T37","","RNA binding motif protein 15(RBM15)","Homo sapiens"
"RBM4","Q9BWF3,Q9BQ04","","RNA binding motif protein 4(RBM4)","Homo sapiens"
"RBM4B","Q9BQ04","","RNA binding motif protein 4B(RBM4B)","Homo sapiens"
"RBMX","P38159","","RNA binding motif protein X-linked(RBMX)","Homo sapiens"
"RBMXL1","Q96E39","","RBMX like 1(RBMXL1)","Homo sapiens"
"RCBTB1","Q8NDN9","","RCC1 and BTB domain containing protein 1(RCBTB1)","Homo sapiens"
"RCOR3","Q9P2K3","","REST corepressor 3(RCOR3)","Homo sapiens"
"RFX1","P22670","","regulatory factor X1(RFX1)","Homo sapiens"
