"","x"
"140","O43896;O60333;Q12756"
"141","O43909"
"142","O60218"
"143","O60237"
"144","O60238"
"145","O60248"
"146","O60271"
"147","O60291"
"148","O60313"
"149","O60318"
"150","O60333;Q12756"
"151","O60336"
"152","O60341"
"153","O60447"
"154","O60506;O43390"
"155","O60507"
"156","O60512"
"157","O60522"
"158","O60548"
"159","O60568"
"160","O60613"
"161","O60656;Q9HAW9"
"162","O60658"
"163","O60684;O15131"
"164","O60706"
"165","O60725"
"166","O60832"
"167","O60858"
"168","O60890"
"169","O60941"
"170","O75027"
"171","O75052"
"172","O75081;O43439;Q06455"
"173","O75127"
"174","O75140"
"175","O75165"
"176","O75170"
"177","O75185"
"178","O75192"
"179","O75208"
"180","O75298"
"181","O75323"
"182","O75354"
"183","O75356"
"184","O75363"
"185","O75369"
"186","O75369;Q14315"
"187","O75376"
"188","O75380"
"189","O75386"
"190","O75394"
"191","O75452"
"192","O75489"
"193","O75494"
"194","O75528"
"195","O75616"
"196","O75626"
"197","O75665"
"198","O75716"
"199","O75746"
"200","O75746;Q9UJS0"
"201","O75818"
"202","O75864"
"203","O75881"
"204","O75891"
"205","O75891;Q3SY69"
"206","O75907"
"207","O75911"
"208","O75915"
"209","O75923"
"210","O75937"
"211","O75970"
"212","O76013;K1H6_HUMAN"
"213","O76024"
"214","O76027"
"215","O76031"
"216","O76038"
"217","O76062"
"218","O76070"
"219","O76080"
"220","O94760"
"221","O94762"
"222","O94766"
"223","O94822"
"224","O94829"
"225","O94851"
"226","O94855"
"227","O94864"
"228","O94876"
"229","O94905;O75477"
"230","O94919"
"231","O94964"
"232","O94964;Q9Y4B5"
"233","O95049"
"234","O95070"
"235","O95154"
"236","O95163"
"237","O95171"
"238","O95182"
"239","O95202"
"240","O95219"
"241","O95295"
"242","O95297"
"243","O95298;E9PQ53"
"244","O95302"
"245","O95340"
"246","O95359"
"247","O95363"
"248","O95391"
"249","O95394"
"250","O95427"
"251","O95429"
"252","O95478"
"253","O95528"
"254","O95563"
"255","O95571"
"256","O95622;O43306"
"257","O95674"
"258","O95782"
"259","O95832"
"260","O95833"
"261","O95834"
"262","O95837"
"263","O95870"
"264","O95967"
"265","P00326"
"266","P00352;P05091;P30837;P47895;O94788"
"267","P00414"
"268","P00749"
"269","P00973"
"270","P01034"
"271","P01111;P01112;RASH_HUMAN"
"272","P01583"
"273","P01730"
"274","P01889"
"275","P01889;P04439;P01893;P10321"
"276","P02452"
"277","P02458"
"278","P02511"
"279","P02679"
"280","P02686"
"281","P02786"
"282","P02790"
"283","P04004"
"284","P04066"
"285","P04114"
"286","P04259;P02538"
"287","P04424"
"288","P04626"
"289","P04632;Q96L46"
"290","P04792"
"291","P04798"
"292","P04818"
"293","P05023;P13637"
"294","P05026"
"295","P05067"
"296","P05107"
"297","P05109"
"298","P05121"
"299","P05156"
"300","P05165"
"301","P05187"
"302","P05362"
"303","P05937"
"304","P06454"
"305","P06702"
"306","P06729"
"307","P06732;KCRM_HUMAN"
"308","P06865"
"309","P07093"
"310","P07099"
"311","P07196"
"312","P07199"
"313","P07305"
"314","P07339;CATD_HUMAN"
"315","P07451"
"316","P07738"
"317","P07948"
"318","P08069"
"319","P08069;P06213"
"320","P08123"
"321","P08236"
"322","P08493"
"323","P08559;P29803"
"324","P08582"
"325","P08651"
"326","P08670;Q9NSB2;P14136;Q14533;P48668;P05787;Q01546;Q8N1N4;P12035;P78386;P04259;P13647;O43790;P78385;P08729;O95678;Q5XKE5;P02538;K2M2_SHEEP;K2M3_SHEEP;KRHB1_HUMAN;KRHB3_HUMAN;KRHB4_HUMAN;KRHB5_HUMAN;KRHB6_HUMAN"
"327","P08910"
"328","P09001"
"329","P09067;P20719"
"330","P09417"
"331","P09493"
"332","P09622"
"333","P09668"
"334","P09758"
"335","P09917"
"336","P09972"
"337","P0C0S5;Q71UI9"
"338","P0C870"
"339","P0CAP1"
"340","P0CG41;A4FU28;A4D2H0;Q86UF2;Q8IX94;Q96PC5"
"341","P0CK96"
"342","P0DI81;P0DI82"
"343","P0DMV8;P34931;P0DMV9"
"344","P0DMV8;P34931;P0DMV9;P17066"
"345","P0DPI2;A0A0B4J2D5"
"346","P10114"
"347","P10144"
"348","P10253"
"349","P10301;P62070"
"350","P10321"
"351","P10398"
"352","P10646"
"353","P10747"
"354","P11217"
"355","P11234"
"356","P11277"
"357","P11310"
"358","P11387"
"359","P11387;Q969P6"
"360","P11413"
"361","P11473"
"362","P11532"
"363","P12004"
"364","P12109"
"365","P12235"
"366","P12235;Q9H0C2;P05141;P12236"
"367","P12236"
"368","P12277"
"369","P12694"
"370","P12814"
"371","P12882"
"372","P12883;P13533"
"373","P13073"
"374","P13497"
"375","P13674"
"376","P13797"
"377","P13797;Q14651"
"378","P13798"
"379","P14314"
"380","P14543"
"381","P14550"
"382","P14859;P09086;Q9UKI9"
"383","P14866"
"384","P14927"
"385","P15291"
"386","P15336"
"387","P15586"
"388","P15735"
"389","P15907"
"390","P16260"
"391","P16298"
"392","P16519"
"393","P17174"
"394","P17302"
"395","P17540;P12532"
"396","P17544"
"397","P17931"
"398","P17936"
"399","P18146"
"400","P18440"
"401","P18510"
"402","P18827"
"403","P18847"
"404","P18858"
"405","P18859"
"406","P19022"
"407","P19338"
"408","P19484"
"409","P19634"
"410","P19793"
"411","P20020;P23634"
"412","P20290"
"413","P20333"
"414","P20336"
"415","P20337"
"416","P20338"
"417","P20339"
"418","P20591"
"419","P20592"
"420","P20674"
"421","P20908"
"422","P21283"
"423","P21709"
"424","P21810"
"425","P21860"
"426","P21926"
"427","P21964"
"428","P22087;A6NHQ2"
"429","P22223"
"430","P22309;P35504;Q9HAW8;Q9HAW7;P19224;O60656;P35503;Q9HAW9;P22310"
"431","P22352"
"432","P22570"
"433","P22626"
"434","P23508"
"435","P23786"
"436","P24390"
"437","P24557"
"438","P24864"
"439","P25445"
"440","P25686"
"441","P25963"
"442","P26012"
"443","P26038"
"444","P26045"
"445","P26639"
"446","P26885"
"447","P27169"
"448","P27338"
"449","P28072"
"450","P28289"
"451","P28340"
"452","P28370"
"453","P29033"
"454","P29034"
"455","P29320"
"456","P29323"
"457","P29401"
"458","P29466"
"459","P30047"
"460","P30279"
"461","P30414"
"462","P30536"
"463","P30622;Q9UDT6"
"464","P30740"
"465","P30837"
"466","P31260"
"467","P31270"
"468","P31271"
"469","P31431"
"470","P31751;P31749"
"471","P31937"
"472","P31943"
"473","P31946;P27348;P63104"
"474","P31947"
"475","P31949"
"476","P32322"
"477","P32926"
"478","P33121"
"479","P33241"
"480","P34931"
"481","P34949"
"482","P35219"
"483","P35442"
"484","P35443"
"485","P35443;P49747"
"486","P35475"
"487","P35555"
"488","P35580"
"489","P35580;P35749;P35579"
"490","P35613"
"491","P35670"
"492","P35914"
"493","P36382"
"494","P36383"
"495","P36406"
"496","P36543"
"497","P36543;Q96A05"
"498","P36894;O00238"
"499","P36956"
"500","P37840"
"501","P38432"
"502","P38646"
"503","P39880"
"504","P40261"
"505","P40426;P40424"
"506","P41219"
"507","P41226"
"508","P41250"
"509","P42338"
"510","P42356;A4QPH2"
"511","P42356;Q8N8J0;A4QPH2"
"512","P42685"
"513","P42704"
"514","P42765"
"515","P42771"
"516","P42785"
"517","P43155"
"518","P43353"
"519","P43362"
"520","P43378"
"521","P43897"
"522","P45985"
"523","P46020"
"524","P46087"
"525","P46736"
"526","P47712"
"527","P47989"
"528","P48147"
"529","P48200"
"530","P48378;P48380"
"531","P48382"
"532","P48552"
"533","P48553"
"534","P48637"
"535","P48668;P04259"
"536","P48668;P04259;P13647"
"537","P48668;P04259;P13647;P02538"
"538","P48723"
"539","P48741;P0DMV8;P0DMV9;P17066"
"540","P48751;P04920"
"541","P49069"
"542","P49326"
"543","P49327"
"544","P49336"
"545","P49411"
"546","P49441"
"547","P49585"
"548","P49711"
"549","P49716"
"550","P49748"
"551","P49770"
"552","P49773"
"553","P49788"
"554","P49810;P49768"
"555","P49842"
"556","P49848"
"557","P49903"
"558","P49914"
"559","P50148;P29992"
"560","P50238"
"561","P50440"
"562","P50453"
"563","P50552"
"564","P50747"
"565","P50750"
"566","P50895"
"567","P50914"
"568","P51159"
"569","P51178"
"570","P51398"
"571","P51531"
"572","P51532"
"573","P51553"
"574","P51580"
"575","P51589"
"576","P51636"
"577","P51649"
"578","P51659"
"579","P51688"
"580","P51689"
"581","P51788"
"582","P51793"
"583","P51795"
"584","P51805"
"585","P51884"
"586","P51948"
"587","P51991"
"588","P52298"
"589","P52429"
"590","P52758"
"591","P52790"
"592","P52824"
"593","P52849"
"594","P52888"
"595","P52895"
"596","P52895;Q04828"
"597","P52895;Q04828;P42330"
"598","P53041"
"599","P53365"
"600","P53671"
"601","P53985"
"602","P54098"
"603","P54652"
"604","P54753"
"605","P54802"
"606","P55061"
"607","P55199"
"608","P55212"
"609","P55795"
"610","P55795;P31943"
"611","P56179"
"612","P56182"
"613","P56270"
"614","P56537"
"615","P56545"
"616","P56545;Q13363"
"617","P56589"
"618","P56962"
"619","P57078"
"620","P57081"
"621","P57105"
"622","P57678"
"623","P57682"
"624","P57768"
"625","P58215"
"626","P58499"
"627","P60468"
"628","P61018"
"629","P61019"
"630","P61026"
"631","P61163;P42025"
"632","P61244"
"633","P61313"
"634","P61457"
"635","P61601"
"636","P61769;B2MG_HUMAN"
"637","P61956;P55854;Q6EEV6"
"638","P61962"
"639","P61964"
"640","P61968"
"641","P62072"
"642","P62256"
"643","P62330"
"644","P62820"
"645","P62875"
"646","P62879"
"647","P62979;RS27A_HUMAN"
"648","P62995"
"649","P63096"
"650","P78310"
"651","P78314"
"652","P78347"
"653","P78368"
"654","P78382"
"655","P78536"
"656","P80217"
"657","P80303"
"658","P80404"
"659","P80723"
"660","P82650"
"661","P82912"
"662","P85037"
"663","P85298"
"664","P98095"
"665","P98172"
"666","P98194"
"667","Q00765"
"668","Q00G26"
"669","Q01118"
"670","Q01196"
"671","Q01484;Q12955"
"672","Q01813;P17858;P08237"
"673","Q01954;Q6ZN30"
"674","Q01968"
"675","Q01995"
"676","Q02083"
"677","Q02108"
"678","Q02127"
"679","Q02241"
"680","Q02252"
"681","Q02318"
"682","Q02338"
"683","Q02388"
"684","Q02487"
"685","Q02742"
"686","Q02790"
"687","Q02817"
"688","Q02952"
"689","Q03001"
"690","Q03468"
"691","Q03519"
"692","Q04695"
"693","Q04837"
"694","Q04912"
"695","Q05193"
"696","Q05209"
"697","Q05469"
"698","Q05516"
"699","Q05707"
"700","Q05823"
"701","Q06330"
"702","Q06481"
"703","Q06587"
"704","Q06609"
"705","Q06710"
"706","Q06828"
"707","Q07065"
"708","Q07812"
"709","Q07889"
"710","Q07889;Q07890"
"711","Q07954"
"712","Q07955"
"713","Q08043"
"714","Q08170"
"715","Q08345"
"716","Q08431"
"717","Q08462"
"718","Q08AD1"
"719","Q09019"
"720","Q09328"
"721","Q09472"
"722","Q0IIM8"
"723","Q0P6H9"
"724","Q0VF96;Q9P2M7"
"725","Q10469"
"726","Q10472;Q8IUC8"
"727","Q11128;P51993;P21217"
"728","Q11201"
"729","Q11206"
"730","Q12770"
"731","Q12774"
"732","Q12846"
"733","Q12857;O00712;P08651;Q14938"
"734","Q12884"
"735","Q12893"
"736","Q12913"
"737","Q12923"
"738","Q12933"
"739","Q12947"
"740","Q12955"
"741","Q13043"
"742","Q13126"
"743","Q13153"
"744","Q13217"
"745","Q13227"
"746","Q13232"
"747","Q13233"
"748","Q13242"
"749","Q13277"
"750","Q13286"
"751","Q13308"
"752","Q13315"
"753","Q13325"
"754","Q13332"
"755","Q13393"
"756","Q13402"
"757","Q13421"
"758","Q13424"
"759","Q13428"
"760","Q13433"
"761","Q13445"
"762","Q13454"
"763","Q13470"
"764","Q13488"
"765","Q13490"
"766","Q13505"
"767","Q13506"
"768","Q13554;Q13555"
"769","Q13554;Q13555;Q13557"
"770","Q13573"
"771","Q13595"
"772","Q13627;Q9Y463"
"773","Q13641"
"774","Q13642"
"775","Q13825"
"776","Q13882"
"777","Q13889"
"778","Q13938"
"779","Q13946"
"780","Q13948;P39880"
"781","Q13952"
"782","Q14011"
"783","Q14108"
"784","Q14116"
"785","Q14146"
"786","Q14149"
"787","Q14161"
"788","Q14164"
"789","Q14168"
"790","Q14186"
"791","Q14190"
"792","Q14244"
"793","Q14257"
"794","Q14409;P32189"
"795","Q14435"
"796","Q14469"
"797","Q14511"
"798","Q14526"
"799","Q14527"
"800","Q14533;O43790;KRHB1_HUMAN;KRHB6_HUMAN"
"801","Q14554"
"802","Q14651"
"803","Q14678"
"804","Q14683"
"805","Q14684"
"806","Q14686"
"807","Q14689"
"808","Q14728"
"809","Q14849"
"810","Q14894"
"811","Q14919"
"812","Q14978"
"813","Q14CN2"
"814","Q14CX7"
"815","Q15011"
"816","Q15014"
"817","Q15024"
"818","Q15031"
"819","Q15035"
"820","Q15059"
"821","Q15070"
"822","Q15113"
"823","Q15120"
"824","Q15149"
"825","Q15166"
"826","Q15172;Q16537"
"827","Q15173"
"828","Q15223"
"829","Q15262"
"830","Q15283"
"831","Q15293"
"832","Q15303"
"833","Q15306"
"834","Q15334"
"835","Q15382"
"836","Q15390"
"837","Q15527"
"838","Q15555"
"839","Q15569"
"840","Q15648"
"841","Q15746"
"842","Q15751"
"843","Q15758"
"844","Q15777"
"845","Q15811"
"846","Q15814"
"847","Q15907"
"848","Q15910"
"849","Q16134"
"850","Q16352"
"851","Q16352;P07197;P07196"
"852","Q16363"
"853","Q16384"
"854","Q16647"
"855","Q16678"
"856","Q16698"
"857","Q16706"
"858","Q16719"
"859","Q16790"
"860","Q16799"
"861","Q16822;P35558"
"862","Q16850"
"863","Q16875;O60825"
"864","Q16891"
"865","Q17RN3"
"866","Q17RS7"
"867","Q17RY0"
"868","Q1ED39"
"869","Q24JP5"
"870","Q2I0M4"
"871","Q2LD37"
"872","Q2M2I3"
"873","Q2PPJ7"
"874","Q2PZI1"
"875","Q2TAL8"
"876","Q2Y0W8;Q6U841"
"877","Q2Y0W8;Q6U841;Q9Y6M7"
"878","Q32MQ0"
"879","Q32P44"
"880","Q330K2"
"881","Q3B726"
"882","Q3KP66"
"883","Q3KQV9"
"884","Q3KQZ1"
"885","Q3KR16"
"886","Q3LXA3"
"887","Q3MIP1"
"888","Q3MIR4"
"889","Q3MIX3"
"890","Q3SY56"
"891","Q3SY69"
"892","Q3T906"
"893","Q3ZCW2"
"894","Q494U1"
"895","Q49MG5"
"896","Q4G0A6"
"897","Q4G0N4"
"898","Q4G0X4"
"899","Q4G148"
"900","Q4KMP7"
"901","Q4KMQ1"
"902","Q4KMQ2"
"903","Q4LEZ3"
"904","Q4VNC1"
"905","Q504T8"
"906","Q53EP0"
"907","Q53FA7"
"908","Q53G44"
"909","Q53GL0"
"910","Q53GT1"
"911","Q53LP3"
"912","Q53SF7"
"913","Q53T59"
"914","Q562E7"
"915","Q562R1"
"916","Q58A45"
"917","Q58DX5"
"918","Q58FF8"
"919","Q5BJH7"
"920","Q5BKZ1"
"921","Q5D862"
"922","Q5EBL8"
"923","Q5FWF4"
"924","Q5GFL6"
"925","Q5H8A4"
"926","Q5HYK3"
"927","Q5JPH6"
"928","Q5JPI3"
"929","Q5JR12"
"930","Q5JSP0"
"931","Q5JTH9"
"932","Q5JU69;Q8N2E6"
"933","Q5JU85"
"934","Q5JUX0;Q9Y657"
"935","Q5K4L6"
"936","Q5M7Z0"
"937","Q5NDL2"
"938","Q5R372"
"939","Q5RI15"
"940","Q5S007"
"941","Q5SRI9"
"942","Q5ST30"
"943","Q5SW96"
"944","Q5SXM2"
"945","Q5SZD1"
"946","Q5T0B9"
"947","Q5T0N5"
"948","Q5T0Z8"
"949","Q5T160"
"950","Q5T1V6"
"951","Q5T2E6"
"952","Q5T3F8"
"953","Q5T3I0"
"954","Q5T3U5"
"955","Q5T440"
"956","Q5T5C0"
"957","Q5T5X7"
"958","Q5T686"
"959","Q5T9C2"
"960","Q5T9L3"
"961","Q5TAA0"
"962","Q5TC63"
"963","Q5TC79"
"964","Q5TDH0"
"965","Q5TEJ8"
"966","Q5TF58"
"967","Q5TFE4"
"968","Q5TGY1"
"969","Q5TZA2"
"970","Q5TZA2;Q8IVE0"
"971","Q5VSG8"
"972","Q5VSL9"
"973","Q5VST6"
"974","Q5VT25"
"975","Q5VT66"
"976","Q5VTJ3"
"977","Q5VTQ0"
"978","Q5VV41"
"979","Q5VVM6"
"980","Q5VWC8"
"981","Q5VWJ9"
"982","Q5VYY1"
"983","Q5VZK9"
"984","Q5XKP0"
"985","Q5XPI4"
"986","Q5XXA6"
"987","Q5ZPR3"
"988","Q60I27"
"989","Q63HM9"
"990","Q63ZY3"
"991","Q658Y4"
"992","Q659C4"
"993","Q687X5"
"994","Q68CQ4"
"995","Q68CZ2"
"996","Q68DH5"
"997","Q68DK2"
"998","Q68DQ2"
"999","Q69YN2"
"1000","Q6AWC2"
"1001","Q6DKI1"
"1002","Q6DN90"
"1003","Q6GMR7"
"1004","Q6GQQ9"
"1005","Q6ICG6"
"1006","Q6ICL3"
"1007","Q6IE81"
"1008","Q6IS24"
"1009","Q6ISB3;Q9NZI5"
"1010","Q6JQN1"
"1011","Q6KB66"
"1012","Q6KCM7"
"1013","Q6MZZ7"
"1014","Q6N069"
"1015","Q6NSJ0"
"1016","Q6NSJ2"
"1017","Q6NSJ5"
"1018","Q6NUK4"
"1019","Q6NUM6;Q9NV66"
"1020","Q6NUQ4"
"1021","Q6NV74"
"1022","Q6NWY9"
"1023","Q6NXT6"
"1024","Q6P087"
"1025","Q6P1M0"
"1026","Q6P1M3"
"1027","Q6P1Q0"
"1028","Q6P1R3"
"1029","Q6P1X6"
"1030","Q6P2C8"
"1031","Q6P4A8"
"1032","Q6P531"
"1033","Q6P597"
"1034","Q6PCB0"
"1035","Q6PCB6"
"1036","Q6PD74"
"1037","Q6PGN9"
"1038","Q6PHR2"
"1039","Q6PI48"
"1040","Q6PI78"
"1041","Q6PJW8"
"1042","Q6PK04"
"1043","Q6PKC3"
"1044","Q6PKG0"
"1045","Q6PML9"
"1046","Q6QNY0"
"1047","Q6RW13"
"1048","Q6U841"
"1049","Q6UW02"
"1050","Q6UW63"
"1051","Q6UW68"
"1052","Q6UWH4"
"1053","Q6UWJ1"
"1054","Q6UWU4"
"1055","Q6UX07"
"1056","Q6UXD5"
"1057","Q6UXV4"
"1058","Q6V0I7"
"1059","Q6VN20"
"1060","Q6VUC0;P05549;Q92481"
"1061","Q6W4X9"
"1062","Q6WKZ4;Q7L804"
"1063","Q6Y1H2"
"1064","Q6YI46"
"1065","Q6ZMI0"
"1066","Q6ZMP0"
"1067","Q6ZNE5"
"1068","Q6ZNW5"
"1069","Q6ZPD9"
"1070","Q6ZRY4;Q93062"
"1071","Q6ZSS7"
"1072","Q6ZT62;Q9Y3L3"
"1073","Q6ZU65"
"1074","Q6ZUI0"
"1075","Q6ZUT1"
"1076","Q6ZV29"
"1077","Q6ZVM7"
"1078","Q6ZWJ1"
"1079","Q70CQ3"
"1080","Q70CQ4"
"1081","Q70EK8"
"1082","Q70EL4"
"1083","Q70UQ0"
"1084","Q76B58"
"1085","Q76M96"
"1086","Q76MJ5"
"1087","Q7KZN9"
"1088","Q7L099"
"1089","Q7L1W4"
"1090","Q7L211"
"1091","Q7L3T8"
"1092","Q7L4E1"
"1093","Q7L5L3"
"1094","Q7L5N7"
"1095","Q7L775"
"1096","Q7L8J4"
"1097","Q7L9B9"
"1098","Q7RTP6"
"1099","Q7RTV5"
"1100","Q7Z3C6"
"1101","Q7Z3D4"
"1102","Q7Z3D6"
"1103","Q7Z3U7"
"1104","Q7Z404"
"1105","Q7Z406;P35580"
"1106","Q7Z4H8"
"1107","Q7Z5G4"
"1108","Q7Z5P4"
"1109","Q7Z5Q1"
"1110","Q7Z6B0"
"1111","Q7Z7H8"
"1112","Q7Z7L7"
"1113","Q7Z7M0"
"1114","Q7Z7M9"
"1115","Q86SF2"
"1116","Q86SJ6"
"1117","Q86SK9"
"1118","Q86SQ0"
"1119","Q86SR1"
"1120","Q86SU0"
"1121","Q86TI2"
"1122","Q86TJ2"
"1123","Q86TV6"
"1124","Q86TW2"
"1125","Q86TX2;P49753"
"1126","Q86UB9"
"1127","Q86UK0"
"1128","Q86UL3"
"1129","Q86UL8"
"1130","Q86UW7"
"1131","Q86UW7;Q9ULU8"
"1132","Q86UY5"
"1133","Q86V21"
"1134","Q86V24"
"1135","Q86V85"
"1136","Q86VM9"
"1137","Q86VP1"
"1138","Q86VQ6"
"1139","Q86VR2"
"1140","Q86W26"
"1141","Q86WA6"
"1142","Q86WG5"
"1143","Q86WU2"
"1144","Q86X27"
"1145","Q86X29"
"1146","Q86X55"
"1147","Q86XA9"
"1148","Q86XS8"
"1149","Q86Y39"
"1150","Q86Y46;Q3SY84"
"1151","Q86YD1;Q71SY5"
"1152","Q86YN1"
"1153","Q86YS3"
"1154","Q86YS6"
"1155","Q8IU81"
"1156","Q8IUH5"
"1157","Q8IUL8"
"1158","Q8IUZ0"
"1159","Q8IV36"
"1160","Q8IVD9"
"1161","Q8IVF2"
"1162","Q8IVI9"
"1163","Q8IVL6"
"1164","Q8IVM0"
"1165","Q8IVS2"
"1166","Q8IVT5"
"1167","Q8IW45"
"1168","Q8IW92"
"1169","Q8IWA5"
"1170","Q8IWE2"
"1171","Q8IWU2"
"1172","Q8IWY8"
"1173","Q8IX04"
"1174","Q8IXI2"
"1175","Q8IXK0;Q8NDX5"
"1176","Q8IXK2"
"1177","Q8IXS8"
"1178","Q8IY21"
"1179","Q8IY31"
"1180","Q8IY92"
"1181","Q8IYB1"
"1182","Q8IYJ3"
"1183","Q8IZ21"
"1184","Q8IZ41"
"1185","Q8IZV5"
"1186","Q8IZW8"
"1187","Q8N0U8"
"1188","Q8N0W3"
"1189","Q8N0Y7"
"1190","Q8N122"
"1191","Q8N128"
"1192","Q8N129"
"1193","Q8N1P7"
"1194","Q8N1S5"
"1195","Q8N271"
"1196","Q8N2F6"
"1197","Q8N2G8"
"1198","Q8N2H3"
"1199","Q8N2K0"
"1200","Q8N2S1"
"1201","Q8N328;P0DP91"
"1202","Q8N3D4"
"1203","Q8N3E9"
"1204","Q8N3I7"
"1205","Q8N3X1"
"1206","Q8N442"
"1207","Q8N490"
"1208","Q8N4A0"
"1209","Q8N4P2;Q86WT1"
"1210","Q8N4Q0"
"1211","Q8N4T4"
"1212","Q8N4T8"
"1213","Q8N4X5"
"1214","Q8N4Y2"
"1215","Q8N511"
"1216","Q8N573"
"1217","Q8N594"
"1218","Q8N5C6"
"1219","Q8N5D0"
"1220","Q8N5F7"
"1221","Q8N5J2"
"1222","Q8N5K1"
"1223","Q8N5N7"
"1224","Q8N5P1"
"1225","Q8N5W9"
"1226","Q8N612"
"1227","Q8N7R7"
"1228","Q8N8A6"
"1229","Q8N8N7"
"1230","Q8N8Q8"
"1231","Q8N8S7"
"1232","Q8NA61"
"1233","Q8NAN2"
"1234","Q8NAT1"
"1235","Q8NBJ4"
"1236","Q8NBJ7"
"1237","Q8NBL1"
"1238","Q8NBM8"
"1239","Q8NBN3"
"1240","Q8NBN7"
"1241","Q8NBU5"
"1242","Q8NC44"
"1243","Q8NC60"
"1244","Q8NCH0"
"1245","Q8NCJ5"
"1246","Q8NCM8"
"1247","Q8NCN2"
"1248","Q8NCW6"
"1249","Q8ND30"
"1250","Q8NDI1"
"1251","Q8NDT2"
"1252","Q8NDW8"
"1253","Q8NDZ4"
"1254","Q8NDZ6"
"1255","Q8NE71"
"1256","Q8NEA6"
"1257","Q8NEG4"
"1258","Q8NEM7"
"1259","Q8NEV8"
"1260","Q8NEY1"
"1261","Q8NEZ3"
"1262","Q8NF50;Q96N67"
"1263","Q8NF91"
"1264","Q8NFD5"
"1265","Q8NFT2"
"1266","Q8NFW5"
"1267","Q8NHG8"
"1268","Q8NHP1;O95154"
"1269","Q8NHP6"
"1270","Q8NHP8"
"1271","Q8NHQ9"
"1272","Q8NI08"
"1273","Q8NI35;O75970"
"1274","Q8NI60"
"1275","Q8TAA9"
"1276","Q8TAD4"
"1277","Q8TB03"
"1278","Q8TB22"
"1279","Q8TB36"
"1280","Q8TB96"
"1281","Q8TBM8"
"1282","Q8TBP6"
"1283","Q8TCB0"
"1284","Q8TCD5"
"1285","Q8TCG5"
"1286","Q8TCX5"
"1287","Q8TD08"
"1288","Q8TD10"
"1289","Q8TD22"
"1290","Q8TD43"
"1291","Q8TDD1"
"1292","Q8TDJ6"
"1293","Q8TDN6"
"1294","Q8TDW5"
"1295","Q8TDX6"
"1296","Q8TDY4"
"1297","Q8TE77"
"1298","Q8TE82"
"1299","Q8TEA7"
"1300","Q8TEB9"
"1301","Q8TER5"
"1302","Q8TEU7"
"1303","Q8TEY7"
"1304","Q8TF46"
"1305","Q8TF72"
"1306","Q8TF74"
"1307","Q8WU17"
"1308","Q8WU20"
"1309","Q8WUA4"
"1310","Q8WUA7"
"1311","Q8WUA8"
"1312","Q8WUF5"
"1313","Q8WUH1"
"1314","Q8WUH2"
"1315","Q8WUP2"
"1316","Q8WUY8"
"1317","Q8WV41"
"1318","Q8WVB6"
"1319","Q8WVC6"
"1320","Q8WVR3"
"1321","Q8WW22"
