"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"CCM2","Q9BSQ5","","CCM2 scaffold protein(CCM2)","Homo sapiens"
"CCN1","O00622","","cellular communication network factor 1(CCN1)","Homo sapiens"
"CCND2","P30279","","cyclin D2(CCND2)","Homo sapiens"
"CCNE1","P24864","","cyclin E1(CCNE1)","Homo sapiens"
"CCNYL1","Q8N7R7","","cyclin Y like 1(CCNYL1)","Homo sapiens"
"CCPG1","Q9ULG6","","cell cycle progression 1(CCPG1)","Homo sapiens"
"CCS","O14618","","copper chaperone for superoxide dismutase(CCS)","Homo sapiens"
"CD2","P06729","","CD2 molecule(CD2)","Homo sapiens"
"CD276","Q5ZPR3","","CD276 molecule(CD276)","Homo sapiens"
"CD28","P10747","","CD28 molecule(CD28)","Homo sapiens"
"CD4","P01730","","CD4 molecule(CD4)","Homo sapiens"
"CD82","P27701","","CD82 molecule(CD82)","Homo sapiens"
"CD9","P21926","","CD9 molecule(CD9)","Homo sapiens"
"CDC42BPA","Q5VT25","","CDC42 binding protein kinase alpha(CDC42BPA)","Homo sapiens"
"CDC42BPB","Q9Y5S2","","CDC42 binding protein kinase beta(CDC42BPB)","Homo sapiens"
"CDC42EP4","Q9H3Q1","","CDC42 effector protein 4(CDC42EP4)","Homo sapiens"
"CDH2","P19022","","cadherin 2(CDH2)","Homo sapiens"
"CDH3","P22223","","cadherin 3(CDH3)","Homo sapiens"
"CDK8","P49336","","cyclin dependent kinase 8(CDK8)","Homo sapiens"
"CDK9","P50750","","cyclin dependent kinase 9(CDK9)","Homo sapiens"
"CDKN2A","P42771","","cyclin dependent kinase inhibitor 2A(CDKN2A)","Homo sapiens"
"CDKN2AIPNL","Q96HQ2","","CDKN2A interacting protein N-terminal like(CDKN2AIPNL)","Homo sapiens"
"CDS1","Q92903","","CDP-diacylglycerol synthase 1(CDS1)","Homo sapiens"
"CDS2","O95674","","CDP-diacylglycerol synthase 2(CDS2)","Homo sapiens"
"CDYL","Q9Y232","","chromodomain Y like(CDYL)","Homo sapiens"
"CEBPD","P49716","","CCAAT enhancer binding protein delta(CEBPD)","Homo sapiens"
"CELSR1","Q9NYQ6","","cadherin EGF LAG seven-pass G-type receptor 1(CELSR1)","Homo sapiens"
"CEMIP2","Q9UHN6","","cell migration inducing hyaluronidase 2(CEMIP2)","Homo sapiens"
"CENPB","P07199","","centromere protein B(CENPB)","Homo sapiens"
"CEP164","Q9UPV0","","centrosomal protein 164(CEP164)","Homo sapiens"
"CEP170","Q5SW79","","centrosomal protein 170(CEP170)","Homo sapiens"
"CEP170B","Q9Y4F5","","centrosomal protein 170B(CEP170B)","Homo sapiens"
"CEP170P1","Q96L14","","centrosomal protein 170 pseudogene 1(CEP170P1)","Homo sapiens"
"CERS4","Q9HA82","","ceramide synthase 4(CERS4)","Homo sapiens"
"CFDP1","Q9UEE9","","craniofacial development protein 1(CFDP1)","Homo sapiens"
"CFI","P05156","","complement factor I(CFI)","Homo sapiens"
"CFLAR","O15519","","CASP8 and FADD like apoptosis regulator(CFLAR)","Homo sapiens"
"CGN","Q9P2M7","","cingulin(CGN)","Homo sapiens"
"CGNL1","Q0VF96","","cingulin like 1(CGNL1)","Homo sapiens"
"CGREF1","Q99674","","cell growth regulator with EF-hand domain 1(CGREF1)","Homo sapiens"
"CHD7","Q9P2D1","","chromodomain helicase DNA binding protein 7(CHD7)","Homo sapiens"
"CHMP2A","O43633","","charged multivesicular body protein 2A(CHMP2A)","Homo sapiens"
"CHMP4A","Q9BY43","","charged multivesicular body protein 4A(CHMP4A)","Homo sapiens"
"CHMP4C","Q96CF2","","charged multivesicular body protein 4C(CHMP4C)","Homo sapiens"
"CHST14","Q8NCH0","","carbohydrate sulfotransferase 14(CHST14)","Homo sapiens"
"CHTF18","Q8WVB6","","chromosome transmission fidelity factor 18(CHTF18)","Homo sapiens"
"CHTOP","Q9Y3Y2","","chromatin target of PRMT1(CHTOP)","Homo sapiens"
"CHURC1","Q8WUH1","","churchill domain containing 1(CHURC1)","Homo sapiens"
"CILK1","Q9UPZ9","","ciliogenesis associated kinase 1(CILK1)","Homo sapiens"
"CILP2","Q8IUL8","","cartilage intermediate layer protein 2(CILP2)","Homo sapiens"
"CIRBP","Q14011","","cold inducible RNA binding protein(CIRBP)","Homo sapiens"
"CISD1","Q9NZ45","","CDGSH iron sulfur domain 1(CISD1)","Homo sapiens"
"CISD2","Q8N5K1","","CDGSH iron sulfur domain 2(CISD2)","Homo sapiens"
"CKAP4","Q07065","","cytoskeleton associated protein 4(CKAP4)","Homo sapiens"
"CKB","P12277","","creatine kinase B(CKB)","Homo sapiens"
"CKM","P06732","","creatine kinase, M-type(CKM)","Homo sapiens"
"CKMT1A","P12532","","creatine kinase, mitochondrial 1A(CKMT1A)","Homo sapiens"
"CKMT1B","P12532","","creatine kinase, mitochondrial 1B(CKMT1B)","Homo sapiens"
"CKMT2","P17540","","creatine kinase, mitochondrial 2(CKMT2)","Homo sapiens"
"CLCA2","Q9UQC9","","chloride channel accessory 2(CLCA2)","Homo sapiens"
"CLCA4","Q14CN2","","chloride channel accessory 4(CLCA4)","Homo sapiens"
"CLCN2","P51788","","chloride voltage-gated channel 2(CLCN2)","Homo sapiens"
"CLCN4","P51793","","chloride voltage-gated channel 4(CLCN4)","Homo sapiens"
"CLCN5","P51795","","chloride voltage-gated channel 5(CLCN5)","Homo sapiens"
"CLDN1","O95832","","claudin 1(CLDN1)","Homo sapiens"
"CLDN3","O15551","","claudin 3(CLDN3)","Homo sapiens"
"CLIC3","O95833","","chloride intracellular channel 3(CLIC3)","Homo sapiens"
"CLIP1","P30622","","CAP-Gly domain containing linker protein 1(CLIP1)","Homo sapiens"
"CLIP2","Q9UDT6","","CAP-Gly domain containing linker protein 2(CLIP2)","Homo sapiens"
"CLMN","Q96JQ2","","calmin(CLMN)","Homo sapiens"
"CLN3","Q13286","","CLN3 lysosomal/endosomal transmembrane protein, battenin(CLN3)","Homo sapiens"
"CLN6","Q9NWW5","","CLN6 transmembrane ER protein(CLN6)","Homo sapiens"
"CLOCK","O15516","","clock circadian regulator(CLOCK)","Homo sapiens"
"CLPX","O76031","","caseinolytic mitochondrial matrix peptidase chaperone subunit X(CLPX)","Homo sapiens"
"CLUAP1","Q96AJ1","","clusterin associated protein 1(CLUAP1)","Homo sapiens"
"CNKSR1","Q969H4","","connector enhancer of kinase suppressor of Ras 1(CNKSR1)","Homo sapiens"
"CNNM2","Q9H8M5","","cyclin and CBS domain divalent metal cation transport mediator 2(CNNM2)","Homo sapiens"
"CNOT7","Q9UIV1","","CCR4-NOT transcription complex subunit 7(CNOT7)","Homo sapiens"
"CNOT8","Q9UFF9","","CCR4-NOT transcription complex subunit 8(CNOT8)","Homo sapiens"
"CNPY2","Q9Y2B0","","canopy FGF signaling regulator 2(CNPY2)","Homo sapiens"
"CNPY4","Q8N129","","canopy FGF signaling regulator 4(CNPY4)","Homo sapiens"
"CNST","Q6PJW8","","consortin, connexin sorting protein(CNST)","Homo sapiens"
"COA1","Q9GZY4","","cytochrome c oxidase assembly factor 1(COA1)","Homo sapiens"
"COA3","Q9Y2R0","","cytochrome c oxidase assembly factor 3(COA3)","Homo sapiens"
"COBLL1","Q53SF7","","cordon-bleu WH2 repeat protein like 1(COBLL1)","Homo sapiens"
"COIL","P38432","","coilin(COIL)","Homo sapiens"
"COL14A1","Q05707","","collagen type XIV alpha 1 chain(COL14A1)","Homo sapiens"
"COL17A1","Q9UMD9","","collagen type XVII alpha 1 chain(COL17A1)","Homo sapiens"
"COL1A1","P02452","","collagen type I alpha 1 chain(COL1A1)","Homo sapiens"
"COL1A2","P08123","","collagen type I alpha 2 chain(COL1A2)","Homo sapiens"
"COL2A1","P02458","","collagen type II alpha 1 chain(COL2A1)","Homo sapiens"
"COL5A1","P20908","","collagen type V alpha 1 chain(COL5A1)","Homo sapiens"
"COL6A1","P12109","","collagen type VI alpha 1 chain(COL6A1)","Homo sapiens"
"COL6A6","A6NMZ7","","collagen type VI alpha 6 chain(COL6A6)","Homo sapiens"
"COL7A1","Q02388","","collagen type VII alpha 1 chain(COL7A1)","Homo sapiens"
"COMMD5","Q9GZQ3","","COMM domain containing 5(COMMD5)","Homo sapiens"
"COMMD9","Q9P000","","COMM domain containing 9(COMMD9)","Homo sapiens"
"COMP","P49747","","cartilage oligomeric matrix protein(COMP)","Homo sapiens"
"COMT","P21964","","catechol-O-methyltransferase(COMT)","Homo sapiens"
"COPS8","Q99627","","COP9 signalosome subunit 8(COPS8)","Homo sapiens"
"COQ5","Q5HYK3","","coenzyme Q5, methyltransferase(COQ5)","Homo sapiens"
"COQ6","Q9Y2Z9","","coenzyme Q6, monooxygenase(COQ6)","Homo sapiens"
"COQ8A","Q8NI60","","coenzyme Q8A(COQ8A)","Homo sapiens"
"COQ8B","Q96D53","","coenzyme Q8B(COQ8B)","Homo sapiens"
"COQ9","O75208","","coenzyme Q9(COQ9)","Homo sapiens"
"COX15","Q7KZN9","","cytochrome c oxidase assembly homolog COX15(COX15)","Homo sapiens"
"COX18","Q8N8Q8","","cytochrome c oxidase assembly factor COX18(COX18)","Homo sapiens"
"COX20","Q5RI15","","cytochrome c oxidase assembly factor COX20(COX20)","Homo sapiens"
"COX4I1","P13073","","cytochrome c oxidase subunit 4I1(COX4I1)","Homo sapiens"
"COX5A","P20674","","cytochrome c oxidase subunit 5A(COX5A)","Homo sapiens"
"CPB2","Q96IY4","","carboxypeptidase B2(CPB2)","Homo sapiens"
"CPEB2","Q17RY0,Q7Z5Q1","","cytoplasmic polyadenylation element binding protein 2(CPEB2)","Homo sapiens"
"CPEB3","Q17RY0","","cytoplasmic polyadenylation element binding protein 3(CPEB3)","Homo sapiens"
"CPEB4","Q17RY0","","cytoplasmic polyadenylation element binding protein 4(CPEB4)","Homo sapiens"
"CPNE2","Q96FN4","","copine 2(CPNE2)","Homo sapiens"
"CPT1C","Q8TCG5","","carnitine palmitoyltransferase 1C(CPT1C)","Homo sapiens"
"CPT2","P23786","","carnitine palmitoyltransferase 2(CPT2)","Homo sapiens"
"CPVL","Q9H3G5","","carboxypeptidase vitellogenic like(CPVL)","Homo sapiens"
"CRACDL","Q6NV74","","CRACD like(CRACDL)","Homo sapiens"
"CRACR2A","Q9BSW2","","calcium release activated channel regulator 2A(CRACR2A)","Homo sapiens"
"CRACR2B","Q8N4Y2","","calcium release activated channel regulator 2B(CRACR2B)","Homo sapiens"
"CRAT","P43155","","carnitine O-acetyltransferase(CRAT)","Homo sapiens"
"CRIP1","P50238","","cysteine rich protein 1(CRIP1)","Homo sapiens"
"CROCC","Q5TZA2","","ciliary rootlet coiled-coil, rootletin(CROCC)","Homo sapiens"
"CROCCP3","Q8IVE0","","CROCC pseudogene 3(CROCCP3)","Homo sapiens"
"CRYAB","P02511","","crystallin alpha B(CRYAB)","Homo sapiens"
"CRYBG2","Q8N1P7","","crystallin beta-gamma domain containing 2(CRYBG2)","Homo sapiens"
"CRYBG3","Q68DQ2","","crystallin beta-gamma domain containing 3(CRYBG3)","Homo sapiens"
"CRYM","Q14894","","crystallin mu(CRYM)","Homo sapiens"
"CSGALNACT1","Q8TDX6","","chondroitin sulfate N-acetylgalactosaminyltransferase 1(CSGALNACT1)","Homo sapiens"
"CSNK1G2","P78368","","casein kinase 1 gamma 2(CSNK1G2)","Homo sapiens"
"CST3","P01034","","cystatin C(CST3)","Homo sapiens"
"CTAGE1","Q96RT6","","cutaneous T cell lymphoma-associated antigen 1(CTAGE1)","Homo sapiens"
"CTAGE15","Q8IX94,A4D2H0","","CTAGE family member 15(CTAGE15)","Homo sapiens"
"CTAGE4","Q8IX94","","CTAGE family member 4(CTAGE4)","Homo sapiens"
"CTAGE6","Q86UF2","","CTAGE family member 6(CTAGE6)","Homo sapiens"
"CTAGE8","Q8IX94,P0CG41","","CTAGE family member 8(CTAGE8)","Homo sapiens"
"CTAGE9","A4FU28","","CTAGE family member 9(CTAGE9)","Homo sapiens"
"CTBP1","Q13363","","C-terminal binding protein 1(CTBP1)","Homo sapiens"
"CTBP2","P56545","","C-terminal binding protein 2(CTBP2)","Homo sapiens"
"CTCF","P49711","","CCCTC-binding factor(CTCF)","Homo sapiens"
"CTDSPL","O15194","","CTD small phosphatase like(CTDSPL)","Homo sapiens"
"CTIF","O43310","","cap binding complex dependent translation initiation factor(CTIF)","Homo sapiens"
"CTNND2","Q9UQB3","","catenin delta 2(CTNND2)","Homo sapiens"
"CTPS2","Q9NRF8","","CTP synthase 2(CTPS2)","Homo sapiens"
"CTSD","P07339","","cathepsin D(CTSD)","Homo sapiens"
"CTSH","P09668","","cathepsin H(CTSH)","Homo sapiens"
"CTTNBP2NL","Q9P2B4","","CTTNBP2 N-terminal like(CTTNBP2NL)","Homo sapiens"
"CUEDC1","Q9NWM3","","CUE domain containing 1(CUEDC1)","Homo sapiens"
"CUX1","Q13948,P39880","","cut like homeobox 1(CUX1)","Homo sapiens"
"CWF19L1","Q69YN2","","CWF19 like cell cycle control factor 1(CWF19L1)","Homo sapiens"
"CXADR","P78310","","CXADR Ig-like cell adhesion molecule(CXADR)","Homo sapiens"
"CXorf38","Q8TB03","","chromosome X open reading frame 38(CXorf38)","Homo sapiens"
"CYBC1","Q9BQA9","","cytochrome b-245 chaperone 1(CYBC1)","Homo sapiens"
"CYP1A1","P04798","","cytochrome P450 family 1 subfamily A member 1(CYP1A1)","Homo sapiens"
"CYP1B1","Q16678","","cytochrome P450 family 1 subfamily B member 1(CYP1B1)","Homo sapiens"
"CYP20A1","Q6UW02","","cytochrome P450 family 20 subfamily A member 1(CYP20A1)","Homo sapiens"
"CYP27A1","Q02318","","cytochrome P450 family 27 subfamily A member 1(CYP27A1)","Homo sapiens"
"CYP2J2","P51589","","cytochrome P450 family 2 subfamily J member 2(CYP2J2)","Homo sapiens"
"CYP2S1","Q96SQ9","","cytochrome P450 family 2 subfamily S member 1(CYP2S1)","Homo sapiens"
"CYP51A1","Q16850","","cytochrome P450 family 51 subfamily A member 1(CYP51A1)","Homo sapiens"
"CYP7B1","O75881","","cytochrome P450 family 7 subfamily B member 1(CYP7B1)","Homo sapiens"
"CYTH2","Q99418","","cytohesin 2(CYTH2)","Homo sapiens"
"DAAM1","Q9Y4D1","","dishevelled associated activator of morphogenesis 1(DAAM1)","Homo sapiens"
"DAAM2","Q86T65","","dishevelled associated activator of morphogenesis 2(DAAM2)","Homo sapiens"
"DAP3","P51398","","death associated protein 3(DAP3)","Homo sapiens"
"DAPP1","Q9UN19","","dual adaptor of phosphotyrosine and 3-phosphoinositides 1(DAPP1)","Homo sapiens"
"DARS2","Q6PI48","","aspartyl-tRNA synthetase 2, mitochondrial(DARS2)","Homo sapiens"
"DAZAP1","Q96EP5","","DAZ associated protein 1(DAZAP1)","Homo sapiens"
"DCAF7","P61962","","DDB1 and CUL4 associated factor 7(DCAF7)","Homo sapiens"
"DCAKD","Q8WVC6","","dephospho-CoA kinase domain containing(DCAKD)","Homo sapiens"
"DCTPP1","Q9H773","","dCTP pyrophosphatase 1(DCTPP1)","Homo sapiens"
"DCUN1D1","Q96GG9","","defective in cullin neddylation 1 domain containing 1(DCUN1D1)","Homo sapiens"
"DDAH1","O94760","","dimethylarginine dimethylaminohydrolase 1(DDAH1)","Homo sapiens"
"DDI2","Q5TDH0","","DNA damage inducible 1 homolog 2(DDI2)","Homo sapiens"
"DDR1","Q08345","","discoidin domain receptor tyrosine kinase 1(DDR1)","Homo sapiens"
"DDX20","Q9UHI6","","DEAD-box helicase 20(DDX20)","Homo sapiens"
"DDX28","Q9NUL7","","DEAD-box helicase 28(DDX28)","Homo sapiens"
"DDX51","Q8N8A6","","DEAD-box helicase 51(DDX51)","Homo sapiens"
"DDX54","Q8TDD1","","DEAD-box helicase 54(DDX54)","Homo sapiens"
"DDX55","Q8NHQ9","","DEAD-box helicase 55(DDX55)","Homo sapiens"
"DDX59","Q5T1V6","","DEAD-box helicase 59(DDX59)","Homo sapiens"
"DDX60","Q8IY21","","DExD/H-box helicase 60(DDX60)","Homo sapiens"
"DECR1","Q16698","","2,4-dienoyl-CoA reductase 1(DECR1)","Homo sapiens"
"DECR2","Q9NUI1","","2,4-dienoyl-CoA reductase 2(DECR2)","Homo sapiens"
"DENND11","A4D1U4","","DENN domain containing 11(DENND11)","Homo sapiens"
"DENND2D","Q9H6A0","","DENN domain containing 2D(DENND2D)","Homo sapiens"
"DENR","O43583","","density regulated re-initiation and release factor(DENR)","Homo sapiens"
"DEPDC5","O75140","","DEP domain containing 5, GATOR1 subcomplex subunit(DEPDC5)","Homo sapiens"
"DGAT1","O75907","","diacylglycerol O-acyltransferase 1(DGAT1)","Homo sapiens"
"DGKE","P52429","","diacylglycerol kinase epsilon(DGKE)","Homo sapiens"
"DGKQ","P52824","","diacylglycerol kinase theta(DGKQ)","Homo sapiens"
"DGLUCY","Q7Z3D6","","D-glutamate cyclase(DGLUCY)","Homo sapiens"
"DHODH","Q02127","","dihydroorotate dehydrogenase (quinone)(DHODH)","Homo sapiens"
"DHRS13","Q6UX07","","dehydrogenase/reductase 13(DHRS13)","Homo sapiens"
"DHRS3","O75911","","dehydrogenase/reductase 3(DHRS3)","Homo sapiens"
"DHX58","Q96C10","","DExH-box helicase 58(DHX58)","Homo sapiens"
"DIP2A","Q14689","","disco interacting protein 2 homolog A(DIP2A)","Homo sapiens"
"DIP2C","Q9Y2E4","","disco interacting protein 2 homolog C(DIP2C)","Homo sapiens"
"DIPK2A","Q8NDZ4","","divergent protein kinase domain 2A(DIPK2A)","Homo sapiens"
"DIS3L","Q8TF46","","DIS3 like exosome 3'-5' exoribonuclease(DIS3L)","Homo sapiens"
"DKC1","O60832","","dyskerin pseudouridine synthase 1(DKC1)","Homo sapiens"
"DLD","P09622","","dihydrolipoamide dehydrogenase(DLD)","Homo sapiens"
"DLG3","Q92796","","discs large MAGUK scaffold protein 3(DLG3)","Homo sapiens"
"DLGAP1","O14490","","DLG associated protein 1(DLGAP1)","Homo sapiens"
"DLX6","P56179","","distal-less homeobox 6(DLX6)","Homo sapiens"
"DMBX1","Q8NFW5","","diencephalon/mesencephalon homeobox 1(DMBX1)","Homo sapiens"
"DMD","P11532","","dystrophin(DMD)","Homo sapiens"
"DMWD","Q09019","","DM1 locus, WD repeat containing(DMWD)","Homo sapiens"
"DMXL1","Q9Y485","","Dmx like 1(DMXL1)","Homo sapiens"
"DMXL2","Q8TDJ6","","Dmx like 2(DMXL2)","Homo sapiens"
"DNAJA4","Q8WW22","","DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)","Homo sapiens"
"DNAJB14","Q8TBM8","","DnaJ heat shock protein family (Hsp40) member B14(DNAJB14)","Homo sapiens"
"DNAJB2","P25686","","DnaJ heat shock protein family (Hsp40) member B2(DNAJB2)","Homo sapiens"
"DNAJC13","O75165","","DnaJ heat shock protein family (Hsp40) member C13(DNAJC13)","Homo sapiens"
"DNAJC16","Q9Y2G8","","DnaJ heat shock protein family (Hsp40) member C16(DNAJC16)","Homo sapiens"
"DNAJC19","Q96DA6","","DnaJ heat shock protein family (Hsp40) member C19(DNAJC19)","Homo sapiens"
"DNAJC25","Q9H1X3","","DnaJ heat shock protein family (Hsp40) member C25(DNAJC25)","Homo sapiens"
"DNAJC3","Q13217","","DnaJ heat shock protein family (Hsp40) member C3(DNAJC3)","Homo sapiens"
"DNAJC5","Q9H3Z4","","DnaJ heat shock protein family (Hsp40) member C5(DNAJC5)","Homo sapiens"
"DNAJC8","O75937","","DnaJ heat shock protein family (Hsp40) member C8(DNAJC8)","Homo sapiens"
"DNM1","Q05193","","dynamin 1(DNM1)","Homo sapiens"
"DNM3","Q9UQ16","","dynamin 3(DNM3)","Homo sapiens"
"DNMT3A","Q9Y6K1","","DNA methyltransferase 3 alpha(DNMT3A)","Homo sapiens"
"DOCK5","Q9H7D0","","dedicator of cytokinesis 5(DOCK5)","Homo sapiens"
"DOCK6","Q96HP0","","dedicator of cytokinesis 6(DOCK6)","Homo sapiens"
"DOCK7","Q96N67","","dedicator of cytokinesis 7(DOCK7)","Homo sapiens"
"DOCK8","Q8NF50","","dedicator of cytokinesis 8(DOCK8)","Homo sapiens"
"DOLK","Q9UPQ8","","dolichol kinase(DOLK)","Homo sapiens"
"DOLPP1","Q86YN1","","dolichyldiphosphatase 1(DOLPP1)","Homo sapiens"
"DPAGT1","Q9H3H5","","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1(DPAGT1)","Homo sapiens"
"DPP7","Q9UHL4","","dipeptidyl peptidase 7(DPP7)","Homo sapiens"
"DPP9","Q86TI2","","dipeptidyl peptidase 9(DPP9)","Homo sapiens"
"DPY19L1","Q2PZI1","","dpy-19 like C-mannosyltransferase 1(DPY19L1)","Homo sapiens"
"DPY19L3","Q6ZPD9","","dpy-19 like C-mannosyltransferase 3(DPY19L3)","Homo sapiens"
"DRAP1","Q14919","","DR1 associated protein 1(DRAP1)","Homo sapiens"
"DSC2","Q02487","","desmocollin 2(DSC2)","Homo sapiens"
"DSG3","P32926","","desmoglein 3(DSG3)","Homo sapiens"
"DSG4","Q86SJ6","","desmoglein 4(DSG4)","Homo sapiens"
"DST","Q03001","","dystonin(DST)","Homo sapiens"
"DTNB","O60941","","dystrobrevin beta(DTNB)","Homo sapiens"
"DTX4","Q9Y2E6","","deltex E3 ubiquitin ligase 4(DTX4)","Homo sapiens"
"DYNC1I1","O14576","","dynein cytoplasmic 1 intermediate chain 1(DYNC1I1)","Homo sapiens"
"DYNC2H1","Q8NCM8","","dynein cytoplasmic 2 heavy chain 1(DYNC2H1)","Homo sapiens"
"DYRK1A","Q13627","","dual specificity tyrosine phosphorylation regulated kinase 1A(DYRK1A)","Homo sapiens"
"DYRK1B","Q9Y463","","dual specificity tyrosine phosphorylation regulated kinase 1B(DYRK1B)","Homo sapiens"
"DYSF","O75923","","dysferlin(DYSF)","Homo sapiens"
"EARS2","Q5JPH6","","glutamyl-tRNA synthetase 2, mitochondrial(EARS2)","Homo sapiens"
"EBAG9","O00559","","estrogen receptor binding site associated antigen 9(EBAG9)","Homo sapiens"
"ECHDC3","Q96DC8","","enoyl-CoA hydratase domain containing 3(ECHDC3)","Homo sapiens"
"ECSIT","Q9BQ95","","ECSIT signaling integrator(ECSIT)","Homo sapiens"
"EEF2K","O00418","","eukaryotic elongation factor 2 kinase(EEF2K)","Homo sapiens"
"EEIG1","Q5T9C2","","estrogen-induced osteoclastogenesis regulator 1(EEIG1)","Homo sapiens"
"EEPD1","Q7L9B9","","endonuclease/exonuclease/phosphatase family domain containing 1(EEPD1)","Homo sapiens"
"EFCC1","Q9HA90","","EF-hand and coiled-coil domain containing 1(EFCC1)","Homo sapiens"
"EFEMP2","O95967","","EGF containing fibulin extracellular matrix protein 2(EFEMP2)","Homo sapiens"
"EFNB1","P98172","","ephrin B1(EFNB1)","Homo sapiens"
"EGR1","P18146","","early growth response 1(EGR1)","Homo sapiens"
"EHBP1","Q8NDI1","","EH domain binding protein 1(EHBP1)","Homo sapiens"
"EHBP1L1","Q8N3D4","","EH domain binding protein 1 like 1(EHBP1L1)","Homo sapiens"
"EHD2","Q9NZN4","","EH domain containing 2(EHD2)","Homo sapiens"
"EHMT2","Q96KQ7","","euchromatic histone lysine methyltransferase 2(EHMT2)","Homo sapiens"
"EIF2AK3","Q9NZJ5","","eukaryotic translation initiation factor 2 alpha kinase 3(EIF2AK3)","Homo sapiens"
"EIF2B2","P49770","","eukaryotic translation initiation factor 2B subunit beta(EIF2B2)","Homo sapiens"
"EIF3C","Q99613","","eukaryotic translation initiation factor 3 subunit C(EIF3C)","Homo sapiens"
"EIF6","P56537","","eukaryotic translation initiation factor 6(EIF6)","Homo sapiens"
"ELL","P55199","","elongation factor for RNA polymerase II(ELL)","Homo sapiens"
"ELMO2","Q96JJ3","","engulfment and cell motility 2(ELMO2)","Homo sapiens"
"ELMO3","Q96BJ8","","engulfment and cell motility 3(ELMO3)","Homo sapiens"
"ELOVL1","Q9BW60","","ELOVL fatty acid elongase 1(ELOVL1)","Homo sapiens"
"ELP1","O95163","","elongator acetyltransferase complex subunit 1(ELP1)","Homo sapiens"
"ELP4","Q96EB1","","elongator acetyltransferase complex subunit 4(ELP4)","Homo sapiens"
"EMC3","Q9P0I2","","ER membrane protein complex subunit 3(EMC3)","Homo sapiens"
"EMG1","Q92979","","EMG1 N1-specific pseudouridine methyltransferase(EMG1)","Homo sapiens"
"EML2","O95834","","EMAP like 2(EML2)","Homo sapiens"
"EML3","Q32P44","","EMAP like 3(EML3)","Homo sapiens"
"ENAH","Q8N8S7","","ENAH actin regulator(ENAH)","Homo sapiens"
"ENDOD1","O94919","","endonuclease domain containing 1(ENDOD1)","Homo sapiens"
"ENTPD4","Q9Y227","","ectonucleoside triphosphate diphosphohydrolase 4(ENTPD4)","Homo sapiens"
"ENTPD5","O75356","","ectonucleoside triphosphate diphosphohydrolase 5 (inactive)(ENTPD5)","Homo sapiens"
"ENTPD6","O75354","","ectonucleoside triphosphate diphosphohydrolase 6(ENTPD6)","Homo sapiens"
"EOGT","Q5NDL2","","EGF domain specific O-linked N-acetylglucosamine transferase(EOGT)","Homo sapiens"
"EP300","Q09472","","E1A binding protein p300(EP300)","Homo sapiens"
"EP400","Q96L91","","E1A binding protein p400(EP400)","Homo sapiens"
"EPB41L3","Q9Y2J2","","erythrocyte membrane protein band 4.1 like 3(EPB41L3)","Homo sapiens"
"EPB41L4A","Q9HCS5","","erythrocyte membrane protein band 4.1 like 4A(EPB41L4A)","Homo sapiens"
"EPB41L4B","Q9H329","","erythrocyte membrane protein band 4.1 like 4B(EPB41L4B)","Homo sapiens"
"EPG5","Q9HCE0","","ectopic P-granules 5 autophagy tethering factor(EPG5)","Homo sapiens"
"EPHA1","P21709","","EPH receptor A1(EPHA1)","Homo sapiens"
"EPHA3","P29320","","EPH receptor A3(EPHA3)","Homo sapiens"
"EPHB2","P29323","","EPH receptor B2(EPHB2)","Homo sapiens"
"EPHB3","P54753","","EPH receptor B3(EPHB3)","Homo sapiens"
"EPHX1","P07099","","epoxide hydrolase 1(EPHX1)","Homo sapiens"
"EPM2AIP1","Q7L775","","EPM2A interacting protein 1(EPM2AIP1)","Homo sapiens"
"EPN1","Q9Y6I3","","epsin 1(EPN1)","Homo sapiens"
"EPN3","Q9H201","","epsin 3(EPN3)","Homo sapiens"
"EPS8L2","Q9H6S3","","EPS8 signaling adaptor L2(EPS8L2)","Homo sapiens"
"ERAL1","O75616","","Era like 12S mitochondrial rRNA chaperone 1(ERAL1)","Homo sapiens"
"ERBB2","P04626","","erb-b2 receptor tyrosine kinase 2(ERBB2)","Homo sapiens"
"ERBB3","P21860","","erb-b2 receptor tyrosine kinase 3(ERBB3)","Homo sapiens"
"ERBB4","Q15303","","erb-b2 receptor tyrosine kinase 4(ERBB4)","Homo sapiens"
"ERCC6","Q03468,P0DP91","","ERCC excision repair 6, chromatin remodeling factor(ERCC6)","Homo sapiens"
"ERLIN1","O75477","","ER lipid raft associated 1(ERLIN1)","Homo sapiens"
"ERLIN2","O94905","","ER lipid raft associated 2(ERLIN2)","Homo sapiens"
"ERN2","Q76MJ5","","endoplasmic reticulum to nucleus signaling 2(ERN2)","Homo sapiens"
"ERO1A","Q96HE7","","endoplasmic reticulum oxidoreductase 1 alpha(ERO1A)","Homo sapiens"
"ESYT2","A0FGR8","","extended synaptotagmin 2(ESYT2)","Homo sapiens"
"ETFDH","Q16134","","electron transfer flavoprotein dehydrogenase(ETFDH)","Homo sapiens"
"ETHE1","O95571","","ETHE1 persulfide dioxygenase(ETHE1)","Homo sapiens"
"EVI5","O60447","","ecotropic viral integration site 5(EVI5)","Homo sapiens"
"EXOG","Q9Y2C4","","exo/endonuclease G(EXOG)","Homo sapiens"
