"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"MDM1","Q8TC05","","Mdm1 nuclear protein(MDM1)","Homo sapiens"
"MDN1","Q9NU22","","midasin AAA ATPase 1(MDN1)","Homo sapiens"
"MED13L","Q71F56","","mediator complex subunit 13L(MED13L)","Homo sapiens"
"MED29","Q9NX70","","mediator complex subunit 29(MED29)","Homo sapiens"
"MED30","Q96HR3","","mediator complex subunit 30(MED30)","Homo sapiens"
"MEF2D","Q14814","","myocyte enhancer factor 2D(MEF2D)","Homo sapiens"
"MEPCE","Q7L2J0","","methylphosphate capping enzyme(MEPCE)","Homo sapiens"
"METTL5","Q9NRN9","","methyltransferase 5, N6-adenosine(METTL5)","Homo sapiens"
"MEX3A","A1L020","","mex-3 RNA binding family member A(MEX3A)","Homo sapiens"
"MEX3B","Q6ZN04","","mex-3 RNA binding family member B(MEX3B)","Homo sapiens"
"MEX3C","Q5U5Q3","","mex-3 RNA binding family member C(MEX3C)","Homo sapiens"
"MEX3D","Q86XN8","","mex-3 RNA binding family member D(MEX3D)","Homo sapiens"
"MFAP1","P55081","","microfibril associated protein 1(MFAP1)","Homo sapiens"
"MGST1","P10620","","microsomal glutathione S-transferase 1(MGST1)","Homo sapiens"
"MIF4GD","A9UHW6","","MIF4G domain containing(MIF4GD)","Homo sapiens"
"MIIP","Q5JXC2","","migration and invasion inhibitory protein(MIIP)","Homo sapiens"
"MINK1","Q8N4C8","","misshapen like kinase 1(MINK1)","Homo sapiens"
"MITD1","Q8WV92","","microtubule interacting and trafficking domain containing 1(MITD1)","Homo sapiens"
"MLEC","Q14165","","malectin(MLEC)","Homo sapiens"
"MMP14","P50281","","matrix metallopeptidase 14(MMP14)","Homo sapiens"
"MMUT","P22033","","methylmalonyl-CoA mutase(MMUT)","Homo sapiens"
"MNX1","P50219","","motor neuron and pancreas homeobox 1(MNX1)","Homo sapiens"
"MOB3A","Q96BX8","","MOB kinase activator 3A(MOB3A)","Homo sapiens"
"MOCS2","O96007","","molybdenum cofactor synthesis 2(MOCS2)","Homo sapiens"
"MOGS","Q13724","","mannosyl-oligosaccharide glucosidase(MOGS)","Homo sapiens"
"MPHOSPH10","O00566","","M-phase phosphoprotein 10(MPHOSPH10)","Homo sapiens"
"MPHOSPH8","Q99549","","M-phase phosphoprotein 8(MPHOSPH8)","Homo sapiens"
"MPP7","Q5T2T1","","MAGUK p55 scaffold protein 7(MPP7)","Homo sapiens"
"MRPL22","Q9NWU5","","mitochondrial ribosomal protein L22(MRPL22)","Homo sapiens"
"MRPL37","Q9BZE1","","mitochondrial ribosomal protein L37(MRPL37)","Homo sapiens"
"MRPL4","Q9BYD3","","mitochondrial ribosomal protein L4(MRPL4)","Homo sapiens"
"MRPL41","Q8IXM3","","mitochondrial ribosomal protein L41(MRPL41)","Homo sapiens"
"MRPL55","Q7Z7F7","","mitochondrial ribosomal protein L55(MRPL55)","Homo sapiens"
"MRPL9","Q9BYD2","","mitochondrial ribosomal protein L9(MRPL9)","Homo sapiens"
"MRPS17","Q9Y2R5","","mitochondrial ribosomal protein S17(MRPS17)","Homo sapiens"
"MRPS18B","Q9Y676","","mitochondrial ribosomal protein S18B(MRPS18B)","Homo sapiens"
"MRPS35","P82673","","mitochondrial ribosomal protein S35(MRPS35)","Homo sapiens"
"MSI2","Q96DH6","","musashi RNA binding protein 2(MSI2)","Homo sapiens"
"MSTO1","Q9BUK6","","misato mitochondrial distribution and morphology regulator 1(MSTO1)","Homo sapiens"
"MTCH2","Q9Y6C9","","mitochondrial carrier 2(MTCH2)","Homo sapiens"
"MTMR12","Q9C0I1","","myotubularin related protein 12(MTMR12)","Homo sapiens"
"MTO1","Q9Y2Z2","","mitochondrial tRNA translation optimization 1(MTO1)","Homo sapiens"
"MTPAP","Q9NVV4","","mitochondrial poly(A) polymerase(MTPAP)","Homo sapiens"
"MTREX","P42285","","Mtr4 exosome RNA helicase(MTREX)","Homo sapiens"
"MTX2","O75431","","metaxin 2(MTX2)","Homo sapiens"
"MUC5B","Q9HC84","","mucin 5B, oligomeric mucus/gel-forming(MUC5B)","Homo sapiens"
"MYBL1","P10243","","MYB proto-oncogene like 1(MYBL1)","Homo sapiens"
"MYC","P01106","","MYC proto-oncogene, bHLH transcription factor(MYC)","Homo sapiens"
"MYO1A","Q9UBC5","","myosin IA(MYO1A)","Homo sapiens"
"MYO1B","O43795","","myosin IB(MYO1B)","Homo sapiens"
"MYO6","Q9UM54","","myosin VI(MYO6)","Homo sapiens"
"MYO7B","Q6PIF6","","myosin VIIB(MYO7B)","Homo sapiens"
"NAA50","Q9GZZ1","","N-alpha-acetyltransferase 50, NatE catalytic subunit(NAA50)","Homo sapiens"
"NACC2","Q96BF6","","NACC family member 2(NACC2)","Homo sapiens"
"NAPA","P54920","","NSF attachment protein alpha(NAPA)","Homo sapiens"
"NARS2","Q96I59","","asparaginyl-tRNA synthetase 2, mitochondrial(NARS2)","Homo sapiens"
"NCBP3","Q53F19","","nuclear cap binding subunit 3(NCBP3)","Homo sapiens"
"NCKAP1L","P55160","","NCK associated protein 1 like(NCKAP1L)","Homo sapiens"
"NCOA4","Q13772","","nuclear receptor coactivator 4(NCOA4)","Homo sapiens"
"NDE1","Q9NXR1","","nudE neurodevelopment protein 1(NDE1)","Homo sapiens"
"NDEL1","Q9GZM8","","nudE neurodevelopment protein 1 like 1(NDEL1)","Homo sapiens"
"NDUFB10","O96000","","NADH:ubiquinone oxidoreductase subunit B10(NDUFB10)","Homo sapiens"
"NDUFB4","O95168","","NADH:ubiquinone oxidoreductase subunit B4(NDUFB4)","Homo sapiens"
"NDUFB5","O43674","","NADH:ubiquinone oxidoreductase subunit B5(NDUFB5)","Homo sapiens"
"NDUFS1","P28331","","NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)","Homo sapiens"
"NDUFS2","O75306","","NADH:ubiquinone oxidoreductase core subunit S2(NDUFS2)","Homo sapiens"
"NEDD4L","Q96PU5","","NEDD4 like E3 ubiquitin protein ligase(NEDD4L)","Homo sapiens"
"NEDD8","Q15843","","NEDD8 ubiquitin like modifier(NEDD8)","Homo sapiens"
"NEIL2","Q969S2","","nei like DNA glycosylase 2(NEIL2)","Homo sapiens"
"NEK4","P51957","","NIMA related kinase 4(NEK4)","Homo sapiens"
"NEURL4","Q96JN8","","neuralized E3 ubiquitin protein ligase 4(NEURL4)","Homo sapiens"
"NFKB2","Q00653","","nuclear factor kappa B subunit 2(NFKB2)","Homo sapiens"
"NFKBIE","O00221","","NFKB inhibitor epsilon(NFKBIE)","Homo sapiens"
"NFS1","Q9Y697","","NFS1 cysteine desulfurase(NFS1)","Homo sapiens"
"NFX1","Q12986","","nuclear transcription factor, X-box binding 1(NFX1)","Homo sapiens"
"NHERF1","O14745","","NHERF family PDZ scaffold protein 1(NHERF1)","Homo sapiens"
"NHLRC2","Q8NBF2","","NHL repeat containing 2(NHLRC2)","Homo sapiens"
"NIP7","Q9Y221","","nucleolar pre-rRNA processing protein NIP7(NIP7)","Homo sapiens"
"NISCH","Q9Y2I1","","nischarin(NISCH)","Homo sapiens"
"NMD3","Q96D46","","NMD3 ribosome export adaptor(NMD3)","Homo sapiens"
"NME2","P22392","","NME/NM23 nucleoside diphosphate kinase 2(NME2)","Homo sapiens"
"NME2P1","O60361","","NME2 pseudogene 1(NME2P1)","Homo sapiens"
"NOB1","Q9ULX3","","NIN1 (RPN12) binding protein 1 homolog(NOB1)","Homo sapiens"
"NOL10","Q9BSC4","","nucleolar protein 10(NOL10)","Homo sapiens"
"NOL11","Q9H8H0","","nucleolar protein 11(NOL11)","Homo sapiens"
"NOL6","Q9H6R4","","nucleolar protein 6(NOL6)","Homo sapiens"
"NOMO1","Q15155,P69849","","NODAL modulator 1(NOMO1)","Homo sapiens"
"NOMO2","Q5JPE7,Q15155,P69849","","NODAL modulator 2(NOMO2)","Homo sapiens"
"NOMO3","Q15155,P69849","","NODAL modulator 3(NOMO3)","Homo sapiens"
"NOP14","P78316","","NOP14 nucleolar protein(NOP14)","Homo sapiens"
"NOP16","Q9Y3C1","","NOP16 nucleolar protein(NOP16)","Homo sapiens"
"NPDC1","Q9NQX5","","neural proliferation, differentiation and control 1(NPDC1)","Homo sapiens"
"NPEPPS","P55786","","aminopeptidase puromycin sensitive(NPEPPS)","Homo sapiens"
"NPEPPSP1","A6NEC2","","NPEPPS pseudogene 1(NPEPPSP1)","Homo sapiens"
"NPLOC4","Q8TAT6","","NPL4 homolog, ubiquitin recognition factor(NPLOC4)","Homo sapiens"
"NSD1","Q96L73","","nuclear receptor binding SET domain protein 1(NSD1)","Homo sapiens"
"NSD2","O96028","","nuclear receptor binding SET domain protein 2(NSD2)","Homo sapiens"
"NSMAF","Q92636","","neutral sphingomyelinase activation associated factor(NSMAF)","Homo sapiens"
"NT5C3A","Q9H0P0","","5'-nucleotidase, cytosolic IIIA(NT5C3A)","Homo sapiens"
"NUFIP2","Q7Z417","","nuclear FMR1 interacting protein 2(NUFIP2)","Homo sapiens"
"NUP107","P57740","","nucleoporin 107(NUP107)","Homo sapiens"
"NUP133","Q8WUM0","","nucleoporin 133(NUP133)","Homo sapiens"
"NUP153","P49790","","nucleoporin 153(NUP153)","Homo sapiens"
"NUP160","Q12769","","nucleoporin 160(NUP160)","Homo sapiens"
"NUP210","Q8TEM1","","nucleoporin 210(NUP210)","Homo sapiens"
"NUP214","P35658","","nucleoporin 214(NUP214)","Homo sapiens"
"NUP37","Q8NFH4","","nucleoporin 37(NUP37)","Homo sapiens"
"NUP54","Q7Z3B4","","nucleoporin 54(NUP54)","Homo sapiens"
"NUP85","Q9BW27","","nucleoporin 85(NUP85)","Homo sapiens"
"NUP88","Q99567","","nucleoporin 88(NUP88)","Homo sapiens"
"NUP98","P52948","","nucleoporin 98 and 96 precursor(NUP98)","Homo sapiens"
"OARD1","Q9Y530","","O-acyl-ADP-ribose deacylase 1(OARD1)","Homo sapiens"
"ODF2","Q5BJF6","","outer dense fiber of sperm tails 2(ODF2)","Homo sapiens"
"ODF2L","Q9ULJ1","","outer dense fiber of sperm tails 2 like(ODF2L)","Homo sapiens"
"OGA","O60502","","O-GlcNAcase(OGA)","Homo sapiens"
"OLA1","Q9NTK5","","Obg like ATPase 1(OLA1)","Homo sapiens"
"PABPC1","P11940","","poly(A) binding protein cytoplasmic 1(PABPC1)","Homo sapiens"
"PABPC1L","Q4VXU2","","poly(A) binding protein cytoplasmic 1 like(PABPC1L)","Homo sapiens"
"PABPC3","Q9H361","","poly(A) binding protein cytoplasmic 3(PABPC3)","Homo sapiens"
"PABPC4","Q13310","","poly(A) binding protein cytoplasmic 4(PABPC4)","Homo sapiens"
"PAF1","Q8N7H5","","PAF1 homolog, Paf1/RNA polymerase II complex component(PAF1)","Homo sapiens"
"PAK1IP1","Q9NWT1","","PAK1 interacting protein 1(PAK1IP1)","Homo sapiens"
"PALLD","Q8WX93","","palladin, cytoskeletal associated protein(PALLD)","Homo sapiens"
"PALM2AKAP2","Q9Y2D5","","PALM2 and AKAP2 fusion(PALM2AKAP2)","Homo sapiens"
"PARVG","Q9HBI0","","parvin gamma(PARVG)","Homo sapiens"
"PASK","Q96RG2","","PAS domain containing serine/threonine kinase(PASK)","Homo sapiens"
"PATL1","Q86TB9","","PAT1 homolog 1, processing body mRNA decay factor(PATL1)","Homo sapiens"
"PATZ1","Q9HBE1","","POZ/BTB and AT hook containing zinc finger 1(PATZ1)","Homo sapiens"
"PAWR","Q96IZ0","","pro-apoptotic WT1 regulator(PAWR)","Homo sapiens"
"PC","P11498","","pyruvate carboxylase(PC)","Homo sapiens"
"PCBP1","Q15365","","poly(rC) binding protein 1(PCBP1)","Homo sapiens"
"PCBP2","Q15366","","poly(rC) binding protein 2(PCBP2)","Homo sapiens"
"PCBP3","P57721","","poly(rC) binding protein 3(PCBP3)","Homo sapiens"
"PCM1","Q15154","","pericentriolar material 1(PCM1)","Homo sapiens"
"PCNT","O95613","","pericentrin(PCNT)","Homo sapiens"
"PDAP1","Q13442","","PDGFA associated protein 1(PDAP1)","Homo sapiens"
"PDCD6","O75340","","programmed cell death 6(PDCD6)","Homo sapiens"
"PDCD6IP","Q8WUM4","","programmed cell death 6 interacting protein(PDCD6IP)","Homo sapiens"
"PDE4DIP","Q5VU43","","phosphodiesterase 4D interacting protein(PDE4DIP)","Homo sapiens"
"PDHB","P11177","","pyruvate dehydrogenase E1 subunit beta(PDHB)","Homo sapiens"
"PDLIM1","O00151","","PDZ and LIM domain 1(PDLIM1)","Homo sapiens"
"PDLIM2","Q96JY6","","PDZ and LIM domain 2(PDLIM2)","Homo sapiens"
"PDS5B","Q9NTI5","","PDS5 cohesin associated factor B(PDS5B)","Homo sapiens"
"PELP1","Q8IZL8","","proline, glutamate and leucine rich protein 1(PELP1)","Homo sapiens"
"PES1","O00541","","pescadillo ribosomal biogenesis factor 1(PES1)","Homo sapiens"
"PFDN1","O60925","","prefoldin subunit 1(PFDN1)","Homo sapiens"
"PFKFB4","Q16877","","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(PFKFB4)","Homo sapiens"
"PFKM","P08237","","phosphofructokinase, muscle(PFKM)","Homo sapiens"
"PGM2","Q96G03","","phosphoglucomutase 2(PGM2)","Homo sapiens"
"PHGDH","O43175","","phosphoglycerate dehydrogenase(PHGDH)","Homo sapiens"
"PHPT1","Q9NRX4","","phosphohistidine phosphatase 1(PHPT1)","Homo sapiens"
"PIBF1","Q8WXW3","","progesterone immunomodulatory binding factor 1(PIBF1)","Homo sapiens"
"PICALM","Q13492","","phosphatidylinositol binding clathrin assembly protein(PICALM)","Homo sapiens"
"PIGR","P01833","","polymeric immunoglobulin receptor(PIGR)","Homo sapiens"
"PIK3R4","Q99570","","phosphoinositide-3-kinase regulatory subunit 4(PIK3R4)","Homo sapiens"
"PINX1","Q96BK5","","PIN2 (TERF1) interacting telomerase inhibitor 1(PINX1)","Homo sapiens"
"PIP","P12273","","prolactin induced protein(PIP)","Homo sapiens"
"PIP4K2A","P48426","","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha(PIP4K2A)","Homo sapiens"
"PIP4K2B","P78356","","phosphatidylinositol-5-phosphate 4-kinase type 2 beta(PIP4K2B)","Homo sapiens"
"PIPSL","A2A3N6","","PIP5K1A and PSMD4 like (pseudogene)(PIPSL)","Homo sapiens"
"PIR","O00625","","pirin(PIR)","Homo sapiens"
"PKN1","Q16512","","protein kinase N1(PKN1)","Homo sapiens"
"PLCB3","Q01970","","phospholipase C beta 3(PLCB3)","Homo sapiens"
"PLCG2","P16885","","phospholipase C gamma 2(PLCG2)","Homo sapiens"
"PLEKHA2","Q9HB19","","pleckstrin homology domain containing A2(PLEKHA2)","Homo sapiens"
"PLG","P00747","","plasminogen(PLG)","Homo sapiens"
"PMF1","Q6P1K2","","polyamine modulated factor 1(PMF1)","Homo sapiens"
"PNMA1","Q8ND90","","PNMA family member 1(PNMA1)","Homo sapiens"
"PNP","P00491","","purine nucleoside phosphorylase(PNP)","Homo sapiens"
"POC1B","Q8TC44","","POC1 centriolar protein B(POC1B)","Homo sapiens"
"POLA2","Q14181","","DNA polymerase alpha 2, accessory subunit(POLA2)","Homo sapiens"
"POLB","P06746","","DNA polymerase beta(POLB)","Homo sapiens"
"POLDIP3","Q9BY77","","DNA polymerase delta interacting protein 3(POLDIP3)","Homo sapiens"
"POLM","Q9NP87","","DNA polymerase mu(POLM)","Homo sapiens"
"POLR1A","O95602","","RNA polymerase I subunit A(POLR1A)","Homo sapiens"
"POLR2C","P19387","","RNA polymerase II subunit C(POLR2C)","Homo sapiens"
"POLR3B","Q9NW08","","RNA polymerase III subunit B(POLR3B)","Homo sapiens"
"POMGNT1","Q8WZA1","","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)(POMGNT1)","Homo sapiens"
"POP4","O95707","","POP4 homolog, ribonuclease P/MRP subunit(POP4)","Homo sapiens"
"PPFIA1","Q13136","","PTPRF interacting protein alpha 1(PPFIA1)","Homo sapiens"
"PPID","Q08752","","peptidylprolyl isomerase D(PPID)","Homo sapiens"
"PPIG","Q13427","","peptidylprolyl isomerase G(PPIG)","Homo sapiens"
"PPIL3","Q9H2H8","","peptidylprolyl isomerase like 3(PPIL3)","Homo sapiens"
"PPP1CA","P62136","","protein phosphatase 1 catalytic subunit alpha(PPP1CA)","Homo sapiens"
"PPP1CB","P62140","","protein phosphatase 1 catalytic subunit beta(PPP1CB)","Homo sapiens"
"PPP1R12A","O14974","","protein phosphatase 1 regulatory subunit 12A(PPP1R12A)","Homo sapiens"
"PPP1R35","Q8TAP8","","protein phosphatase 1 regulatory subunit 35(PPP1R35)","Homo sapiens"
"PPP2R5C","Q13362","","protein phosphatase 2 regulatory subunit B'gamma(PPP2R5C)","Homo sapiens"
"PPP2R5D","Q14738","","protein phosphatase 2 regulatory subunit B'delta(PPP2R5D)","Homo sapiens"
"PRAME","P78395","","PRAME nuclear receptor transcriptional regulator(PRAME)","Homo sapiens"
"PRC1","O43663","","protein regulator of cytokinesis 1(PRC1)","Homo sapiens"
"PRDM4","Q9UKN5","","PR/SET domain 4(PRDM4)","Homo sapiens"
"PRDX1","Q06830","","peroxiredoxin 1(PRDX1)","Homo sapiens"
"PRDX2","P32119","","peroxiredoxin 2(PRDX2)","Homo sapiens"
"PRDX5","P30044","","peroxiredoxin 5(PRDX5)","Homo sapiens"
"PREB","Q9HCU5","","prolactin regulatory element binding(PREB)","Homo sapiens"
"PRKAA1","Q13131","","protein kinase AMP-activated catalytic subunit alpha 1(PRKAA1)","Homo sapiens"
"PRKAA2","P54646","","protein kinase AMP-activated catalytic subunit alpha 2(PRKAA2)","Homo sapiens"
"PRKAR1A","P10644","","protein kinase cAMP-dependent type I regulatory subunit alpha(PRKAR1A)","Homo sapiens"
"PRKAR1B","P31321","","protein kinase cAMP-dependent type I regulatory subunit beta(PRKAR1B)","Homo sapiens"
"PRKAR2A","P13861","","protein kinase cAMP-dependent type II regulatory subunit alpha(PRKAR2A)","Homo sapiens"
"PRKCB","P05771","","protein kinase C beta(PRKCB)","Homo sapiens"
"PRKRA","O75569","","protein activator of interferon induced protein kinase EIF2AK2(PRKRA)","Homo sapiens"
"PRMT6","Q96LA8","","protein arginine methyltransferase 6(PRMT6)","Homo sapiens"
"PROSER1","Q86XN7","","proline and serine rich 1(PROSER1)","Homo sapiens"
"PROSER3","Q2NL68","","proline and serine rich 3(PROSER3)","Homo sapiens"
"PRPF19","Q9UMS4","","pre-mRNA processing factor 19(PRPF19)","Homo sapiens"
"PRPF31","Q8WWY3","","pre-mRNA processing factor 31(PRPF31)","Homo sapiens"
"PRPF38B","Q5VTL8","","pre-mRNA processing factor 38B(PRPF38B)","Homo sapiens"
"PRPF6","O94906","","pre-mRNA processing factor 6(PRPF6)","Homo sapiens"
"PSD4","Q8NDX1","","pleckstrin and Sec7 domain containing 4(PSD4)","Homo sapiens"
"PSIP1","O75475","","PC4 and SRSF1 interacting protein 1(PSIP1)","Homo sapiens"
"PSMB2","P49721","","proteasome 20S subunit beta 2(PSMB2)","Homo sapiens"
"PSMB5","P28074","","proteasome 20S subunit beta 5(PSMB5)","Homo sapiens"
"PSMB7","Q99436","","proteasome 20S subunit beta 7(PSMB7)","Homo sapiens"
"PSMC6","P62333","","proteasome 26S subunit, ATPase 6(PSMC6)","Homo sapiens"
"PSMD12","O00232","","proteasome 26S subunit, non-ATPase 12(PSMD12)","Homo sapiens"
"PSMD4","P55036","","proteasome 26S subunit ubiquitin receptor, non-ATPase 4(PSMD4)","Homo sapiens"
"PSMD5","Q16401","","proteasome 26S subunit, non-ATPase 5(PSMD5)","Homo sapiens"
"PSME1","Q06323","","proteasome activator subunit 1(PSME1)","Homo sapiens"
"PTBP3","O95758","","polypyrimidine tract binding protein 3(PTBP3)","Homo sapiens"
"PTK2B","Q14289","","protein tyrosine kinase 2 beta(PTK2B)","Homo sapiens"
"PTPN11","Q06124","","protein tyrosine phosphatase non-receptor type 11(PTPN11)","Homo sapiens"
"PTPN23","Q9H3S7","","protein tyrosine phosphatase non-receptor type 23(PTPN23)","Homo sapiens"
"PTPN7","P35236","","protein tyrosine phosphatase non-receptor type 7(PTPN7)","Homo sapiens"
"PTPRC","P08575","","protein tyrosine phosphatase receptor type C(PTPRC)","Homo sapiens"
"PTRH1","Q86Y79","","peptidyl-tRNA hydrolase 1 homolog(PTRH1)","Homo sapiens"
"PUM1","Q14671","","pumilio RNA binding family member 1(PUM1)","Homo sapiens"
"PUM2","Q8TB72","","pumilio RNA binding family member 2(PUM2)","Homo sapiens"
"PURA","Q00577","","purine rich element binding protein A(PURA)","Homo sapiens"
"PXDN","Q92626","","peroxidasin(PXDN)","Homo sapiens"
"PYCARD","Q9ULZ3","","PYD and CARD domain containing(PYCARD)","Homo sapiens"
"PYM1","Q9BRP8","","PYM homolog 1, exon junction complex associated factor(PYM1)","Homo sapiens"
"QSER1","Q2KHR3","","glutamine and serine rich 1(QSER1)","Homo sapiens"
"R3HDM2","Q9Y2K5","","R3H domain containing 2(R3HDM2)","Homo sapiens"
"RAB11A","P62491","","RAB11A, member RAS oncogene family(RAB11A)","Homo sapiens"
"RAB11B","Q15907","","RAB11B, member RAS oncogene family(RAB11B)","Homo sapiens"
"RAB1B","Q9H0U4","","RAB1B, member RAS oncogene family(RAB1B)","Homo sapiens"
"RAB21","Q9UL25","","RAB21, member RAS oncogene family(RAB21)","Homo sapiens"
"RAB22A","Q9UL26","","RAB22A, member RAS oncogene family(RAB22A)","Homo sapiens"
"RAB3GAP1","Q15042","","RAB3 GTPase activating protein catalytic subunit 1(RAB3GAP1)","Homo sapiens"
"RAB3GAP2","Q9H2M9","","RAB3 GTPase activating non-catalytic protein subunit 2(RAB3GAP2)","Homo sapiens"
"RAB6A","P20340","","RAB6A, member RAS oncogene family(RAB6A)","Homo sapiens"
"RAB8A","P61006","","RAB8A, member RAS oncogene family(RAB8A)","Homo sapiens"
"RAB8B","Q92930","","RAB8B, member RAS oncogene family(RAB8B)","Homo sapiens"
"RABGAP1","Q9Y3P9","","RAB GTPase activating protein 1(RABGAP1)","Homo sapiens"
"RABGGTA","Q92696","","Rab geranylgeranyltransferase subunit alpha(RABGGTA)","Homo sapiens"
"RALY","Q9UKM9","","RALY heterogeneous nuclear ribonucleoprotein(RALY)","Homo sapiens"
"RANBP1","P43487","","RAN binding protein 1(RANBP1)","Homo sapiens"
"RANGAP1","P46060","","Ran GTPase activating protein 1(RANGAP1)","Homo sapiens"
"RAP2C","Q9Y3L5","","RAP2C, member of RAS oncogene family(RAP2C)","Homo sapiens"
"RAPH1","Q70E73","","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1(RAPH1)","Homo sapiens"
"RASAL3","Q86YV0","","RAS protein activator like 3(RASAL3)","Homo sapiens"
"RAVER1","Q8IY67","","ribonucleoprotein, PTB binding 1(RAVER1)","Homo sapiens"
"RBFOX1","Q9NWB1","","RNA binding fox-1 homolog 1(RBFOX1)","Homo sapiens"
"RBFOX2","O43251","","RNA binding fox-1 homolog 2(RBFOX2)","Homo sapiens"
"RBFOX3","A6NFN3","","RNA binding fox-1 homolog 3(RBFOX3)","Homo sapiens"
"RBM10","P98175","","RNA binding motif protein 10(RBM10)","Homo sapiens"
"RBM17","Q96I25","","RNA binding motif protein 17(RBM17)","Homo sapiens"
"RBM19","Q9Y4C8","","RNA binding motif protein 19(RBM19)","Homo sapiens"
"RBM23","Q86U06","","RNA binding motif protein 23(RBM23)","Homo sapiens"
"RBM25","P49756","","RNA binding motif protein 25(RBM25)","Homo sapiens"
"RBM27","Q9P2N5","","RNA binding motif protein 27(RBM27)","Homo sapiens"
"RBM39","Q14498","","RNA binding motif protein 39(RBM39)","Homo sapiens"
"RBM8A","Q9Y5S9","","RNA binding motif protein 8A(RBM8A)","Homo sapiens"
"RBMXL1","Q96E39","","RBMX like 1(RBMXL1)","Homo sapiens"
"RBSN","Q9H1K0","","rabenosyn, RAB effector(RBSN)","Homo sapiens"
"RC3H1","Q5TC82","","ring finger and CCCH-type domains 1(RC3H1)","Homo sapiens"
"RC3H2","Q9HBD1","","ring finger and CCCH-type domains 2(RC3H2)","Homo sapiens"
"RCC1","P18754","","regulator of chromosome condensation 1(RCC1)","Homo sapiens"
"RCL1","Q9Y2P8","","RNA terminal phosphate cyclase like 1(RCL1)","Homo sapiens"
"RDH14","Q9HBH5","","retinol dehydrogenase 14(RDH14)","Homo sapiens"
"RDX","P35241","","radixin(RDX)","Homo sapiens"
"RECQL4","O94761","","RecQ like helicase 4(RECQL4)","Homo sapiens"
"REPIN1","Q9BWE0","","replication initiator 1(REPIN1)","Homo sapiens"
"REXO4","Q9GZR2","","REX4 homolog, 3'-5' exonuclease(REXO4)","Homo sapiens"
"RFX7","Q2KHR2","","regulatory factor X7(RFX7)","Homo sapiens"
"RGS14","O43566","","regulator of G protein signaling 14(RGS14)","Homo sapiens"
"RHOA","P61586","","ras homolog family member A(RHOA)","Homo sapiens"
"RHOT2","Q8IXI1","","ras homolog family member T2(RHOT2)","Homo sapiens"
"RHPN2","Q8IUC4","","rhophilin Rho GTPase binding protein 2(RHPN2)","Homo sapiens"
"RIC1","Q4ADV7","","RIC1 homolog, RAB6A GEF complex partner 1(RIC1)","Homo sapiens"
"RIGI","O95786","","RNA sensor RIG-I(RIGI)","Homo sapiens"
"RIN1","Q13671","","Ras and Rab interactor 1(RIN1)","Homo sapiens"
"RMI1","Q9H9A7","","RecQ mediated genome instability 1(RMI1)","Homo sapiens"
"RNASEH2B","Q5TBB1","","ribonuclease H2 subunit B(RNASEH2B)","Homo sapiens"
"RNF216","Q9NWF9","","ring finger protein 216(RNF216)","Homo sapiens"
"RNPEP","Q9H4A4","","arginyl aminopeptidase(RNPEP)","Homo sapiens"
"RO60","P10155","","Ro60, Y RNA binding protein(RO60)","Homo sapiens"
"RPL21","P46778","","ribosomal protein L21(RPL21)","Homo sapiens"
"RPL34","P49207","","ribosomal protein L34(RPL34)","Homo sapiens"
"RPL35A","P18077","","ribosomal protein L35a(RPL35A)","Homo sapiens"
"RPL39","P62891","","ribosomal protein L39(RPL39)","Homo sapiens"
"RPL39P5","Q59GN2","","ribosomal protein L39 pseudogene 5(RPL39P5)","Homo sapiens"
"RPS13","P62277","","ribosomal protein S13(RPS13)","Homo sapiens"
"RPS6KA1","Q15418","","ribosomal protein S6 kinase A1(RPS6KA1)","Homo sapiens"
"RPS6KA2","Q15349","","ribosomal protein S6 kinase A2(RPS6KA2)","Homo sapiens"
"RPS6KA3","P51812","","ribosomal protein S6 kinase A3(RPS6KA3)","Homo sapiens"
"RRM2B","Q7LG56","","ribonucleotide reductase regulatory TP53 inducible subunit M2B(RRM2B)","Homo sapiens"
"RRP8","O43159","","ribosomal RNA processing 8(RRP8)","Homo sapiens"
"RSRC1","Q96IZ7","","arginine and serine rich coiled-coil 1(RSRC1)","Homo sapiens"
"RSRC2","Q7L4I2","","arginine and serine rich coiled-coil 2(RSRC2)","Homo sapiens"
"RSU1","Q15404","","Ras suppressor protein 1(RSU1)","Homo sapiens"
"RTEL1","Q9NZ71","","regulator of telomere elongation helicase 1(RTEL1)","Homo sapiens"
"RTF2","Q9BY42","","replication termination factor 2(RTF2)","Homo sapiens"
"RTN4","Q9NQC3","","reticulon 4(RTN4)","Homo sapiens"
"RXRA","P19793","","retinoid X receptor alpha(RXRA)","Homo sapiens"
"RXRB","P28702","","retinoid X receptor beta(RXRB)","Homo sapiens"
"RXRG","P48443","","retinoid X receptor gamma(RXRG)","Homo sapiens"
"S100A10","P60903","","S100 calcium binding protein A10(S100A10)","Homo sapiens"
"SAFB","Q15424","","scaffold attachment factor B(SAFB)","Homo sapiens"
