"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"AGO1","Q9UL18","","argonaute RISC component 1(AGO1)","Homo sapiens"
"AGO2","Q9UKV8","","argonaute RISC catalytic component 2(AGO2)","Homo sapiens"
"AGO3","Q9H9G7","","argonaute RISC catalytic component 3(AGO3)","Homo sapiens"
"AGO4","Q9HCK5","","argonaute RISC component 4(AGO4)","Homo sapiens"
"AHCYL1","O43865","","adenosylhomocysteinase like 1(AHCYL1)","Homo sapiens"
"AHCYL2","Q96HN2","","adenosylhomocysteinase like 2(AHCYL2)","Homo sapiens"
"AIFM1","O95831","","apoptosis inducing factor mitochondria associated 1(AIFM1)","Homo sapiens"
"AJUBA","Q96IF1","","ajuba LIM protein(AJUBA)","Homo sapiens"
"AKAP9","Q99996","","A-kinase anchoring protein 9(AKAP9)","Homo sapiens"
"ALB","P02768","","albumin(ALB)","Homo sapiens"
"ALDH1A2","O94788","","aldehyde dehydrogenase 1 family member A2(ALDH1A2)","Homo sapiens"
"ALDOA","P04075","","aldolase, fructose-bisphosphate A(ALDOA)","Homo sapiens"
"ALG11","Q2TAA5","","ALG11 alpha-1,2-mannosyltransferase(ALG11)","Homo sapiens"
"ALKBH5","Q6P6C2","","alkB homolog 5, RNA demethylase(ALKBH5)","Homo sapiens"
"AMMECR1L","Q6DCA0","","AMMECR1 like(AMMECR1L)","Homo sapiens"
"AMPD2","Q01433","","adenosine monophosphate deaminase 2(AMPD2)","Homo sapiens"
"AMPD3","Q01432","","adenosine monophosphate deaminase 3(AMPD3)","Homo sapiens"
"AMY1A","P0DUB6","","amylase alpha 1A(AMY1A)","Homo sapiens"
"AMY1B","P0DTE7","","amylase alpha 1B(AMY1B)","Homo sapiens"
"AMY1C","P0DTE8","","amylase alpha 1C(AMY1C)","Homo sapiens"
"AMY2A","P04746","","amylase alpha 2A(AMY2A)","Homo sapiens"
"AMY2B","P19961","","amylase alpha 2B(AMY2B)","Homo sapiens"
"ANK1","P16157","","ankyrin 1(ANK1)","Homo sapiens"
"ANKHD1","Q8IWZ3","","ankyrin repeat and KH domain containing 1(ANKHD1)","Homo sapiens"
"ANPEP","P15144","","alanyl aminopeptidase, membrane(ANPEP)","Homo sapiens"
"ANXA11","P50995","","annexin A11(ANXA11)","Homo sapiens"
"ANXA4","P09525","","annexin A4(ANXA4)","Homo sapiens"
"AP1B1","Q10567","","adaptor related protein complex 1 subunit beta 1(AP1B1)","Homo sapiens"
"AP1G1","O43747","","adaptor related protein complex 1 subunit gamma 1(AP1G1)","Homo sapiens"
"AP1G2","O75843","","adaptor related protein complex 1 subunit gamma 2(AP1G2)","Homo sapiens"
"AP1M1","Q9BXS5","","adaptor related protein complex 1 subunit mu 1(AP1M1)","Homo sapiens"
"AP1S1","P61966","","adaptor related protein complex 1 subunit sigma 1(AP1S1)","Homo sapiens"
"AP2A1","O95782","","adaptor related protein complex 2 subunit alpha 1(AP2A1)","Homo sapiens"
"AP2A2","O94973","","adaptor related protein complex 2 subunit alpha 2(AP2A2)","Homo sapiens"
"AP2B1","P63010","","adaptor related protein complex 2 subunit beta 1(AP2B1)","Homo sapiens"
"AP2M1","Q96CW1","","adaptor related protein complex 2 subunit mu 1(AP2M1)","Homo sapiens"
"AP3B1","O00203","","adaptor related protein complex 3 subunit beta 1(AP3B1)","Homo sapiens"
"AP4M1","O00189","","adaptor related protein complex 4 subunit mu 1(AP4M1)","Homo sapiens"
"AP5Z1","O43299","","adaptor related protein complex 5 subunit zeta 1(AP5Z1)","Homo sapiens"
"APOA1","P02647","","apolipoprotein A1(APOA1)","Homo sapiens"
"APOBEC3B","Q9UH17","","apolipoprotein B mRNA editing enzyme catalytic subunit 3B(APOBEC3B)","Homo sapiens"
"APOBEC3C","Q9NRW3","","apolipoprotein B mRNA editing enzyme catalytic subunit 3C(APOBEC3C)","Homo sapiens"
"AQR","O60306","","aquarius intron-binding spliceosomal factor(AQR)","Homo sapiens"
"AR","P10275","","androgen receptor(AR)","Homo sapiens"
"ARAP1","Q96P48","","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1(ARAP1)","Homo sapiens"
"ARFGAP2","Q8N6H7","","ARF GTPase activating protein 2(ARFGAP2)","Homo sapiens"
"ARFIP1","P53367","","ARF interacting protein 1(ARFIP1)","Homo sapiens"
"ARG1","P05089","","arginase 1(ARG1)","Homo sapiens"
"ARGLU1","Q9NWB6","","arginine and glutamate rich 1(ARGLU1)","Homo sapiens"
"ARHGAP12","Q8IWW6","","Rho GTPase activating protein 12(ARHGAP12)","Homo sapiens"
"ARHGAP15","Q53QZ3","","Rho GTPase activating protein 15(ARHGAP15)","Homo sapiens"
"ARHGAP35","Q9NRY4","","Rho GTPase activating protein 35(ARHGAP35)","Homo sapiens"
"ARHGAP4","P98171","","Rho GTPase activating protein 4(ARHGAP4)","Homo sapiens"
"ARHGAP9","Q9BRR9","","Rho GTPase activating protein 9(ARHGAP9)","Homo sapiens"
"ARHGDIA","P52565","","Rho GDP dissociation inhibitor alpha(ARHGDIA)","Homo sapiens"
"ARHGEF6","Q15052","","Rac/Cdc42 guanine nucleotide exchange factor 6(ARHGEF6)","Homo sapiens"
"ARL2","P36404","","ARF like GTPase 2(ARL2)","Homo sapiens"
"ARL8A","Q96BM9","","ARF like GTPase 8A(ARL8A)","Homo sapiens"
"ARL8B","Q9NVJ2","","ARF like GTPase 8B(ARL8B)","Homo sapiens"
"ARMC6","Q6NXE6","","armadillo repeat containing 6(ARMC6)","Homo sapiens"
"ARMC9","Q7Z3E5","","armadillo repeat containing 9(ARMC9)","Homo sapiens"
"ARPC2","O15144","","actin related protein 2/3 complex subunit 2(ARPC2)","Homo sapiens"
"ARPC5","O15511","","actin related protein 2/3 complex subunit 5(ARPC5)","Homo sapiens"
"ARPC5L","Q9BPX5","","actin related protein 2/3 complex subunit 5 like(ARPC5L)","Homo sapiens"
"ARPP21","Q9UBL0","","cAMP regulated phosphoprotein 21(ARPP21)","Homo sapiens"
"ASAH1","Q13510","","N-acylsphingosine amidohydrolase 1(ASAH1)","Homo sapiens"
"ASCC3","Q8N3C0","","activating signal cointegrator 1 complex subunit 3(ASCC3)","Homo sapiens"
"ASRGL1","Q7L266","","asparaginase and isoaspartyl peptidase 1(ASRGL1)","Homo sapiens"
"ATF1","P18846","","activating transcription factor 1(ATF1)","Homo sapiens"
"ATG3","Q9NT62","","autophagy related 3(ATG3)","Homo sapiens"
"ATL3","Q6DD88","","atlastin GTPase 3(ATL3)","Homo sapiens"
"ATP2A2","P16615","","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2(ATP2A2)","Homo sapiens"
"ATP2A3","Q93084","","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3(ATP2A3)","Homo sapiens"
"ATP5F1C","P36542","","ATP synthase F1 subunit gamma(ATP5F1C)","Homo sapiens"
"ATP5F1D","P30049","","ATP synthase F1 subunit delta(ATP5F1D)","Homo sapiens"
"ATP5MG","O75964","","ATP synthase membrane subunit g(ATP5MG)","Homo sapiens"
"ATP5PB","P24539","","ATP synthase peripheral stalk-membrane subunit b(ATP5PB)","Homo sapiens"
"ATP5PO","P48047","","ATP synthase peripheral stalk subunit OSCP(ATP5PO)","Homo sapiens"
"ATP6V1A","P38606","","ATPase H+ transporting V1 subunit A(ATP6V1A)","Homo sapiens"
"ATRIP","Q8WXE1","","ATR interacting protein(ATRIP)","Homo sapiens"
"ATXN2","Q99700","","ataxin 2(ATXN2)","Homo sapiens"
"ATXN2L","Q8WWM7","","ataxin 2 like(ATXN2L)","Homo sapiens"
"BAG6","P46379","","BAG cochaperone 6(BAG6)","Homo sapiens"
"BAZ2B","Q9UIF8","","bromodomain adjacent to zinc finger domain 2B(BAZ2B)","Homo sapiens"
"BBS2","Q9BXC9","","Bardet-Biedl syndrome 2(BBS2)","Homo sapiens"
"BBS4","Q96RK4","","Bardet-Biedl syndrome 4(BBS4)","Homo sapiens"
"BCAS2","O75934","","BCAS2 pre-mRNA processing factor(BCAS2)","Homo sapiens"
"BCL6","P41182","","BCL6 transcription repressor(BCL6)","Homo sapiens"
"BICD1","Q96G01","","BICD cargo adaptor 1(BICD1)","Homo sapiens"
"BLM","P54132","","BLM RecQ like helicase(BLM)","Homo sapiens"
"BLMH","Q13867","","bleomycin hydrolase(BLMH)","Homo sapiens"
"BLTP2","Q14667","","bridge-like lipid transfer protein family member 2(BLTP2)","Homo sapiens"
"BMAL1","O00327","","basic helix-loop-helix ARNT like 1(BMAL1)","Homo sapiens"
"BPTF","Q12830","","bromodomain PHD finger transcription factor(BPTF)","Homo sapiens"
"BRD8","Q9H0E9","","bromodomain containing 8(BRD8)","Homo sapiens"
"BRF1","Q92994","","BRF1 general transcription factor IIIB subunit(BRF1)","Homo sapiens"
"BSCL2","Q96G97","","BSCL2 lipid droplet biogenesis associated, seipin(BSCL2)","Homo sapiens"
"BZW1","Q7L1Q6","","basic leucine zipper and W2 domains 1(BZW1)","Homo sapiens"
"BZW2","Q9Y6E2","","basic leucine zipper and W2 domains 2(BZW2)","Homo sapiens"
"C10orf88","Q9H8K7","","chromosome 10 open reading frame 88(C10orf88)","Homo sapiens"
"C18orf21","Q32NC0","","chromosome 18 open reading frame 21(C18orf21)","Homo sapiens"
"C1orf35","Q9BU76","","chromosome 1 open reading frame 35(C1orf35)","Homo sapiens"
"C4A","P0C0L4","","complement C4A (Chido/Rodgers blood group)(C4A)","Homo sapiens"
"C4B","P0C0L5,P0C0L4","","complement C4B (Chido/Rodgers blood group)(C4B)","Homo sapiens"
"C4B_2","P0C0L4","","complement component 4B (Chido/Rodgers blood group), copy 2(C4B_2)","Homo sapiens"
"C9orf78","Q9NZ63","","chromosome 9 open reading frame 78(C9orf78)","Homo sapiens"
"CAMK4","Q16566","","calcium/calmodulin dependent protein kinase IV(CAMK4)","Homo sapiens"
"CAMKK2","Q96RR4","","calcium/calmodulin dependent protein kinase kinase 2(CAMKK2)","Homo sapiens"
"CANT1","Q8WVQ1","","calcium activated nucleotidase 1(CANT1)","Homo sapiens"
"CAPN6","Q9Y6Q1","","calpain 6(CAPN6)","Homo sapiens"
"CARHSP1","Q9Y2V2","","calcium regulated heat stable protein 1(CARHSP1)","Homo sapiens"
"CARMIL2","Q6F5E8","","capping protein regulator and myosin 1 linker 2(CARMIL2)","Homo sapiens"
"CASK","O14936","","calcium/calmodulin dependent serine protein kinase(CASK)","Homo sapiens"
"CASP14","P31944","","caspase 14(CASP14)","Homo sapiens"
"CASZ1","Q86V15","","castor zinc finger 1(CASZ1)","Homo sapiens"
"CAVIN3","Q969G5","","caveolae associated protein 3(CAVIN3)","Homo sapiens"
"CBX1","P83916","","chromobox 1(CBX1)","Homo sapiens"
"CBX8","Q9HC52","","chromobox 8(CBX8)","Homo sapiens"
"CC2D1A","Q6P1N0","","coiled-coil and C2 domain containing 1A(CC2D1A)","Homo sapiens"
"CCAR1","Q8IX12","","cell division cycle and apoptosis regulator 1(CCAR1)","Homo sapiens"
"CCAR2","Q8N163","","cell cycle and apoptosis regulator 2(CCAR2)","Homo sapiens"
"CCDC138","Q96M89","","coiled-coil domain containing 138(CCDC138)","Homo sapiens"
"CCDC14","Q49A88","","coiled-coil domain containing 14(CCDC14)","Homo sapiens"
"CCDC18","Q5T9S5","","coiled-coil domain containing 18(CCDC18)","Homo sapiens"
"CCDC191","Q8NCU4","","coiled-coil domain containing 191(CCDC191)","Homo sapiens"
"CCDC22","O60826","","CCC complex scaffolding subunit CCDC22(CCDC22)","Homo sapiens"
"CCDC34","Q96HJ3","","coiled-coil domain containing 34(CCDC34)","Homo sapiens"
"CCDC47","Q96A33","","coiled-coil domain containing 47(CCDC47)","Homo sapiens"
"CCDC6","Q16204","","coiled-coil domain containing 6(CCDC6)","Homo sapiens"
"CCDC61","Q9Y6R9","","coiled-coil domain containing 61(CCDC61)","Homo sapiens"
"CCDC66","A2RUB6","","coiled-coil domain containing 66(CCDC66)","Homo sapiens"
"CCDC88A","Q3V6T2","","coiled-coil domain containing 88A(CCDC88A)","Homo sapiens"
"CCDC88C","Q9P219","","coiled-coil domain containing 88C(CCDC88C)","Homo sapiens"
"CCHCR1","Q8TD31","","coiled-coil alpha-helical rod protein 1(CCHCR1)","Homo sapiens"
"CCNC","P24863","","cyclin C(CCNC)","Homo sapiens"
"CCND1","P24385","","cyclin D1(CCND1)","Homo sapiens"
"CCNL1","Q9UK58","","cyclin L1(CCNL1)","Homo sapiens"
"CCNY","Q8ND76","","cyclin Y(CCNY)","Homo sapiens"
"CD247","P20963","","CD247 molecule(CD247)","Homo sapiens"
"CD3D","P04234","","CD3 delta subunit of T-cell receptor complex(CD3D)","Homo sapiens"
"CD40LG","P29965","","CD40 ligand(CD40LG)","Homo sapiens"
"CDC42","P60953","","cell division cycle 42(CDC42)","Homo sapiens"
"CDC73","Q6P1J9","","cell division cycle 73(CDC73)","Homo sapiens"
"CDK11A","Q9UQ88","","cyclin dependent kinase 11A(CDK11A)","Homo sapiens"
"CDK11B","P21127,Q9UQ88","","cyclin dependent kinase 11B(CDK11B)","Homo sapiens"
"CDK5RAP3","Q96JB5","","CDK5 regulatory subunit associated protein 3(CDK5RAP3)","Homo sapiens"
"CDR2","Q01850","","cerebellar degeneration related protein 2(CDR2)","Homo sapiens"
"CDR2L","Q86X02","","cerebellar degeneration related protein 2 like(CDR2L)","Homo sapiens"
"CEBPE","Q15744","","CCAAT enhancer binding protein epsilon(CEBPE)","Homo sapiens"
"CEBPZ","Q03701","","CCAAT enhancer binding protein zeta(CEBPZ)","Homo sapiens"
"CELF2","O95319","","CUGBP Elav-like family member 2(CELF2)","Homo sapiens"
"CENPF","P49454","","centromere protein F(CENPF)","Homo sapiens"
"CENPH","Q9H3R5","","centromere protein H(CENPH)","Homo sapiens"
"CEP131","Q9UPN4","","centrosomal protein 131(CEP131)","Homo sapiens"
"CEP152","O94986","","centrosomal protein 152(CEP152)","Homo sapiens"
"CEP192","Q8TEP8","","centrosomal protein 192(CEP192)","Homo sapiens"
"CEP20","Q96NB1","","centrosomal protein 20(CEP20)","Homo sapiens"
"CEP295","Q9C0D2","","centrosomal protein 295(CEP295)","Homo sapiens"
"CEP44","Q9C0F1","","centrosomal protein 44(CEP44)","Homo sapiens"
"CEP55","Q53EZ4","","centrosomal protein 55(CEP55)","Homo sapiens"
"CEP57","Q86XR8","","centrosomal protein 57(CEP57)","Homo sapiens"
"CEP57L1","Q8IYX8","","centrosomal protein 57 like 1(CEP57L1)","Homo sapiens"
"CEP68","Q76N32","","centrosomal protein 68(CEP68)","Homo sapiens"
"CEP70","Q8NHQ1","","centrosomal protein 70(CEP70)","Homo sapiens"
"CEP72","Q9P209","","centrosomal protein 72(CEP72)","Homo sapiens"
"CEP78","Q5JTW2","","centrosomal protein 78(CEP78)","Homo sapiens"
"CEP85L","Q5SZL2","","centrosomal protein 85 like(CEP85L)","Homo sapiens"
"CEP89","Q96ST8","","centrosomal protein 89(CEP89)","Homo sapiens"
"CEP95","Q96GE4","","centrosomal protein 95(CEP95)","Homo sapiens"
"CEP97","Q8IW35","","centrosomal protein 97(CEP97)","Homo sapiens"
"CETN1","Q12798","","centrin 1(CETN1)","Homo sapiens"
"CETN2","P41208","","centrin 2(CETN2)","Homo sapiens"
"CETN3","O15182","","centrin 3(CETN3)","Homo sapiens"
"CFAP410","O43822","","cilia and flagella associated protein 410(CFAP410)","Homo sapiens"
"CGN","Q9P2M7","","cingulin(CGN)","Homo sapiens"
"CHD4","Q14839","","chromodomain helicase DNA binding protein 4(CHD4)","Homo sapiens"
"CHD5","Q8TDI0","","chromodomain helicase DNA binding protein 5(CHD5)","Homo sapiens"
"CHD6","Q8TD26","","chromodomain helicase DNA binding protein 6(CHD6)","Homo sapiens"
"CHD7","Q9P2D1","","chromodomain helicase DNA binding protein 7(CHD7)","Homo sapiens"
"CHD8","Q9HCK8","","chromodomain helicase DNA binding protein 8(CHD8)","Homo sapiens"
"CHD9","Q3L8U1","","chromodomain helicase DNA binding protein 9(CHD9)","Homo sapiens"
"CHERP","Q8IWX8","","calcium homeostasis endoplasmic reticulum protein(CHERP)","Homo sapiens"
"CHFR","Q96EP1","","checkpoint with forkhead and ring finger domains(CHFR)","Homo sapiens"
"CHLSN","Q9BRJ6","","cholesin(CHLSN)","Homo sapiens"
"CHMP4B","Q9H444","","charged multivesicular body protein 4B(CHMP4B)","Homo sapiens"
"CIAPIN1","Q6FI81","","cytokine induced apoptosis inhibitor 1(CIAPIN1)","Homo sapiens"
"CITED2","Q99967","","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2(CITED2)","Homo sapiens"
"CKAP2","Q8WWK9","","cytoskeleton associated protein 2(CKAP2)","Homo sapiens"
"CKAP5","Q14008","","cytoskeleton associated protein 5(CKAP5)","Homo sapiens"
"CLASP1","Q7Z460","","cytoplasmic linker associated protein 1(CLASP1)","Homo sapiens"
"CLASP2","O75122","","cytoplasmic linker associated protein 2(CLASP2)","Homo sapiens"
"CLCN7","P51798","","chloride voltage-gated channel 7(CLCN7)","Homo sapiens"
"CLGN","O14967","","calmegin(CLGN)","Homo sapiens"
"CLINT1","Q14677","","clathrin interactor 1(CLINT1)","Homo sapiens"
"CMPK2","Q5EBM0","","cytidine/uridine monophosphate kinase 2(CMPK2)","Homo sapiens"
"CNOT1","A5YKK6","","CCR4-NOT transcription complex subunit 1(CNOT1)","Homo sapiens"
"CNTROB","Q8N137","","centrobin, centriole duplication and spindle assembly protein(CNTROB)","Homo sapiens"
"COG1","Q8WTW3","","component of oligomeric golgi complex 1(COG1)","Homo sapiens"
"COG4","Q9H9E3","","component of oligomeric golgi complex 4(COG4)","Homo sapiens"
"COL18A1","P39060","","collagen type XVIII alpha 1 chain(COL18A1)","Homo sapiens"
"COL6A2","P12110","","collagen type VI alpha 2 chain(COL6A2)","Homo sapiens"
"COMMD2","Q86X83","","COMM domain containing 2(COMMD2)","Homo sapiens"
"COMMD3","Q9UBI1","","COMM domain containing 3(COMMD3)","Homo sapiens"
"COP1","Q8NHY2","","COP1 E3 ubiquitin ligase(COP1)","Homo sapiens"
"COPE","O14579","","COPI coat complex subunit epsilon(COPE)","Homo sapiens"
"COX7A2","P14406","","cytochrome c oxidase subunit 7A2(COX7A2)","Homo sapiens"
"CPAP","Q9HC77","","centrosome assembly and centriole elongation protein(CPAP)","Homo sapiens"
"CPNE3","O75131","","copine 3(CPNE3)","Homo sapiens"
"CPSF3","Q9UKF6","","cleavage and polyadenylation specific factor 3(CPSF3)","Homo sapiens"
"CPSF6","Q16630","","cleavage and polyadenylation specific factor 6(CPSF6)","Homo sapiens"
"CREB1","P16220","","cAMP responsive element binding protein 1(CREB1)","Homo sapiens"
"CRNN","Q9UBG3","","cornulin(CRNN)","Homo sapiens"
"CRTC2","Q53ET0","","CREB regulated transcription coactivator 2(CRTC2)","Homo sapiens"
"CSDE1","O75534","","cold shock domain containing E1(CSDE1)","Homo sapiens"
"CSK","P41240","","C-terminal Src kinase(CSK)","Homo sapiens"
"CSNK1A1","P48729","","casein kinase 1 alpha 1(CSNK1A1)","Homo sapiens"
"CSNK1A1L","Q8N752","","casein kinase 1 alpha 1 like(CSNK1A1L)","Homo sapiens"
"CSNK1D","P48730","","casein kinase 1 delta(CSNK1D)","Homo sapiens"
"CSNK1E","P49674","","casein kinase 1 epsilon(CSNK1E)","Homo sapiens"
"CSNK1G1","Q9HCP0","","casein kinase 1 gamma 1(CSNK1G1)","Homo sapiens"
"CSNK2A1","P68400","","casein kinase 2 alpha 1(CSNK2A1)","Homo sapiens"
"CSNK2A3","Q8NEV1","","casein kinase 2 alpha 3(CSNK2A3)","Homo sapiens"
"CSPP1","Q1MSJ5","","centrosome and spindle pole associated protein 1(CSPP1)","Homo sapiens"
"CSRP1","P21291","","cysteine and glycine rich protein 1(CSRP1)","Homo sapiens"
"CSTB","P04080","","cystatin B(CSTB)","Homo sapiens"
"CSTF2","P33240","","cleavage stimulation factor subunit 2(CSTF2)","Homo sapiens"
"CSTF2T","Q9H0L4","","cleavage stimulation factor subunit 2 tau variant(CSTF2T)","Homo sapiens"
"CSTPP1","Q9H6J7","","centriolar satellite-associated tubulin polyglutamylase complex regulator 1(CSTPP1)","Homo sapiens"
"CTNNA1","P35221","","catenin alpha 1(CTNNA1)","Homo sapiens"
"CTNNA2","P26232","","catenin alpha 2(CTNNA2)","Homo sapiens"
"CTPS1","P17812","","CTP synthase 1(CTPS1)","Homo sapiens"
"CTPS2","Q9NRF8","","CTP synthase 2(CTPS2)","Homo sapiens"
"CTTN","Q14247","","cortactin(CTTN)","Homo sapiens"
"CUL1","Q13616","","cullin 1(CUL1)","Homo sapiens"
"CUL4A","Q13619","","cullin 4A(CUL4A)","Homo sapiens"
"CUL4B","Q13620","","cullin 4B(CUL4B)","Homo sapiens"
"CUL7","Q14999","","cullin 7(CUL7)","Homo sapiens"
"CUL9","Q8IWT3","","cullin 9(CUL9)","Homo sapiens"
"DAD1","P61803","","defender against cell death 1(DAD1)","Homo sapiens"
"DCD","P81605","","dermcidin(DCD)","Homo sapiens"
"DCK","P27707","","deoxycytidine kinase(DCK)","Homo sapiens"
"DCP2","Q8IU60","","decapping mRNA 2(DCP2)","Homo sapiens"
"DCPS","Q96C86","","decapping enzyme, scavenger(DCPS)","Homo sapiens"
"DCTN1","Q14203","","dynactin subunit 1(DCTN1)","Homo sapiens"
"DCTN2","Q13561","","dynactin subunit 2(DCTN2)","Homo sapiens"
"DDHD1","Q8NEL9","","DDHD domain containing 1(DDHD1)","Homo sapiens"
"DDHD2","O94830","","DDHD domain containing 2(DDHD2)","Homo sapiens"
"DDX3X","O00571","","DEAD-box helicase 3 X-linked(DDX3X)","Homo sapiens"
"DDX3Y","O00571,O15523","","DEAD-box helicase 3 Y-linked(DDX3Y)","Homo sapiens"
"DDX4","Q9NQI0","","DEAD-box helicase 4(DDX4)","Homo sapiens"
"DDX41","Q9UJV9","","DEAD-box helicase 41(DDX41)","Homo sapiens"
"DDX46","Q7L014","","DEAD-box helicase 46(DDX46)","Homo sapiens"
"DDX5","P17844","","DEAD-box helicase 5(DDX5)","Homo sapiens"
"DDX52","Q9Y2R4","","DExD-box helicase 52(DDX52)","Homo sapiens"
"DDX6","P26196","","DEAD-box helicase 6(DDX6)","Homo sapiens"
"DEGS1","O15121","","delta 4-desaturase, sphingolipid 1(DEGS1)","Homo sapiens"
"DEK","P35659","","DEK proto-oncogene(DEK)","Homo sapiens"
"DHCR24","Q15392","","24-dehydrocholesterol reductase(DHCR24)","Homo sapiens"
"DHX34","Q14147","","DExH-box helicase 34(DHX34)","Homo sapiens"
"DLST","P36957","","dihydrolipoamide S-succinyltransferase(DLST)","Homo sapiens"
"DMAC2L","Q99766","","distal membrane arm assembly component 2 like(DMAC2L)","Homo sapiens"
"DNAJC10","Q8IXB1","","DnaJ heat shock protein family (Hsp40) member C10(DNAJC10)","Homo sapiens"
"DNAJC2","Q99543","","DnaJ heat shock protein family (Hsp40) member C2(DNAJC2)","Homo sapiens"
"DNAJC7","Q99615","","DnaJ heat shock protein family (Hsp40) member C7(DNAJC7)","Homo sapiens"
"DNM1","Q05193","","dynamin 1(DNM1)","Homo sapiens"
"DNM2","P50570","","dynamin 2(DNM2)","Homo sapiens"
"DNM3","Q9UQ16","","dynamin 3(DNM3)","Homo sapiens"
"DNTT","P04053","","DNA nucleotidylexotransferase(DNTT)","Homo sapiens"
"DNTTIP2","Q5QJE6","","deoxynucleotidyltransferase terminal interacting protein 2(DNTTIP2)","Homo sapiens"
"DOCK10","Q96BY6","","dedicator of cytokinesis 10(DOCK10)","Homo sapiens"
"DOK2","O60496","","docking protein 2(DOK2)","Homo sapiens"
"DRG1","Q9Y295","","developmentally regulated GTP binding protein 1(DRG1)","Homo sapiens"
"DSC1","Q08554","","desmocollin 1(DSC1)","Homo sapiens"
"DSN1","Q9H410","","DSN1 component of MIS12 kinetochore complex(DSN1)","Homo sapiens"
"DSTN","P60981","","destrin, actin depolymerizing factor(DSTN)","Homo sapiens"
"DTWD1","Q8N5C7","","DTW domain containing 1(DTWD1)","Homo sapiens"
"DTYMK","P23919","","deoxythymidylate kinase(DTYMK)","Homo sapiens"
"DUSP3","P51452","","dual specificity phosphatase 3(DUSP3)","Homo sapiens"
"DYNC1I2","Q13409","","dynein cytoplasmic 1 intermediate chain 2(DYNC1I2)","Homo sapiens"
"DYNC1LI1","Q9Y6G9","","dynein cytoplasmic 1 light intermediate chain 1(DYNC1LI1)","Homo sapiens"
"DYNC1LI2","O43237","","dynein cytoplasmic 1 light intermediate chain 2(DYNC1LI2)","Homo sapiens"
"EDC3","Q96F86","","enhancer of mRNA decapping 3(EDC3)","Homo sapiens"
"EEA1","Q15075","","early endosome antigen 1(EEA1)","Homo sapiens"
"EEF1A1","P68104","","eukaryotic translation elongation factor 1 alpha 1(EEF1A1)","Homo sapiens"
"EEF1A1P5","Q5VTE0","","eukaryotic translation elongation factor 1 alpha 1 pseudogene 5(EEF1A1P5)","Homo sapiens"
