"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"BEND5","Q7L4P6","","BEN domain containing 5(BEND5)","Homo sapiens"
"BICDL2","A1A5D9","","BICD family like cargo adaptor 2(BICDL2)","Homo sapiens"
"BMS1","Q14692","","BMS1 ribosome biogenesis factor(BMS1)","Homo sapiens"
"BNIP1","Q12981","","BCL2 interacting protein 1(BNIP1)","Homo sapiens"
"BOP1","Q14137","","BOP1 ribosomal biogenesis factor(BOP1)","Homo sapiens"
"BPNT2","Q9NX62","","3'(2'), 5'-bisphosphate nucleotidase 2(BPNT2)","Homo sapiens"
"BRD3","Q15059","","bromodomain containing 3(BRD3)","Homo sapiens"
"BRD4","O60885","","bromodomain containing 4(BRD4)","Homo sapiens"
"BRIP1","Q9BX63","","BRCA1 interacting DNA helicase 1(BRIP1)","Homo sapiens"
"BROX","Q5VW32","","BRO1 domain and CAAX motif containing(BROX)","Homo sapiens"
"BRWD1","Q9NSI6","","bromodomain and WD repeat domain containing 1(BRWD1)","Homo sapiens"
"BST2","Q10589","","bone marrow stromal cell antigen 2(BST2)","Homo sapiens"
"BTF3L4","Q96K17","","basic transcription factor 3 like 4(BTF3L4)","Homo sapiens"
"BUD23","O43709","","BUD23 rRNA methyltransferase and ribosome maturation factor(BUD23)","Homo sapiens"
"BUD31","P41223","","BUD31 homolog(BUD31)","Homo sapiens"
"BYSL","Q13895","","bystin like(BYSL)","Homo sapiens"
"C12orf43","Q96C57","","chromosome 12 open reading frame 43(C12orf43)","Homo sapiens"
"C1orf52","Q8N6N3","","chromosome 1 open reading frame 52(C1orf52)","Homo sapiens"
"CA12","O43570","","carbonic anhydrase 12(CA12)","Homo sapiens"
"CAB39","Q9Y376","","calcium binding protein 39(CAB39)","Homo sapiens"
"CALCOCO2","Q13137","","calcium binding and coiled-coil domain 2(CALCOCO2)","Homo sapiens"
"CALD1","Q05682","","caldesmon 1(CALD1)","Homo sapiens"
"CALR","P27797","","calreticulin(CALR)","Homo sapiens"
"CALU","O43852","","calumenin(CALU)","Homo sapiens"
"CAMK2A","Q9UQM7","","calcium/calmodulin dependent protein kinase II alpha(CAMK2A)","Homo sapiens"
"CAMK2B","Q13554","","calcium/calmodulin dependent protein kinase II beta(CAMK2B)","Homo sapiens"
"CAMK2D","Q13557","","calcium/calmodulin dependent protein kinase II delta(CAMK2D)","Homo sapiens"
"CAMK2G","Q13555","","calcium/calmodulin dependent protein kinase II gamma(CAMK2G)","Homo sapiens"
"CAND1","Q86VP6","","cullin associated and neddylation dissociated 1(CAND1)","Homo sapiens"
"CAND2","O75155","","cullin associated and neddylation dissociated 2 (putative)(CAND2)","Homo sapiens"
"CAPN1","P07384","","calpain 1(CAPN1)","Homo sapiens"
"CAPRIN1","Q14444","","cell cycle associated protein 1(CAPRIN1)","Homo sapiens"
"CAPZA1","P52907","","capping actin protein of muscle Z-line subunit alpha 1(CAPZA1)","Homo sapiens"
"CAPZA2","P47755","","capping actin protein of muscle Z-line subunit alpha 2(CAPZA2)","Homo sapiens"
"CAPZB","P47756","","capping actin protein of muscle Z-line subunit beta(CAPZB)","Homo sapiens"
"CAST","P20810","","calpastatin(CAST)","Homo sapiens"
"CAT","P04040","","catalase(CAT)","Homo sapiens"
"CBL","P22681","","Cbl proto-oncogene(CBL)","Homo sapiens"
"CBX5","P45973","","chromobox 5(CBX5)","Homo sapiens"
"CCDC124","Q96CT7","","coiled-coil domain containing 124(CCDC124)","Homo sapiens"
"CCDC59","Q9P031","","coiled-coil domain containing 59(CCDC59)","Homo sapiens"
"CCDC93","Q567U6","","CCC complex scaffolding subunit CCDC93(CCDC93)","Homo sapiens"
"CCNH","P51946","","cyclin H(CCNH)","Homo sapiens"
"CCSER2","Q9H7U1","","coiled-coil serine rich protein 2(CCSER2)","Homo sapiens"
"CCT2","P78371","","chaperonin containing TCP1 subunit 2(CCT2)","Homo sapiens"
"CCT3","P49368","","chaperonin containing TCP1 subunit 3(CCT3)","Homo sapiens"
"CCT4","P50991","","chaperonin containing TCP1 subunit 4(CCT4)","Homo sapiens"
"CD109","Q6YHK3","","CD109 molecule(CD109)","Homo sapiens"
"CD2AP","Q9Y5K6","","CD2 associated protein(CD2AP)","Homo sapiens"
"CD44","P16070","","CD44 molecule (IN blood group)(CD44)","Homo sapiens"
"CDC16","Q13042","","cell division cycle 16(CDC16)","Homo sapiens"
"CDC37","Q16543","","cell division cycle 37, HSP90 cochaperone(CDC37)","Homo sapiens"
"CDC40","O60508","","cell division cycle 40(CDC40)","Homo sapiens"
"CDCA5","Q96FF9","","cell division cycle associated 5(CDCA5)","Homo sapiens"
"CDCA8","Q53HL2","","cell division cycle associated 8(CDCA8)","Homo sapiens"
"CDH13","P55290","","cadherin 13(CDH13)","Homo sapiens"
"CDK2","P24941","","cyclin dependent kinase 2(CDK2)","Homo sapiens"
"CDK3","Q00526","","cyclin dependent kinase 3(CDK3)","Homo sapiens"
"CDK5RAP2","Q96SN8","","CDK5 regulatory subunit associated protein 2(CDK5RAP2)","Homo sapiens"
"CDK6","Q00534","","cyclin dependent kinase 6(CDK6)","Homo sapiens"
"CDK7","P50613","","cyclin dependent kinase 7(CDK7)","Homo sapiens"
"CDKN2A","Q8N726","","cyclin dependent kinase inhibitor 2A(CDKN2A)","Homo sapiens"
"CDKN2AIP","Q9NXV6","","CDKN2A interacting protein(CDKN2AIP)","Homo sapiens"
"CDV3","Q9UKY7","","CDV3 homolog(CDV3)","Homo sapiens"
"CELF1","Q92879","","CUGBP Elav-like family member 1(CELF1)","Homo sapiens"
"CEP170","Q5SW79","","centrosomal protein 170(CEP170)","Homo sapiens"
"CEP250","Q9BV73","","centrosomal protein 250(CEP250)","Homo sapiens"
"CEP43","O95684","","centrosomal protein 43(CEP43)","Homo sapiens"
"CEP63","Q96MT8","","centrosomal protein 63(CEP63)","Homo sapiens"
"CEP76","Q8TAP6","","centrosomal protein 76(CEP76)","Homo sapiens"
"CERS6","Q6ZMG9","","ceramide synthase 6(CERS6)","Homo sapiens"
"CFL1","P23528","","cofilin 1(CFL1)","Homo sapiens"
"CFL2","Q9Y281","","cofilin 2(CFL2)","Homo sapiens"
"CGGBP1","Q9UFW8","","CGG triplet repeat binding protein 1(CGGBP1)","Homo sapiens"
"CHD1","O14646","","chromodomain helicase DNA binding protein 1(CHD1)","Homo sapiens"
"CHD2","O14647","","chromodomain helicase DNA binding protein 2(CHD2)","Homo sapiens"
"CHD3","Q12873","","chromodomain helicase DNA binding protein 3(CHD3)","Homo sapiens"
"CHD4","Q14839","","chromodomain helicase DNA binding protein 4(CHD4)","Homo sapiens"
"CHD5","Q8TDI0","","chromodomain helicase DNA binding protein 5(CHD5)","Homo sapiens"
"CHD7","Q9P2D1","","chromodomain helicase DNA binding protein 7(CHD7)","Homo sapiens"
"CHD9","Q3L8U1","","chromodomain helicase DNA binding protein 9(CHD9)","Homo sapiens"
"CHMP1B","Q7LBR1","","charged multivesicular body protein 1B(CHMP1B)","Homo sapiens"
"CHMP2B","Q9UQN3","","charged multivesicular body protein 2B(CHMP2B)","Homo sapiens"
"CHORDC1","Q9UHD1","","cysteine and histidine rich domain containing 1(CHORDC1)","Homo sapiens"
"CIB1","Q99828","","calcium and integrin binding 1(CIB1)","Homo sapiens"
"CIP2A","Q8TCG1","","cellular inhibitor of PP2A(CIP2A)","Homo sapiens"
"CIT","O14578","","citron rho-interacting serine/threonine kinase(CIT)","Homo sapiens"
"CKS2","P33552","","CDC28 protein kinase regulatory subunit 2(CKS2)","Homo sapiens"
"CLASP2","O75122","","cytoplasmic linker associated protein 2(CLASP2)","Homo sapiens"
"CLIP1","P30622","","CAP-Gly domain containing linker protein 1(CLIP1)","Homo sapiens"
"CLNS1A","P54105","","chloride nucleotide-sensitive channel 1A(CLNS1A)","Homo sapiens"
"CLPTM1L","Q96KA5","","CLPTM1 like(CLPTM1L)","Homo sapiens"
"CLTB","P09497","","clathrin light chain B(CLTB)","Homo sapiens"
"CLTC","Q00610","","clathrin heavy chain(CLTC)","Homo sapiens"
"CLTCL1","P53675","","clathrin heavy chain like 1(CLTCL1)","Homo sapiens"
"CMSS1","Q9BQ75","","cms1 ribosomal small subunit homolog(CMSS1)","Homo sapiens"
"CMTR1","Q8N1G2","","cap methyltransferase 1(CMTR1)","Homo sapiens"
"CNN1","P51911","","calponin 1(CNN1)","Homo sapiens"
"CNN2","Q99439","","calponin 2(CNN2)","Homo sapiens"
"CNOT6","Q9ULM6","","CCR4-NOT transcription complex subunit 6(CNOT6)","Homo sapiens"
"CNOT6L","Q96LI5","","CCR4-NOT transcription complex subunit 6 like(CNOT6L)","Homo sapiens"
"CNOT9","Q92600","","CCR4-NOT transcription complex subunit 9(CNOT9)","Homo sapiens"
"COASY","Q13057","","Coenzyme A synthase(COASY)","Homo sapiens"
"COG2","Q14746","","component of oligomeric golgi complex 2(COG2)","Homo sapiens"
"COG5","Q9UP83","","component of oligomeric golgi complex 5(COG5)","Homo sapiens"
"COMMD4","Q9H0A8","","COMM domain containing 4(COMMD4)","Homo sapiens"
"COMMD8","Q9NX08","","COMM domain containing 8(COMMD8)","Homo sapiens"
"COPG2","Q9UBF2","","COPI coat complex subunit gamma 2(COPG2)","Homo sapiens"
"COPS4","Q9BT78","","COP9 signalosome subunit 4(COPS4)","Homo sapiens"
"COPS6","Q7L5N1","","COP9 signalosome subunit 6(COPS6)","Homo sapiens"
"CORO1B","Q9BR76","","coronin 1B(CORO1B)","Homo sapiens"
"CP","P00450","","ceruloplasmin(CP)","Homo sapiens"
"CPEB2","Q7Z5Q1,Q17RY0","","cytoplasmic polyadenylation element binding protein 2(CPEB2)","Homo sapiens"
"CPEB3","Q17RY0,Q8NE35","","cytoplasmic polyadenylation element binding protein 3(CPEB3)","Homo sapiens"
"CPEB4","Q17RY0","","cytoplasmic polyadenylation element binding protein 4(CPEB4)","Homo sapiens"
"CPSF1","Q10570","","cleavage and polyadenylation specific factor 1(CPSF1)","Homo sapiens"
"CPT1A","P50416","","carnitine palmitoyltransferase 1A(CPT1A)","Homo sapiens"
"CRKL","P46109","","CRK like proto-oncogene, adaptor protein(CRKL)","Homo sapiens"
"CRYBG1","Q9Y4K1","","crystallin beta-gamma domain containing 1(CRYBG1)","Homo sapiens"
"CS","O75390","","citrate synthase(CS)","Homo sapiens"
"CSNK2A2","P19784","","casein kinase 2 alpha 2(CSNK2A2)","Homo sapiens"
"CSTA","P01040","","cystatin A(CSTA)","Homo sapiens"
"CTBP1","Q13363","","C-terminal binding protein 1(CTBP1)","Homo sapiens"
"CTNNAL1","Q9UBT7","","catenin alpha like 1(CTNNAL1)","Homo sapiens"
"CTNNB1","P35222","","catenin beta 1(CTNNB1)","Homo sapiens"
"CTNNBL1","Q8WYA6","","catenin beta like 1(CTNNBL1)","Homo sapiens"
"CTNND1","O60716","","catenin delta 1(CTNND1)","Homo sapiens"
"CTR9","Q6PD62","","CTR9 homolog, Paf1/RNA polymerase II complex component(CTR9)","Homo sapiens"
"CTSC","P53634","","cathepsin C(CTSC)","Homo sapiens"
"CUL4A","Q13619","","cullin 4A(CUL4A)","Homo sapiens"
"CUL5","Q93034","","cullin 5(CUL5)","Homo sapiens"
"CUL7","Q14999","","cullin 7(CUL7)","Homo sapiens"
"CUL9","Q8IWT3","","cullin 9(CUL9)","Homo sapiens"
"CUTC","Q9NTM9","","cutC copper transporter(CUTC)","Homo sapiens"
"CWC27","Q6UX04","","CWC27 spliceosome associated cyclophilin(CWC27)","Homo sapiens"
"CYB5B","O43169","","cytochrome b5 type B(CYB5B)","Homo sapiens"
"CYCS","P99999","","cytochrome c, somatic(CYCS)","Homo sapiens"
"CYFIP2","Q96F07","","cytoplasmic FMR1 interacting protein 2(CYFIP2)","Homo sapiens"
"CYP4X1","Q8N118","","cytochrome P450 family 4 subfamily X member 1(CYP4X1)","Homo sapiens"
"CZIB","Q9NWV4","","CXXC motif containing zinc binding protein(CZIB)","Homo sapiens"
"DAB2IP","Q5VWQ8","","DAB2 interacting protein(DAB2IP)","Homo sapiens"
"DAPK1","P53355","","death associated protein kinase 1(DAPK1)","Homo sapiens"
"DAPK3","O43293","","death associated protein kinase 3(DAPK3)","Homo sapiens"
"DARS1","P14868","","aspartyl-tRNA synthetase 1(DARS1)","Homo sapiens"
"DBN1","Q16643","","drebrin 1(DBN1)","Homo sapiens"
"DBNL","Q9UJU6","","drebrin like(DBNL)","Homo sapiens"
"DBT","P11182","","dihydrolipoamide branched chain transacylase E2(DBT)","Homo sapiens"
"DCAF13","Q9NV06","","DDB1 and CUL4 associated factor 13(DCAF13)","Homo sapiens"
"DCAF8","Q5TAQ9","","DDB1 and CUL4 associated factor 8(DCAF8)","Homo sapiens"
"DCP1B","Q8IZD4","","decapping mRNA 1B(DCP1B)","Homo sapiens"
"DCTN6","O00399","","dynactin subunit 6(DCTN6)","Homo sapiens"
"DDB1","Q16531","","damage specific DNA binding protein 1(DDB1)","Homo sapiens"
"DDX10","Q13206","","DEAD-box helicase 10(DDX10)","Homo sapiens"
"DDX11","Q96FC9","","DEAD/H-box helicase 11(DDX11)","Homo sapiens"
"DDX11L8","A8MPP1","","DEAD/H-box helicase 11 like 8 (pseudogene)(DDX11L8)","Homo sapiens"
"DDX12P","Q92771","","DEAD/H-box helicase 12, pseudogene(DDX12P)","Homo sapiens"
"DDX18","Q9NVP1","","DEAD-box helicase 18(DDX18)","Homo sapiens"
"DDX21","Q9NR30","","DExD-box helicase 21(DDX21)","Homo sapiens"
"DDX24","Q9GZR7","","DEAD-box helicase 24(DDX24)","Homo sapiens"
"DDX27","Q96GQ7","","DEAD-box helicase 27(DDX27)","Homo sapiens"
"DDX31","Q9H8H2","","DEAD-box helicase 31(DDX31)","Homo sapiens"
"DDX42","Q86XP3","","DEAD-box helicase 42(DDX42)","Homo sapiens"
"DDX47","Q9H0S4","","DEAD-box helicase 47(DDX47)","Homo sapiens"
"DDX49","Q9Y6V7","","DEAD-box helicase 49(DDX49)","Homo sapiens"
"DDX50","Q9BQ39","","DExD-box helicase 50(DDX50)","Homo sapiens"
"DDX56","Q9NY93","","DEAD-box helicase 56(DDX56)","Homo sapiens"
"DDX60L","Q5H9U9","","DExD/H-box 60 like(DDX60L)","Homo sapiens"
"DGKA","P23743","","diacylglycerol kinase alpha(DGKA)","Homo sapiens"
"DHCR7","Q9UBM7","","7-dehydrocholesterol reductase(DHCR7)","Homo sapiens"
"DHRS1","Q96LJ7","","dehydrogenase/reductase 1(DHRS1)","Homo sapiens"
"DHRS2","Q13268","","dehydrogenase/reductase 2(DHRS2)","Homo sapiens"
"DHX15","O43143","","DEAH-box helicase 15(DHX15)","Homo sapiens"
"DHX29","Q7Z478","","DExH-box helicase 29(DHX29)","Homo sapiens"
"DHX33","Q9H6R0","","DEAH-box helicase 33(DHX33)","Homo sapiens"
"DHX36","Q9H2U1","","DEAH-box helicase 36(DHX36)","Homo sapiens"
"DHX37","Q8IY37","","DEAH-box helicase 37(DHX37)","Homo sapiens"
"DHX38","Q92620","","DEAH-box helicase 38(DHX38)","Homo sapiens"
"DIAPH1","O60610","","diaphanous related formin 1(DIAPH1)","Homo sapiens"
"DIAPH2","O60879","","diaphanous related formin 2(DIAPH2)","Homo sapiens"
"DIDO1","Q9BTC0","","death inducer-obliterator 1(DIDO1)","Homo sapiens"
"DIMT1","Q9UNQ2","","DIM1 rRNA methyltransferase and ribosome maturation factor(DIMT1)","Homo sapiens"
"DIP2A","Q14689","","disco interacting protein 2 homolog A(DIP2A)","Homo sapiens"
"DIP2B","Q9P265","","disco interacting protein 2 homolog B(DIP2B)","Homo sapiens"
"DIS3","Q9Y2L1","","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease(DIS3)","Homo sapiens"
"DLGAP5","Q15398","","DLG associated protein 5(DLGAP5)","Homo sapiens"
"DNAJA1","P31689","","DnaJ heat shock protein family (Hsp40) member A1(DNAJA1)","Homo sapiens"
"DNAJC1","Q96KC8","","DnaJ heat shock protein family (Hsp40) member C1(DNAJC1)","Homo sapiens"
