"","x"
"302","P40925"
"303","P41182"
"304","P41208;Q12798"
"305","P41240"
"306","P42167"
"307","P42285"
"308","P42357"
"309","P42694"
"310","P43004"
"311","P43250"
"312","P43304"
"313","P43362;P43358;P43363"
"314","P43403"
"315","P43487"
"316","P45983;P45984;P53779"
"317","P46060"
"318","P46379"
"319","P46734"
"320","P46778"
"321","P46977"
"322","P47974"
"323","P48047"
"324","P48426;P78356"
"325","P48449"
"326","P48506"
"327","P48668;O95678;P02538"
"328","P48668;P04259;O95678;P02538"
"329","P48668;P04259;P02538"
"330","P48668;P13647;P02538"
"331","P48668;Q01546;P12035;P04259;P13647;P35908;O95678;Q5XKE5;P02538;K22E_HUMAN"
"332","P48729"
"333","P48730"
"334","P48730;P49674"
"335","P49207"
"336","P49454"
"337","P49721"
"338","P49756"
"339","P49790"
"340","P50219"
"341","P50281"
"342","P50995"
"343","P51452"
"344","P51798"
"345","P51812;Q15418;Q15349"
"346","P51957"
"347","P52272"
"348","P52565"
"349","P52948"
"350","P53367"
"351","P53992"
"352","P54132"
"353","P54920"
"354","P55010"
"355","P55036"
"356","P55036;A2A3N6"
"357","P55081"
"358","P55160"
"359","P55265"
"360","P57075"
"361","P57721;Q15366;Q15365"
"362","P57740"
"363","P57772"
"364","P60174"
"365","P60903"
"366","P60953"
"367","P60981"
"368","P61006;Q92930"
"369","P61586"
"370","P61803"
"371","P61812"
"372","P61966"
"373","P62136"
"374","P62140"
"375","P62277"
"376","P62318"
"377","P62333"
"378","P62879;P62873"
"379","P62879;Q9HAV0;P62873"
"380","P62891;Q59GN2"
"381","P63010;Q10567"
"382","P63241;Q6IS14"
"383","P67809"
"384","P67812"
"385","P67936;P09493;P06753;P07951"
"386","P68104;Q5VTE0"
"387","P68400;Q8NEV1"
"388","P69905;HBA_HUMAN"
"389","P78316"
"390","P78344"
"391","P78395"
"392","P78412;P78414;P78413;Q9BZI1;P78411;P78415"
"393","P78559"
"394","P81605"
"395","P82673"
"396","P83916"
"397","P84103"
"398","P98171"
"399","P98175"
"400","Q00341"
"401","Q00577"
"402","Q00653"
"403","Q01085"
"404","Q01085;P31483"
"405","Q01432"
"406","Q01433"
"407","Q01543"
"408","Q01826"
"409","Q01850"
"410","Q01970"
"411","Q02750"
"412","Q03701"
"413","Q04727;Q04725;Q04724;Q04726"
"414","Q04760"
"415","Q04917"
"416","Q06124"
"417","Q06323"
"418","Q06787"
"419","Q06830;PRDX1_HUMAN"
"420","Q08043;P35609;P12814"
"421","Q08188"
"422","Q08379"
"423","Q08554"
"424","Q08752"
"425","Q08881"
"426","Q12768"
"427","Q12769"
"428","Q12778"
"429","Q12805"
"430","Q12830"
"431","Q12840;O60282;P33176"
"432","Q12872"
"433","Q12899"
"434","Q12986"
"435","Q13045"
"436","Q13094"
"437","Q13131"
"438","Q13131;P54646"
"439","Q13136"
"440","Q13148"
"441","Q13151"
"442","Q13190"
"443","Q13303"
"444","Q13310"
"445","Q13310;Q9H361;Q4VXU2;P11940"
"446","Q13362;Q14738"
"447","Q13395"
"448","Q13409"
"449","Q13418"
"450","Q13422"
"451","Q13427"
"452","Q13442"
"453","Q13492"
"454","Q13501"
"455","Q13509;Q9BUF5"
"456","Q13561"
"457","Q13576"
"458","Q13596"
"459","Q13616"
"460","Q13619;Q13620"
"461","Q13620"
"462","Q13630"
"463","Q13671"
"464","Q13724"
"465","Q13772"
"466","Q13823"
"467","Q13867"
"468","Q13888;Q6P1K8"
"469","Q14008"
"470","Q14139"
"471","Q14145"
"472","Q14147"
"473","Q14165"
"474","Q14181"
"475","Q14203"
"476","Q14240"
"477","Q14241"
"478","Q14247"
"479","Q14289"
"480","Q14315;P21333"
"481","Q14320"
"482","Q14376"
"483","Q14498;Q86U06"
"484","Q14586"
"485","Q14624"
"486","Q14667"
"487","Q14671"
"488","Q14677"
"489","Q14687"
"490","Q14789"
"491","Q14814"
"492","Q14839;Q8TDI0"
"493","Q14999"
"494","Q15006"
"495","Q15027"
"496","Q15036"
"497","Q15042"
"498","Q15047"
"499","Q15052"
"500","Q15058"
"501","Q15075"
"502","Q15154"
"503","Q15155;Q5JPE7;P69849"
"504","Q15370"
"505","Q15392"
"506","Q15404"
"507","Q15424"
"508","Q15436"
"509","Q15643"
"510","Q15717"
"511","Q15744"
"512","Q15813"
"513","Q15843;NEDD8_HUMAN"
"514","Q15907;P62491"
"515","Q15942"
"516","Q16204"
"517","Q16401"
"518","Q16512"
"519","Q16566"
"520","Q16630"
"521","Q16775"
"522","Q16851"
"523","Q16877"
"524","Q1MSJ5"
"525","Q27J81"
"526","Q2KHR2"
"527","Q2KHR3"
"528","Q2NL68"
"529","Q2TAA5"
"530","Q2TAY7"
"531","Q32MZ4"
"532","Q32NC0"
"533","Q3B820"
"534","Q3B8N2;O00182;Q6DKI2"
"535","Q3KQU3"
"536","Q3MHD2"
"537","Q3V6T2"
"538","Q49A88"
"539","Q4ADV7"
"540","Q4G0F5"
"541","Q4G0J3"
"542","Q4KMZ1"
"543","Q4V328"
"544","Q53ET0"
"545","Q53EZ4"
"546","Q53F19"
"547","Q53HC9"
"548","Q53QZ3"
"549","Q58FF8;P08238"
"550","Q58FF8;P08238;Q58FF6;Q58FF7;P07900"
"551","Q5BJF6"
"552","Q5D1E8"
"553","Q5EBM0"
"554","Q5GLZ8"
"555","Q5JTW2"
"556","Q5JXC2"
"557","Q5M775"
"558","Q5QJE6"
"559","Q5SNT2"
"560","Q5SZL2"
"561","Q5T035;Q9NZB2"
"562","Q5T200"
"563","Q5T280"
"564","Q5T2T1"
"565","Q5T5P2"
"566","Q5T7W0"
"567","Q5T9S5"
"568","Q5TBB1"
"569","Q5TC79;Q8NCN2"
"570","Q5TC82"
"571","Q5U5Q3"
"572","Q5UCC4"
"573","Q5VTL8"
"574","Q5VU43"
"575","Q68CZ6"
"576","Q6DCA0"
"577","Q6DD88"
"578","Q6EMB2"
"579","Q6F5E8"
"580","Q6FI81"
"581","Q6N021"
"582","Q6N043"
"583","Q6NXE6"
"584","Q6P1J9"
"585","Q6P1K2"
"586","Q6P1N0"
"587","Q6P3W7"
"588","Q6P6C2"
"589","Q6PIF6"
"590","Q6PKG0;Q659C4"
"591","Q6SJ93"
"592","Q6Y7W6"
"593","Q6ZMK1"
"594","Q6ZT12"
"595","Q6ZT21"
"596","Q6ZTW0"
"597","Q6ZWT7"
"598","Q709F0"
"599","Q70E73"
"600","Q70EL1"
"601","Q70J99"
"602","Q71F56"
"603","Q71RC2"
"604","Q75QN2"
"605","Q76N32"
"606","Q7KZ85"
"607","Q7KZF4"
"608","Q7L014"
"609","Q7L1Q6"
"610","Q7L266"
"611","Q7L2J0"
"612","Q7L4I2"
"613","Q7LG56"
"614","Q7Z2W4"
"615","Q7Z3B4"
"616","Q7Z3E5"
"617","Q7Z417"
"618","Q7Z460;O75122"
"619","Q7Z6L1"
"620","Q7Z739"
"621","Q7Z7F7"
"622","Q86SX3"
"623","Q86TB9"
"624","Q86TI0"
"625","Q86UK7"
"626","Q86UP3;Q15911"
"627","Q86US8"
"628","Q86UV5"
"629","Q86V15"
"630","Q86V48"
"631","Q86VS8"
"632","Q86W54"
"633","Q86X02"
"634","Q86X83"
"635","Q86XK2"
"636","Q86XN7"
"637","Q86XN8"
"638","Q86XR8"
"639","Q86Y79"
"640","Q86YV0"
"641","Q86Z02"
"642","Q8IU60"
"643","Q8IUC4"
"644","Q8IUD2"
"645","Q8IW35"
"646","Q8IWT3"
"647","Q8IWW6"
"648","Q8IWX8"
"649","Q8IWZ3"
"650","Q8IX07"
"651","Q8IX12"
"652","Q8IXB1"
"653","Q8IXI1"
"654","Q8IXM3"
"655","Q8IY67"
"656","Q8IYD1;P15170"
"657","Q8IZA0"
"658","Q8IZL8"
"659","Q8IZP0"
"660","Q8IZP0;Q9NYB9"
"661","Q8N0X7"
"662","Q8N0Z6"
"663","Q8N137"
"664","Q8N163"
"665","Q8N1K5"
"666","Q8N257;P33778;Q5QNW6;P58876;Q99880;P62807;Q99877;P57053;P23527;O60814;Q93079;Q99879;Q16778;P06899"
"667","Q8N257;P33778;Q96A08;Q5QNW6;P58876;Q99880;P62807;Q99877;P57053;P23527;O60814;Q93079;Q99879;Q16778;P06899"
"668","Q8N3C0"
"669","Q8N5A5"
"670","Q8N5C7"
"671","Q8N6H7"
"672","Q8N6T7"
"673","Q8N752;P48729"
"674","Q8N766"
"675","Q8N7H5"
"676","Q8N9F7"
"677","Q8N9T8"
"678","Q8NB14"
"679","Q8NB15"
"680","Q8NB78"
"681","Q8NBF2"
"682","Q8NBZ0"
"683","Q8NC51"
"684","Q8NCA5"
"685","Q8NCU4"
"686","Q8ND76"
"687","Q8ND82"
"688","Q8ND83"
"689","Q8ND90"
"690","Q8NDV7"
"691","Q8NDX1"
"692","Q8NEL9"
"693","Q8NES3"
"694","Q8NEX9"
"695","Q8NFH4"
"696","Q8NHQ1"
"697","Q8NHY2"
"698","Q8TAD8"
"699","Q8TAP8"
"700","Q8TAT6"
"701","Q8TB72"
"702","Q8TB72;Q14671"
"703","Q8TBC3"
"704","Q8TC05"
"705","Q8TC44"
"706","Q8TCJ2"
"707","Q8TD26"
"708","Q8TD31"
"709","Q8TEM1"
"710","Q8TEP8"
"711","Q8TEQ6"
"712","Q8WTW3"
"713","Q8WU79"
"714","Q8WUM0"
"715","Q8WUM4"
"716","Q8WUY1"
"717","Q8WV92"
"718","Q8WVQ1"
"719","Q8WVV9"
"720","Q8WWC4"
"721","Q8WWK9"
"722","Q8WWM7"
"723","Q8WWY3"
"724","Q8WX93"
"725","Q8WXE1"
"726","Q8WXW3"
"727","Q8WYA0"
"728","Q8WYJ6"
"729","Q8WZA1"
"730","Q92522"
"731","Q92540"
"732","Q92615"
"733","Q92618"
"734","Q92626"
"735","Q92636"
"736","Q92696"
"737","Q92783"
"738","Q92805"
"739","Q92817"
"740","Q92890"
"741","Q92900"
"742","Q92918"
"743","Q92945"
"744","Q92994"
"745","Q93008"
"746","Q93052"
"747","Q93073"
"748","Q969F9"
"749","Q969G5"
"750","Q969M3"
"751","Q969S2"
"752","Q96A33"
"753","Q96AE4"
"754","Q96AJ9"
"755","Q96AZ6"
"756","Q96B96"
"757","Q96B97"
"758","Q96BF6"
"759","Q96BK5"
"760","Q96BM9;Q9NVJ2"
"761","Q96BX8"
"762","Q96BY6"
"763","Q96C45"
"764","Q96C86"
"765","Q96CN5"
"766","Q96CN7"
"767","Q96CS2"
"768","Q96CS3"
"769","Q96CW1"
"770","Q96D46"
"771","Q96DH6"
"772","Q96DN5"
"773","Q96E39"
"774","Q96EP1"
"775","Q96EY4"
"776","Q96EZ8"
"777","Q96F86"
"778","Q96FJ0"
"779","Q96FV2"
"780","Q96FX7"
"781","Q96G01"
"782","Q96G03"
"783","Q96G21"
"784","Q96G97"
"785","Q96GA7"
"786","Q96GE4"
"787","Q96GW9"
"788","Q96HJ3"
"789","Q96HR3"
"790","Q96I24"
"791","Q96I25"
"792","Q96I59"
"793","Q96IF1"
"794","Q96IK0"
"795","Q96IZ0"
"796","Q96IZ7"
"797","Q96JB5"
"798","Q96JN8"
"799","Q96JY6"
"800","Q96KP1"
"801","Q96KR1"
"802","Q96L73"
"803","Q96LA8"
"804","Q96M89"
"805","Q96MV1"
"806","Q96NB1"
"807","Q96NL6"
"808","Q96P48"
"809","Q96P70"
"810","Q96PU5"
"811","Q96QK1"
"812","Q96RG2"
"813","Q96RK4"
"814","Q96RL1"
"815","Q96RL7"
"816","Q96RR4"
"817","Q96S55"
"818","Q96ST3"
"819","Q96ST8"
"820","Q99081;P15884"
"821","Q99436"
"822","Q99490"
"823","Q99536"
"824","Q99543"
"825","Q99549"
"826","Q99567"
"827","Q99570"
"828","Q99614"
"829","Q99615"
"830","Q99684"
"831","Q99684;Q5VTD9"
"832","Q99700"
"833","Q99766"
"834","Q99967"
"835","Q99996"
"836","Q9BPX5"
"837","Q9BQ67"
"838","Q9BRJ6"
"839","Q9BRP8"
"840","Q9BRR9"
"841","Q9BRZ2"
"842","Q9BSC4"
"843","Q9BSJ2"
"844","Q9BSJ8"
"845","Q9BU76"
"846","Q9BUK6"
"847","Q9BUY7"
"848","Q9BV38"
"849","Q9BVA1;P07437;Q13509;Q13885;P68371"
"850","Q9BVK6"
"851","Q9BVL4"
"852","Q9BW27"
"853","Q9BW71"
"854","Q9BWE0"
"855","Q9BWJ5"
"856","Q9BWM7"
"857","Q9BX40"
"858","Q9BXC9"
"859","Q9BXP2"
"860","Q9BXS5"
"861","Q9BY42"
"862","Q9BY77"
"863","Q9BYD2"
"864","Q9BYD3"
"865","Q9BYJ9"
"866","Q9BZC7"
"867","Q9BZE1"
"868","Q9BZI7"
"869","Q9BZR9"
"870","Q9C026"
"871","Q9C0D2"
"872","Q9C0F1"
"873","Q9C0H2"
"874","Q9C0I1"
"875","Q9GZM8;Q9NXR1"
"876","Q9GZR2"
"877","Q9GZZ1"
"878","Q9H089"
"879","Q9H0B6"
"880","Q9H0E9"
"881","Q9H0F6"
"882","Q9H0P0"
"883","Q9H0U4"
"884","Q9H0V9"
"885","Q9H116"
"886","Q9H1K0"
"887","Q9H223"
"888","Q9H269"
"889","Q9H2G2"
"890","Q9H2H8"
"891","Q9H2M9"
"892","Q9H2P0"
"893","Q9H361;P11940"
"894","Q9H3E2"
"895","Q9H3R5"
"896","Q9H3S7"
"897","Q9H410"
"898","Q9H444"
"899","Q9H4A4"
"900","Q9H5H4"
"901","Q9H668"
"902","Q9H6J7"
"903","Q9H6R3"
"904","Q9H6R4"
"905","Q9H6Y2"
"906","Q9H7Z6"
"907","Q9H8H0"
"908","Q9H8K7"
"909","Q9H910"
"910","Q9H981"
"911","Q9H9A7"
"912","Q9H9E3"
"913","Q9H9S3"
"914","Q9H9T3"
"915","Q9HAV7"
"916","Q9HB19"
"917","Q9HBD1"
"918","Q9HBD1;Q5TC82"
"919","Q9HBE1"
"920","Q9HBH5"
"921","Q9HBI0"
"922","Q9HBM0"
"923","Q9HC52"
"924","Q9HC77"
"925","Q9HC84"
"926","Q9HCC0"
"927","Q9HCJ0"
"928","Q9HCP0"
"929","Q9HCS7"
"930","Q9HCU5"
"931","Q9HD45"
"932","Q9NNX1"
"933","Q9NP66"
"934","Q9NP79"
"935","Q9NP87"
"936","Q9NQB0"
"937","Q9NQC3"
"938","Q9NQH7"
"939","Q9NQX5"
"940","Q9NR31"
"941","Q9NR56"
"942","Q9NRG9"
"943","Q9NRH3;P23258"
"944","Q9NRN9"
"945","Q9NRW3"
"946","Q9NRX4"
"947","Q9NRY4"
"948","Q9NSI2"
"949","Q9NT62"
"950","Q9NTI5"
"951","Q9NTK5"
"952","Q9NU22"
"953","Q9NUL3"
"954","Q9NUQ3"
"955","Q9NUQ8"
"956","Q9NUV9"
"957","Q9NVA2;Q14141"
"958","Q9NVA2;Q92599;Q14141"
"959","Q9NVK5"
"960","Q9NVV4"
"961","Q9NVX0"
"962","Q9NW08"
"963","Q9NWB6"
"964","Q9NWF9"
"965","Q9NWT1"
"966","Q9NWU5"
"967","Q9NWZ5"
"968","Q9NX05"
"969","Q9NX70"
"970","Q9NXE4"
"971","Q9NY65;P0DPH7;Q71U36;P0DPH8;P68366;P68363;Q9BQE3"
"972","Q9NY65;Q6PEY2;P0DPH7;Q71U36;P0DPH8;P68366;P68363;Q9BQE3"
"973","Q9NYH9"
"974","Q9NYL9"
"975","Q9NYU2"
"976","Q9NZ09"
"977","Q9NZ63"
"978","Q9NZ71"
"979","Q9NZB2"
"980","Q9NZI7"
"981","Q9NZI8"
"982","Q9NZL4"
"983","Q9NZU5"
"984","Q9P1Z0"
"985","Q9P209"
"986","Q9P219"
"987","Q9P289"
"988","Q9P2D0"
"989","Q9P2D1;Q9HCK8;Q3L8U1;Q8TD26"
"990","Q9P2F8"
"991","Q9P2M7"
"992","Q9P2N5"
"993","Q9P2S5"
"994","Q9P2T1"
"995","Q9UBC2"
"996","Q9UBC9"
"997","Q9UBI1"
"998","Q9UBI9"
"999","Q9UBL0"
"1000","Q9UBQ5"
"1001","Q9UBV2"
"1002","Q9UEY8"
"1003","Q9UFC0"
"1004","Q9UG63"
"1005","Q9UGP8"
"1006","Q9UGR2"
"1007","Q9UGU0"
"1008","Q9UH17"
"1009","Q9UHD2"
"1010","Q9UHL9"
"1011","Q9UHR5"
"1012","Q9UI08"
"1013","Q9UI30"
"1014","Q9UIA9"
"1015","Q9UIF8"
"1016","Q9UJ83"
"1017","Q9UJA5"
"1018","Q9UJU2"
"1019","Q9UJV9"
"1020","Q9UK58"
"1021","Q9UKE5;O95819;Q8N4C8"
"1022","Q9UKF6"
"1023","Q9UKM9"
"1024","Q9UKN5"
"1025","Q9UKV8"
"1026","Q9UKV8;Q9UL18;Q9H9G7;Q9HCK5"
"1027","Q9UL25"
"1028","Q9UL26"
"1029","Q9UL33"
"1030","Q9UL40"
"1031","Q9ULJ1"
"1032","Q9ULX3"
"1033","Q9ULZ3"
"1034","Q9UM54"
"1035","Q9UMS4"
"1036","Q9UNS1"
"1037","Q9UPN3"
"1038","Q9UPN4"
"1039","Q9UPN9"
"1040","Q9UPQ3"
"1041","Q9UPR3"
"1042","Q9UPT5"
"1043","Q9UPT6"
"1044","Q9UPU5"
"1045","Q9UQ35"
"1046","Q9Y221"
"1047","Q9Y228"
"1048","Q9Y277"
"1049","Q9Y295"
"1050","Q9Y2D4"
"1051","Q9Y2D5"
"1052","Q9Y2D8"
"1053","Q9Y2G9"
"1054","Q9Y2H6"
"1055","Q9Y2I1"
"1056","Q9Y2K2"
"1057","Q9Y2K5"
"1058","Q9Y2P8"
"1059","Q9Y2R4"
"1060","Q9Y2R5"
"1061","Q9Y2T7;P67809;P16989"
"1062","Q9Y2V2"
"1063","Q9Y2X7"
"1064","Q9Y2Z2"
"1065","Q9Y312"
"1066","Q9Y333"
"1067","Q9Y383"
"1068","Q9Y3C1"
"1069","Q9Y3L5"
"1070","Q9Y3P9"
"1071","Q9Y4C8"
"1072","Q9Y4D8"
"1073","Q9Y4E8"
"1074","Q9Y4L1"
"1075","Q9Y4P3"
"1076","Q9Y4W6"
"1077","Q9Y512"
"1078","Q9Y530"
"1079","Q9Y547"
"1080","Q9Y5J1"
"1081","Q9Y5M8"
"1082","Q9Y5S9"
"1083","Q9Y5V3;Q96JG8"
"1084","Q9Y5W8"
"1085","Q9Y608"
"1086","Q9Y664"
"1087","Q9Y676"
"1088","Q9Y697"
"1089","Q9Y6A5"
"1090","Q9Y6C9"
"1091","Q9Y6E2"
"1092","Q9Y6G9"
"1093","Q9Y6M1"
"1094","Q9Y6Q1"
"1095","Q9Y6R9"
"1096","P0DTE8;P0DTE7;P04746;P0DUB6;P19961;AMYS_HUMAN"
"1097","P61604"
"1098","Q13510"
"1099","Q8IYX8"
"1100","Q9UBG3"
"1101","Q9UQ16;Q05193;P50570"
