"","Jurkat","KMBC2","MCF7","231"
"Q9NYH9",-3.21,-2.75,-1.08,-1.19
"Q9NYJ8",0.0884,-0.643,-1.45,-2.96
"Q9NYK5",-0.311,-2.7,-0.33,-1.61
"Q9NYL2",-4.11,-4.28,-2.3,-3.82
"Q9NYL4",0.0884,-1.48,-1.28,-0.35
"Q9NYL9",-1.45,-0.574,-0.241,-0.542
"Q9NYM9",0.0884,-2.89,-0.145,-0.35
"Q9NYQ6",0.0884,-0.643,-0.145,-0.35
"Q9NYR9",0.0884,-1.41,-0.145,-1.13
"Q9NYT0",0.0884,-2.5,-0.145,-0.784
"Q9NYU1",-0.488,-1.24,-0.145,-0.35
"Q9NYU2",-3.95,-1.96,-0.282,-0.951
"Q9NYV4",-2.65,-2.82,0.29,-2.37
"Q9NYV6",-1.26,-2.73,-2.17,-1.05
"Q9NYY8",-0.291,-1.44,-1.59,-0.617
"Q9NYZ3",-5.18,-1.71,-1.34,-6.05
"Q9NZ01",-1.45,-2.18,-0.562,-1.99
"Q9NZ08",-2.39,-1.27,0.86,-1.37
"Q9NZ09",-2.65,-1.09,-0.146,0.353
"Q9NZ32",-3.5,-4.69,-0.651,-1.68
"Q9NZ43",0.0884,-1.52,-0.145,-1.08
"Q9NZ45",0.0884,-1.81,-0.145,-0.35
"Q9NZ52",0.0884,-1.55,-0.145,-0.35
"Q9NZ63",-2.33,-2.01,-1.95,-1.94
"Q9NZ71",0.0884,-2.55,-2.74,-3.47
"Q9NZB2",-5.08,-2.35,-0.977,-1.22
"Q9NZC3",0.0884,-0.643,-0.145,-0.35
"Q9NZC4",0.0884,-5.34,-0.145,-4.51
"Q9NZC7",-1.62,-2.31,-1.95,-0.35
"Q9NZC9",-3.84,-5.14,-4.02,-4.6
"Q9NZD2",-1.6,-3.1,-0.741,-4.43
"Q9NZD8",-3.94,-4.4,-5.71,-4.64
"Q9NZE8",1.99,-0.242,0.0687,0.218
"Q9NZI5",0.0884,-8.18,-5.66,-0.35
"Q9NZI6",0.0884,-0.643,-0.145,-0.35
"Q9NZI6;Q12800",0.0884,-1.65,-0.145,-0.35
"Q9NZI7",-1.53,-3.13,-3.52,-2.2
"Q9NZI8",-2.73,-0.643,1.03,-0.35
"Q9NZJ0",-5.08,-0.643,-0.145,-6.05
"Q9NZJ4",0.0884,-0.643,-0.145,-3.18
"Q9NZJ5",0.0884,-1.53,-0.145,-0.35
"Q9NZJ7",-1.43,-1.2,-1.3,-1.81
"Q9NZL4",-3.66,-3.05,-1,-2.18
"Q9NZL9",-2,-1.87,-0.0883,-1.54
"Q9NZM1",-2.54,-1.75,-0.18,-1.35
"Q9NZM3",-0.459,-2.36,-1.16,-2.24
"Q9NZM4",0.0884,-4.28,-1.22,-5.16
"Q9NZM5",-1.98,-3.54,-1.01,-1.27
"Q9NZN3",-1.26,-0.642,-1.79,0.223
"Q9NZN3;Q9H4M9",-2.22,-3.45,-1.76,-3.58
"Q9NZN4",-0.908,-2,-1.28,-1.04
"Q9NZN5",-0.684,-4.77,-2.53,-2.76
"Q9NZN8",-3.73,-2.98,-1.06,-2.94
"Q9NZQ3",-4.24,-2.29,-0.654,-2.3
"Q9NZR1",0.0884,-0.643,-0.145,-0.35
"Q9NZT1",1.02,1.1,0.806,1.35
"Q9NZT2",1.62,0.173,0.872,0.569
"Q9NZU5",0.0884,-3.97,-4.51,-4.58
"Q9NZW5",0.0884,-3.21,-0.145,-3.57
"Q9NZZ3",-2.34,-1.86,-0.145,-3.78
"Q9P000",-1.71,-4.53,-2.99,-3.67
"Q9P013",-3.39,-3.97,-0.22,-4.03
"Q9P015",-0.43,-2.4,-0.336,-1.4
"Q9P016",-1.32,-1.85,-0.141,-2.22
"Q9P031",-4.11,-4.77,-1.17,-1.21
"Q9P032",0.0884,-0.643,-0.145,-1.28
"Q9P035",-1.72,-1.84,-0.96,-1.75
"Q9P086",-1.25,-3.39,-0.954,-4.57
"Q9P0I2",1.12,-2.35,-0.6,-1.01
"Q9P0J0",-0.888,-1.77,2.39,-1.6
"Q9P0J1",0.0884,-3.8,-0.145,-2.86
"Q9P0J7",-1.9,-0.928,-1.33,-1.54
"Q9P0K7",-0.769,-1.28,0.543,-0.411
"Q9P0K8",-0.896,-4.09,-3.43,-4.03
"Q9P0L0",-1.97,-1.98,-0.178,-1.64
"Q9P0L2",0.0884,-0.643,-0.145,-0.35
"Q9P0M6",-0.545,-1.46,-1.72,-0.0873
"Q9P0M6;O75367",-1.21,-0.66,-0.465,-1.26
"Q9P0M9",-2.12,-0.327,1,-1.14
"Q9P0N9",-3.21,-3.82,-0.145,-0.35
"Q9P0P0",-3.6,-0.643,-0.145,-3.45
"Q9P0S3",0.0884,-0.643,-0.145,-0.35
"Q9P0S9",-0.613,-2.99,-2.39,-1.75
"Q9P0U3",-2,-0.621,0.374,-1.87
"Q9P0U4",-3.68,-4.32,-0.891,-4.74
"Q9P0V3",-2.02,-2.28,-1.08,-0.933
"Q9P0V9",0.00283,-2.18,0.32,-1.78
"Q9P0W2",-4.05,-5.54,-5.06,-4.59
"Q9P107",-0.486,-2.1,-0.494,-0.908
"Q9P1F3",-2.17,-2.48,-0.909,-0.749
"Q9P1U1;Q9C0K3;P61158",-1.99,-3.85,1.52,-1.39
"Q9P1W3",0.0884,-0.643,-0.145,-0.35
"Q9P1Y5",0.0884,-4.91,-2.53,-0.35
"Q9P1Y6",-4.36,-3.18,-1.79,-3.82
"Q9P1Z0",0.0884,-3.18,-4.42,-3.59
"Q9P1Z2",0.0884,-0.643,-0.145,-2.68
"Q9P206",0.0884,-1.27,-0.725,1.55
"Q9P209",-6.16,-0.0599,1.51,-3.59
"Q9P215",-3.52,-3.53,-1.09,-4.09
"Q9P219",-2.47,-0.643,-0.145,0.548
"Q9P227",-0.981,-2.77,0.774,-3.93
"Q9P241",0.0884,-4.63,-0.832,-1.73
"Q9P246",0.0884,-1.82,-0.145,-0.35
"Q9P253",-3.35,-5.49,-3.89,-3.89
"Q9P258",-1.68,-2.05,-0.929,-1.53
"Q9P260",0.0884,-1.67,0.607,-1.57
"Q9P265",-3.64,-4.08,-1.59,-3.37
"Q9P265;Q14689",-1.87,-1.86,0.83,-0.35
"Q9P270",-3.62,-2.58,0.126,-2.53
"Q9P275",-3.31,-3.58,-0.643,-0.578
"Q9P281",-2.28,-4.27,-0.145,-3.33
"Q9P287",-3,-3.32,-0.778,-2.96
"Q9P289",-0.185,-0.643,-1.44,-1.18
"Q9P289;O00506",-0.331,-1.39,1.47,-1.15
"Q9P289;O00506;Q9Y6E0",-3,-4.21,-0.0489,-2.35
"Q9P289;Q9Y6E0",-4.43,-5.57,-2.37,-4.08
"Q9P291",0.0884,-0.643,-0.16,-2.03
"Q9P2B2",-1.1,-4.31,-1.67,-0.35
"Q9P2B4",-0.674,-2.9,-0.00966,-1.09
"Q9P2D0",-0.552,-1.63,-3.39,-3.3
"Q9P2D1",-3.66,-6.72,-5,-5.45
"Q9P2D1;Q3L8U1",-1.43,-0.643,-4.16,-1.89
"Q9P2D1;Q9HCK8;Q3L8U1;Q8TD26",-0.587,-1.53,-2.08,-1.59
"Q9P2D3",0.0884,-3.37,-0.835,-4.02
"Q9P2E3",-1.69,-3.02,-1.27,-0.8
"Q9P2E5",0.0884,-0.643,-0.145,-1.2
"Q9P2E9",-0.889,-1.46,0.0329,-1.07
"Q9P2F8",-1.04,-0.643,-0.145,-0.35
"Q9P2F9",0.0884,-2.22,-0.145,-3.44
"Q9P2G1",0.0884,-0.643,-0.145,-0.35
"Q9P2H3",-0.412,-2.08,-0.145,-1.26
"Q9P2I0",-3.38,-2.34,-1,-2.71
"Q9P2J5",-1.97,-1.58,-0.507,-1.45
"Q9P2K3",-0.699,-4.16,-3.73,-4.36
"Q9P2K5",-1.01,-0.643,-0.959,-0.613
"Q9P2K6",0.0884,-0.643,-0.145,-0.35
"Q9P2K8",0.535,-0.129,0.0842,-0.182
"Q9P2L0",-3.06,-4.57,-1.19,-6.13
"Q9P2M7",-5.19,-2.2,-1.91,1.48
"Q9P2N5",-3.49,-1.97,-1.03,-2.04
"Q9P2N6",-3.28,-3.43,-0.145,-2.36
"Q9P2P1",0.0884,-3.95,0.244,-0.35
"Q9P2Q2",0.0884,-0.643,-0.145,-0.35
"Q9P2R3",-1.79,-2.18,-0.574,-0.598
"Q9P2R6",-1.81,-6.96,-1.41,-5.01
"Q9P2R7",-2.16,-1.17,0.118,1.24
"Q9P2S5",-6.07,-1.49,0.0112,-2.57
"Q9P2T1",0.983,-0.52,-0.145,-1.8
"Q9P2W9",0.0884,-2.23,-0.145,-2.11
"Q9P2X0",0.0884,-2.94,0.51,-2.09
"Q9P2Y4",-2.96,-4.6,-3.54,-0.35
"Q9P2Y5",-3.13,-0.643,-2.4,-2.19
"Q9UBB4",-2.57,-2.04,-0.774,-1.98
"Q9UBB5",-4.35,-5.61,-2.57,-3.65
"Q9UBB6",-1.01,-5.09,-2.62,-4.92
"Q9UBB9",-3.45,-2.07,-2.22,-2.32
"Q9UBC1",0.0884,-1.85,-0.145,-2.27
"Q9UBC2",-3.54,-2.71,-0.308,-0.59
"Q9UBC9",-3.76,-2.43,-0.145,0.441
"Q9UBD5",-3.82,-3.44,-2.91,-1.45
"Q9UBE0",-3.49,-3.69,-2.65,-3.15
"Q9UBF2",-4.17,-3.77,-0.472,-2.37
"Q9UBF8",0.0884,-2.29,-0.145,-2.13
"Q9UBH6",0.0884,-1.56,-0.145,-0.35
"Q9UBI1",-4.84,-4.11,-1.41,-3.01
"Q9UBI4",0.0884,-0.643,-0.145,-0.35
"Q9UBI6",-0.619,-2.31,-1.03,-1.29
"Q9UBI9",-4.89,-3.29,-2.13,-3.46
"Q9UBK8",-2.08,-0.643,-0.145,-4.65
"Q9UBK9",-3.07,-3.22,-2.91,-3.88
"Q9UBL0",-4.03,-2.74,-0.145,0.867
"Q9UBL3",-4.95,-5.74,-2.46,-4.27
"Q9UBM7",-2.65,-2.48,-0.88,-1.81
"Q9UBN7",-0.865,-3.1,-0.708,-1.87
"Q9UBP0",-1.24,-1.74,-0.145,-3.17
"Q9UBP6",-1.67,-4.12,-2.76,-0.856
"Q9UBQ0",-2.53,-2.31,-0.703,-2.21
"Q9UBQ5",-3.33,-0.409,-0.539,-1.41
"Q9UBQ7",-3.95,-3.41,-1.11,-3.31
"Q9UBS4",1.67,-1.16,-0.0675,-0.393
"Q9UBS8",-3.48,-4.2,-2.37,-4.78
"Q9UBS9",0.0884,-0.643,-0.145,-1.26
"Q9UBT2",-2.3,-4.54,-1.04,-3.47
"Q9UBT6",-3.79,-4.73,-0.145,-4.82
"Q9UBT7",-2.63,-2.59,1.16,-1.65
"Q9UBU6",0.0884,-1.98,-0.145,-0.35
"Q9UBU8",-1.95,-5.09,-2.14,-2.87
"Q9UBU8;Q15014",-1.79,-5.1,-2.31,-1.74
"Q9UBU9",-1.35,-2.12,-1.18,-1.53
"Q9UBV2",0.0884,-1.16,-1.86,-3.03
"Q9UBV7",0.0884,-0.643,-0.145,-0.35
"Q9UBV8",-3.45,-3.07,-1.93,-4.61
"Q9UBW7",-4.01,-5.9,-3.08,-5.38
"Q9UBW8",0.0884,-0.643,-0.211,-1.15
"Q9UBX3",-2.9,-0.128,-2.51,-0.865
"Q9UBX5",0.0884,-0.643,-0.145,-0.35
"Q9UDV7",0.0884,-5.86,-6.28,-0.35
"Q9UDV7;Q8TD17",0.0884,-1.88,-5.17,-0.35
"Q9UDW1",-0.691,-4.36,-0.376,-3.65
"Q9UDX4;O76054",0.0884,-1.41,-0.145,-0.35
"Q9UDY2",-2.02,-1.92,-0.251,-0.88
"Q9UDY4",-2.68,-4.17,-0.971,-4.41
"Q9UDY8",-1.2,-2.36,-0.145,-4.32
"Q9UEE9",-3.3,-5.13,-2.43,-4
"Q9UEG4",0.0884,-6.02,-5.78,-5.24
"Q9UEU0",0.0884,-3.61,-1.61,-0.35
"Q9UEW8",-3.52,-3.23,-0.24,-1.76
"Q9UEY8",-2.62,-1.07,-0.463,-0.83
"Q9UF56",-1.05,-1.77,-4.56,-6.01
"Q9UFC0",-3.12,-2.99,-1.04,-1.58
"Q9UFF9",0.0884,-0.643,-0.145,-0.35
"Q9UFG5",0.0884,-3.28,-0.145,-1.23
"Q9UFN0",-1.11,-1.7,0.481,-0.35
"Q9UFW8",-3.54,-5.12,-1.78,-1.91
"Q9UG01",0.0884,-1.75,-0.145,-0.35
"Q9UG63",-2.18,-1.91,-1.03,-1.45
"Q9UGI8",-0.707,-2.12,-0.787,-1.71
"Q9UGJ0",0.0884,-1.45,-0.145,-1.27
"Q9UGJ1",-3.74,-4.39,-0.646,-3.46
"Q9UGK3",0.0884,-2.59,-1.29,-3.08
"Q9UGL1",-2.1,-4.06,-2.35,-4.68
"Q9UGM3",2.52,-0.366,0.766,-0.35
"Q9UGN5",-2.72,-3.67,-2.26,-2.06
"Q9UGP4",-4.47,-2.64,-0.758,-3.79
"Q9UGP5",-0.00646,-0.643,-1.2,-0.0253
"Q9UGP8",-2.32,-1.79,-0.618,-0.998
"Q9UGR2",-4.65,-2.36,-1.55,-2.53
"Q9UGT4",0.0884,-0.643,-0.145,-0.35
"Q9UGU0",-5,-5.73,-6.34,-6.31
"Q9UGU5",-1.41,-2.88,1.2,-3.29
"Q9UGV2",-2.79,-2.05,-0.602,-1.8
"Q9UGY1",0.0884,-0.643,0.95,1.03
"Q9UH17",0.0884,-0.804,-1.97,-1.42
"Q9UH62",-1.02,-5.09,-0.66,-2.59
"Q9UH65",-1.28,-2.15,-2.51,-1.78
"Q9UH99",-0.439,0.0371,1.03,0.119
"Q9UHA3",-0.412,-0.657,-1.33,-1.8
"Q9UHA4",-2.82,-3.07,-0.845,-2.33
"Q9UHB6",-1.7,-2.14,0.0572,-0.925
"Q9UHB7",-2.34,-3.11,-1.93,-1.85
"Q9UHB9",-1.33,-1.25,-0.435,-0.854
"Q9UHC1",0.0884,-4.6,-2.4,-4.04
"Q9UHD1",-3.54,-4.54,-0.548,-2.02
"Q9UHD2",-2.31,-1.17,-0.87,-1
"Q9UHD8",-1.4,-1.96,-0.383,-1.52
"Q9UHD9",-1.48,-1.36,-1.25,-2.68
"Q9UHF7",0.0884,-0.643,-4.1,-7.18
"Q9UHG3",0.0778,-1.85,-0.478,-0.997
"Q9UHI6",-1.24,-3.35,-0.597,-2.07
"Q9UHK6",0.0884,-0.643,-0.145,-0.35
"Q9UHL4",0.0884,-0.643,-0.145,-0.35
"Q9UHL9",0.0884,-5.43,-4.57,-2.94
"Q9UHN6",0.0884,-2.12,-0.872,-1.61
"Q9UHP3",0.0884,-1.06,-0.145,-0.35
"Q9UHQ4",0.0884,-0.63,1.36,-1.75
"Q9UHQ9",-0.688,-3.78,-2.38,-4.46
"Q9UHR4",-1.14,-2.43,-1.07,-2.41
"Q9UHR5",-4.44,-4.19,-2.01,-2.54
"Q9UHR6",0.0884,-0.643,-0.145,-0.35
"Q9UHV7",0.0884,-5.89,-3.86,-4.54
"Q9UHV9",-1.9,-3.23,-0.686,-1.56
"Q9UHW5",-0.673,-0.643,-0.145,-1.36
"Q9UHW9",0.0884,-3.82,-0.145,-0.35
"Q9UHX1",-1.74,-1.04,-0.0775,-1.29
"Q9UHY1",-2.67,-3.31,-0.341,-0.627
"Q9UHY7",-3.28,-3.03,-0.145,-3.28
"Q9UHY8",0.0884,-1.77,-0.648,-3.63
"Q9UI08",-2.81,-0.643,-0.535,0.19
"Q9UI09",-0.626,-2.77,1.76,-4.01
"Q9UI10",-2.34,-3.02,-0.315,-1.15
"Q9UI12",-1.96,-2.94,-1.44,-1.99
"Q9UI26",-3.41,-5.05,-1.46,-3.49
"Q9UI30",-4.15,-3.88,-1.81,-2.32
"Q9UI42",-0.5,2.16,1.89,2.87
"Q9UIA9",-4.35,-2.47,-0.419,-1.95
"Q9UIC8",-4.09,-5.69,-3.99,-3.09
"Q9UID3",-2.61,-3.37,-0.544,-2.66
"Q9UID6",-0.523,-0.643,-0.391,-2.85
"Q9UIF8",0.0884,-2.1,-2.5,-1.73
"Q9UIF9",-3.45,-3.61,-1.8,-6.23
"Q9UIG0",-2.35,-2.69,-1.03,-1.41
"Q9UII4",-3.59,-1.47,-0.554,-3.39
"Q9UIJ7",-0.854,-1.59,-1.15,-1.16
"Q9UIL1",-1.23,-2.31,0.168,-1.33
"Q9UIQ6",-1.53,-3.22,0.119,-2.23
"Q9UIS9",-2.6,-2.97,-2.77,-3.89
"Q9UIU6",0.0884,-6.85,-5.35,-5.26
"Q9UIV1",-3.49,-1.83,-4,-4.1
"Q9UIV8",0.783,-2.26,-0.145,1.17
"Q9UJ41",-3.3,-0.643,-2.28,-4.21
"Q9UJ68",0.0884,-0.643,-0.145,-0.35
"Q9UJ70",-2.79,-2.59,-1.03,-1.93
"Q9UJ72",-0.732,-2.14,-0.145,-0.536
"Q9UJ78",0.0884,-2.48,-0.868,-4.65
"Q9UJ83",1.49,-0.701,-1.16,-0.179
"Q9UJA5",-5.41,-5.59,-3.12,-3.55
"Q9UJC3",0.0884,-0.607,-4,-1.64
"Q9UJF2",0.0884,-4.44,-0.782,-3.02
"Q9UJJ9",0.0884,-0.643,-0.145,-0.35
"Q9UJQ4",0.0884,-6.23,-4.55,-0.35
"Q9UJS0",-0.652,-2.79,-1.55,-2.31
"Q9UJU2",-4.63,-0.643,-0.145,-3.09
"Q9UJU6",-2.73,-3.04,-0.351,-1.67
"Q9UJV9",-1.62,-1.18,-1.07,-1.41
"Q9UJW0",-3.41,-2.72,-0.826,-2.6
"Q9UJX2",-4.2,-3.14,-1.71,-2.96
"Q9UJX3",-3.59,-1.35,-1.34,-1.53
"Q9UJX4",-1.3,-3.05,-1.5,-1.41
"Q9UJX5",-3.06,-4.19,-1.97,-4.21
"Q9UJX6",-1.83,-4.43,-1.58,-2.89
"Q9UJY1",0.0884,-0.643,-3.06,-0.35
"Q9UJY4",-1.68,-2.46,-2.09,-2.22
"Q9UJY5",-4.11,-1.6,-0.412,-3.26
"Q9UJZ1",-0.204,-1.03,0.0072,-0.425
"Q9UK32;P51812;Q15418;Q15349",-2.54,-1.33,0.0631,-2.07
"Q9UK41",-3.17,-3.35,-0.769,-3.44
"Q9UK45",-2.16,-1.62,-2.25,-4.17
"Q9UK58",0.0884,-0.643,-1.52,-0.862
"Q9UK59",-1.06,-3.28,-0.65,-2.56
"Q9UK61",-3.17,-3.8,-1.84,-4.46
"Q9UK73",0.0884,-1.92,-0.145,-0.35
"Q9UK76",-4.73,-1.78,-0.683,-4.59
"Q9UK97",-0.825,-2.36,-1.13,-0.807
"Q9UK99",-3.35,-4.32,-3.18,-4.24
"Q9UKA4",-0.341,-0.643,0.354,-0.243
"Q9UKA9",0.0884,-0.643,-1.63,-0.35
"Q9UKB1",-3.93,-3.92,-3.33,-3.58
"Q9UKC9",0.0884,-0.643,-0.145,-0.639
"Q9UKD1",0.0884,-3.78,-0.585,-3.02
"Q9UKD2",-2.98,-3.48,-0.806,-0.959
"Q9UKE5",-1.21,-2.53,-0.145,-0.35
"Q9UKE5;O95819;Q8N4C8",-2.58,-2.25,-1.54,-1.92
"Q9UKF6",-3.6,-1.75,-1.05,-2.17
"Q9UKG1",-2.17,-5.28,-2.61,-3.69
"Q9UKG9",-1.06,-1.3,-4.27,-0.35
"Q9UKI2",-4.81,-8.35,-0.145,-9.4
"Q9UKI8",-1.02,-3.52,-1.38,-2.74
"Q9UKI8;Q86UE8",-3.81,-4.67,-2.43,-4.41
"Q9UKI9",0.0884,-7.78,-0.145,-0.35
"Q9UKJ3",-3.22,-2.45,-0.222,-4.72
"Q9UKK3",-4.67,-4.07,-0.789,-3.28
"Q9UKK6",0.0884,-3.35,-1.92,-2.47
"Q9UKK9",-1.21,-1.18,-1.92,-1.57
"Q9UKL0",-4.12,-2.9,-1.68,-3.61
"Q9UKL0;Q9P2K3",-4.17,-4.93,-3.02,-3.79
"Q9UKM7",0.0884,-2.86,-1.29,-1.97
"Q9UKM9",-1.58,-0.684,-0.692,-0.679
"Q9UKN5",0.0884,-2.59,-1.94,-4.43
"Q9UKN8",-3.89,-5.15,-2.2,-4.13
"Q9UKR5",-2.73,-3.44,0.208,2.15
"Q9UKS6",1.86,-0.0622,0.521,0.931
"Q9UKS7",-4.81,-8.03,-3.03,-1.71
"Q9UKT7",-1.71,-2.62,-0.145,-4.9
"Q9UKT9",-6.5,-7.71,-0.145,-0.35
"Q9UKU0;P33121",0.0884,-0.643,-0.145,-0.35
"Q9UKU7",0.799,-0.643,-0.145,-0.35
"Q9UKV3",-1.49,-0.725,-0.0784,-0.695
"Q9UKV5",0.0884,-0.643,-0.145,-1.65
"Q9UKV8",-4.63,-1.87,-1.61,-1.88
"Q9UKV8;Q9UL18;Q9H9G7;Q9HCK5",-4.03,-3.86,-1.72,-2.48
"Q9UKW4",-3.19,-1.4,2.02,-0.35
"Q9UKX2",0.0884,-0.643,0.898,-0.35
"Q9UKX2;P12882;Q9Y623;P11055",0.0884,-0.643,-0.145,-0.35
"Q9UKX2;P12882;Q9Y623;P13535",0.0884,-0.643,-0.145,-0.35
"Q9UKX2;P12882;Q9Y623;P13535;P11055",0.0884,-0.643,-0.145,-0.35
"Q9UKX2;P12883;Q9UKX3;P12882;Q9Y623;P13535;P11055;P13533",0.0884,-1.71,-0.145,-0.35
"Q9UKX7",-2.28,-2.86,-0.168,-1.78
"Q9UKY1",-1.78,-2.25,-1.6,-3.5
"Q9UKY7",-2.52,-3.49,-0.647,-2.17
"Q9UKZ1",-1.63,-1.34,-0.738,-0.35
"Q9UL03",-2.3,-2.74,-0.326,-3.92
"Q9UL12",0.0884,-0.643,-0.145,-0.35
"Q9UL15",-3.56,-4.76,-2.32,-3.51
"Q9UL17",0.0884,-0.643,-0.145,-0.35
"Q9UL18",-1.67,-1.35,-1.08,-0.35
"Q9UL25",-4.37,-2.06,-0.895,-1.39
"Q9UL26",0.0884,-0.643,-0.397,-1.11
"Q9UL33",-4.7,-4.13,-2.67,-2.57
"Q9UL40",-2.01,-1.65,-1.3,-0.965
"Q9UL46",-1.76,-1.76,-0.0884,-1.12
"Q9UL54",-1.18,-2.4,-1.5,-1.73
"Q9UL63",0.0884,-1.27,-0.145,-1.09
"Q9ULA0",-0.079,-0.995,-0.789,-0.0139
"Q9ULC3",0.0884,-1.74,-0.263,-0.35
"Q9ULC4",-2.39,-2.35,-2.21,-1.78
"Q9ULD2",0.0884,-1.86,2.45,-0.35
"Q9ULD9",0.0884,-0.643,-0.145,-1.53
"Q9ULE0",0.0884,-0.643,-0.145,-0.35
"Q9ULE4",0.0884,-0.643,-0.145,-0.35
"Q9ULF5",0.0884,-0.643,-0.145,-0.35
"Q9ULG1",-1.38,-3.33,-0.932,-1.38
"Q9ULG6",0.0884,-0.643,-0.145,-0.35
"Q9ULH0",0.0884,-2.05,-0.432,0.0706
"Q9ULH1",0.0884,-0.643,-0.145,-2.4
"Q9ULH7",-0.774,-4.79,-1.2,-2
"Q9ULJ1",-3.8,-2.6,-0.145,-1.19
"Q9ULJ3",-4.22,-6.46,-5.19,-6.24
"Q9ULJ6",-4.36,-8.86,-5.28,-7.56
"Q9ULJ6;Q8NF64",-2.2,-6.46,-3.42,-5.95
"Q9ULJ7",-1.51,-3.41,-0.382,-2.16
"Q9ULJ8",0.0884,2.06,-0.145,-0.35
"Q9ULK4",-5.66,-7.38,-4.46,-6.27
"Q9ULK5",0.0884,-0.643,-0.145,-1.33
"Q9ULL1",0.0884,-0.643,-0.145,-0.35
"Q9ULL5",-3.07,-7.17,-5.35,-6.53
"Q9ULL8",0.0884,-0.643,-0.145,-0.35
"Q9ULM3",-3.27,-4.2,-2.47,-4.44
"Q9ULM6;Q96LI5",-2.76,-3.43,-1.19,-2.01
"Q9ULP9",-0.786,-1.52,-0.145,-0.35
"Q9ULQ0",0.0884,-0.643,-0.145,-0.862
"Q9ULQ0;Q5VSL9",0.0884,-1.11,-0.145,-0.854
"Q9ULR0",-3.11,-2.66,-2.34,-2.9
"Q9ULR3",0.0884,-1.63,-0.145,-0.35
"Q9ULS5",0.0884,-1.54,-0.145,-0.35
"Q9ULT0",0.0884,-0.643,-0.145,-0.35
"Q9ULT8",-2.4,-3.18,-2.09,-2.96
"Q9ULU4",-4.2,-4.61,-1.78,-6.24
"Q9ULU8",0.0884,-0.643,-0.145,-0.35
"Q9ULV0",-1.13,0.531,1.45,-0.4
"Q9ULV3",-0.718,-0.972,-2.4,-1.04
"Q9ULV4",-1.13,-1.38,0.202,-1.04
"Q9ULV8",0.0884,-1.5,-0.145,-0.35
"Q9ULW0",-3.16,-3.08,-1.4,-2.73
"Q9ULW3",-2.02,-4.02,-0.637,-0.695
"Q9ULW8",0.0884,-3.13,1.06,-0.35
"Q9ULX3",-3.94,-1.39,-0.159,-1.2
"Q9ULX6",-0.943,-2.67,-1.3,-1.11
"Q9ULX9",0.0884,-3.76,-0.145,-3.9
"Q9ULZ3",0.0884,-1.34,-1.73,-1.18
"Q9UM00",-0.617,-0.708,1.07,0.0737
"Q9UM21",0.0884,-0.643,-0.145,-0.35
"Q9UM47",0.0884,-4.69,-0.145,-0.35
"Q9UM54",-2.92,-1.65,-0.504,-0.867
"Q9UMD9",-0.672,-2.41,-0.145,-0.35
"Q9UMN6",-1.6,-2.37,-2.14,-4.64
"Q9UMS4",-1.83,-1.07,-0.781,-1.08
"Q9UMS6",0.0884,-0.643,-1.33,-0.35
"Q9UMX0",0.0884,-2.82,-1.46,-1.51
"Q9UMX0;Q9UHD9",0.0884,-1.32,-0.145,-1.39
"Q9UMX3",0.0884,-0.643,-0.145,-0.35
"Q9UMX5",0.0884,-0.643,-0.145,-0.35
"Q9UMY1",-1.95,-3.27,-0.347,-0.798
"Q9UMY4",0.0884,-4.82,-1.44,-2.92
"Q9UMZ2",-2.78,-2.91,-0.227,-1.54
"Q9UN19",0.0884,-2.1,-0.145,-0.35
"Q9UN36",0.0884,-0.643,-0.145,-0.35
"Q9UN37",-3,-3.53,-0.227,-2.05
"Q9UN37;O75351",0.0884,-1.38,-0.247,-0.0776
"Q9UN79",0.0884,-7.24,-6.09,-7.37
"Q9UN81",-0.843,-0.481,-0.588,0.198
"Q9UN86",-2.59,-1.57,-0.588,-1.47
"Q9UNA4",-0.691,-1.28,-0.145,-0.35
"Q9UNE7",-6.18,-6.38,-1.98,-3.63
"Q9UNF0",-2.35,-1.77,-0.214,-1.41
"Q9UNF1",-2.25,-4.29,0.26,-3.56
"Q9UNH6",0.0884,-0.643,-0.145,-0.35
"Q9UNH7",-3.22,-3.34,-0.628,-2.87
"Q9UNI6",-4.34,-4.75,-0.145,-4.27
"Q9UNK0",0.0884,-0.643,0.997,-1.63
"Q9UNM6",-1.02,-2.17,-0.253,-0.693
"Q9UNN5",-3.62,-3.04,-0.427,-1.92
"Q9UNP9",-2.27,-2.33,-1.47,-2.07
"Q9UNQ0",0.0884,-2.34,-0.733,-0.35
"Q9UNQ2",-1.3,-1.49,-0.938,-1.26
"Q9UNS1",-4.22,-4.23,-1.91,-2.22
"Q9UNS2",-1.82,-2.7,-0.209,-2.25
"Q9UNX3",-0.403,-2,-0.878,-1.16
"Q9UNX3;P61254",-0.867,-1.01,-0.315,-1.06
"Q9UNX4",-1.86,-2.11,-1.13,-1.35
"Q9UNY4",-3.33,-2.77,-1.16,-2.38
"Q9UNZ2",-4.42,-4.43,1.06,-2.72
"Q9UNZ5",0.0884,-0.643,-0.145,-1.26
"Q9UP83",-4.37,-4.59,1.01,-2.18
"Q9UP95",0.0884,-3.52,-0.373,-2.96
"Q9UP95;Q9UHW9",0.0884,-3.12,0.897,-0.35
"Q9UPG8",-1.01,-5.83,-0.145,-3.82
"Q9UPM8",-0.576,-1.99,-1.16,-2.48
